,摘要,关键词,第一章,第二章,第三章,第四章,第五章,第六章,总词频,加权得分
样序列,0,0,0,0,0,1,0,0,1,0.18125
滑动距离,0,0,0,0,0,1,0,1,2,0.3625
同步头结构,0,0,0,0,0,4,0,0,4,0.725
流水线处理,0,0,0,0,0,1,0,0,1,0.18125
fft处,0,0,0,0,0,1,0,0,1,0.18125
fft模块,0,0,0,0,1,1,8,0,10,1.8125
a序列信息,0,0,0,0,0,1,1,0,2,0.3625
fft长度,0,0,0,0,0,1,0,0,1,0.18125
滑动窗算法,0,0,0,0,0,2,0,0,2,0.3625
频偏,0,0,2,0,7,6,0,0,15,2.6062499999999997
同步性能,2,0,1,0,1,2,2,0,8,3.03125
频偏对性能,0,0,0,0,0,1,0,0,1,0.18125
多径信道,0,0,3,6,3,1,0,0,13,1.85
中继系统,0,0,0,0,0,1,2,0,3,0.54375
漏同步,0,0,0,0,0,1,0,0,1,0.18125
误同步,0,0,0,0,0,1,0,0,1,0.18125
仿真结,0,0,0,0,0,1,0,0,1,0.18125
误同步次数,0,0,0,0,0,1,0,0,1,0.18125
sui-3信道模型,0,0,0,1,0,1,0,0,2,0.30625
频域滑动窗同步系统,0,0,0,0,0,1,0,0,1,0.18125
同步性能仿真,0,0,0,0,0,1,0,0,1,0.18125
频域均衡系数,0,0,0,0,0,0,0,1,1,0.18125
fpga芯片,0,0,0,0,0,0,0,1,1,0.18125
系统级联,0,0,0,0,0,0,0,1,1,0.18125
线谱法,0,0,0,0,0,3,0,0,3,0.54375
波形,0,0,0,1,1,2,5,1,10,1.7562499999999999
时钟,0,0,0,0,0,4,10,0,14,2.5375
周期,0,0,0,0,0,2,0,0,2,0.3625
接收信号,0,0,0,2,0,11,1,0,14,2.425
随机扰码,0,0,0,0,0,1,0,0,1,0.18125
发送端,0,0,0,0,2,4,0,0,6,1.0875
周期性,0,0,0,0,0,1,0,0,1,0.18125
平方律器件,0,0,0,0,0,1,0,0,1,0.18125
零均,0,0,0,0,0,1,0,0,1,0.18125
误差,0,0,0,0,0,2,0,0,2,0.3625
同步信号,0,0,0,0,0,2,0,0,2,0.3625
大信噪比误差,0,0,0,0,0,1,0,0,1,0.18125
跟踪误差,0,0,0,0,0,1,0,0,1,0.18125
非零均值,0,0,0,0,0,1,0,0,1,0.18125
开环码元同步,0,0,0,0,0,1,0,0,1,0.18125
电路,0,0,0,0,0,1,0,0,1,0.18125
时钟频率,0,0,0,0,0,1,0,0,1,0.18125
环路,0,0,0,0,0,2,0,0,2,0.3625
锁相环,0,0,0,0,0,4,0,0,4,0.725
滤波器,0,0,1,7,5,1,0,0,14,2.0875
平方序列,0,0,0,0,0,1,0,0,1,0.18125
窄带滤波器,0,0,0,0,0,1,0,0,1,0.18125
符号速率,0,0,0,1,0,2,3,0,6,1.03125
周期特性,0,0,0,0,0,1,0,0,1,0.18125
接收序列,0,0,0,0,0,1,0,0,1,0.18125
均值,0,0,0,0,0,1,0,0,1,0.18125
双极性,0,0,0,0,0,1,0,0,1,0.18125
开环同步,0,0,0,0,0,3,0,0,3,0.54375
练数据,0,0,0,0,0,0,1,0,1,0.18125
存储数据,0,0,0,0,0,0,1,0,1,0.18125
数据选择模块,0,0,0,0,0,0,1,0,1,0.18125
中继平台,0,0,0,0,0,0,9,0,9,1.6312499999999999
均衡,0,0,4,11,5,0,6,1,27,4.05
均衡器,2,0,6,13,3,0,4,1,29,5.825
多径效应,4,0,5,4,1,0,5,0,19,6.2125
传输速率,1,0,4,1,2,1,4,0,13,2.89375
ofdm,0,0,7,0,1,0,3,0,11,1.6
频域,0,0,5,1,14,4,4,2,30,5.1
cp,0,0,0,0,0,0,2,0,2,0.3625
频域同步算法,0,0,2,0,0,2,2,0,6,0.975
线性均衡器,0,0,4,4,0,0,2,0,10,1.3625
迫零算法,0,0,1,3,1,0,2,0,7,1.04375
de,0,0,0,0,1,0,2,0,3,0.54375
复乘模块,0,0,0,0,0,0,4,0,4,0.725
复乘运算,0,0,0,0,0,0,1,1,2,0.3625
复用,1,0,0,0,0,0,4,0,5,1.725
资源,1,0,0,0,0,0,10,1,12,2.99375
fde子系统,1,0,1,0,0,0,10,0,12,2.9375
系统,0,0,1,1,1,1,5,0,9,1.51875
内容,0,0,0,0,0,0,1,0,1,0.18125
收端,0,0,0,0,0,0,1,0,1,0.18125
解扰,0,0,0,0,0,0,1,0,1,0.18125
去交织,0,0,0,0,0,0,1,0,1,0.18125
解调,0,0,1,1,0,2,1,0,5,0.79375
cpa,0,0,0,0,0,0,1,0,1,0.18125
sc-fde接收端,0,0,0,0,0,0,1,0,1,0.18125
发端,0,0,0,0,0,0,1,0,1,0.18125
fde,0,0,2,0,2,0,1,0,5,0.79375
農震,0,0,0,0,0,0,1,0,1,0.18125
交织调制,0,0,0,0,0,0,1,0,1,0.18125
加扰,0,0,0,0,0,0,1,0,1,0.18125
发射端,0,0,0,1,1,2,1,0,5,0.85
均衡头,0,0,0,0,0,0,2,0,2,0.3625
pn序列,0,0,1,0,2,8,1,1,13,2.3
cazac,0,0,0,1,1,0,1,1,4,0.66875
信道条件,0,0,0,0,0,0,1,0,1,0.18125
慢时变信道,0,0,0,0,0,0,1,0,1,0.18125
有效载荷,0,0,0,0,0,0,1,0,1,0.18125
保护间隔,0,0,0,0,0,0,1,0,1,0.18125
数据速率,0,0,1,0,0,0,6,1,8,1.39375
突发帧结构,0,0,0,0,0,0,1,0,1,0.18125
数据帧结构,0,0,0,0,0,0,1,0,1,0.18125
样算法,0,0,0,0,0,0,1,0,1,0.18125
同步码字信息,0,0,1,0,0,1,1,1,4,0.66875
频域算法,0,0,1,0,5,7,1,2,16,2.84375
时域算法,0,0,0,0,7,4,1,1,13,2.3562499999999997
线性迫零频域均衡器,0,0,0,0,0,0,1,0,1,0.18125
前馈滤波,0,0,0,0,0,0,1,0,1,0.18125
反馈均衡器,0,0,2,3,1,0,1,0,7,0.9875
mmse算法,0,0,0,1,1,0,1,0,3,0.4875
频域均衡算法,0,0,0,0,2,0,1,0,3,0.54375
上下行传输标准,0,0,0,0,0,0,1,0,1,0.18125
频域均衡复杂度,0,0,0,0,0,0,1,0,1,0.18125
时域均衡器,1,0,3,2,4,0,1,2,13,2.89375
下行链路,0,0,0,0,0,0,1,0,1,0.18125
无人机平台,0,0,0,0,0,0,1,0,1,0.18125
子信道,0,0,1,0,0,0,1,0,2,0.30625
次径时延,0,0,0,0,0,0,1,0,1,0.18125
码元宽度,0,0,0,0,0,1,1,0,2,0.3625
sui-3信道,0,0,0,1,0,0,1,0,2,0.30625
速率,0,0,0,0,0,0,3,0,3,0.54375
it,0,0,0,0,0,0,1,0,1,0.18125
频域均衡器,1,0,4,0,4,0,0,1,10,2.40625
时域均衡,1,0,4,1,8,0,0,2,16,3.4375
时域同步算法,0,0,3,0,0,0,0,0,3,0.375
传输特性,0,0,3,3,0,0,0,0,6,0.75
循环卷积,0,0,2,0,1,0,0,0,3,0.43125
均衡系数,0,0,5,0,11,0,1,1,18,2.9812499999999997
迫零均衡,0,0,2,3,2,0,0,0,7,0.9875
畸变,0,0,2,0,0,0,0,0,2,0.25
码间干扰,1,0,7,4,6,0,0,0,18,3.4625
系统资源,0,0,1,0,0,0,3,1,5,0.85
频域计算模块,0,0,1,0,0,0,0,0,1,0.125
均衡算法,0,0,1,0,0,2,0,0,3,0.4875
系统调试,0,0,1,0,0,0,0,0,1,0.125
modelsim,0,0,1,0,0,0,4,0,5,0.85
连接,0,0,1,0,0,0,0,0,1,0.125
接口,0,0,1,0,0,0,3,0,4,0.66875
工程设计,0,0,1,0,0,0,0,0,1,0.125
算法,1,0,2,0,2,5,0,2,12,2.8812499999999996
循环卷积峰值,0,0,1,0,0,0,0,0,1,0.125
性质,0,0,1,1,2,1,0,0,5,0.79375
基本频域同步算法,0,0,1,0,0,0,0,0,1,0.125
频域滑动窗,0,0,1,0,0,0,0,1,2,0.30625
时域,0,0,2,1,6,1,3,1,14,2.36875
park算法,2,0,1,0,0,3,0,1,7,2.85
minn算法,1,0,2,0,0,2,0,0,5,1.6125
cox算法,0,0,1,0,0,1,0,0,2,0.30625
schimdl,0,0,1,0,0,0,0,0,1,0.125
频域均衡,1,0,3,0,11,0,0,1,16,3.55
均衡性能,0,0,1,0,1,0,0,0,2,0.30625
定时同步偏差,0,0,1,0,0,0,0,0,1,0.125
时域判决反馈均衡器,0,0,1,0,0,0,0,0,1,0.125
频域判决反馈均衡器,0,0,1,0,0,0,0,0,1,0.125
判决反馈结构,0,0,1,0,1,0,0,0,2,0.30625
线性结构,0,0,1,0,1,0,0,0,2,0.30625
最小均方误差,0,0,1,0,0,0,0,0,1,0.125
时域均衡设计,0,0,1,0,0,0,0,0,1,0.125
自适应均衡器,0,0,2,1,0,0,0,0,3,0.375
mmse均衡,0,0,1,1,0,0,0,0,2,0.25
均方误差,0,0,1,2,0,0,0,0,3,0.375
峰值畸变准则,0,0,2,0,0,0,0,0,2,0.25
补偿,0,0,1,2,0,0,0,0,3,0.375
训练序列,1,0,2,2,6,10,0,0,21,4.4
训练数据,0,0,1,0,0,0,0,0,1,0.125
时域均衡技术,0,0,1,2,0,0,0,0,3,0.375
信号畸变,0,0,1,0,0,0,0,0,1,0.125
多径,0,0,1,1,0,0,0,1,3,0.43125
延时抽头系数,0,0,1,1,0,0,0,0,2,0.25
信道环境,0,0,2,0,0,0,0,0,2,0.25
基带数据,0,0,1,0,0,0,3,0,4,0.66875
均衡子系统,0,0,1,0,0,0,0,0,1,0.125
线性对数,0,0,0,0,0,1,0,0,1,0.18125
平方数量,0,0,0,0,0,1,0,0,1,0.18125
估计信噪比,0,0,0,0,0,0,2,0,2,0.3625
modelsim仿真,0,0,0,0,0,0,3,0,3,0.54375
同步丢失,0,0,0,0,0,0,1,0,1,0.18125
模拟无线信道,0,0,0,0,0,0,1,0,1,0.18125
有线直连,0,0,0,0,0,0,1,0,1,0.18125
板级调试,0,0,0,0,0,0,2,0,2,0.3625
verilog,0,0,0,0,0,0,1,0,1,0.18125
信号能量,0,0,0,0,0,0,1,0,1,0.18125
满量程,0,0,0,0,0,0,1,0,1,0.18125
无噪声,0,0,0,0,0,0,1,0,1,0.18125
仿真条件,0,0,0,0,0,0,1,0,1,0.18125
错误模块,0,0,0,0,0,0,1,0,1,0.18125
fpga程序,0,0,0,0,0,0,1,0,1,0.18125
文件数据,0,0,0,0,0,0,1,0,1,0.18125
文件,0,0,0,0,0,0,1,0,1,0.18125
testbench,0,0,0,0,0,0,1,0,1,0.18125
数据波形,0,0,0,0,0,0,1,0,1,0.18125
数据流程,0,0,0,0,0,0,1,0,1,0.18125
调试,0,0,0,0,0,0,1,0,1,0.18125
早迟门,0,0,0,0,0,3,0,0,3,0.54375
定时同步误差,0,0,0,0,0,1,0,0,1,0.18125
位定时同步信息,0,0,0,0,0,1,0,0,1,0.18125
过采样,0,0,0,0,0,5,0,0,5,0.90625
模拟电路,0,0,0,0,0,3,0,0,3,0.54375
样偏差,0,0,0,0,0,1,0,0,1,0.18125
vco,0,0,0,0,0,1,0,0,1,0.18125
内同步,0,0,0,0,0,1,0,0,1,0.18125
同步电路,0,0,0,0,0,1,0,0,1,0.18125
采样时刻,0,0,0,0,0,1,0,0,1,0.18125
迟门,0,0,0,0,0,1,0,0,1,0.18125
早门,0,0,0,0,0,1,0,0,1,0.18125
早蛆门电路,0,0,0,0,0,1,0,0,1,0.18125
传输,0,0,1,0,2,1,0,0,4,0.66875
接收数据,0,0,0,0,0,2,0,0,2,0.3625
本地生成信号,0,0,0,0,0,1,0,0,1,0.18125
数据时钟信号,0,0,0,0,0,1,0,0,1,0.18125
闭环码元同步,0,0,0,0,0,1,0,0,1,0.18125
闭环同步,0,0,0,0,0,3,0,0,3,0.54375
早迟门电路,0,0,0,0,0,1,0,0,1,0.18125
fft数据,0,0,0,0,0,0,1,0,1,0.18125
rom数据,0,0,0,0,0,0,2,0,2,0.3625
乘法,0,0,0,0,4,0,4,0,8,1.45
本地rom数据,0,0,0,0,0,0,1,0,1,0.18125
本地rom控制模块,0,0,0,0,0,0,1,0,1,0.18125
复数乘法,0,0,0,0,4,0,2,0,6,1.0875
模块功能,0,0,0,0,0,0,8,0,8,1.45
复乘均衡模块,0,0,0,0,0,0,2,0,2,0.3625
本地振荡器,0,0,0,0,0,3,0,0,3,0.54375
数字时钟,0,0,0,0,0,6,0,0,6,1.0875
非二进制基带信号,0,0,0,0,0,1,0,0,1,0.18125
随机二进制基带信号,0,0,0,0,0,1,0,0,1,0.18125
码元同步,0,0,0,0,0,1,0,0,1,0.18125
瞬时采样,0,0,0,0,0,1,0,0,1,0.18125
数字信号,0,0,0,0,0,1,1,0,2,0.3625
误码,0,0,0,0,0,1,0,0,1,0.18125
周期性脉冲序列,0,0,0,0,0,1,0,0,1,0.18125
频率,0,0,2,2,1,1,1,0,7,1.04375
数字码元,0,0,0,0,0,1,0,0,1,0.18125
数字接收机,0,0,0,0,0,1,0,0,1,0.18125
数据缓存,0,0,0,0,0,0,2,0,2,0.3625
同步位,0,0,0,0,0,0,2,0,2,0.3625
数据定位模块,0,0,0,0,0,0,2,0,2,0.3625
定时同步,0,0,3,0,0,0,0,0,3,0.375
ofdm系统,0,0,9,0,5,0,0,1,15,2.2125
cazac序列,1,0,2,0,7,7,0,0,17,3.7875
虚假峰值,1,0,2,0,0,10,0,1,14,3.24375
classen,0,0,2,0,0,0,0,0,2,0.25
符号,0,0,2,5,3,3,2,0,15,2.325
ofdm同步算法,0,0,2,0,0,0,0,0,2,0.25
mimo,0,0,2,0,0,0,0,0,2,0.25
传输能力,0,0,6,0,1,0,0,0,7,0.93125
系统性能,0,0,3,0,1,0,0,1,5,0.7375
复序列,0,0,1,0,1,3,0,2,7,1.2125
抗噪声干扰,0,0,1,0,0,0,0,0,1,0.125
on,0,0,1,0,0,0,0,0,1,0.125
卷积,0,0,1,1,2,0,0,0,4,0.6125
卷积运算,0,0,1,0,2,0,0,0,3,0.4875
定时同步位置,0,0,1,0,0,0,0,0,1,0.125
自相关特性,0,0,1,0,0,1,0,0,2,0.30625
脉冲,0,0,1,0,0,0,0,0,1,0.125
schmidl&cox算法,0,0,1,0,0,0,0,0,1,0.125
共扼对称,0,0,1,0,0,0,0,0,1,0.125
符号定时,0,0,1,0,0,0,0,0,1,0.125
cox,0,0,1,0,0,0,0,0,1,0.125
idl,0,0,1,0,0,1,0,0,2,0.30625
sc,0,0,1,0,0,1,0,0,2,0.30625
频偏估计,0,0,1,0,0,0,0,0,1,0.125
符号同步,0,0,1,0,0,0,0,0,1,0.125
schmidl&cox符号,0,0,1,0,0,0,0,0,1,0.125
导频,0,0,1,0,0,0,0,0,1,0.125
子载波,0,0,6,0,0,0,0,0,6,0.75
ofdm符号,0,0,1,0,0,0,0,0,1,0.125
同步技术,0,0,1,0,0,0,0,2,3,0.4875
cpm调制,0,0,1,0,0,0,0,0,1,0.125
cpm,0,0,1,0,0,0,0,0,1,0.125
连续相位调制,0,0,1,0,0,0,0,0,1,0.125
频带利用率,0,0,1,0,0,0,0,0,1,0.125
迭代方法,0,0,1,0,0,0,0,0,1,0.125
重组cp,0,0,1,0,0,0,0,0,1,0.125
非线性判决反馈均衡器,0,0,1,0,0,0,0,0,1,0.125
均衡器结构,0,0,2,0,0,0,0,0,2,0.25
ifft模块,0,0,0,0,4,0,5,0,9,1.6312499999999999
ifft,0,0,0,0,3,2,6,2,13,2.3562499999999997
射频模块,0,0,0,0,2,0,0,0,2,0.3625
中频数据,0,0,0,0,2,0,0,0,2,0.3625
载波频率,0,0,0,0,3,0,0,0,3,0.54375
反向操作,0,0,0,0,1,0,0,0,1,0.18125
信道编解码模块,0,0,0,0,1,0,0,0,1,0.18125
数据判,0,0,0,0,1,0,0,0,1,0.18125
解调数据,0,0,0,0,1,0,0,0,1,0.18125
串并变换,0,0,0,0,1,0,0,0,1,0.18125
星座逆映射,0,0,0,0,1,0,0,0,1,0.18125
反变,0,0,0,0,1,0,0,0,1,0.18125
计参数,0,0,0,0,1,0,0,0,1,0.18125
传递函数,0,0,0,0,5,0,0,0,5,0.90625
估计信道,0,0,0,0,1,0,0,0,1,0.18125
uw数据,0,0,0,0,1,0,0,0,1,0.18125
uw分离模块,0,0,0,0,1,0,0,0,1,0.18125
频域处理,1,0,0,0,1,0,0,0,2,1.18125
fft变换,0,0,0,0,2,1,0,0,3,0.54375
初始数据,0,0,0,0,1,0,0,0,1,0.18125
基带信号,0,0,0,0,1,1,0,0,2,0.3625
频谱搬移,0,0,0,0,1,1,0,0,2,0.3625
单载波调制器,0,0,0,0,1,0,0,0,1,0.18125
独特字,0,0,0,0,2,0,0,0,2,0.3625
循环前缀,0,0,0,0,2,1,0,0,3,0.54375
频偏等,0,0,0,0,1,0,0,0,1,0.18125
峰均比,0,0,0,0,1,0,0,0,1,0.18125
运算,0,0,0,0,1,0,0,0,1,0.18125
fft/,0,0,0,0,1,0,0,0,1,0.18125
续航能力,0,0,0,0,1,0,0,0,1,0.18125
设备,0,0,0,0,1,0,0,0,1,0.18125
功耗,0,0,0,0,1,0,0,0,1,0.18125
用户设备,0,0,0,0,1,0,0,0,1,0.18125
数据处理,0,0,1,0,1,0,0,0,2,0.30625
数据上行链路,0,0,0,0,1,0,0,0,1,0.18125
lte,0,0,0,0,1,0,0,0,1,0.18125
瞬时功率,0,0,0,0,0,0,1,0,1,0.18125
定时偏移,0,0,0,0,4,3,0,1,8,1.45
fft窗口,0,0,0,0,3,0,0,0,3,0.54375
仿真波形图,0,0,0,0,1,0,0,0,1,0.18125
频率偏移,0,0,0,0,1,0,0,0,1,0.18125
接收系统,0,0,0,0,1,0,0,0,1,0.18125
uw块,0,0,0,0,1,0,0,0,1,0.18125
cp作用,0,0,0,0,1,0,0,0,1,0.18125
多径时延,0,0,3,2,6,0,0,0,11,1.7125
偏移量,0,0,0,0,1,0,0,0,1,0.18125
信通性能,0,0,0,0,1,0,0,0,1,0.18125
前向偏移,0,0,0,0,1,0,0,0,1,0.18125
类高斯白噪声,0,0,0,0,1,0,0,0,1,0.18125
符号间干扰,0,0,0,0,1,0,0,0,1,0.18125
幅度,0,0,0,1,1,0,1,0,3,0.4875
定时同步偏移,0,0,0,0,1,0,0,0,1,0.18125
收发端,0,0,0,0,1,2,0,0,3,0.54375
同步偏移,0,0,0,0,1,0,0,0,1,0.18125
能量峰值,0,0,0,0,0,0,1,0,1,0.18125
统计信号,0,0,0,0,0,0,1,0,1,0.18125
复数乘法器,0,0,0,0,0,0,3,0,3,0.54375
效率,0,0,0,0,0,0,1,0,1,0.18125
加法运算,0,0,0,0,0,0,2,0,2,0.3625
乘法运算,0,0,0,0,0,0,1,0,1,0.18125
bidatab,0,0,0,0,0,0,1,0,1,0.18125
模块时延,0,0,0,0,0,0,1,0,1,0.18125
自动增益控制,0,0,0,0,0,0,1,0,1,0.18125
放大倍数,0,0,0,0,0,0,1,0,1,0.18125
分子分母,0,0,0,0,0,0,1,0,1,0.18125
自适应放大器,0,0,0,0,0,0,1,0,1,0.18125
块浮点技,0,0,0,0,0,0,1,0,1,0.18125
fftip核,0,0,0,0,0,0,1,0,1,0.18125
altera,0,0,0,0,0,0,1,0,1,0.18125
相位值,0,0,0,0,0,0,1,0,1,0.18125
matlab仿真,0,0,0,0,0,0,1,0,1,0.18125
正弦波,0,0,0,0,0,0,3,0,3,0.54375
仿真图,0,0,0,0,0,0,1,0,1,0.18125
