,摘要,关键词,第一章,第二章,第三章,第四章,第五章,第六章,总词频,加权得分
移动特性,0,0,1,0,0,0,0,0,1,0.125
高速数据通信,0,0,1,0,0,0,0,0,1,0.125
无线网络,0,0,5,2,0,0,0,0,7,0.875
通信领,0,0,1,0,0,0,0,0,1,0.125
lte技术,0,0,1,0,0,0,0,0,1,0.125
无线通信网络,0,0,3,0,0,0,0,1,4,0.55625
无线通信设备,0,0,1,0,0,0,0,0,1,0.125
通信,0,0,7,1,0,0,0,0,8,1.0
网络运营部门,2,0,6,1,0,0,1,0,10,3.05625
投诉预警,2,1,20,1,0,8,3,5,40,9.525
网络运营部,0,0,3,1,0,1,0,1,6,0.8625
客户满意度,1,0,2,0,0,0,0,0,3,1.25
客户投诉预警,0,0,2,0,0,0,0,0,2,0.25
用户,5,0,15,9,0,1,4,5,39,9.8125
数据业务,0,0,2,2,0,0,0,0,4,0.5
投诉关联预警系统,0,0,1,0,0,0,0,0,1,0.125
wlan网络指标,0,0,2,0,0,0,4,1,7,1.15625
lte网络指标,0,0,2,0,0,0,0,1,3,0.43125
客服人员,0,0,1,0,0,0,0,0,1,0.125
网络服务质量,0,0,1,0,0,0,0,0,1,0.125
选择权,0,0,1,0,0,0,0,0,1,0.125
通信市场,0,0,2,0,0,0,0,0,2,0.25
客户投诉预警模型,0,0,1,0,0,0,0,0,1,0.125
wlan网络ap,0,0,1,0,0,0,0,0,1,0.125
基站,0,0,2,1,0,0,0,0,3,0.375
网络运营,0,0,2,0,0,0,0,0,2,0.25
3g,0,0,2,0,0,0,0,0,2,0.25
2g,0,0,1,0,0,0,0,0,1,0.125
移动通信,0,0,8,0,0,0,0,0,8,1.0
客户投诉,0,0,9,1,0,0,0,0,10,1.25
用户投诉,0,1,9,0,0,1,1,2,14,3.85
深度学习,0,0,2,0,0,0,0,0,2,0.25
机器学习,0,0,4,1,0,0,0,0,5,0.625
电信用户,0,0,2,0,0,0,0,0,2,0.25
论文,0,0,2,0,0,0,0,0,2,0.25
定量预测,0,0,2,0,0,0,0,0,2,0.25
网络指标数,0,0,1,0,0,0,0,0,1,0.125
移动公司,0,0,1,0,0,1,1,0,3,0.4875
用户感知,0,0,1,2,0,0,0,0,3,0.375
无线通信客户,0,0,1,0,0,0,0,0,1,0.125
客户市场,0,0,1,0,0,0,0,0,1,0.125
网络建设,0,0,1,0,0,0,0,0,1,0.125
投诉率,0,0,1,0,0,0,0,0,1,0.125
用户投诉预测,0,0,1,0,0,0,0,0,1,0.125
投诉挖掘,0,0,1,0,0,0,0,0,1,0.125
文本挖掘,0,0,1,0,0,0,0,0,1,0.125
数据挖掘,0,0,2,0,0,0,0,0,2,0.25
信息通信,0,0,1,0,0,0,0,0,1,0.125
投诉量,0,0,1,0,0,0,0,0,1,0.125
电信运营商,0,0,1,0,0,0,0,0,1,0.125
韩海网,0,0,1,0,0,0,0,0,1,0.125
投诉系统,0,0,1,0,0,0,0,0,1,0.125
管理系统,0,0,1,0,0,0,0,0,1,0.125
投诉分类,0,0,1,0,0,0,0,0,1,0.125
网络维护,0,0,1,0,0,0,0,0,1,0.125
服务体系,0,0,1,0,0,0,0,0,1,0.125
电信公司,0,0,1,0,0,0,0,0,1,0.125
通信网络,0,0,2,0,0,0,0,0,2,0.25
服务,0,0,1,1,0,0,0,0,2,0.25
投诉防御,0,0,1,0,0,0,0,0,1,0.125
预防系统,0,0,1,0,0,0,0,0,1,0.125
追踪,0,0,1,0,0,0,0,0,1,0.125
回访,0,0,1,1,0,0,0,0,2,0.25
图书馆,0,0,1,0,0,0,0,0,1,0.125
客户投诉管理评价体,0,0,1,0,0,0,0,0,1,0.125
沟通,0,0,1,0,0,0,0,0,1,0.125
风险管理,0,0,1,0,0,0,0,0,1,0.125
变量,0,0,1,0,2,0,0,0,3,0.4875
阈值,0,0,2,0,3,4,3,0,12,2.0625
经理,0,0,1,0,0,0,0,0,1,0.125
投诉处理者,0,0,1,0,0,0,0,0,1,0.125
投诉信息处理模型,0,0,1,0,0,0,0,0,1,0.125
联合网络通信,0,0,1,0,0,0,0,0,1,0.125
移动通信集团,0,0,1,0,0,0,0,0,1,0.125
学科,0,0,1,0,0,0,0,0,1,0.125
信息与通信工程,0,0,2,0,0,0,0,0,2,0.25
应用经济学,0,0,1,0,0,0,0,0,1,0.125
跨学科,0,0,1,0,0,0,0,0,1,0.125
plaint,0,0,1,0,0,0,0,0,1,0.125
服务质量,0,0,2,0,0,0,0,0,2,0.25
wcdma,0,0,4,0,0,0,0,0,4,0.5
信道,0,0,4,0,0,0,0,0,4,0.5
资源,0,0,3,6,0,0,0,0,9,1.125
干扰,0,0,3,0,0,2,0,0,5,0.7375
通信新技术,0,0,2,0,0,0,0,0,2,0.25
传输速率,0,0,2,0,0,0,0,0,2,0.25
速度,0,0,2,1,0,0,0,0,3,0.375
电波,0,0,2,0,0,0,0,0,2,0.25
传输速度,0,0,2,0,0,0,0,0,2,0.25
专用频段,0,0,2,0,0,0,0,0,2,0.25
无线局域网络,0,0,2,0,0,0,0,0,2,0.25
功耗,0,0,2,0,0,0,0,0,2,0.25
物理层,0,0,2,2,0,0,0,0,4,0.5
标准,0,0,2,0,0,0,0,0,2,0.25
网络指标,0,0,3,0,0,2,2,1,8,1.28125
技术,0,0,2,1,0,0,0,0,3,0.375
olar,0,0,2,0,0,0,0,0,2,0.25
4g网络,0,0,2,0,0,0,0,0,2,0.25
d2d通信,0,0,2,0,0,0,0,0,2,0.25
lte-advanced,0,0,2,0,0,0,0,0,2,0.25
3gpp,0,0,2,0,0,0,0,0,2,0.25
td-scdma,0,0,2,0,0,0,0,0,2,0.25
蜂窝系统,0,0,2,0,0,0,0,0,2,0.25
cdma,0,0,2,0,0,0,0,0,2,0.25
通信系统,0,0,3,0,0,0,0,0,3,0.375
标准化,0,0,2,0,4,0,0,0,6,0.975
gsm,0,0,2,0,0,0,0,0,2,0.25
容量,0,0,2,1,0,0,0,0,3,0.375
模拟通信,0,0,2,0,0,0,0,0,2,0.25
1g通信,0,0,2,0,0,0,0,0,2,0.25
信息传递,0,0,2,0,0,0,0,0,2,0.25
高速无线网络,0,0,1,0,0,0,0,0,1,0.125
实时防护,0,0,1,0,0,0,0,0,1,0.125
网速,0,0,1,0,0,0,0,0,1,0.125
wlan热点,0,0,1,0,0,0,0,0,1,0.125
移动,0,0,1,0,0,1,0,0,2,0.30625
带宽,0,0,1,0,0,0,0,0,1,0.125
快速传输,0,0,1,0,0,0,0,0,1,0.125
wlan技术,0,0,1,0,0,0,0,0,1,0.125
wlan网络技术,0,0,1,0,0,0,0,0,1,0.125
无线产品,0,0,1,0,0,0,0,0,1,0.125
速率,0,0,1,0,0,0,0,0,1,0.125
吞吐容量,0,0,1,0,0,0,0,0,1,0.125
信息,0,0,1,1,4,0,0,0,6,0.975
用户反馈信息,0,0,1,0,0,0,0,0,1,0.125
传输距离,0,0,1,0,0,0,0,0,1,0.125
时间,2,0,2,1,0,4,0,1,10,3.28125
信息传输,0,0,1,0,0,0,0,0,1,0.125
移动宽带接入,0,0,1,0,0,0,0,0,1,0.125
移动互联网,0,0,1,1,0,0,1,0,3,0.43125
智能终端,0,0,1,0,0,0,0,0,1,0.125
802.11ac,0,0,1,0,0,0,0,0,1,0.125
ua,0,0,1,0,0,0,0,0,1,0.125
ieee802.11,0,0,1,0,0,0,0,0,1,0.125
无线传输速度,0,0,1,0,0,0,0,0,1,0.125
ieee802.11g标准,0,0,1,0,0,0,0,0,1,0.125
802.11b,0,0,1,0,0,0,0,0,1,0.125
兼容性,0,0,1,0,0,0,0,0,1,0.125
频道,0,0,1,0,0,0,0,0,1,0.125
802.11a,0,0,1,0,0,0,0,0,1,0.125
ieee802.11b,0,0,1,0,0,0,0,0,1,0.125
ieee802.11a,0,0,1,0,0,0,0,0,1,0.125
hiperlani标准,0,0,1,0,0,0,0,0,1,0.125
il,0,0,1,0,0,0,0,0,1,0.125
ieee802.n,0,0,1,0,0,0,0,0,1,0.125
ieee802,0,0,1,0,0,0,0,0,1,0.125
通信拥,0,0,1,0,0,0,0,0,1,0.125
免许可证频段,0,0,1,0,0,0,0,0,1,0.125
无线局域网系统,0,0,1,0,0,0,0,0,1,0.125
红外线,0,0,1,0,0,0,0,0,1,0.125
传输媒介,0,0,1,0,0,0,0,0,1,0.125
alohanet,0,0,1,0,0,0,0,0,1,0.125
封包式技术,0,0,1,0,0,0,0,0,1,0.125
无线网,0,0,1,0,0,0,0,0,1,0.125
无线传输,0,0,1,0,0,0,0,0,1,0.125
上网,0,0,1,1,0,0,0,0,2,0.25
威胁评估,0,0,1,0,0,0,0,0,1,0.125
关键通信网络,0,0,1,0,0,0,0,0,1,0.125
射频干扰,0,0,1,0,0,0,0,0,1,0.125
下行链路,0,0,1,0,0,0,0,0,1,0.125
上行链路,0,0,1,0,0,0,0,0,1,0.125
wifi网络,0,0,1,0,0,0,0,0,1,0.125
移动网络,0,0,1,0,0,0,0,0,1,0.125
性能,0,0,5,1,0,1,0,0,7,0.93125
频谱分配,0,0,1,0,0,0,0,0,1,0.125
系统带宽,0,0,1,0,0,0,0,0,1,0.125
时分双工,0,0,1,0,0,0,0,0,1,0.125
频分双工,0,0,1,0,0,0,0,0,1,0.125
扁平无线网络体系,0,0,1,0,0,0,0,0,1,0.125
频谱效率,0,0,1,1,0,0,0,0,2,0.25
字节,0,0,1,0,0,0,0,0,1,0.125
峰值速率,0,0,1,4,0,0,0,0,5,0.625
键技术,0,0,1,0,0,0,0,0,1,0.125
系统架构,0,0,1,0,0,0,0,0,1,0.125
lte系统,0,0,1,0,0,0,0,0,1,0.125
3g技术,0,0,1,0,0,0,0,0,1,0.125
移动通信系统,0,0,1,0,0,0,0,0,1,0.125
longtermevolution,0,0,1,0,0,0,0,0,1,0.125
递增,0,0,1,0,0,0,0,0,1,0.125
ltenetwork,0,0,1,0,0,0,0,0,1,0.125
3g网络,0,0,1,0,0,0,0,0,1,0.125
过渡,0,0,1,0,0,0,0,0,1,0.125
意度,0,0,1,0,0,0,1,0,2,0.30625
电子科学,0,0,1,0,0,0,0,0,1,0.125
计算机科学,0,0,1,0,0,0,0,0,1,0.125
wirelesscommunication,0,0,1,0,0,0,0,0,1,0.125
干扰影响,0,0,1,0,0,0,0,0,1,0.125
窝网络,0,0,1,0,0,0,0,0,1,0.125
lte-advanced网络,0,0,1,0,0,0,0,0,1,0.125
kdoppler,0,0,1,0,0,0,0,0,1,0.125
4g,0,0,1,0,0,0,0,0,1,0.125
空间资源,0,0,1,0,0,0,0,0,1,0.125
mimo技术,0,0,1,0,0,0,0,0,1,0.125
mim,0,0,1,0,0,0,0,0,1,0.125
4g通信,0,0,1,0,0,0,0,0,1,0.125
3g标准,0,0,1,0,0,0,0,0,1,0.125
tdd,0,0,1,0,0,0,0,0,1,0.125
无线技术标准,0,0,1,0,0,0,0,0,1,0.125
si,0,0,1,0,0,0,0,0,1,0.125
基本无线电接入技术,0,0,1,0,0,0,0,0,1,0.125
无线电接口,0,0,1,0,0,0,0,0,1,0.125
分多址,0,0,1,0,0,0,0,0,1,0.125
宽带码,0,0,1,0,0,0,0,0,1,0.125
td-scdmao,0,0,1,0,0,0,0,0,1,0.125
cdma2000,0,0,1,0,0,0,0,0,1,0.125
通信容量,0,0,1,0,0,0,0,0,1,0.125
抗多径能力,0,0,1,0,0,0,0,0,1,0.125
抗干扰,0,0,1,0,0,0,0,0,1,0.125
抗衰落,0,0,1,0,0,0,0,0,1,0.125
扩频技术,0,0,1,0,0,0,0,0,1,0.125
cdma技,0,0,1,0,0,0,0,0,1,0.125
3g通信,0,0,1,0,0,0,0,0,1,0.125
mmou,0,0,1,0,0,0,0,0,1,0.125
网络数据库,0,0,1,0,0,0,0,0,1,0.125
基础设施,0,0,1,0,0,0,0,0,1,0.125
蜂窝移动通信,0,0,1,1,0,0,0,0,2,0.25
终端移动性,0,0,1,0,0,0,0,0,1,0.125
gsm网络,0,0,1,0,0,0,0,0,1,0.125
用户识别模块,0,0,1,0,0,0,0,0,1,0.125
mrahnema,0,0,1,0,0,0,0,0,1,0.125
数字信号,0,0,1,0,0,0,0,0,1,0.125
语音信号,0,0,1,0,0,0,0,0,1,0.125
数字调制,0,0,1,0,0,0,0,0,1,0.125
tdma,0,0,1,0,0,0,0,0,1,0.125
fdma,0,0,1,0,0,0,0,0,1,0.125
2g通信,0,0,1,0,0,0,0,0,1,0.125
频谱利用率,0,0,1,0,0,0,0,0,1,0.125
频率复用,0,0,1,0,0,0,0,0,1,0.125
带通滤波器,0,0,1,0,0,0,0,0,1,0.125
语音通话,0,0,1,0,0,0,0,0,1,0.125
总带宽,0,0,1,0,0,0,0,0,1,0.125
fdma技术,0,0,1,0,0,0,0,0,1,0.125
语音通信,0,0,1,0,0,0,0,0,1,0.125
fdma技,0,0,1,0,0,0,0,0,1,0.125
蜂窝通信网络,0,0,1,0,0,0,0,0,1,0.125
计算机,0,0,1,0,0,0,0,0,1,0.125
普及化,0,0,1,0,0,0,0,0,1,0.125
大众化,0,0,1,0,0,0,0,0,1,0.125
蜂窝通信系统,0,0,1,0,0,0,0,0,1,0.125
电磁波信号,0,0,1,0,0,0,0,0,1,0.125
大数据技术,0,0,3,0,0,0,0,0,3,0.375
预测算法,0,1,6,0,0,0,0,1,8,2.93125
数据,0,0,3,3,7,6,8,0,27,4.55625
qos值,0,0,1,0,0,0,0,0,1,0.125
缺失值,0,0,1,0,0,0,0,0,1,0.125
协同过滤,0,0,1,0,0,0,0,0,1,0.125
高精度预测算法,0,0,1,0,0,0,0,0,1,0.125
qos,0,0,1,0,0,0,0,0,1,0.125
web服务,0,0,1,0,0,0,0,0,1,0.125
yma,0,0,1,0,0,0,0,0,1,0.125
位置网,0,0,1,0,0,0,0,0,1,0.125
诊断数据,0,0,1,0,0,0,0,0,1,0.125
测量,0,0,1,0,0,0,0,0,1,0.125
通信行业,0,0,1,0,0,0,0,0,1,0.125
数据分析,0,0,1,0,0,0,0,0,1,0.125
无缝覆盖,0,0,1,0,0,0,0,0,1,0.125
新用户,0,0,1,0,0,0,0,0,1,0.125
移动运营商,0,0,1,0,0,0,0,0,1,0.125
移动数据业务,0,0,1,0,0,0,0,0,1,0.125
智能设备,0,0,1,0,0,0,0,0,1,0.125
性能预测,0,0,1,0,0,0,0,0,1,0.125
时间序列,0,0,1,0,0,0,0,0,1,0.125
数量,0,0,1,0,0,0,0,0,1,0.125
数学模型,0,0,1,0,0,0,0,0,1,0.125
预测,1,0,1,0,1,1,4,0,8,2.2125
定性预测,0,0,1,0,0,0,0,0,1,0.125
定量,0,0,1,0,0,0,0,0,1,0.125
定性,0,0,1,0,0,0,0,0,1,0.125
神经网络网,0,0,1,0,0,0,0,0,1,0.125
回归模型,0,0,1,0,0,0,0,0,1,0.125
贝叶斯网络,0,0,1,0,0,0,0,0,1,0.125
boostingm,0,0,1,0,0,0,0,0,1,0.125
预测准确度,0,0,1,0,0,0,0,0,1,0.125
平均绝对误差,0,0,1,0,0,0,0,0,1,0.125
均方误差,0,0,1,0,0,0,0,0,1,0.125
神经网络算法,0,0,3,0,0,1,1,0,5,0.7375
统计学,0,0,1,0,0,0,0,0,1,0.125
决策树,0,0,1,0,0,2,0,0,3,0.4875
分类算法,0,0,1,0,0,1,1,0,3,0.4875
tslim,0,0,1,0,0,0,0,0,1,0.125
投诉预警模型,6,0,12,0,0,7,30,8,63,15.65625
样本筛选算法,0,0,3,0,0,0,0,1,4,0.55625
投诉数据,5,0,7,1,0,3,9,5,30,9.08125
指标数据,4,0,6,0,0,0,5,5,20,6.5625
adaboost算法,1,0,3,0,8,0,9,3,24,5.0
邻域算法,2,0,2,0,0,0,0,0,4,2.25
测试集数据,0,0,1,0,0,0,0,0,1,0.125
wlan网络环,1,0,2,0,0,0,0,0,3,1.25
训练集,0,0,1,0,1,2,4,0,8,1.39375
ada-bp预测模型,0,0,1,0,0,0,10,2,13,2.3
标数据,0,0,1,0,0,0,0,0,1,0.125
wlan投诉预警模型,0,0,1,0,0,0,3,0,4,0.66875
模型数据,0,0,1,0,0,0,0,0,1,0.125
邻域,0,0,2,0,0,0,0,0,2,0.25
空间,0,0,1,0,0,4,0,1,6,1.03125
误差,0,0,2,0,0,0,0,0,2,0.25
预测模型,1,0,2,0,0,3,2,0,8,2.15625
神经网络,0,0,2,0,2,7,2,0,13,2.24375
降维,0,0,1,0,3,1,0,0,5,0.85
主成分,0,0,1,0,10,0,0,0,11,1.9375
样本筛选模型,0,0,3,0,0,5,0,0,8,1.28125
kpi网络,0,0,1,0,0,0,0,0,1,0.125
lte投诉预警模型,0,0,1,0,0,3,2,0,6,1.03125
决策树算法,0,0,1,0,0,0,0,0,1,0.125
机器学习算法,1,0,2,0,1,0,0,1,5,1.6125
投诉机制,0,0,1,0,0,0,0,0,1,0.125
wlan网络架构,0,0,1,2,0,0,0,0,3,0.375
lte网络架构,0,0,1,0,0,0,0,0,1,0.125
通信架构,0,0,1,0,0,0,0,0,1,0.125
通信知,0,0,1,0,0,0,0,0,1,0.125
wlan投诉预警,0,0,1,0,0,0,0,0,1,0.125
lte投诉预警,0,0,1,0,0,0,0,0,1,0.125
算法理论,0,0,1,0,0,0,0,0,1,0.125
通信知识,0,0,1,0,0,0,0,1,2,0.30625
预测精度,0,0,3,0,0,8,7,2,20,3.45625
查全率,0,0,1,0,0,1,0,0,2,0.30625
查准率,0,0,1,0,0,1,0,0,2,0.30625
网络指标数据,0,0,1,0,0,0,0,0,1,0.125
通信投诉预测,0,0,1,0,0,0,0,0,1,0.125
bp网络,1,0,5,0,15,2,28,2,53,10.143749999999999
样本数据,1,0,6,0,6,4,4,0,21,4.2875
ada-bp模型,0,0,2,0,0,0,6,0,8,1.3375
adaboost,0,0,2,0,2,0,7,0,11,1.8812499999999999
投诉预测,3,0,1,0,0,1,5,0,10,4.2125
学习率,0,0,1,0,2,2,0,0,5,0.85
权值,0,0,1,0,10,1,5,0,17,3.025
邻域理论,0,0,1,0,0,5,0,0,6,1.03125
kpi指标,0,0,1,0,0,13,0,0,14,2.4812499999999997
算法,0,0,1,0,1,0,3,0,5,0.85
bp神经网络算法,0,0,1,0,1,0,1,0,3,0.4875
主成分分析法,0,0,1,0,3,0,0,0,4,0.66875
k近邻算法,0,0,1,0,0,0,0,0,1,0.125
网络架构,0,0,1,2,0,0,0,0,3,0.375
通信客户投诉机制,0,0,1,1,0,0,0,0,2,0.25
通信基础理论,1,0,1,0,0,0,0,0,2,1.125
绪论,0,0,1,0,0,0,0,0,1,0.125
enodeb,0,0,0,18,0,0,0,0,18,2.25
e-utran,0,0,0,5,0,0,0,0,5,0.625
接口,0,0,0,4,0,0,0,0,4,0.5
mme,0,0,0,3,0,0,0,0,3,0.375
核心网,0,0,0,7,0,0,0,0,7,0.875
用户设备,0,0,0,6,0,0,0,0,6,0.75
s1-mme接口,0,0,0,2,0,0,0,0,2,0.25
服务网关,0,0,0,2,0,0,0,0,2,0.25
epc,0,0,0,2,0,0,0,0,2,0.25
ue,0,0,0,2,0,0,0,0,2,0.25
调度传输,0,0,0,2,0,0,0,0,2,0.25
通用集成电路卡,0,0,0,2,0,0,0,0,2,0.25
移动终端,0,0,0,2,0,0,0,0,2,0.25
接入网,0,0,0,6,0,0,0,0,6,0.75
数据包,0,0,0,1,0,0,0,0,1,0.125
ip分配,0,0,0,1,0,0,0,0,1,0.125
p-gw网关,0,0,0,1,0,0,0,0,1,0.125
寻呼支持,0,0,0,1,0,0,0,0,1,0.125
分组数据缓存,0,0,0,1,0,0,0,0,1,0.125
用户平面切换,0,0,0,1,0,0,0,0,1,0.125
s-gw网关,0,0,0,1,0,0,0,0,1,0.125
epc承载控制,0,0,0,1,0,0,0,0,1,0.125
安全控制,0,0,0,1,0,0,0,0,1,0.125
寻呼消息分发,0,0,0,1,0,0,0,0,1,0.125
s1-u接口,0,0,0,1,0,0,0,0,1,0.125
控制面,0,0,0,1,0,0,0,0,1,0.125
s1接口,0,0,0,1,0,0,0,0,1,0.125
epc网元,0,0,0,1,0,0,0,0,1,0.125
enodeb网元,0,0,0,1,0,0,0,0,1,0.125
互联接口,0,0,0,1,0,0,0,0,1,0.125
hss,0,0,0,1,0,0,0,0,1,0.125
归属用户服务器,0,0,0,1,0,0,0,0,1,0.125
pgw,0,0,0,1,0,0,0,0,1,0.125
分组数据网关,0,0,0,1,0,0,0,0,1,0.125
sgw,0,0,0,1,0,0,0,0,1,0.125
移动性管理设备,0,0,0,1,0,0,0,0,1,0.125
空中接口,0,0,0,1,0,0,0,0,1,0.125
系统性能,0,0,0,1,0,0,0,0,1,0.125
ip传输,0,0,0,1,0,0,0,0,1,0.125
系统广播信息,0,0,0,1,0,0,0,0,1,0.125
加密,0,0,0,2,0,0,0,0,2,0.25
用户数据流,0,0,0,1,0,0,0,0,1,0.125
寻呼消息,0,0,0,1,0,0,0,0,1,0.125
压缩,0,0,0,1,0,0,0,0,1,0.125
ip头,0,0,0,1,0,0,0,0,1,0.125
移动性管理,0,0,0,1,0,0,0,0,1,0.125
接纳控制,0,0,0,1,0,0,0,0,1,0.125
无线承载控制,0,0,0,1,0,0,0,0,1,0.125
无线资源管理,0,0,0,1,0,0,0,0,1,0.125
x2接口,0,0,0,1,0,0,0,0,1,0.125
uu接口,0,0,0,1,0,0,0,0,1,0.125
utran,0,0,0,1,0,0,0,0,1,0.125
无线信号,0,0,0,2,0,0,0,0,2,0.25
权限控制,0,0,0,1,0,0,0,0,1,0.125
资源管理,0,0,0,1,0,0,0,0,1,0.125
sim卡,0,0,0,1,0,0,0,0,1,0.125
lte设备,0,0,0,1,0,0,0,0,1,0.125
数据流,0,0,0,1,0,0,0,0,1,0.125
笔记本电脑,0,0,0,1,0,0,0,0,1,0.125
移动设备,0,0,0,1,0,0,0,0,1,0.125
用户终端,0,0,0,2,0,0,0,0,2,0.25
扁平化,0,0,0,1,0,0,0,0,1,0.125
全ip化,0,0,0,1,0,0,0,0,1,0.125
路由,0,0,0,1,0,0,0,0,1,0.125
交换功能,0,0,0,1,0,0,0,0,1,0.125
趋同化,0,0,0,1,0,0,0,0,1,0.125
业务平面,0,0,0,1,0,0,0,0,1,0.125
控制平面,0,0,0,1,0,0,0,0,1,0.125
连接,0,0,0,3,0,1,0,0,4,0.55625
组件,0,0,0,1,0,0,0,0,1,0.125
移动ip连接,0,0,0,1,0,0,0,0,1,0.125
分组网络,0,0,0,1,0,0,0,0,1,0.125
纯分组交换网络,0,0,0,1,0,0,0,0,1,0.125
系统,0,0,0,2,0,0,0,0,2,0.25
e-rab,0,0,0,9,0,0,0,0,9,1.125
puschprb,0,0,0,8,0,0,0,0,8,1.0
小区,1,0,0,7,0,4,0,0,12,2.6
rrc连接,0,0,0,7,0,0,0,0,7,0.875
pdcpsdu,0,0,0,5,0,0,0,0,5,0.625
成功率,0,0,0,8,0,0,0,0,8,1.0
总包数,0,0,0,4,0,0,0,0,4,0.5
enb请求,0,0,0,4,0,0,0,0,4,0.5
平均利用率,0,0,0,4,0,0,0,0,4,0.5
prb,0,0,0,4,0,0,0,0,4,0.5
请求次数,0,0,0,5,0,0,0,0,5,0.625
成功次数,0,0,0,4,0,0,0,0,4,0.5
传输模式,0,0,0,4,0,0,0,0,4,0.5
下行传输,0,0,0,3,0,0,0,0,3,0.375
drb业务,0,0,0,3,0,0,0,0,3,0.375
小区drb业务,0,0,0,3,0,0,0,0,3,0.375
小区用户,0,0,0,3,0,0,0,0,3,0.375
平均数,0,0,0,3,0,0,0,0,3,0.375
内切换成功率,0,0,0,3,0,0,0,0,3,0.375
rank,0,0,0,2,0,0,0,0,2,0.25
下行双流流量,0,0,0,2,0,0,0,0,2,0.25
pbler,0,0,0,2,0,0,0,0,2,0.25
上行误块率,0,0,0,2,0,0,0,0,2,0.25
mac层,0,0,0,2,0,0,0,0,2,0.25
下行平均时延,0,0,0,2,0,1,0,0,3,0.43125
小区用户面,0,0,0,2,0,1,0,0,3,0.43125
行丢包率,0,0,0,2,0,0,0,0,2,0.25
分组业务,0,0,0,2,0,0,0,0,2,0.25
e-rab个数,0,0,0,2,0,0,0,0,2,0.25
e-rab掉线率,0,0,0,2,0,0,0,0,2,0.25
上下文,0,0,0,2,0,0,0,0,2,0.25
上下文个数,0,0,0,2,0,0,0,0,2,0.25
无线掉线率,0,0,0,2,0,0,0,0,2,0.25
寻呼记录,0,0,0,2,0,0,0,0,2,0.25
寻呼拥塞率,0,0,0,2,0,0,0,0,2,0.25
own,0,0,0,3,0,0,0,0,3,0.375
sch,0,0,0,2,0,0,0,0,2,0.25
pup-prb,0,0,0,2,0,0,0,0,2,0.25
pdschprb,0,0,0,2,0,0,0,0,2,0.25
request,0,0,0,2,0,0,0,0,2,0.25
切换成功率,0,0,0,2,0,1,0,0,3,0.43125
pconnect,0,0,0,4,0,0,0,0,4,0.5
无线接通率,0,0,0,2,0,0,0,0,2,0.25
nrrc,0,0,0,2,0,0,0,0,2,0.25
重建比率,0,0,0,2,0,0,0,0,2,0.25
业务,0,0,0,2,0,0,0,0,2,0.25
保持性指标,0,0,0,2,0,0,0,0,2,0.25
