,摘要,关键词,第一章,第二章,第三章,第四章,第五章,总词频,加权得分
5g设备,3,0,8,2,2,0,0,15,4.733333333333333
目标信道,3,0,6,5,5,29,1,49,12.833333333333334
暗室多探头法,3,1,9,22,0,0,4,39,9.841666666666667
ota测试,0,0,6,5,1,8,1,21,3.7916666666666665
5g商用设备,0,0,3,0,0,0,0,3,0.375
5g技术,0,0,3,0,0,0,0,3,0.375
终端,0,0,3,4,0,0,0,7,0.875
5g毫米波,0,0,2,0,0,0,0,2,0.25
5gmimoota测试,0,0,3,0,0,0,0,3,0.375
空间相关性,1,0,7,13,1,23,1,46,9.541666666666668
5gmassivemimo设备,0,0,4,1,0,0,0,5,0.625
传导测试,0,0,3,0,1,0,0,4,0.6166666666666667
5g通信系统,0,0,2,0,0,0,0,2,0.25
5g商用产品,0,0,2,0,0,0,0,2,0.25
技术,0,0,2,0,0,0,0,2,0.25
芯片,0,0,3,4,0,0,0,7,0.875
imt-2020,0,0,2,0,0,0,0,2,0.25
业化,0,0,1,0,0,0,0,1,0.125
商用设备,0,0,1,0,0,0,0,1,0.125
产学研,0,0,1,0,0,0,0,1,0.125
性能,0,0,4,3,3,2,0,12,2.083333333333333
5gota测试实验,0,0,1,0,0,0,0,1,0.125
5g基站,0,0,2,0,0,0,0,2,0.25
5g毫米波产业,0,0,1,0,0,0,0,1,0.125
芯片测试,0,0,1,0,0,0,0,1,0.125
5g毫米波基站,0,0,1,0,0,0,0,1,0.125
终端厂,0,0,1,0,0,0,0,1,0.125
基站,0,0,1,12,1,0,0,14,1.8666666666666667
高通,0,0,1,0,0,0,0,1,0.125
中兴,0,0,1,0,1,0,0,2,0.3666666666666667
华为,0,0,1,0,0,0,0,1,0.125
玉衡系统,0,0,1,0,0,0,0,1,0.125
性能测试平台,0,0,1,0,0,0,0,1,0.125
ota端到端,0,0,1,0,0,0,0,1,0.125
信息通信,0,0,1,0,0,0,0,1,0.125
ota商用测试系统,0,0,1,0,0,0,0,1,0.125
电子科技大,0,0,1,0,0,0,0,1,0.125
邮电大学,0,0,1,0,0,0,0,1,0.125
mimiota测试系统,0,0,1,0,0,0,0,1,0.125
信道重构理论,0,0,2,0,0,1,0,3,0.4916666666666667
效率,2,0,3,0,2,0,0,7,2.8583333333333334
空间特性,1,0,1,1,0,2,0,5,1.7333333333333334
相位校准,0,0,1,4,0,1,1,7,1.1083333333333334
平面波合成法,0,0,3,10,1,0,1,15,2.1083333333333334
电磁传播环境,0,0,2,0,0,0,0,2,0.25
reverberation,0,0,1,0,0,0,0,1,0.125
ac,0,0,1,0,0,0,0,1,0.125
oiccham,0,0,1,0,0,0,0,1,0.125
multi-probeane,0,0,1,0,0,0,0,1,0.125
5g设备测试,0,0,1,0,0,0,0,1,0.125
波束赋形设备,0,0,1,2,0,0,0,3,0.375
设备,0,0,5,4,0,0,0,9,1.125
接线操作,0,0,2,0,0,0,0,2,0.25
空间辐射,0,0,1,0,0,0,0,1,0.125
暗室环境,0,0,1,0,0,0,0,1,0.125
ta,0,0,1,0,0,0,0,1,0.125
air,0,0,1,0,0,0,0,1,0.125
the,0,0,1,0,0,0,0,1,0.125
空中接口,0,0,1,0,0,0,0,1,0.125
测试技,0,0,1,0,0,0,0,1,0.125
4g设备,0,0,1,0,0,0,0,1,0.125
测试接口,0,0,1,0,0,0,0,1,0.125
under-test,0,0,1,0,0,0,0,1,0.125
device,0,0,1,0,0,0,0,1,0.125
体化,0,0,1,0,0,0,0,1,0.125
天线射频,0,0,1,0,0,0,0,1,0.125
带宽,0,0,2,0,0,0,0,2,0.25
频段,0,0,3,1,1,0,0,5,0.7416666666666667
毫米波技术,0,0,1,0,0,0,0,1,0.125
线路连接,0,0,1,0,0,0,0,1,0.125
线缆连接,0,0,1,0,0,0,0,1,0.125
mimo阵列,0,0,1,0,0,0,0,1,0.125
频谱效率,0,0,1,0,0,0,1,2,0.3666666666666667
通信速率,0,0,1,0,0,0,0,1,0.125
通信系统,0,0,1,1,0,0,0,2,0.25
高频段毫米波技术,0,0,1,0,0,0,0,1,0.125
massivemimo,0,0,1,1,0,0,0,2,0.25
multiple,1,0,1,0,0,0,0,2,1.125
massivemultipleinput,0,0,1,0,0,0,0,1,0.125
多入多出,1,0,1,0,0,0,0,2,1.125
通信性能,0,0,1,0,0,0,0,1,0.125
商用产品,0,0,1,0,0,0,0,1,0.125
5g产品测试,0,0,1,0,0,0,0,1,0.125
预商用测试,0,0,1,0,0,0,0,1,0.125
3gpp,0,0,3,1,1,4,0,9,1.7083333333333333
5g产品,0,0,1,0,0,0,0,1,0.125
5g试验,0,0,1,0,0,0,0,1,0.125
试验,0,0,1,0,0,0,0,1,0.125
产业,0,0,1,0,0,0,0,1,0.125
标准,0,0,1,0,0,0,0,1,0.125
产品研发,0,0,1,0,0,0,0,1,0.125
产业链,0,0,1,0,0,0,0,1,0.125
研发设备,0,0,1,0,0,0,0,1,0.125
高校,0,0,1,0,0,0,0,1,0.125
研究院所,0,0,1,0,0,0,0,1,0.125
仪表,0,0,1,0,0,0,0,1,0.125
运营商,0,0,1,0,0,0,0,1,0.125
推进组,0,0,1,0,0,0,0,1,0.125
工业和信息化,0,0,1,0,0,0,0,1,0.125
社会,0,0,1,0,0,0,0,1,0.125
信息通信技术,0,0,1,0,0,0,0,1,0.125
同步,0,0,1,0,0,0,0,1,0.125
4g,0,0,1,0,0,0,0,1,0.125
3g,0,0,1,0,0,0,0,1,0.125
通信产业,0,0,1,0,0,0,0,1,0.125
误差,1,0,3,1,8,4,1,18,4.641666666666667
仿真,1,0,3,1,8,6,1,20,5.125
探头选择算法,2,0,3,1,0,0,0,6,2.5
复杂度,1,0,3,2,15,0,1,22,5.491666666666667
备选探头,1,0,2,0,5,0,1,9,2.7
空间相关性复现精度,0,0,1,0,0,0,0,1,0.125
标准mimo信道,0,0,1,0,0,0,0,1,0.125
多簇信道,0,0,1,0,2,2,1,6,1.3333333333333333
初始相位向量,0,0,1,0,0,1,0,2,0.3666666666666667
列向量,1,0,1,0,0,9,1,12,3.5416666666666665
矩阵,1,0,1,0,0,5,0,7,2.333333333333333
正交性,1,0,1,0,0,1,1,4,1.6083333333333334
离散傅里叶变换矩阵,2,0,1,0,0,0,0,3,2.125
信道建模,0,0,4,7,0,3,0,14,2.1
信道模型,2,0,4,11,1,3,2,23,5.325
相位,1,0,2,2,0,3,0,8,2.225
空时联合,0,0,1,0,0,3,1,5,1.0916666666666668
ota信道模型,0,0,1,0,0,0,0,1,0.125
子径信息,0,0,1,0,0,0,0,1,0.125
合成信道模型,0,0,1,0,0,0,0,1,0.125
数学实验仿真,0,0,1,0,0,0,0,1,0.125
凸优化算法,1,0,1,0,1,0,0,3,1.3666666666666667
非零功率,0,0,1,0,1,0,0,2,0.3666666666666667
正则化函数,1,0,1,0,3,0,1,6,2.091666666666667
杂度,0,0,1,0,2,0,0,3,0.6083333333333334
批次迭代策,0,0,1,0,1,0,0,2,0.3666666666666667
动量梯度,1,0,1,0,1,0,0,3,1.3666666666666667
速率,0,0,1,0,2,0,0,3,0.6083333333333334
迭代,0,0,1,1,7,0,0,9,1.9416666666666667
探头权重,1,0,1,3,1,1,2,9,2.466666666666667
权重向量,0,0,1,0,8,0,0,9,2.0583333333333336
目标函数,1,0,1,0,3,0,1,6,2.091666666666667
备选探头集,0,0,1,0,0,0,0,1,0.125
信道复杂度,0,0,1,0,0,0,0,1,0.125
测试精度,0,0,1,0,0,0,0,1,0.125
扇形探头墙结构,0,0,1,0,0,0,0,1,0.125
环形结构,0,0,1,0,0,0,0,1,0.125
4gota测,0,0,1,0,0,0,0,1,0.125
massivemimoota测试,0,0,2,2,0,0,0,4,0.5
内部信道重构,0,0,1,0,0,0,0,1,0.125
暗室多探头系统,0,0,1,0,0,0,0,1,0.125
设备测试系统,0,0,1,0,0,0,0,1,0.125
5gmim0,0,0,1,0,0,0,0,1,0.125
siso设备,0,0,0,2,0,0,0,2,0.25
两步法,0,0,1,2,0,0,1,4,0.6166666666666667
mimoota,0,0,1,2,1,1,1,6,1.1
指标数据,0,0,0,1,0,0,0,1,0.125
无线电衰落信道环境,0,0,0,1,0,0,0,1,0.125
整机性能,0,0,0,1,0,0,0,1,0.125
totalradiatedsensitivity,0,0,0,1,0,0,0,1,0.125
总辐射灵敏度,0,0,0,1,0,0,0,1,0.125
totalradiatedpower,0,0,0,1,0,0,0,1,0.125
总辐射功率,0,0,0,1,0,0,0,1,0.125
imoota测试,0,0,0,1,0,0,0,1,0.125
multi-shot算法,0,0,1,2,18,0,1,22,4.966666666666667
one-shot算法,0,0,0,0,2,0,0,2,0.48333333333333334
基站设备,0,0,1,1,2,0,0,4,0.7333333333333334
massivemimo技术,0,0,0,0,2,0,0,2,0.48333333333333334
5gmimo设备,0,0,0,0,1,0,0,1,0.24166666666666667
信道重构效率,1,0,0,0,2,0,0,3,1.4833333333333334
算法,1,0,1,1,9,0,0,12,3.425
动态参数,0,0,0,0,1,0,0,1,0.24166666666666667
目标探头,0,0,0,0,3,0,0,3,0.725
高频段,0,0,0,0,1,0,0,1,0.24166666666666667
垂直区域,0,0,0,0,1,0,0,1,0.24166666666666667
水平区域,0,0,0,0,1,0,0,1,0.24166666666666667
ota,0,0,0,2,1,0,0,3,0.4916666666666667
大规模天线,0,0,0,0,1,0,2,3,0.725
探头布置结构,0,0,0,0,1,0,0,1,0.24166666666666667
4glteota测试系统,0,0,0,0,1,0,0,1,0.24166666666666667
定向接受信号,0,0,0,0,1,0,0,1,0.24166666666666667
仿真精度,0,0,0,0,4,0,0,4,0.9666666666666667
凸优化,0,0,0,2,2,0,0,4,0.7333333333333334
除算法,0,0,0,0,1,0,0,1,0.24166666666666667
连续探头,0,0,0,0,1,0,0,1,0.24166666666666667
功率权重,0,0,0,0,3,0,0,3,0.725
候选天线,0,0,0,0,1,0,0,1,0.24166666666666667
中暴力算法,0,0,0,0,1,0,0,1,0.24166666666666667
凸优化框架,0,0,0,0,1,0,0,1,0.24166666666666667
连续探头消除算法,0,0,0,0,1,0,0,1,0.24166666666666667
暴力算法,0,0,0,0,2,0,0,2,0.48333333333333334
合成信道,0,0,0,0,1,18,0,19,4.591666666666667
探头数量,0,0,0,2,1,2,0,5,0.975
输出端口,0,0,0,0,1,0,0,1,0.24166666666666667
功率系数,0,0,0,0,1,0,0,1,0.24166666666666667
mpac装置,0,0,0,0,1,0,0,1,0.24166666666666667
5gmassivemimoota,0,0,0,1,1,0,0,2,0.3666666666666667
多探头暗室,0,0,0,0,1,0,0,1,0.24166666666666667
空口辐射,0,0,2,1,1,0,0,4,0.6166666666666667
射频导线,0,0,1,2,1,0,0,4,0.6166666666666667
射频器件,0,0,0,1,1,0,0,2,0.3666666666666667
5gmassivemimo基站设备,0,0,0,0,1,0,0,1,0.24166666666666667
hz,0,0,0,3,1,0,0,4,0.6166666666666667
标准化,0,0,0,0,1,0,0,1,0.24166666666666667
数据传输速率,0,0,0,0,1,0,0,1,0.24166666666666667
系统容量,0,0,0,0,1,0,0,1,0.24166666666666667
链路速率,0,0,0,0,1,0,1,2,0.48333333333333334
天线阵列,0,0,0,1,1,0,0,2,0.3666666666666667
发送端,0,0,0,3,1,0,0,4,0.6166666666666667
接收端,0,0,0,4,1,2,0,7,1.225
sps,0,0,0,0,10,0,0,10,2.4166666666666665
鲁棒性,0,0,1,0,2,0,1,4,0.85
multi-shot,0,0,0,0,3,0,0,3,0.725
cdl-c,0,0,0,0,1,1,0,2,0.48333333333333334
cdl,0,0,0,0,1,2,0,3,0.725
cdl-,0,0,0,0,1,2,0,3,0.725
单簇信道,0,0,0,0,1,0,0,1,0.24166666666666667
cdl信道模型,0,0,0,0,1,0,0,1,0.24166666666666667
非视距场,0,0,0,0,1,0,0,1,0.24166666666666667
扩展,0,0,0,0,1,0,0,1,0.24166666666666667
拟合误差,0,0,0,0,1,0,0,1,0.24166666666666667
精度,1,0,0,0,2,0,0,3,1.4833333333333334
rmsd,0,0,0,0,6,0,0,6,1.45
目标探头数,0,0,0,0,1,0,0,1,0.24166666666666667
斯分布,0,0,0,0,1,0,0,1,0.24166666666666667
拉普拉,0,0,0,0,1,0,0,1,0.24166666666666667
簇内子径,0,0,0,2,2,0,0,4,0.7333333333333334
单簇信道模型,0,0,0,0,1,0,0,1,0.24166666666666667
角度参数,0,0,0,0,1,0,0,1,0.24166666666666667
单簇环,0,0,0,0,3,0,0,3,0.725
仿真实验,0,0,0,0,2,3,1,6,1.45
功率角度谱,0,0,1,9,0,1,0,11,1.4916666666666667
虚拟天线,0,0,0,6,9,0,0,15,2.925
拉普拉斯分布,0,0,0,6,1,0,0,7,0.9916666666666667
pas,0,0,0,4,2,1,0,7,1.225
相关性,0,0,0,3,4,8,2,17,3.7583333333333333
权重系数,0,0,0,4,0,1,0,5,0.7416666666666667
拟合空间,0,0,0,3,6,1,0,10,2.0666666666666664
采样,0,0,0,3,3,0,0,6,1.1
目标空间,0,0,0,2,5,1,0,8,1.7
空间,0,0,0,4,3,7,0,14,2.9166666666666665
傅里叶变换,0,0,0,2,0,2,0,4,0.7333333333333334
功率,0,0,0,4,3,4,0,11,2.1916666666666664
稀疏特性,0,0,1,2,0,0,0,3,0.375
相位信息,0,0,0,2,0,0,0,2,0.25
实数,0,0,0,1,0,0,0,1,0.125
空间相关性拟合,0,0,0,1,0,0,0,1,0.125
目标曲线,0,0,0,1,0,0,0,1,0.125
现象,0,0,0,1,0,0,0,1,0.125
flyback,0,0,0,1,0,0,0,1,0.125
天线间距,0,0,0,1,0,1,0,2,0.3666666666666667
ge,0,0,0,1,0,0,0,1,0.125
空间相关,1,0,0,1,0,2,0,4,1.6083333333333334
角度矢量,0,0,0,1,1,0,0,2,0.3666666666666667
虚拟线,0,0,0,1,0,0,0,1,0.125
空间角度矢量,0,0,0,1,0,0,0,1,0.125
位置矢量,0,0,0,4,1,0,0,5,0.7416666666666667
虚拟,0,0,0,1,0,0,0,1,0.125
同向性天线,0,0,0,1,0,1,0,2,0.3666666666666667
中心点,0,0,0,1,0,0,0,1,0.125
均匀采样,0,0,0,1,0,0,0,1,0.125
圆环,0,0,0,1,0,0,0,1,0.125
还原,0,0,0,1,0,0,0,1,0.125
pj闪巧,0,0,0,1,0,0,0,1,0.125
复现信道,0,0,0,1,0,0,0,1,0.125
空间环境,0,0,0,1,0,0,0,1,0.125
mimo信道,0,0,0,3,0,0,0,3,0.375
空间特征,0,0,0,1,0,0,0,1,0.125
角度功率谱,0,0,0,1,0,0,0,1,0.125
aoa,0,0,0,1,1,1,0,3,0.6083333333333334
中心,0,0,0,1,0,1,0,2,0.3666666666666667
标准差,0,0,0,1,0,0,0,1,0.125
归一化因子,0,0,0,1,0,0,0,1,0.125
高斯,0,0,0,1,0,0,0,1,0.125
分布信息,0,0,0,1,0,0,0,1,0.125
分布函数,0,0,0,1,0,0,0,1,0.125
性质,0,0,0,1,0,0,0,1,0.125
spatialcorrelationfunction,0,0,0,1,0,0,0,1,0.125
离散采样,0,0,0,1,0,0,0,1,0.125
powerangularspectrum,0,0,0,1,0,0,0,1,0.125
gbsm模型,0,0,0,9,0,3,0,12,1.85
范数,0,0,0,0,6,0,0,6,1.45
误差函数,0,0,0,0,6,0,0,6,1.45
正则化,0,0,0,0,7,0,0,7,1.6916666666666667
稀疏,0,0,0,0,2,0,0,2,0.48333333333333334
仏正则化函数,0,0,0,0,1,0,0,1,0.24166666666666667
稀疏表示,0,0,0,0,1,0,0,1,0.24166666666666667
函数,0,0,0,0,1,1,0,2,0.48333333333333334
np-hard性质,0,0,0,0,1,0,0,1,0.24166666666666667
ospsl,0,0,0,0,1,0,0,1,0.24166666666666667
内部权重,0,0,0,0,1,0,0,1,0.24166666666666667
正则化约束,0,0,0,0,1,0,0,1,0.24166666666666667
神经网络模型,0,0,0,0,1,0,0,1,0.24166666666666667
空时相关性,0,0,1,0,0,6,0,7,1.575
目标信道模型,0,0,1,0,0,0,0,1,0.125
复杂度分析,0,0,1,0,0,0,0,1,0.125
仿真验证,0,0,1,1,0,0,0,2,0.25
梯度下降理论,0,0,1,0,0,0,0,1,0.125
重构理论,0,0,1,0,0,0,0,1,0.125
测试系统架构,0,0,1,0,0,0,0,1,0.125
随机信道模型,0,0,1,4,0,0,1,6,0.8666666666666667
信道建模技术,0,0,2,1,0,0,0,3,0.375
mimoota测试理论,0,0,1,2,0,0,0,3,0.375
内容,0,0,1,0,0,0,0,1,0.125
变化曲线,0,0,0,0,1,0,0,1,0.24166666666666667
对比算法,0,0,0,0,1,0,0,1,0.24166666666666667
凸优化类算法,0,0,0,0,1,0,0,1,0.24166666666666667
数学仿真时延,0,0,0,0,1,0,0,1,0.24166666666666667
仿真结,0,0,0,0,1,1,0,2,0.48333333333333334
梯度计算,0,0,0,0,3,0,0,3,0.725
非零功率探头,0,0,0,0,1,0,0,1,0.24166666666666667
信道重构技术,1,0,0,2,0,0,1,4,1.4916666666666667
数学公式,0,0,0,1,0,0,0,1,0.125
mimo信道模型,0,0,0,1,0,1,0,2,0.3666666666666667
信道重构技,0,0,0,2,0,0,1,3,0.4916666666666667
维度,0,0,0,0,2,0,0,2,0.48333333333333334
二阶锥规划,0,0,0,0,2,0,0,2,0.48333333333333334
