,摘要,关键词,第一章,第二章,第三章,第四章,第五章,第六章,总词频,加权得分
标记信息,0,0,1,0,1,0,0,0,2,0.30625
半监督聚类思想,0,0,1,0,0,0,0,0,1,0.125
标量性能,0,0,1,0,0,0,0,0,1,0.125
cz,0,0,1,0,0,0,0,0,1,0.125
分类预测性能,0,0,1,0,0,0,0,0,1,0.125
半监督art神经网络算法,0,0,1,0,0,0,0,0,1,0.125
semisupervised,0,0,1,0,0,0,0,0,1,0.125
算法,0,0,6,6,4,6,0,1,23,3.49375
聚类精度,0,0,1,0,0,0,0,0,1,0.125
数据分布信息,0,0,1,0,0,0,0,0,1,0.125
分类器,0,0,4,10,0,1,0,0,15,1.93125
弱分类器,0,0,3,0,0,0,0,0,3,0.375
boosting算法,0,0,3,0,0,0,0,0,3,0.375
bagging算法,0,0,3,0,0,0,0,0,3,0.375
元分类器,0,0,2,0,0,0,0,0,2,0.25
基分类器,1,0,3,12,0,29,0,0,45,8.13125
分类,0,0,3,2,1,0,0,0,6,0.80625
堆叠算法,0,0,2,0,0,0,0,0,2,0.25
文档,0,0,2,0,0,0,0,0,2,0.25
word2vector算法,0,0,2,0,0,0,0,0,2,0.25
stacking算法,0,0,6,1,0,22,0,0,29,4.8625
堆叠,0,0,2,0,0,0,0,0,2,0.25
决策树,0,0,3,6,0,6,0,0,15,2.2125
adaboost算法,0,0,2,0,0,0,0,0,2,0.25
预测精度,0,0,2,0,0,0,0,0,2,0.25
强学习器,0,0,2,0,0,0,0,0,2,0.25
集成学习算法,0,0,2,0,0,0,0,0,2,0.25
集成分类算法,0,0,4,7,0,4,0,0,15,2.1
投票,0,0,1,0,0,0,0,0,1,0.125
后验概率,0,0,1,0,0,0,0,0,1,0.125
pca,0,0,1,0,0,0,0,0,1,0.125
主成分分析,0,0,1,0,0,0,0,0,1,0.125
相关性,0,0,1,0,1,0,0,0,2,0.30625
维数,0,0,1,0,0,1,0,0,2,0.30625
卷积神经网络,0,0,1,0,0,0,0,0,1,0.125
多卷积神经网络,0,0,1,0,0,0,0,0,1,0.125
tfidf,0,0,1,0,0,0,0,0,1,0.125
文本分类,0,0,1,0,0,0,0,0,1,0.125
平方误差,0,0,1,0,0,0,0,0,1,0.125
预测偏差,0,0,1,0,0,0,0,0,1,0.125
叠加,0,0,1,0,0,0,0,0,1,0.125
预测性能,1,0,1,0,0,1,0,0,3,1.30625
叠加模型,0,0,1,0,0,0,0,0,1,0.125
敏感性,0,0,1,0,0,0,0,0,1,0.125
药物,0,0,1,0,0,0,0,0,1,0.125
癌细胞株,0,0,1,0,0,0,0,0,1,0.125
ing模型,0,0,1,0,0,0,0,0,1,0.125
st,0,0,1,0,1,1,0,0,3,0.4875
预测,0,0,1,1,0,4,0,0,6,0.975
堆叠集成,0,0,1,0,0,0,0,0,1,0.125
资产,0,0,1,0,0,0,0,0,1,0.125
价格加密货币,0,0,1,0,0,0,0,0,1,0.125
神经网络,0,0,1,0,0,0,0,0,1,0.125
变体,0,0,1,0,0,0,0,0,1,0.125
置信度,0,0,1,0,0,0,0,0,1,0.125
低阶模型,0,0,1,0,0,0,0,0,1,0.125
高阶模型,0,0,1,0,0,0,0,0,1,0.125
属性类型,0,0,1,0,0,0,0,0,1,0.125
泛化器,0,0,1,0,0,0,0,0,1,0.125
模拟叠加线性子集,0,0,1,0,0,0,0,0,1,0.125
叠加回归树,0,0,1,0,0,0,0,0,1,0.125
系数,0,0,1,0,0,0,0,0,1,0.125
最小二乘法,0,0,1,0,0,0,0,0,1,0.125
非负约束,0,0,1,0,0,0,0,0,1,0.125
线性,0,0,1,1,0,0,0,0,2,0.25
预测因子,0,0,1,0,0,0,0,0,1,0.125
stackingregressions算法,0,0,1,0,0,0,0,0,1,0.125
方差网,0,0,1,0,0,0,0,0,1,0.125
特征采样,0,0,1,0,0,0,0,0,1,0.125
随机森林算法,0,0,1,0,0,0,0,0,1,0.125
惩罚,0,0,1,0,0,0,0,0,1,0.125
权值调,0,0,1,0,0,0,0,0,1,0.125
分布,0,0,1,0,0,0,0,0,1,0.125
训练样本,0,0,1,1,0,1,0,0,3,0.43125
迭代,0,0,2,0,2,0,0,0,4,0.6125
pire,0,0,1,0,0,0,0,0,1,0.125
平均值,0,0,1,0,0,0,0,0,1,0.125
弱学习器,0,0,1,0,0,0,0,0,1,0.125
schapire,0,0,1,0,0,0,0,0,1,0.125
学习方法,0,0,1,0,0,0,0,0,1,0.125
泛化能力,0,0,1,1,1,1,0,0,4,0.6125
分类预测,0,0,1,0,0,0,0,1,2,0.30625
疾病检测,0,0,1,0,0,0,0,0,1,0.125
基因组,0,0,1,0,0,0,0,0,1,0.125
医学,0,0,1,0,0,0,0,0,1,0.125
生物学,0,0,1,0,0,0,0,0,1,0.125
流失预测,0,0,1,0,0,0,0,0,1,0.125
定向营销,0,0,1,0,0,0,0,0,1,0.125
电信领,0,0,1,0,0,0,0,0,1,0.125
有用信息,0,0,1,0,0,0,0,0,1,0.125
数据库,0,0,1,0,0,0,0,0,1,0.125
数据分析,0,0,1,0,0,0,0,0,1,0.125
存储技术,0,0,1,0,0,0,0,0,1,0.125
数据获取,0,0,1,0,0,0,1,0,2,0.30625
投诉,1,0,3,1,6,2,0,1,14,3.1312499999999996
构造特征,1,0,3,0,0,9,0,1,14,3.1875
高危投诉用,0,0,2,0,0,0,0,1,3,0.43125
投诉预警模型,1,0,2,2,1,5,3,1,15,3.3125
情感差异,0,0,2,1,0,0,0,1,4,0.55625
满意度,2,0,3,3,0,0,0,3,11,3.29375
沟通,0,0,1,0,2,0,0,0,3,0.4875
话务员,0,0,1,0,2,0,1,0,4,0.66875
定量,0,0,1,1,0,0,0,0,2,0.25
性能用户感知评分卡模型,0,0,2,0,0,0,0,0,2,0.25
打分数,1,0,1,0,0,0,0,0,2,1.125
性能指标,1,0,2,1,0,0,0,0,4,1.375
评分卡模,0,0,1,0,0,0,0,0,1,0.125
判决门限,1,0,1,0,0,2,0,1,5,1.66875
净损函数,1,0,1,0,0,5,0,1,8,2.2125
漏判率,0,0,1,0,0,32,0,0,33,5.925
误判率,0,0,1,0,0,22,0,0,23,4.1125
准确率,0,0,1,3,0,17,0,0,21,3.58125
学习器,0,0,1,0,0,1,0,0,2,0.30625
原始特征,1,0,2,0,0,3,0,0,6,1.79375
交叉学习,1,0,3,0,0,6,0,1,11,2.64375
7折循环,0,0,1,0,0,0,0,0,1,0.125
投诉因素,0,0,1,0,0,0,0,0,1,0.125
敏感因子,1,0,2,0,6,2,0,1,12,2.8812499999999996
均衡度,0,0,1,0,7,0,0,1,9,1.575
聚簇,0,0,1,4,16,0,0,0,21,3.525
度量聚类均衡度,0,0,1,0,0,0,0,1,2,0.30625
备选聚类中心,0,0,2,0,5,0,0,0,7,1.15625
峰值,0,0,2,0,1,0,0,0,3,0.43125
意度量化,0,0,1,0,0,0,0,0,1,0.125
投诉用,0,0,1,0,0,1,0,1,3,0.4875
敏感类,0,0,1,0,0,0,0,0,1,0.125
通话性能投诉,0,0,1,0,1,0,0,0,2,0.30625
网络性能投诉,0,0,1,0,1,0,0,0,2,0.30625
服务态度投诉,0,0,1,0,1,0,0,0,2,0.30625
资费投诉,0,0,1,0,1,0,0,0,2,0.30625
用户网络,2,0,3,4,0,0,3,2,14,3.78125
意度,2,0,4,14,1,0,3,0,24,4.975
逻辑回归,0,0,2,0,0,4,2,0,8,1.3375
投诉数据,0,0,2,0,3,0,0,0,5,0.79375
高危投诉用户,1,0,1,0,0,0,3,1,6,1.85
仿真,0,0,1,0,1,0,0,0,2,0.30625
性能打分数据,0,0,1,0,0,0,0,0,1,0.125
逻辑回归算法,0,0,1,0,0,1,0,0,2,0.30625
用体验,0,0,1,0,0,0,0,0,1,0.125
性能评分卡,0,0,1,0,0,0,3,0,4,0.66875
集成分类模型,0,0,1,2,0,0,0,0,3,0.375
向量机,0,0,1,0,0,0,0,0,1,0.125
7折循环训,0,0,1,0,0,0,0,0,1,0.125
营销数据,0,0,1,0,2,0,0,0,3,0.4875
快速密度峰值聚类算法,0,0,1,0,0,0,0,0,1,0.125
聚类模型,0,0,1,0,1,0,0,0,2,0.30625
性能评估指标,0,0,1,1,0,0,0,0,2,0.25
服务能力,0,0,1,2,0,2,0,1,6,0.91875
通信网络,0,0,1,2,0,0,0,0,3,0.375
通信标准化,0,0,1,0,0,0,1,0,2,0.30625
建模,0,0,1,0,0,0,1,0,2,0.30625
用户投诉预警,0,0,1,0,0,0,0,0,1,0.125
qoe,0,0,0,11,0,0,0,0,11,1.375
质量,0,0,0,3,0,0,1,0,4,0.55625
电信行业,0,0,0,2,0,1,0,0,3,0.43125
p界面,0,0,0,1,0,0,0,0,1,0.125
nx丢曳率,0,0,0,1,0,0,0,0,1,0.125
持动,0,0,0,1,0,0,0,0,1,0.125
赖率,0,0,0,1,0,0,0,0,1,0.125
先碣,0,0,0,1,0,0,0,0,1,0.125
fx信道,0,0,0,1,0,0,0,0,1,0.125
不可量化闪穿,0,0,0,1,0,0,0,0,1,0.125
偏好,0,0,0,1,0,0,0,0,1,0.125
映射,0,0,0,1,0,0,0,0,1,0.125
qos,0,0,0,2,0,0,0,0,2,0.25
个人情绪,0,0,0,1,0,0,0,0,1,0.125
qos指标,0,0,0,4,0,0,3,0,7,1.04375
客观,0,0,0,1,0,0,0,0,1,0.125
qualityofexperience,0,0,0,1,0,0,0,0,1,0.125
网络服务质量,0,0,0,1,0,0,0,0,1,0.125
kql,0,0,0,1,0,0,0,0,1,0.125
业务质量,0,0,0,1,0,0,0,0,1,0.125
质量指标,0,0,0,1,0,0,0,0,1,0.125
keyqualityindicators,0,0,0,1,0,0,0,0,1,0.125
关键质量指标,0,0,0,1,0,0,0,0,1,0.125
dicat,0,0,0,1,0,0,0,0,1,0.125
keyperformance,0,0,0,1,0,0,0,0,1,0.125
关键性能指标,0,0,0,1,0,0,0,0,1,0.125
可量化指标,0,0,0,1,0,0,0,0,1,0.125
底层数据传输,0,0,0,1,0,0,0,0,1,0.125
时延,0,0,0,1,0,0,0,0,1,0.125
带宽,0,0,0,1,0,0,0,0,1,0.125
通信系统,0,0,0,1,0,0,0,0,1,0.125
qualityofservice,0,0,0,1,0,0,0,0,1,0.125
产品,0,0,0,1,0,0,0,0,1,0.125
服务行业,0,0,0,1,0,0,0,0,1,0.125
ction,0,0,0,1,0,0,0,0,1,0.125
consumersatis,0,0,0,1,0,0,0,0,1,0.125
传输速率,0,0,0,4,0,0,0,0,4,0.5
acsi模型,0,0,0,3,0,0,0,0,3,0.375
抖动,0,0,0,3,0,0,0,0,3,0.375
延时,0,0,0,3,0,0,0,0,3,0.375
响应时间,0,0,0,3,0,0,0,0,3,0.375
资源分配,0,0,0,2,0,0,0,0,2,0.25
不良网络指,0,0,0,1,0,0,0,0,1,0.125
评分卡模型,0,0,0,1,0,0,7,2,10,1.7562499999999999
关怀,0,0,0,1,0,0,2,1,4,0.66875
定量预测,1,0,0,1,0,0,2,1,5,1.66875
性能评分卡模型,1,0,0,1,0,0,6,0,8,2.2125
聚类结果,0,0,0,5,11,0,0,1,17,2.8
投诉预警建模,0,0,0,1,0,0,0,0,1,0.125
stacking集成分类算法,1,0,0,1,0,0,0,1,3,1.30625
用户诉求,0,0,0,1,0,0,0,0,1,0.125
敏感类型,0,0,0,1,2,0,0,0,3,0.4875
评估指标,0,0,0,1,0,0,0,0,1,0.125
网络投诉处理,0,0,0,1,0,0,0,0,1,0.125
网络维护,0,0,0,1,0,1,0,1,3,0.4875
网络投诉,2,0,0,1,1,3,0,2,9,3.2125
分层分级关怀体系,0,0,0,1,0,0,0,0,1,0.125
网络投诉预警模型,0,0,0,1,0,1,0,0,2,0.30625
前端市场服务,0,0,0,1,0,0,0,0,1,0.125
后端网络,0,0,0,1,0,0,0,0,1,0.125
映射关系,0,0,0,1,0,0,0,0,1,0.125
2acsi模型,0,0,0,1,0,0,0,0,1,0.125
消费者行动理论,0,0,0,1,0,0,0,0,1,0.125
测评体系,0,0,0,1,0,0,0,0,1,0.125
统计学,0,0,0,1,0,0,0,0,1,0.125
网页浏览,0,0,0,1,0,0,0,0,1,0.125
ftp传输响应时间,0,0,0,1,0,0,0,0,1,0.125
丢包率,0,0,0,1,0,0,0,0,1,0.125
视频响应时间,0,0,0,1,0,0,0,0,1,0.125
语音响应时间,0,0,0,1,0,0,0,0,1,0.125
系统,0,0,0,1,0,0,0,0,1,0.125
端到端控制,0,0,0,1,0,0,0,0,1,0.125
语音业务,0,0,0,1,0,0,0,0,1,0.125
网络资源分配,0,0,0,1,0,0,0,0,1,0.125
电信用户,0,0,0,1,0,1,0,1,3,0.4875
初始聚类中心,0,0,0,4,3,0,0,0,7,1.04375
质心,0,0,0,5,0,0,0,0,5,0.625
离群点,0,0,0,2,5,0,0,0,7,1.15625
分配,0,0,0,1,1,0,0,0,2,0.30625
终止条件,0,0,0,1,0,0,0,0,1,0.125
对象,0,0,0,1,2,0,0,0,3,0.4875
means算法,0,0,0,1,2,0,0,0,3,0.4875
评估度量,0,0,0,6,2,0,0,0,8,1.1125
sse,0,0,0,2,2,0,0,0,4,0.6125
纯度,0,0,0,2,8,0,0,0,10,1.7
外部信息,0,0,0,2,0,0,0,0,2,0.25
凝聚性,0,0,0,2,0,0,0,0,2,0.25
聚类结构,0,0,0,2,1,0,0,0,3,0.43125
目标函数,0,0,0,3,0,0,0,0,3,0.375
度量,0,0,0,5,2,0,0,0,7,0.9875
簇类型,0,0,0,1,1,0,0,0,2,0.30625
agnes算法,0,0,0,1,0,0,0,0,1,0.125
层次结构,0,0,0,1,0,0,0,0,1,0.125
dbscan算法,0,0,0,1,0,0,0,0,1,0.125
稀疏高维文档数据聚类,0,0,0,1,0,0,0,0,1,0.125
类标号,0,0,0,6,0,3,0,0,9,1.29375
purity,0,0,0,1,0,0,0,0,1,0.125
个簇,0,0,0,1,0,0,0,0,1,0.125
个数,0,0,0,1,1,1,0,0,3,0.4875
相对评估度量,0,0,0,1,0,0,0,0,1,0.125
监督评估度量,0,0,0,1,0,0,0,0,1,0.125
外部结构,0,0,0,1,0,0,0,0,1,0.125
sumofthesq,0,0,0,1,0,0,0,0,1,0.125
误差平方,0,0,0,1,0,0,0,0,1,0.125
分离性,0,0,0,1,0,0,0,0,1,0.125
非监督评估度量,0,0,0,1,0,0,0,0,1,0.125
迭代终止条件,0,0,0,1,0,0,0,0,1,0.125
聚类问题,0,0,0,1,0,0,0,0,1,0.125
性能评估,0,0,0,3,1,0,0,0,4,0.55625
对象数据,0,0,0,3,3,0,0,0,6,0.91875
无监督聚类算法,0,0,0,1,0,0,0,0,1,0.125
监督聚类,0,0,0,1,0,0,0,0,1,0.125
近邻,0,0,0,1,0,1,0,0,2,0.30625
先验监督信息,0,0,0,1,0,0,0,0,1,0.125
海量数据,0,0,0,1,0,0,0,0,1,0.125
对象类标号,0,0,0,1,0,0,0,0,1,0.125
监督学习,0,0,0,3,0,0,0,0,3,0.375
机器学习模型,0,0,0,1,0,0,0,0,1,0.125
手动分类,0,0,0,1,0,0,0,0,1,0.125
聚类信息,0,0,0,1,0,0,0,0,1,0.125
结构化对象数据,0,0,0,1,0,0,0,0,1,0.125
存储成本,0,0,0,1,0,0,0,0,1,0.125
生产力,0,0,0,1,0,0,0,0,1,0.125
搜索速度,0,0,0,1,0,0,0,0,1,0.125
类别,0,0,0,1,0,0,0,0,1,0.125
计算机系统,0,0,0,1,0,0,0,0,1,0.125
相似度,0,0,0,2,1,0,0,0,3,0.43125
欧氏距离,0,0,0,1,0,0,0,0,1,0.125
实数,0,0,0,1,0,0,0,0,1,0.125
stance,0,0,0,1,0,0,0,0,1,0.125
minkowski,0,0,0,1,0,0,0,0,1,0.125
闵可夫斯基距离,0,0,0,1,0,0,0,0,1,0.125
manhattandistance,0,0,0,1,0,0,0,0,1,0.125
曼哈顿距离,0,0,0,1,0,0,0,0,1,0.125
ance,0,0,0,1,0,0,0,0,1,0.125
euclideand,0,0,0,1,0,0,0,0,1,0.125
欧式距离,0,0,0,1,0,0,0,0,1,0.125
数值属性,0,0,0,1,0,0,0,0,1,0.125
特征,0,0,0,1,0,5,0,0,6,1.03125
属性,0,0,0,7,4,0,0,0,11,1.6
预处理,0,0,0,1,0,0,0,0,1,0.125
样本子集,0,0,0,1,0,0,0,0,1,0.125
关性,0,0,0,1,0,0,0,0,1,0.125
数据去噪,0,0,0,1,0,0,0,0,1,0.125
数据压缩,0,0,0,1,0,0,0,0,1,0.125
数据可视化,0,0,0,1,0,0,0,0,1,0.125
supervisedlearning,0,0,0,1,0,0,0,0,1,0.125
有监督学习,0,0,0,1,0,0,0,0,1,0.125
unsupervisedlearning,0,0,0,1,0,0,0,0,1,0.125
svm,0,0,0,7,0,3,0,0,10,1.41875
贪心策略,0,0,0,2,0,0,0,0,2,0.25
id3算法,0,0,0,2,0,0,0,0,2,0.25
chaid,0,0,0,2,0,6,0,0,8,1.3375
叶结点,0,0,0,2,0,0,0,0,2,0.25
支持向量机,0,0,0,2,0,2,0,0,4,0.6125
核函数,0,0,0,1,0,2,0,0,3,0.4875
参数,0,0,0,1,3,0,1,0,5,0.85
边缘,0,0,0,1,0,0,0,0,1,0.125
人工神经网络,0,0,0,1,0,0,0,0,1,0.125
凸优化问,0,0,0,1,0,0,0,0,1,0.125
性质,0,0,0,1,0,0,0,0,1,0.125
样本数据,0,0,0,1,0,0,0,0,1,0.125
元数据,0,0,0,1,0,0,0,0,1,0.125
决策边界,0,0,0,1,0,0,0,0,1,0.125
非线性数据,0,0,0,1,0,0,0,0,1,0.125
统计学习理论,0,0,0,1,0,0,0,0,1,0.125
结点,0,0,0,1,0,0,0,0,1,0.125
分裂属性,0,0,0,1,0,0,0,0,1,0.125
信息增益率,0,0,0,1,0,0,0,0,1,0.125
值属性,0,0,0,1,0,0,0,0,1,0.125
信息增益,0,0,0,1,0,0,0,0,1,0.125
信息量,0,0,0,1,0,1,3,0,5,0.85
自变量,0,0,0,2,0,0,5,0,7,1.15625
二叉树,0,0,0,1,0,0,0,0,1,0.125
cart树,0,0,0,1,0,0,0,0,1,0.125
不纯度,0,0,0,1,0,0,0,0,1,0.125
基尼系数,0,0,0,1,0,0,0,0,1,0.125
cart决策树,0,0,0,1,0,0,0,0,1,0.125
结点属性,0,0,0,1,0,0,0,0,1,0.125
分支属性,0,0,0,1,0,0,0,0,1,0.125
未知样本,0,0,0,2,0,0,0,0,2,0.25
分支,0,0,0,1,0,0,0,0,1,0.125
内部结点,0,0,0,1,0,0,0,0,1,0.125
目标变量,0,0,0,2,0,0,5,0,7,1.15625
根结点,0,0,0,1,0,0,0,0,1,0.125
树形结构,0,0,0,1,0,0,0,0,1,0.125
流程图,0,0,0,1,0,0,0,0,1,0.125
决策,0,0,0,1,0,1,0,0,2,0.30625
supportvectormachine,0,0,0,1,0,0,0,0,1,0.125
平均法,0,0,0,3,0,0,0,0,3,0.375
