,摘要,关键词,第一章,第二章,第三章,第四章,第五章,总词频,加权得分
二次同步信号,0,0,0,4,0,0,0,4,0.5
时间中断,0,0,0,2,0,0,0,2,0.25
ue1,0,0,0,2,2,0,0,4,0.7333333333333334
二次同步,0,0,0,2,0,0,0,2,0.25
flashlinq系统,0,0,0,2,0,0,0,2,0.25
d2d信号,0,0,0,1,0,0,0,1,0.125
优先级,0,0,0,1,0,0,0,1,0.125
距离,0,0,0,1,3,0,0,4,0.85
主同步源,0,0,0,1,0,0,0,1,0.125
主同步信号源,0,0,0,1,0,0,0,1,0.125
全局时钟信号,0,0,0,1,0,0,0,1,0.125
蜂窝覆盖,0,0,0,6,2,0,0,8,1.2333333333333334
主同步,0,0,0,1,0,0,0,1,0.125
高通,0,0,0,1,0,0,0,1,0.125
rbs,0,0,0,0,7,0,0,7,1.6916666666666667
分配,1,0,0,0,3,1,0,5,1.9666666666666668
空间模型,0,0,0,0,2,0,0,2,0.48333333333333334
非连续分配,0,0,0,0,2,0,0,2,0.48333333333333334
区间,0,0,0,0,2,0,0,2,0.48333333333333334
发现子帧,0,0,0,0,2,0,0,2,0.48333333333333334
lte网络,0,0,0,0,2,0,0,2,0.48333333333333334
性能指标,0,0,0,1,1,1,0,3,0.6083333333333334
pdn,0,0,0,0,1,0,0,1,0.24166666666666667
集合,0,0,0,0,1,0,0,1,0.24166666666666667
门限,0,0,0,0,1,0,0,1,0.24166666666666667
接收信噪比,0,0,0,0,1,0,0,1,0.24166666666666667
信干噪比,0,0,0,0,1,0,0,1,0.24166666666666667
噪声功率,0,0,0,0,2,0,0,2,0.48333333333333334
信道衰落,0,0,0,0,1,0,0,1,0.24166666666666667
功率,0,0,0,1,1,0,0,2,0.3666666666666667
发送功率,0,0,0,4,1,0,0,5,0.7416666666666667
sinr,0,0,0,0,1,0,0,1,0.24166666666666667
d2d用,0,0,0,1,1,0,0,2,0.3666666666666667
physicaluppersharedchan,0,0,0,0,1,0,0,1,0.24166666666666667
上行共享信道,0,0,0,0,1,0,0,1,0.24166666666666667
物理层,0,0,0,0,1,0,0,1,0.24166666666666667
控制信令,0,0,0,0,1,0,0,1,0.24166666666666667
ute,0,0,0,0,1,0,0,1,0.24166666666666667
pucch,0,0,0,0,1,0,0,1,0.24166666666666667
han,0,0,0,0,1,0,0,1,0.24166666666666667
tro,0,0,0,0,1,0,0,1,0.24166666666666667
per,0,0,0,0,1,0,0,1,0.24166666666666667
physical,0,0,0,0,1,0,0,1,0.24166666666666667
行控制信道,0,0,0,0,1,0,0,1,0.24166666666666667
fdd系统,0,0,0,1,1,0,0,2,0.3666666666666667
双工系,0,0,0,0,1,0,0,1,0.24166666666666667
子帧结构,0,0,0,0,1,0,0,1,0.24166666666666667
wan子帧,0,0,0,0,1,0,0,1,0.24166666666666667
间隔插入,0,0,0,0,1,0,0,1,0.24166666666666667
ltewan,0,0,0,0,1,0,0,1,0.24166666666666667
数据传输,0,0,0,1,1,0,0,2,0.3666666666666667
语音服务,0,0,0,0,1,0,0,1,0.24166666666666667
低时延,0,0,0,0,1,0,0,1,0.24166666666666667
ltewan子帧,0,0,0,0,1,0,0,1,0.24166666666666667
设备电池,0,0,0,0,1,0,0,1,0.24166666666666667
发现过程,0,0,0,0,1,1,0,2,0.48333333333333334
lte蜂窝网络,0,0,0,0,1,0,0,1,0.24166666666666667
发现,0,0,0,1,1,0,0,2,0.3666666666666667
系统信息广播,0,0,0,0,2,0,0,2,0.48333333333333334
半静态,0,0,0,0,1,0,0,1,0.24166666666666667
公共资源池,0,0,0,0,1,0,0,1,0.24166666666666667
临时资源块,0,0,0,0,2,0,0,2,0.48333333333333334
周边环境,0,0,0,0,1,0,0,1,0.24166666666666667
enb,0,0,0,2,2,0,0,4,0.7333333333333334
信令开,0,0,0,1,1,0,0,2,0.3666666666666667
移动性,0,0,0,0,1,0,0,1,0.24166666666666667
身份标识,0,0,0,0,1,0,0,1,0.24166666666666667
systeminformationbroad,0,0,0,0,1,0,0,1,0.24166666666666667
信息,0,0,0,1,1,0,0,2,0.3666666666666667
denb,0,0,0,0,1,0,0,1,0.24166666666666667
空中接口,0,0,0,3,0,0,0,3,0.375
成簇,0,0,0,1,0,0,0,1,0.125
lte频段,0,0,0,1,0,0,0,1,0.125
授权,0,0,0,1,0,0,0,1,0.125
管理服务,0,0,0,1,0,0,0,1,0.125
通信信道,0,0,0,1,0,0,0,1,0.125
应用层,0,0,0,1,0,0,0,1,0.125
无蜂窝网络,0,0,0,1,0,0,0,1,0.125
蓝牙,0,0,0,8,0,0,0,8,1.0
通信距离,0,0,0,4,0,0,0,4,0.5
zigbee,0,0,0,4,0,0,0,4,0.5
mbps,0,0,0,2,0,0,0,2,0.25
移动支付,0,0,0,2,0,0,0,2,0.25
nfc,0,0,0,2,0,0,0,2,0.25
lte-a,1,0,0,1,0,0,0,2,1.125
工作频率,0,0,0,1,0,0,0,1,0.125
kbps,0,0,0,1,0,0,0,1,0.125
igbps,0,0,0,1,0,0,0,1,0.125
最大速率,0,0,0,1,0,0,0,1,0.125
耗电量,0,0,0,1,0,0,0,1,0.125
蓝牙zigbee,0,0,0,1,0,0,0,1,0.125
directnfc,0,0,0,1,0,0,0,1,0.125
wi-fi,0,0,0,1,0,0,0,1,0.125
lted2d,0,0,0,1,0,0,0,1,0.125
接入点,0,0,0,1,0,0,0,1,0.125
配对,0,0,0,1,0,0,0,1,0.125
wlan,0,0,0,1,0,0,0,1,0.125
高层应用,0,0,0,1,0,0,0,1,0.125
发现机制,0,0,0,1,0,0,0,1,0.125
医学,0,0,0,1,0,0,0,1,0.125
科学,0,0,0,1,0,0,0,1,0.125
工业,0,0,0,1,0,0,0,1,0.125
ent,0,0,0,1,0,0,0,1,0.125
ism,0,0,0,1,0,0,0,1,0.125
远距离,0,0,0,1,0,0,0,1,0.125
远程控制,0,0,0,1,0,0,0,1,0.125
自动控制,0,0,0,1,0,0,0,1,0.125
数据速率,0,0,0,1,0,0,0,1,0.125
自组织,0,0,0,3,0,0,0,3,0.375
门禁,0,0,0,1,0,0,0,1,0.125
刷卡,0,0,0,1,0,0,0,1,0.125
通信数据,0,0,0,1,0,0,0,1,0.125
无线电传输技术,0,0,0,1,0,0,0,1,0.125
无线电磁场,0,0,0,1,0,0,0,1,0.125
