,摘要,关键词,第一章,第二章,第三章,第四章,第五章,第六章,总词频,加权得分
项目,1,0,1,10,0,37,6,1,56,10.35
类别上下文关系,0,0,1,0,0,3,0,0,4,0.66875
上下文,0,0,1,1,1,4,1,0,8,1.3375
域内信息,0,0,1,0,0,0,0,0,1,0.125
跨域兴趣链接,0,0,1,0,0,0,0,0,1,0.125
跨域共现性,0,0,1,0,0,0,0,1,2,0.30625
双聚类算法,1,0,1,0,0,2,0,1,5,1.66875
域间关联,1,0,1,0,0,0,0,0,2,1.125
关联信息,1,0,1,4,0,4,2,1,13,2.89375
隐式兴趣信息,0,0,1,5,0,0,0,0,6,0.75
负采样,1,0,1,0,4,0,0,0,6,1.85
社交关系,1,0,1,0,1,0,0,0,3,1.30625
内容关系,0,0,1,0,0,0,0,0,1,0.125
主题特征,0,0,1,0,0,0,0,0,1,0.125
主题模型,0,0,1,2,5,0,0,0,8,1.28125
内容数据,0,0,1,18,25,0,0,1,45,7.0874999999999995
跨域全局动态演化,0,0,1,0,0,0,0,0,1,0.125
链接损失,0,0,1,0,0,0,0,0,1,0.125
跨域切换行,0,0,1,0,0,0,0,0,1,0.125
个性化跨域,0,0,1,0,0,0,0,0,1,0.125
动态场景,0,0,1,1,0,0,0,0,2,0.25
动态关联信息,0,0,1,0,0,0,0,0,1,0.125
动态跨域数据,1,0,1,4,0,1,4,2,13,2.89375
训练,0,0,1,0,0,0,1,1,3,0.4875
跨域兴趣,0,0,1,1,1,0,4,0,7,1.15625
碎片化信息,0,0,1,0,0,1,0,0,2,0.30625
域间,0,0,1,2,0,1,0,1,5,0.7375
域内,0,0,1,1,0,0,0,0,2,0.25
历史行为数据,0,0,1,2,0,1,0,0,4,0.55625
账号,0,0,1,4,1,0,0,0,6,0.80625
跨域用户身份,0,0,1,3,1,0,0,2,7,1.04375
社交结构信息,0,0,1,0,7,0,0,0,8,1.39375
跨域异质数据,0,0,1,0,0,0,0,0,1,0.125
跨域数据挖掘性能,0,0,1,2,0,0,0,1,4,0.55625
兴趣建模,0,0,1,3,0,0,0,0,4,0.5
门控-,0,0,1,0,0,0,0,2,3,0.4875
深度学习,0,0,1,9,0,0,0,0,10,1.25
单域动态变化,0,0,1,0,0,0,0,3,4,0.66875
跨域动态变化,0,0,1,0,0,0,0,3,4,0.66875
域碎片化信息,0,0,1,0,0,0,0,0,1,0.125
社会公共安全事件,1,0,1,0,0,0,0,0,2,1.125
跨媒体计算,1,0,1,0,0,0,0,0,2,1.125
社交感知,1,0,1,0,0,0,0,0,2,1.125
演化机理,1,0,1,0,0,0,0,0,2,1.125
信息传播,1,0,1,3,0,0,0,0,5,1.5
异构信息网络,1,0,1,0,0,0,0,0,2,1.125
大数据,1,0,1,0,0,0,0,0,2,1.125
用户兴趣建模,0,0,1,5,0,0,0,1,7,0.93125
属性数据,0,0,0,19,0,0,0,0,19,2.375
距离,0,0,0,6,0,0,0,0,6,0.75
社交结构数据,0,0,0,10,11,0,0,3,24,3.7875
用户身份,0,0,0,6,4,0,0,0,10,1.475
跨域事件检测,0,0,0,6,0,0,0,0,6,0.75
跨域影响力,0,0,0,4,0,0,0,0,4,0.5
跨域社区,0,0,0,6,0,0,0,0,6,0.75
跨域用户身份识别,1,0,0,6,6,0,0,1,14,3.01875
网站,0,0,0,4,1,0,0,0,5,0.68125
邻居,0,0,0,3,2,0,0,0,5,0.7375
相似度,0,0,0,2,5,0,1,0,8,1.3375
属性特征,0,0,0,3,0,0,0,0,3,0.375
头像,0,0,0,3,0,0,0,0,3,0.375
用户名,0,0,0,3,0,0,0,0,3,0.375
属性,0,0,0,4,0,0,0,0,4,0.5
跨域身份识别,0,0,0,3,2,0,0,0,5,0.7375
偏差,0,0,0,1,0,0,0,0,1,0.125
加权匹配,0,0,0,1,0,0,0,0,1,0.125
位置数据,0,0,0,1,0,0,0,0,1,0.125
时间戳,0,0,0,1,0,0,4,0,5,0.85
对齐算法,0,0,0,1,0,0,0,0,1,0.125
梯度增强,0,0,0,1,0,0,0,0,1,0.125
用户身份识别,0,0,0,2,1,0,0,0,3,0.43125
链接预测框架,0,0,0,1,0,0,0,0,1,0.125
预测性能,0,0,0,1,0,0,0,0,1,0.125
增强链接,0,0,0,1,0,0,0,0,1,0.125
用户链接,0,0,0,1,0,0,0,0,1,0.125
并行映射算法,0,0,0,1,0,0,0,0,1,0.125
数量,0,0,0,1,0,1,0,1,3,0.4875
公共邻居,0,0,0,1,0,0,0,0,1,0.125
邻居特征,0,0,0,1,0,0,0,0,1,0.125
社交结构,0,0,0,1,14,0,0,0,15,2.6625
识别性能,0,0,0,1,0,0,0,0,1,0.125
相似度分数,0,0,0,1,0,0,0,0,1,0.125
视觉信息,0,0,0,1,0,0,0,0,1,0.125
峰值信噪比,0,0,0,1,0,0,0,0,1,0.125
均方误差,0,0,0,1,0,0,0,0,1,0.125
视觉属性,0,0,0,1,0,0,0,0,1,0.125
字母,0,0,0,1,0,0,0,0,1,0.125
levenshtein,0,0,0,1,0,0,0,0,1,0.125
jaro-winkler,0,0,0,1,0,0,0,0,1,0.125
文本类,0,0,0,1,0,0,0,0,1,0.125
频率,0,0,0,1,0,0,0,0,1,0.125
用户身份炉,0,0,0,1,0,0,0,0,1,0.125
电子邮箱,0,0,0,1,0,0,0,0,1,0.125
i跨域,0,0,0,1,0,0,0,0,1,0.125
宏观角度,0,0,0,1,0,0,0,0,1,0.125
微观角度,0,0,0,1,0,0,0,0,1,0.125
隐私保护,0,0,0,3,1,1,0,1,6,0.91875
社交媒体网站,0,0,0,3,0,0,0,0,3,0.375
目标域,0,0,0,8,0,16,0,0,24,3.9
重叠用户,0,0,0,3,0,0,0,0,3,0.375
矩阵分解,0,0,0,5,0,3,2,0,10,1.53125
评分矩阵,0,0,0,3,0,1,0,0,4,0.55625
项目评分,0,0,0,3,0,0,0,0,3,0.375
社交网络,0,0,0,4,0,0,0,0,4,0.5
近邻信息,0,0,0,2,0,0,0,0,2,0.25
源域,0,0,0,4,0,16,0,0,20,3.4
语义网络,0,0,0,2,0,0,0,0,2,0.25
域间语义,0,0,0,2,0,0,0,0,2,0.25
用户数,0,0,0,2,0,0,0,0,2,0.25
域源,0,0,0,2,0,0,0,0,2,0.25
源域用户数,0,0,0,2,0,0,0,0,2,0.25
overlap,0,0,0,2,0,0,0,0,2,0.25
用户行为数据,0,0,0,6,0,1,0,0,7,0.93125
群体行为,0,0,0,1,0,0,0,0,1,0.125
数据共享,0,0,0,2,0,0,0,0,2,0.25
跨域异质行为关系,0,0,0,1,0,0,0,0,1,0.125
混合图模型,0,0,0,1,0,0,0,0,1,0.125
随机游走算法,0,0,0,1,0,0,0,0,1,0.125
推荐模型,0,0,0,1,0,1,1,0,3,0.4875
好友关系,0,0,0,1,0,0,0,0,1,0.125
近邻,0,0,0,2,1,0,0,0,3,0.43125
项目评分矩阵,0,0,0,3,0,1,0,0,4,0.55625
传递信息,0,0,0,1,0,0,0,0,1,0.125
交互,0,0,0,1,0,0,0,0,1,0.125
矩阵,0,0,0,2,0,4,0,0,6,0.975
行为矩阵,0,0,0,1,0,0,0,0,1,0.125
权重系数,0,0,0,1,0,0,0,0,1,0.125
合矩阵分解,0,0,0,1,0,0,0,0,1,0.125
评分机制,0,0,0,1,0,0,0,0,1,0.125
跨域评分矩阵,0,0,0,1,0,0,0,0,1,0.125
评分,0,0,0,2,0,0,7,0,9,1.51875
用户集合,0,0,0,1,3,0,0,0,4,0.66875
知识库,0,0,0,1,0,1,0,0,2,0.30625
语义相似性信息,0,0,0,1,0,0,0,0,1,0.125
域间信息,0,0,0,1,0,0,0,0,1,0.125
、dbpe,0,0,0,1,0,0,0,0,1,0.125
wiki,0,0,0,1,0,0,0,0,1,0.125
外部知识库,0,0,0,1,0,0,0,0,1,0.125
项目属性,0,0,0,1,0,0,0,0,1,0.125
属性交集,0,0,0,2,0,0,0,0,2,0.25
cbt模型,0,0,0,1,0,0,0,0,1,0.125
用户评分,0,0,0,1,0,0,0,0,1,0.125
域间信息迁移,0,0,0,1,0,0,0,0,1,0.125
一致性信息,0,0,0,1,0,0,0,0,1,0.125
用户评分行为,0,0,0,1,0,0,0,0,1,0.125
codebooktransfermodel,0,0,0,1,0,0,0,0,1,0.125
密码本迁移模型,0,0,0,1,0,0,0,0,1,0.125
迁移,0,0,0,1,0,0,0,0,1,0.125
域标目,0,0,0,1,0,0,0,0,1,0.125
r源域项目,0,0,0,1,0,0,0,0,1,0.125
源域项目,0,0,0,1,0,0,0,0,1,0.125
身份,0,0,0,3,0,0,0,0,3,0.375
用户空间,0,0,0,1,0,0,0,0,1,0.125
行为,0,0,0,2,0,0,3,0,5,0.79375
智能化,0,0,0,1,0,0,0,0,1,0.125
社区,0,0,0,9,0,0,0,0,9,1.125
辅助域,0,0,0,2,0,0,0,0,2,0.25
节点,0,0,0,11,8,0,0,0,19,2.825
域间差异性,0,0,0,1,1,0,0,0,2,0.30625
信息传播模型,0,0,0,1,0,0,0,0,1,0.125
离线,0,0,0,1,0,0,0,0,1,0.125
在线,0,0,0,1,0,0,1,0,2,0.30625
双聚类,0,0,0,1,0,6,2,0,9,1.575
冷启动,0,0,0,2,0,0,0,0,2,0.25
社区结构,0,0,0,1,0,0,0,0,1,0.125
影响力,0,0,0,5,0,0,0,0,5,0.625
影响力分数,0,0,0,1,0,0,0,0,1,0.125
元路径,0,0,0,1,0,0,0,0,1,0.125
多关系网络,0,0,0,1,0,0,0,0,1,0.125
响力,0,0,0,1,0,0,0,0,1,0.125
用户关系,0,0,0,1,1,0,0,0,2,0.30625
影响力传播模型,0,0,0,1,0,0,0,0,1,0.125
leastcostinfluence,0,0,0,2,0,0,0,0,2,0.25
成本,0,0,0,1,0,0,0,0,1,0.125
社交,0,0,1,1,0,0,0,0,2,0.25
推荐,0,0,0,1,0,0,0,0,1,0.125
舆论,0,0,0,1,0,0,0,0,1,0.125
网络营销,0,0,0,1,0,0,0,0,1,0.125
社交活动,0,0,0,1,0,0,0,0,1,0.125
信息交流,0,0,0,1,0,0,0,0,1,0.125
用户兴趣描述,0,0,0,1,0,0,0,0,1,0.125
用户行为信息,0,0,0,1,0,0,0,0,1,0.125
内在驱动,1,0,1,1,0,0,0,0,3,1.25
跨域数据特性,0,0,0,1,0,0,0,0,1,0.125
跨域用户行为,0,0,0,1,0,0,1,0,2,0.30625
事件检测,0,0,0,1,0,0,0,0,1,0.125
无监督,0,0,0,1,0,0,0,0,1,0.125
聚类,0,0,0,2,0,2,0,0,4,0.6125
事件,0,0,0,3,0,0,0,0,3,0.375
跨域多事件跟踪,0,0,0,1,0,0,0,0,1,0.125
概率图模型,0,0,0,1,0,0,0,0,1,0.125
文本数据,0,0,0,4,0,0,0,0,4,0.5
图片数据,0,0,0,1,0,0,0,0,1,0.125
演化过程,0,0,0,1,0,0,0,0,1,0.125
互联网,0,0,0,1,0,0,0,1,2,0.30625
电影,0,0,0,2,0,4,9,0,15,2.6062499999999997
时间,0,0,1,5,0,0,5,0,11,1.65625
图书,0,0,0,2,0,0,1,0,3,0.43125
跨域影响力分析,0,0,0,1,0,0,0,0,1,0.125
微观,0,0,0,1,0,0,0,0,1,0.125
数据传播,0,0,0,1,0,0,0,0,1,0.125
用户群,0,0,0,1,0,0,0,0,1,0.125
时间层次,0,0,0,1,0,0,0,0,1,0.125
喜剧电影,0,0,0,1,0,0,0,0,1,0.125
动作电影,0,0,0,1,0,0,0,0,1,0.125
属性层次,0,0,0,1,0,0,0,0,1,0.125
对象,0,0,0,1,0,0,0,0,1,0.125
系统,0,0,0,1,0,1,0,0,2,0.30625
moviepilot,0,0,0,1,0,0,0,0,1,0.125
movielens,0,0,0,1,0,0,6,0,7,1.2125
电影网站,0,0,0,1,0,0,0,0,1,0.125
跨域用户身份识别口,0,0,0,1,0,0,0,0,1,0.125
跨域数据挖掘研究,0,0,1,1,0,0,0,0,2,0.25
社交媒体时代,0,0,1,1,0,0,0,0,2,0.25
图片视频,0,0,0,1,0,0,0,0,1,0.125
媒体分享网站,0,0,0,1,0,0,0,0,1,0.125
微博网站,0,0,0,1,0,0,0,0,1,0.125
朋友关系网络,0,0,0,1,0,0,0,0,1,0.125
社交网站,0,0,0,1,0,0,0,0,1,0.125
产品,0,0,0,1,0,1,1,0,3,0.4875
电子商务,0,0,0,3,0,0,0,0,3,0.375
交互数据,0,0,0,5,0,1,0,0,6,0.80625
用户数据,0,0,0,4,0,0,0,0,4,0.5
细节信息,0,0,0,1,0,0,2,0,3,0.4875
短消息,0,0,0,1,0,0,0,0,1,0.125
文字,0,0,0,1,0,0,0,0,1,0.125
社交行为,0,0,0,1,0,0,0,0,1,0.125
聊天,0,0,0,1,0,0,0,0,1,0.125
新用户,0,0,0,1,0,0,0,0,1,0.125
注册信息,0,0,0,1,0,0,0,0,1,0.125
个人基本数据,0,0,0,1,0,0,0,0,1,0.125
嵌入向量,0,0,0,1,2,4,0,0,7,1.2125
向量空间模型,0,0,0,5,0,0,0,0,5,0.625
本体论,0,0,0,6,0,0,0,0,6,0.75
人机交互,0,0,0,1,0,0,0,0,1,0.125
用户画像,0,0,0,5,0,0,0,0,5,0.625
质量,0,0,0,1,0,1,0,0,2,0.30625
摇滚乐,0,0,0,1,0,0,0,0,1,0.125
科幻电影,0,0,0,1,0,0,0,0,1,0.125
关键词,0,0,0,4,0,0,0,0,4,0.5
嵌入向量表示法,0,0,0,3,0,0,0,0,3,0.375
权重,0,0,0,3,4,1,4,0,12,2.0062499999999996
低维向量,0,0,0,2,1,0,0,0,3,0.43125
词频,0,0,0,2,0,0,0,0,2,0.25
向量,0,0,0,5,1,1,2,0,9,1.35
嵌入向量表,0,0,0,1,0,0,0,0,1,0.125
存储压力,0,0,0,2,0,0,0,0,2,0.25
嵌入,0,0,0,3,3,2,1,0,9,1.4625
低维空间,0,0,0,1,4,4,0,0,9,1.575
数据类型,0,0,0,1,0,0,0,0,1,0.125
tf-idf,0,0,0,2,0,0,0,0,2,0.25
inversedocumentfrequency,0,0,0,1,0,0,0,0,1,0.125
termfrequency,0,0,0,1,0,0,0,0,1,0.125
逆文本频率指数,0,0,0,1,0,0,0,0,1,0.125
布尔值,0,0,0,1,0,0,0,0,1,0.125
检索词,0,0,0,1,0,0,0,0,1,0.125
向量空间,0,0,0,1,0,0,1,0,2,0.30625
文档内容,0,0,0,1,0,0,0,0,1,0.125
信息检索,0,0,0,1,0,0,0,0,1,0.125
vectorspacemodel,0,0,0,1,0,0,0,0,1,0.125
兴趣分布,0,0,0,1,0,0,0,0,1,0.125
概念化,0,0,0,1,0,0,0,0,1,0.125
知识工程,0,0,0,1,0,0,0,0,1,0.125
哲学,0,0,0,1,0,0,0,0,1,0.125
ontology,0,0,0,3,0,1,0,1,5,0.7375
核心特征集,0,0,0,1,0,0,0,0,1,0.125
文本特征,0,0,0,1,0,0,0,0,1,0.125
自然语言处理,0,0,0,2,0,0,1,0,3,0.43125
关键,0,0,0,1,0,0,0,0,1,0.125
分类,0,0,0,1,0,0,0,0,1,0.125
人工智能,0,0,0,1,0,0,0,0,1,0.125
机器学习,0,0,0,1,0,0,0,0,1,0.125
关键词列表法,0,0,0,1,0,0,0,0,1,0.125
关键词列表,0,0,0,1,0,0,0,0,1,0.125
计算机系统,0,0,0,2,0,0,0,0,2,0.25
人机交互设计,0,0,0,1,0,0,0,0,1,0.125
偏好,0,0,0,3,0,0,0,0,3,0.375
知识,0,0,0,2,0,0,0,0,2,0.25
先验知识,0,0,0,1,0,0,0,0,1,0.125
视角,0,0,0,2,0,0,0,0,2,0.25
列表,0,0,0,1,0,0,0,0,1,0.125
数据库,0,0,0,1,0,0,0,0,1,0.125
个性化智能服务,0,0,0,1,0,0,0,0,1,0.125
图书馆,0,0,0,1,0,0,0,0,1,0.125
关键特征信息,0,0,0,1,0,0,0,0,1,0.125
照片,0,0,0,1,0,0,0,0,1,0.125
虚拟,0,0,0,1,0,0,0,0,1,0.125
客户,0,0,0,1,0,0,0,0,1,0.125
人机交互系统,0,0,0,2,0,0,0,0,2,0.25
应用场景,0,0,0,1,0,0,0,0,1,0.125
兴趣模型,0,0,0,4,0,0,0,0,4,0.5
数学结构,0,0,0,1,0,0,0,0,1,0.125
社交链接,0,0,0,2,3,0,0,0,5,0.79375
用户组,0,0,0,1,0,0,0,0,1,0.125
社交图,0,0,0,1,0,0,0,0,1,0.125
有向图,0,0,0,1,0,0,0,0,1,0.125
lp,0,0,0,1,0,0,0,0,1,0.125
programming,0,0,0,1,0,0,0,0,1,0.125
andlogic,0,0,0,1,0,0,0,0,1,0.125
cdatabasesystems,0,0,0,1,0,0,0,0,1,0.125
逻辑编程,0,0,0,1,0,0,0,0,1,0.125
数据库系统,0,0,0,1,0,0,0,0,1,0.125
交互行为,0,0,0,1,0,0,0,0,1,0.125
兴趣描述,0,0,0,1,0,0,0,0,1,0.125
svd,0,0,0,1,0,2,0,0,3,0.4875
用户偏置,0,0,0,1,0,0,0,0,1,0.125
asedm,0,0,0,1,0,0,0,0,1,0.125
biasedmatrixfactoriza,0,0,0,1,0,0,0,0,1,0.125
