,摘要,关键词,第一章,第二章,第三章,第四章,第五章,第六章,总词频,加权得分
频率调整,0,0,0,0,0,0,1,0,1,0.18125
时间调整,0,0,0,0,0,0,1,0,1,0.18125
频率偏移,0,0,0,3,0,0,1,0,4,0.55625
偏移,0,0,0,1,0,0,1,0,2,0.30625
samples,0,0,0,2,0,0,1,0,3,0.43125
细同步,0,0,0,0,0,0,1,0,1,0.18125
cell同步跟踪,0,0,0,0,0,0,1,0,1,0.18125
sync同步跟踪,0,0,0,1,0,0,1,0,2,0.30625
跟踪,0,0,0,0,0,0,3,0,3,0.54375
6syn同步跟踪模块,0,0,0,0,0,0,1,0,1,0.18125
工学,0,0,0,0,1,2,2,0,5,0.90625
邮电大,0,0,0,0,1,2,2,0,5,0.90625
cell同步跟踪函数,0,0,0,0,0,0,1,0,1,0.18125
cellslavemode,0,0,0,0,0,8,1,0,9,1.6312499999999999
下行状态,0,0,0,0,0,1,3,0,4,0.725
下行同步信号,0,0,0,0,0,0,1,0,1,0.18125
下行子帧,0,0,0,0,0,0,1,0,1,0.18125
sync同步跟踪函数,0,0,0,0,0,0,1,0,1,0.18125
de,0,0,0,0,0,2,1,0,3,0.54375
dslave,0,0,0,0,0,0,1,0,1,0.18125
上行状态,0,0,0,0,0,0,3,0,3,0.54375
sync同步信号,0,0,0,1,1,0,2,0,4,0.66875
子帧号,0,0,0,1,0,0,4,0,5,0.85
跟踪模块,0,0,0,0,0,0,1,0,1,0.18125
稳定性,0,0,0,1,0,0,1,0,2,0.30625
通信过程,0,0,0,0,0,0,1,0,1,0.18125
同步决策模块,0,0,0,0,0,0,18,0,18,3.2624999999999997
同步搜索,0,0,0,5,1,0,10,0,16,2.61875
同步监测线程,0,0,1,0,0,0,17,0,18,3.20625
ue,0,0,4,0,0,5,6,0,15,2.49375
状态变迁,0,0,1,0,0,16,5,0,22,3.93125
通信接收线程,0,0,1,0,0,0,22,0,23,4.1125
干扰功率,0,0,0,0,0,2,4,0,6,1.0875
ue同步搜索,0,0,0,0,0,0,7,0,7,1.26875
状态,0,0,0,0,0,16,7,0,23,4.16875
控制信息,0,0,0,0,0,0,4,0,4,0.725
puschsyncctrl,0,0,0,0,0,0,4,0,4,0.725
puschsyncres,0,0,0,0,0,0,2,0,2,0.3625
结构体,0,0,0,0,0,0,13,0,13,2.3562499999999997
算法,0,0,0,0,0,0,3,0,3,0.54375
sync同步搜索结果,0,0,0,0,0,0,6,0,6,1.0875
实时状态,0,0,0,0,0,0,2,0,2,0.3625
状态条件,0,0,0,0,0,0,3,0,3,0.54375
状态标志,0,0,0,0,0,10,7,0,17,3.08125
同步状态机,0,0,4,0,1,6,10,0,21,3.58125
动态状态机,0,0,0,0,0,3,2,0,5,0.90625
状态机,0,0,0,0,0,5,4,0,9,1.6312499999999999
同步搜索结果,0,0,0,0,0,0,3,0,3,0.54375
时频偏结,0,0,0,0,0,0,1,0,1,0.18125
uebuffer,0,0,0,0,0,0,1,0,1,0.18125
功率判,0,0,0,0,0,0,1,0,1,0.18125
ta信息,0,0,0,0,0,0,1,0,1,0.18125
ue同步源,0,0,0,1,0,1,1,0,3,0.4875
上行ue同步源,0,0,0,0,0,0,1,0,1,0.18125
同步数据,0,0,0,0,0,0,1,0,1,0.18125
缓存,0,0,0,0,0,0,1,0,1,0.18125
蜂窝ue同步,0,0,0,0,0,0,1,0,1,0.18125
系统效率,0,0,0,0,0,0,1,0,1,0.18125
ue信息,0,0,0,0,0,0,1,0,1,0.18125
stack层,0,0,0,0,0,0,2,0,2,0.3625
sync同步结果,0,0,0,0,0,0,1,0,1,0.18125
cell同步结果,0,0,0,0,0,0,1,0,1,0.18125
ue干扰功率,0,0,0,0,0,0,1,0,1,0.18125
int8t,0,0,0,0,0,0,2,0,2,0.3625
uepower,0,0,0,0,0,0,2,0,2,0.3625
时偏值,0,0,0,0,0,0,4,0,4,0.725
synctoffset,0,0,0,0,0,0,4,0,4,0.725
syncfoffset,0,0,0,0,0,0,4,0,4,0.725
名字数据,0,0,0,0,0,0,5,0,5,0.90625
syncresbuffer,0,0,0,0,0,0,3,0,3,0.54375
数组,0,0,0,0,0,0,6,0,6,1.0875
存储类型,0,0,0,0,0,0,3,0,3,0.54375
搜索模块,0,0,0,0,0,0,1,0,1,0.18125
数据,0,0,0,0,0,0,5,0,5,0.90625
蜂窝ue,0,0,0,0,0,1,1,0,2,0.3625
puschsyncres结构体,0,0,0,0,0,0,1,0,1,0.18125
接口,0,0,0,0,0,0,7,0,7,1.26875
同步函数,0,0,0,0,0,0,2,0,2,0.3625
puschsyncsearch,0,0,0,0,0,0,2,0,2,0.3625
选择算法,0,0,0,0,0,0,1,0,1,0.18125
同步结,0,0,0,0,0,0,3,0,3,0.54375
buffer结构,0,0,0,0,0,0,1,0,1,0.18125
cell同步搜索结果,0,0,0,0,0,0,3,0,3,0.54375
步搜索,0,0,0,0,0,0,1,0,1,0.18125
状态决策模块,0,0,0,0,0,0,2,0,2,0.3625
定流程,0,0,0,0,0,0,1,0,1,0.18125
idle,0,0,0,0,0,24,3,0,27,4.89375
同步关,0,0,0,2,7,3,1,0,13,2.24375
uestate,0,0,0,0,0,9,1,0,10,1.8125
实时状态标志,0,0,0,0,0,0,1,0,1,0.18125
定时基准,0,0,0,0,2,6,0,0,8,1.45
同步信息,0,0,0,1,0,6,1,0,8,1.39375
中继,0,0,0,0,6,2,0,0,8,1.45
上行提前量,0,0,0,0,0,1,0,0,1,0.18125
步源类型,0,0,0,0,0,1,0,0,1,0.18125
根源同步源,0,0,0,0,0,5,0,0,5,0.90625
synculorg,0,0,0,0,0,2,1,0,3,0.54375
d2d主机,0,0,0,0,3,1,0,0,4,0.725
根源,0,0,0,0,0,1,1,0,2,0.3625
syncidorg,0,0,0,0,0,1,0,0,1,0.18125
d2d,0,0,0,1,29,2,1,0,33,5.925
从机,0,0,0,0,12,3,0,0,15,2.71875
syncid,0,0,0,0,0,1,0,0,1,0.18125
本机,0,0,0,0,0,3,0,0,3,0.54375
syncinfo,0,0,0,3,0,6,6,0,15,2.55
行传输,0,0,0,0,0,1,0,0,1,0.18125
带外syncinfo信息,0,0,0,0,0,1,0,0,1,0.18125
sync同步,0,0,0,1,10,3,7,0,21,3.75
终端,0,0,5,7,30,3,1,0,46,7.6625
d2d终端3,0,0,0,0,11,0,0,0,11,1.99375
自组织通信,0,0,0,0,18,0,0,0,18,3.2624999999999997
终端场景,0,0,0,0,8,0,0,0,8,1.45
三终端场景,0,0,0,0,6,0,0,0,6,1.0875
通信,0,0,1,2,11,1,2,0,17,2.9125
主机,0,0,0,0,15,2,0,0,17,3.08125
d2d通信,0,0,4,5,8,2,2,0,21,3.3
基础场景,0,0,0,0,42,0,0,0,42,7.6125
路由算法,0,0,0,0,4,0,0,0,4,0.725
接入时,0,0,0,0,3,0,0,0,3,0.54375
基站信号,0,0,0,0,29,3,0,0,32,5.8
双终端基础场景,0,0,0,0,6,0,0,0,6,1.0875
蜂窝网络,0,0,2,0,15,3,0,0,20,3.5124999999999997
根同步源,0,0,0,0,4,0,0,0,4,0.725
虚线框,0,0,0,0,2,0,0,0,2,0.3625
d2d终端2,0,0,0,0,7,0,0,0,7,1.26875
同步主机,0,0,0,0,4,0,0,0,4,0.725
三终端,0,0,0,0,3,0,0,0,3,0.54375
窝基站,0,0,0,0,1,0,0,0,1,0.18125
d2d网络,0,0,1,0,5,1,0,0,7,1.2125
jo,0,0,0,0,1,0,0,0,1,0.18125
syne,0,0,0,0,1,0,0,0,1,0.18125
d2d自组织网络,0,0,0,0,5,1,1,0,7,1.26875
无基站信号,0,0,0,0,1,0,0,0,1,0.18125
同步从机,0,0,0,0,1,0,0,0,1,0.18125
子双终端通信场,0,0,0,0,1,0,0,0,1,0.18125
d2d终端1,0,0,0,0,2,0,0,0,2,0.3625
通信场,0,0,1,0,1,1,1,0,4,0.66875
d2d自组织通信,0,0,0,0,1,0,0,0,1,0.18125
双终端场景,0,0,1,0,3,0,0,0,4,0.66875
d2d自组织通信模式,0,0,0,0,1,0,0,0,1,0.18125
网络通信,0,0,0,0,1,0,0,0,1,0.18125
覆盖,0,0,0,0,9,0,0,0,9,1.6312499999999999
通信场景,0,0,0,0,11,0,1,0,12,2.175
cell同步,0,0,0,0,1,1,6,0,8,1.45
演示系统,0,0,0,1,0,0,3,0,4,0.66875
文件传输,0,0,0,0,0,0,2,0,2,0.3625
视频,0,0,0,0,0,0,2,0,2,0.3625
粗同步,0,0,0,0,0,0,2,0,2,0.3625
同步方案,0,0,0,0,0,0,2,0,2,0.3625
频点,0,0,0,0,0,0,2,0,2,0.3625
吞吐率,0,0,0,0,0,0,1,0,1,0.18125
时延,0,0,2,0,0,0,1,0,3,0.43125
丢帧卡帧,0,0,0,0,0,0,1,0,1,0.18125
传输时延,0,0,2,0,0,0,1,0,3,0.43125
视频直播,0,0,0,0,0,0,1,0,1,0.18125
文件拷贝,0,0,0,0,0,0,1,0,1,0.18125
传输速度,0,0,0,0,0,0,1,0,1,0.18125
终端间,0,0,0,1,0,0,1,0,2,0.30625
scp命令,0,0,0,0,0,0,1,0,1,0.18125
拷贝,0,0,0,0,0,0,1,0,1,0.18125
文件,0,0,0,0,0,0,1,0,1,0.18125
高清视频直播,0,0,0,0,0,0,1,0,1,0.18125
视频直播传输,0,0,0,0,0,0,1,0,1,0.18125
vlc视频播放器,0,0,0,0,0,0,1,0,1,0.18125
vlc视频直播效,0,0,0,0,0,0,1,0,1,0.18125
dmapped,0,0,0,0,0,0,1,0,1,0.18125
tarap,0,0,0,0,0,0,1,0,1,0.18125
daiscard,0,0,0,0,0,0,1,0,1,0.18125
mux,0,0,0,0,0,0,1,0,1,0.18125
inputbitrate,0,0,0,0,0,0,1,0,1,0.18125
mediadatasize,0,0,0,0,0,0,1,0,1,0.18125
ay,0,0,0,0,0,0,1,0,1,0.18125
dexode,0,0,0,0,0,0,1,0,1,0.18125
streamstatistics,0,0,0,0,0,0,1,0,1,0.18125
currentmedia,0,0,0,0,0,0,1,0,1,0.18125
smeraiptrothent,0,0,0,0,0,0,1,0,1,0.18125
medialnformation,0,0,0,0,0,0,1,0,1,0.18125
medlaplayer,0,0,0,0,0,0,1,0,1,0.18125
ehest2s,0,0,0,0,0,0,1,0,1,0.18125
audioydeoteolsview,0,0,0,0,0,0,1,0,1,0.18125
应用程序,0,0,0,0,0,0,1,0,1,0.18125
8220,0,0,0,0,0,0,1,0,1,0.18125
indmgpp,0,0,0,0,0,0,1,0,1,0.18125
互相干扰,0,0,0,0,0,1,1,0,2,0.3625
时偏结,0,0,0,0,0,0,1,0,1,0.18125
cellue同步,0,0,0,1,0,0,1,0,2,0.30625
sync同步结,0,0,0,0,0,0,1,0,1,0.18125
sync,0,0,0,1,1,0,2,0,4,0.66875
d2d同步,0,0,0,0,0,0,1,0,1,0.18125
下行同步,0,0,0,0,0,0,1,0,1,0.18125
上行同步,0,0,0,0,0,0,1,0,1,0.18125
cell,0,0,0,1,0,2,4,0,7,1.2125
higccom,0,0,0,0,0,0,1,0,1,0.18125
周步,0,0,0,0,0,0,1,0,1,0.18125
观察频率,0,0,0,0,0,0,1,0,1,0.18125
主界面,0,0,0,0,0,0,1,0,1,0.18125
cellid,0,0,0,0,0,0,2,0,2,0.3625
课言,0,0,0,0,0,0,1,0,1,0.18125
操失率,0,0,0,0,0,0,1,0,1,0.18125
rrm,0,0,0,0,0,0,1,0,1,0.18125
策略切换,0,0,0,0,0,0,1,0,1,0.18125
游洁,0,0,0,0,0,0,1,0,1,0.18125
幽前视式,0,0,0,0,0,0,1,0,1,0.18125
半控制,0,0,0,0,0,0,1,0,1,0.18125
旁歌,0,0,0,0,0,0,1,0,1,0.18125
理测,0,0,0,0,0,0,1,0,1,0.18125
可拉测轻离设备,0,0,0,0,0,0,1,0,1,0.18125
d2d设备,0,0,1,0,0,0,1,0,2,0.30625
置费,0,0,0,0,0,0,1,0,1,0.18125
同步技术,0,0,2,5,0,0,1,0,8,1.05625
蜂窝,0,0,5,3,2,1,1,0,12,1.725
拓扑结构,0,0,0,0,0,0,1,0,1,0.18125
参数,0,0,0,0,0,0,1,0,1,0.18125
文件拷贝业务,0,0,0,0,0,0,1,0,1,0.18125
视频传输业务,0,0,0,0,0,0,1,0,1,0.18125
直通技术,0,0,1,0,0,0,1,0,2,0.30625
lte系统,0,0,7,3,3,0,1,0,14,1.975
业务传输,0,0,1,0,0,0,1,0,2,0.30625
应用层,0,0,1,0,0,0,1,0,2,0.30625
网络,0,0,1,0,2,0,0,0,3,0.4875
时间,0,0,0,2,3,0,0,0,5,0.79375
自组织网络,0,0,0,0,6,0,0,0,6,1.0875
下行,0,0,0,0,1,3,1,0,5,0.90625
lte协议,0,0,0,0,5,2,0,0,7,1.26875
机上行,0,0,0,0,1,0,0,0,1,0.18125
预提前机制,0,0,0,0,3,0,0,0,3,0.54375
无蜂窝网络,0,0,0,0,5,0,0,0,5,0.90625
通信环境,0,0,0,0,1,0,0,0,1,0.18125
共存,0,0,0,0,1,0,0,0,1,0.18125
窝网络,0,0,0,0,1,0,0,0,1,0.18125
时间对齐,0,0,0,0,1,0,0,0,1,0.18125
时频,0,0,0,0,2,0,0,0,2,0.3625
接入网络,0,0,0,0,8,0,0,0,8,1.45
d2dsync,0,0,0,1,1,1,0,0,3,0.4875
自组织模式,0,0,0,0,2,0,0,0,2,0.3625
上行蜂窝终端,0,0,0,0,1,0,0,0,1,0.18125
d2d自组织模式通信,0,0,0,0,1,0,0,0,1,0.18125
蜂窝通信,0,0,3,2,2,1,0,0,8,1.16875
通信设施,0,0,0,0,1,0,0,0,1,0.18125
自然灾害,0,0,0,0,1,0,0,0,1,0.18125
地震,0,0,0,0,1,0,0,0,1,0.18125
稳定通信,0,0,0,0,1,0,0,0,1,0.18125
无网络,0,0,0,0,1,0,0,0,1,0.18125
直通通信,0,0,0,0,2,0,1,0,3,0.54375
d2d异构网络,0,0,5,4,1,2,0,0,12,1.66875
d2d技术,0,0,3,0,0,0,0,0,3,0.375
静态同步状态机,0,0,1,0,0,0,1,0,2,0.30625
通信发送线程,0,0,1,0,0,0,6,0,7,1.2125
线程,0,0,1,0,0,0,5,0,6,1.03125
多线程技,0,0,1,0,0,0,0,0,1,0.125
动态,0,0,1,0,0,3,0,0,4,0.66875
静态,0,0,1,0,0,2,0,0,3,0.4875
下行状态机,0,0,1,0,0,5,0,0,6,1.03125
上行状态机,0,0,1,0,0,15,0,0,16,2.84375
状态模式,0,0,1,0,0,5,0,0,6,1.03125
多终端场景,0,0,1,0,8,0,0,0,9,1.575
设备直通技术,0,0,3,0,0,0,0,0,3,0.375
设备,0,0,1,0,0,0,0,0,1,0.125
仿真,0,0,1,0,0,0,0,0,1,0.125
d2dslavemode,0,0,0,0,0,11,0,0,11,1.99375
变迁条件,0,0,0,0,0,14,0,0,14,2.5375
d2dmastermode,0,0,0,0,0,9,0,0,9,1.6312499999999999
状态变迁条件,0,0,0,0,0,11,0,0,11,1.99375
ueslavemode,0,0,0,0,0,6,0,0,6,1.0875
cellstate,0,0,0,0,0,17,2,0,19,3.44375
降迁,0,0,0,0,0,4,0,0,4,0.725
d2dstate,0,0,0,0,0,12,2,0,14,2.5375
同步模式,0,0,1,0,0,3,0,0,4,0.66875
id号,0,0,0,0,0,3,0,0,3,0.54375
上行用户信号,0,0,0,0,0,3,0,0,3,0.54375
ueslave,0,0,0,0,0,2,0,0,2,0.3625
状态降迁,0,0,0,0,0,2,0,0,2,0.3625
d2d同步源,0,0,0,0,0,3,0,0,3,0.54375
dslavemode,0,0,0,0,0,2,0,0,2,0.3625
变迁条,0,0,0,0,0,2,0,0,2,0.3625
状态升迁,0,0,0,0,0,2,0,0,2,0.3625
升迁,0,0,0,0,0,2,0,0,2,0.3625
ue失步,0,0,0,0,0,1,0,0,1,0.18125
基站失步,0,0,0,0,0,1,0,0,1,0.18125
ue同步,0,0,0,0,0,1,0,0,1,0.18125
d2d终端id信息,0,0,0,0,0,1,0,0,1,0.18125
lave,0,0,0,0,0,1,0,0,1,0.18125
同步信号,0,0,0,5,0,5,0,0,10,1.53125
降迁转移,0,0,0,0,0,1,0,0,1,0.18125
干扰,0,0,0,3,1,2,1,0,7,1.1
d2d系统,0,0,2,1,0,1,0,0,4,0.55625
测量,0,0,0,0,0,1,0,0,1,0.18125
干扰测量,0,0,0,0,0,1,0,0,1,0.18125
stack,0,0,0,0,0,1,0,0,1,0.18125
通信系统,0,0,0,0,0,1,1,0,2,0.3625
上行蜂窝用户,0,0,0,0,0,1,0,0,1,0.18125
本机主机模,0,0,0,0,0,1,0,0,1,0.18125
syncidorg信息,0,0,0,0,0,1,0,0,1,0.18125
synculorg信息,0,0,0,0,0,1,0,0,1,0.18125
信息,0,0,0,0,0,1,3,0,4,0.725
状态变迁条,0,0,0,0,0,1,0,0,1,0.18125
ate,0,0,0,0,0,1,0,0,1,0.18125
dmastermode,0,0,0,0,0,1,0,0,1,0.18125
升迁转移,0,0,0,0,0,1,0,0,1,0.18125
同步优先级,0,0,0,0,0,2,1,0,3,0.54375
化时,0,0,0,0,0,1,0,0,1,0.18125
状态标志变量,0,0,0,0,0,1,0,0,1,0.18125
蜂窝上行用户,0,0,0,2,0,1,0,0,3,0.43125
同步搜索模块,0,0,0,0,0,0,21,0,21,3.80625
覆盖环境,0,0,0,0,2,1,3,0,6,1.0875
步状态,0,0,0,0,0,0,1,0,1,0.18125
混合异构网络,0,0,0,1,4,0,1,0,6,1.03125
静态状态机,0,0,0,0,0,2,1,0,3,0.54375
状态转移,0,0,0,0,0,1,0,0,1,0.18125
dmode,0,0,0,0,0,1,0,0,1,0.18125
mode,0,0,0,0,0,1,0,0,1,0.18125
cellmode,0,0,0,0,0,2,0,0,2,0.3625
ode,0,0,0,0,0,1,0,0,1,0.18125
信号,0,0,2,3,4,1,0,0,10,1.53125
pss,0,0,0,4,0,0,0,0,4,0.5
辅同步信号,0,0,0,3,0,0,0,0,3,0.375
sss,0,0,0,3,0,0,0,0,3,0.375
pss序列,0,0,0,4,0,0,0,0,4,0.5
物理层小区id,0,0,0,3,0,0,0,0,3,0.375
相位差,0,0,0,2,0,0,0,0,2,0.25
频率同步,0,0,0,4,0,0,0,0,4,0.5
相关值,0,0,0,2,0,0,0,0,2,0.25
符号,0,0,0,12,0,0,0,0,12,1.5
峰值,0,0,0,2,0,0,0,0,2,0.25
时间同步,0,0,0,6,0,0,0,0,6,0.75
ofdm符号,0,0,0,5,0,0,0,0,5,0.625
3cell频率,0,0,0,1,0,0,0,0,1,0.125
频率同步搜索,0,0,0,1,0,0,0,0,1,0.125
偏移量,0,0,0,1,0,0,0,0,1,0.125
发送时间,0,0,0,1,0,0,0,0,1,0.125
信道,0,0,0,1,0,0,0,0,1,0.125
序列,0,0,0,2,0,0,0,0,2,0.25
发送端,0,0,0,1,0,0,0,0,1,0.125
小数倍频偏估计,0,0,0,1,0,0,0,0,1,0.125
校验,0,0,0,1,0,0,0,0,1,0.125
频偏估计,0,0,0,3,0,0,0,0,3,0.375
导频信号,0,0,0,2,0,0,0,0,2,0.25
cp信号,0,0,0,1,0,0,0,0,1,0.125
下行信号,0,0,0,1,0,0,0,0,1,0.125
小数倍偏移,0,0,0,1,0,0,0,0,1,0.125
整数倍偏移,0,0,0,1,0,0,0,0,1,0.125
子载波间隔,0,0,0,3,0,0,0,0,3,0.375
信道多普勒频移,0,0,0,1,0,0,0,0,1,0.125
本地载频,0,0,0,1,0,0,0,0,1,0.125
硬件设备,0,0,0,1,0,0,0,0,1,0.125
cell时间,0,0,0,1,0,0,0,0,1,0.125
测模块,0,0,0,1,0,0,0,0,1,0.125
sss检,0,0,0,1,0,0,0,0,1,0.125
前子帧头,0,0,0,1,0,0,0,0,1,0.125
精粒,0,0,0,1,0,0,0,0,1,0.125
pss相关检,0,0,0,1,0,0,0,0,1,0.125
cp长度,0,0,0,2,0,0,0,0,2,0.25
cp类型检测,0,0,0,1,0,0,0,0,1,0.125
粗粒度,0,0,0,1,0,0,0,0,1,0.125
cp检测,0,0,0,1,0,0,0,0,1,0.125
时间同步搜索,0,0,0,1,0,0,0,0,1,0.125
定位值,0,0,0,1,0,0,0,0,1,0.125
无线帧头,0,0,0,1,0,0,0,0,1,0.125
帧头,0,0,0,1,0,0,0,0,1,0.125
pss相关,0,0,0,1,0,0,0,0,1,0.125
cp类型,0,0,0,1,0,0,0,0,1,0.125
阈值,0,0,0,1,0,0,0,0,1,0.125
半帧数据,0,0,0,1,0,0,0,0,1,0.125
cell时间定位,0,0,0,1,0,0,0,0,1,0.125
盲检,0,0,0,1,0,0,0,0,1,0.125
距离,0,0,1,1,1,0,0,0,3,0.43125
子帧cp,0,0,0,1,0,0,0,0,1,0.125
主同步,0,0,0,1,0,0,0,0,1,0.125
主同步信号,0,0,0,3,0,0,0,0,3,0.375
时域同步检测,0,0,0,1,0,0,0,0,1,0.125
tdlte系统,0,0,0,1,0,0,0,0,1,0.125
接收信号,0,0,0,2,0,0,0,0,2,0.25
本地同步序列,0,0,0,1,0,0,0,0,1,0.125
cell时间同步检测,0,0,0,1,0,0,0,0,1,0.125
rb块,0,0,0,1,0,0,0,0,1,0.125
子载波,0,0,0,2,0,0,0,0,2,0.25
带宽,0,0,1,1,0,0,0,0,2,0.25
辅同步序列,0,0,0,1,0,0,0,0,1,0.125
主同步序列,0,0,0,1,0,0,0,0,1,0.125
帧结构,0,0,0,1,0,0,0,0,1,0.125
tdd,0,0,0,1,0,0,0,0,1,0.125
列检测,0,0,0,1,0,0,0,0,1,0.125
扇区,0,0,0,1,0,0,0,0,1,0.125
idn,0,0,0,1,0,0,0,0,1,0.125
组内小区,0,0,0,1,0,0,0,0,1,0.125
基站站址,0,0,0,1,0,0,0,0,1,0.125
物理层小区,0,0,0,1,0,0,0,0,1,0.125
物理层协议,0,0,0,1,0,0,0,0,1,0.125
lte,0,0,5,1,0,0,0,0,6,0.75
ff,0,0,0,1,0,0,5,0,6,1.03125
synctracking,0,0,0,0,0,0,3,0,3,0.54375
函数,0,0,0,0,0,0,10,0,10,1.8125
32,0,0,0,0,0,0,2,0,2,0.3625
synctracktoffset,0,0,0,0,0,0,1,0,1,0.18125
synctrack,0,0,0,0,0,0,1,0,1,0.18125
subfrm,0,0,0,0,0,0,2,0,2,0.3625
类型,0,0,0,0,0,0,5,0,5,0.90625
i/o数据,0,0,0,0,0,0,5,0,5,0.90625
函数接口,0,0,0,0,0,0,4,0,4,0.725
6synctracking,0,0,0,0,0,0,1,0,1,0.18125
32tsynctrack,0,0,0,0,0,0,1,0,1,0.18125
synctrackfoffset,0,0,0,0,0,0,1,0,1,0.18125
datainput,0,0,0,0,0,0,2,0,2,0.3625
sync同步跟踪模块,0,0,0,0,0,0,2,0,2,0.3625
4sync同步跟踪模块,0,0,0,0,0,0,1,0,1,0.18125
频域,0,0,0,3,0,0,0,0,3,0.375
时域,0,0,0,5,0,0,0,0,5,0.625
混合蜂窝,0,0,2,4,1,2,0,0,9,1.29375
cellue同步技术,0,0,0,5,0,0,0,0,5,0.625
d2dsync同步技术,0,0,0,3,0,0,0,0,3,0.375
调用,0,0,0,1,0,0,0,0,1,0.125
同步模块,0,0,0,1,0,0,0,0,1,0.125
同步跟踪技,0,0,0,1,0,0,0,0,1,0.125
sync信道,0,0,0,1,0,0,0,0,1,0.125
同步跟踪技术,0,0,0,1,0,0,0,0,1,0.125
细同步技术,0,0,0,1,0,0,0,0,1,0.125
同步搜索技术,0,0,0,1,0,0,0,0,1,0.125
粗同步技术,0,0,0,1,0,0,0,0,1,0.125
cell同步技术,0,0,0,1,0,0,0,0,1,0.125
蜂窝下行,0,0,0,1,0,0,0,0,1,0.125
蜂窝上行,0,0,0,3,0,0,0,0,3,0.375
蜂窝下行cell同步技术,0,0,0,1,0,0,0,0,1,0.125
上行用户,0,0,0,1,0,0,0,0,1,0.125
cell蜂窝,0,0,0,1,0,0,0,0,1,0.125
cell蜂窝基站,0,0,0,1,0,0,0,0,1,0.125
d2d用户,0,0,3,0,0,0,0,0,3,0.375
终端用户,0,0,3,0,0,0,0,0,3,0.375
能量消耗,0,0,3,0,0,0,0,0,3,0.375
用户,0,0,2,0,0,0,0,0,2,0.25
上行信号,0,0,2,0,0,1,0,0,3,0.43125
端到端网络,0,0,2,0,0,0,0,0,2,0.25
通信模式,0,0,2,0,0,0,0,0,2,0.25
d2d直通通信,0,0,2,0,0,0,1,0,3,0.43125
频谱利用率,0,0,3,0,0,0,0,0,3,0.375
device,0,0,2,0,0,0,0,0,2,0.25
通信技术,0,0,3,0,0,0,0,0,3,0.375
同步机制,0,0,1,0,0,0,0,0,1,0.125
tad,0,0,1,0,0,0,0,0,1,0.125
接收数据信息,0,0,1,0,0,0,0,0,1,0.125
接收端,0,0,1,0,0,0,0,0,1,0.125
发数据,0,0,1,0,0,0,0,0,1,0.125
