,摘要,关键词,第一章,第二章,第三章,第四章,第五章,第六章,总词频,加权得分
传递序列,0,0,0,0,1,1,0,0,2,0.3625
边界框,0,0,0,4,0,12,12,2,30,5.2124999999999995
vgg-16,0,0,0,0,0,0,8,0,8,1.45
size,0,0,0,0,0,0,3,0,3,0.54375
bat,0,0,0,0,0,0,3,0,3,0.54375
词向量,1,0,0,10,7,2,4,0,24,4.606249999999999
依赖树,2,0,1,0,13,3,8,1,28,6.65625
cd算法,0,0,0,8,0,1,3,0,12,1.725
pcd,0,0,0,0,0,0,3,0,3,0.54375
cnn网络,0,0,0,3,0,5,7,0,15,2.55
数据集,0,0,1,0,0,0,4,0,5,0.85
r-cnn模型,0,0,0,0,0,0,2,0,2,0.3625
edgeboxes,0,0,0,0,0,5,6,3,14,2.5375
向量,0,0,0,3,1,0,2,0,6,0.91875
训练集,0,0,0,1,1,0,4,0,6,1.03125
高斯函数,0,0,0,0,0,0,2,0,2,0.3625
初始学习率,0,0,0,0,0,0,2,0,2,0.3625
吉布斯采样,0,0,0,5,0,0,2,0,7,0.9875
pcd算法,0,0,0,0,0,0,2,0,2,0.3625
隐藏单元,0,0,0,1,0,0,2,0,3,0.4875
rbm,0,0,0,10,0,0,2,0,12,1.6125
输入单元,0,0,0,0,0,0,2,0,2,0.3625
图片特征,0,0,0,1,0,7,5,0,13,2.3
高频标签,0,0,0,0,0,0,2,0,2,0.3625
步长,0,0,0,0,0,2,1,0,3,0.54375
上下文,0,0,0,0,1,1,1,0,3,0.54375
指数,0,0,0,0,0,0,1,0,1,0.18125
weightdecay,0,0,0,0,0,0,1,0,1,0.18125
上下文参数矩阵,0,0,0,0,0,0,1,0,1,0.18125
对数双线语言模型,0,0,0,0,0,0,1,0,1,0.18125
自然语言,1,0,2,0,0,1,3,0,7,1.975
性能,0,0,1,0,0,1,2,1,5,0.85
模型,1,0,1,3,0,2,3,1,11,2.5875
检索,1,1,4,0,0,0,1,2,9,4.04375
隐藏状态维度,0,0,0,0,0,0,1,0,1,0.18125
pool5层,0,0,0,0,0,0,1,0,1,0.18125
提取,0,0,1,0,0,0,1,0,2,0.30625
全连通层,0,0,0,3,0,3,2,0,8,1.28125
微调cnn网络,0,0,0,0,0,0,1,0,1,0.18125
罗马数字,0,0,0,0,0,0,1,0,1,0.18125
标点符号,0,0,0,0,0,0,1,0,1,0.18125
vec,0,0,0,0,0,0,1,0,1,0.18125
微调,0,0,0,0,0,1,3,0,4,0.725
16,0,0,0,0,0,0,1,0,1,0.18125
vgg,0,0,0,0,0,0,1,0,1,0.18125
图像特征,3,0,5,0,0,17,5,2,32,7.975
流程,0,0,0,1,0,0,1,0,2,0.30625
iou,0,0,0,0,0,0,7,0,7,1.26875
过滤,0,0,0,1,0,0,2,0,3,0.4875
概率,1,0,0,9,0,9,2,0,21,4.11875
候选边界,0,0,0,0,0,1,1,0,2,0.3625
selectivesearch,0,0,0,0,0,2,1,2,5,0.90625
随机梯度,0,0,0,0,0,0,1,0,1,0.18125
cnn特征,0,0,0,0,0,0,1,0,1,0.18125
词向量矩阵,0,0,0,1,0,0,1,0,2,0.30625
语言分析器,0,0,0,0,0,0,1,0,1,0.18125
句子特征,0,0,1,0,2,2,1,0,6,1.03125
递归神经网络,1,0,1,0,5,6,1,1,15,3.4812499999999997
训练算法,0,0,0,0,1,0,1,0,2,0.3625
模型微调,0,0,0,0,0,1,1,0,2,0.3625
flickr8k,0,0,0,0,0,0,1,0,1,0.18125
学习率线性,0,0,0,0,0,0,1,0,1,0.18125
随机初始化,0,0,0,0,0,0,1,0,1,0.18125
预训练,0,0,0,0,0,0,1,0,1,0.18125
方差,0,0,0,0,0,0,1,0,1,0.18125
练高斯rbm,0,0,0,0,0,0,1,0,1,0.18125
分布,0,0,0,7,0,0,1,0,8,1.05625
接机,0,0,0,0,0,0,1,0,1,0.18125
均衡分布,0,0,0,3,0,0,1,0,4,0.55625
采样,0,0,1,3,0,0,1,0,5,0.68125
吉布斯,0,0,0,1,0,0,1,0,2,0.30625
dbm模型,0,0,0,14,0,0,1,0,15,1.93125
rbm模型,0,0,0,20,0,2,2,0,24,3.225
单元数目,0,0,0,0,0,0,1,0,1,0.18125
字典,0,0,1,2,0,0,2,0,5,0.7375
重复软,0,0,0,0,0,0,1,0,1,0.18125
高频单词,0,0,0,0,0,0,1,0,1,0.18125
高频词汇,0,0,0,0,0,0,1,0,1,0.18125
mir,0,0,0,0,0,0,1,0,1,0.18125
高斯rbm模型,0,0,0,0,0,0,1,0,1,0.18125
深度玻尔兹曼模型,0,0,0,0,0,0,1,0,1,0.18125
连通层,0,0,0,0,0,1,1,0,2,0.3625
文本输,0,0,0,0,0,0,1,0,1,0.18125
标准差,0,0,0,0,0,0,1,0,1,0.18125
标签数量,0,0,0,0,0,0,1,0,1,0.18125
图像,5,0,26,7,0,10,2,5,55,12.20625
图片,6,0,7,7,0,16,14,3,53,13.73125
rflick,0,0,0,0,0,0,1,0,1,0.18125
玻尔兹曼模型,0,0,0,0,0,0,1,0,1,0.18125
多模态深度,0,0,0,1,0,0,1,0,2,0.30625
条件概率,0,0,0,12,0,0,0,0,12,1.5
对比散度,0,0,0,2,0,0,0,0,2,0.25
样本,0,0,0,3,0,0,0,0,3,0.375
输入空间,0,0,0,2,0,0,0,0,2,0.25
可视层,0,0,0,2,0,0,0,0,2,0.25
无标签数据,0,0,2,2,0,0,0,0,4,0.5
无监督训练,0,0,0,2,0,0,0,0,2,0.25
编码,0,0,0,3,0,0,0,1,4,0.55625
受限玻尔兹曼机,0,0,3,3,0,1,0,1,8,1.1125
偏导近似值,0,0,0,1,0,0,0,0,1,0.125
输入层,0,0,0,11,0,0,0,0,11,1.375
取样,0,0,0,2,0,0,0,0,2,0.25
mc,0,0,0,1,0,0,0,0,1,0.125
montecar,0,0,0,1,0,0,0,0,1,0.125
markovchain,0,0,0,1,0,0,0,0,1,0.125
蒙特卡罗,0,0,0,1,0,0,0,0,1,0.125
马尔可夫链,0,0,0,1,0,0,0,0,1,0.125
contrastivedivergence,0,0,0,1,0,0,0,0,1,0.125
取样算法,0,0,0,1,0,0,0,0,1,0.125
分布p,0,0,0,1,0,0,0,0,1,0.125
近似值,0,0,0,1,0,0,0,0,1,0.125
ea寄,0,0,0,1,0,0,0,0,1,0.125
对数概率,0,0,0,1,0,0,0,0,1,0.125
平均对数概率,0,0,0,1,0,0,0,0,1,0.125
生成模型,0,0,0,1,0,0,0,0,1,0.125
sigm,0,0,0,2,0,0,0,0,2,0.25
sigmoid,0,0,0,2,0,0,0,0,2,0.25
二元值,0,0,0,1,0,0,0,0,1,0.125
自由能,0,0,0,2,0,0,0,0,2,0.25
能量,0,0,0,2,0,0,0,0,2,0.25
丝男,0,0,0,1,0,0,0,0,1,0.125
能量模型,0,0,0,5,0,0,0,0,5,0.625
孔膈,0,0,0,1,0,0,0,0,1,0.125
配分函数,0,0,0,1,0,0,0,0,1,0.125
偏置,0,0,0,1,0,3,0,0,4,0.66875
权重,0,0,0,8,0,0,0,0,8,1.0
联合分布,0,0,0,1,0,0,0,0,1,0.125
节点,0,0,1,1,11,0,0,0,13,2.24375
boltzmannmachine,0,0,1,1,0,0,0,0,2,0.25
玻尔兹曼机,0,0,1,4,0,0,0,0,5,0.625
文章,0,0,0,1,0,0,0,0,1,0.125
拟合,0,0,0,3,0,0,0,0,3,0.375
初始化,0,0,0,3,0,1,0,0,4,0.55625
深度神经网络,0,0,1,1,0,0,0,0,2,0.25
网络参数,0,0,0,2,0,0,0,0,2,0.25
训练,0,0,0,2,0,0,0,0,2,0.25
标签数据,0,0,0,1,0,0,0,0,1,0.125
逐层,0,0,0,2,0,0,0,0,2,0.25
叠加,0,0,0,1,0,0,0,0,1,0.125
取样重构,0,0,0,1,0,0,0,0,1,0.125
音频,0,0,1,1,0,0,0,0,2,0.25
深度模型,0,0,1,3,0,1,0,2,7,1.04375
deepbeliefnetwork,0,0,1,2,0,0,0,0,3,0.375
深度信念网络,0,0,0,1,0,0,0,0,1,0.125
boltzmannmachi,0,0,0,1,0,0,0,0,1,0.125
kl距离,0,0,0,5,0,0,0,0,5,0.625
对数似然函数,0,0,0,3,0,0,0,0,3,0.375
cd-k,0,0,0,2,0,0,0,0,2,0.25
对数,0,0,0,2,0,0,0,0,2,0.25
似然函数,0,0,0,2,0,0,0,0,2,0.25
导数,0,0,0,4,4,3,0,0,11,1.76875
内循环,0,0,0,1,0,0,0,0,1,0.125
条件,0,0,0,2,0,0,0,0,2,0.25
tonvdo,0,0,0,1,0,0,0,0,1,0.125
vin,0,0,0,1,0,0,0,0,1,0.125
s训练集,0,0,0,1,0,0,0,0,1,0.125
afk,0,0,0,1,0,0,0,0,1,0.125
cd-k训练,0,0,0,1,0,0,0,0,1,0.125
次数,0,0,0,1,0,0,0,0,1,0.125
吉本斯,0,0,0,1,0,0,0,0,1,0.125
保乳,0,0,0,1,0,0,0,0,1,0.125
cdi,0,0,0,1,0,0,0,0,1,0.125
目标函数,0,0,0,1,0,0,0,0,1,0.125
mcmc,0,0,0,1,0,0,0,0,1,0.125
矽同分布,0,0,0,1,0,0,0,0,1,0.125
p0,0,0,0,1,0,0,0,0,1,0.125
模型分布,0,0,0,1,0,0,0,0,1,0.125
数据分布,0,0,0,1,0,0,0,0,1,0.125
负期望公式,0,0,0,1,0,0,0,0,1,0.125
狄克拉delta函数,0,0,0,1,0,0,0,0,1,0.125
经验数据分布,0,0,0,1,0,0,0,0,1,0.125
模型参数分布,0,0,0,1,0,0,0,0,1,0.125
数据点,0,0,0,1,0,0,0,0,1,0.125
距离,0,0,0,1,0,0,0,0,1,0.125
ibler,0,0,0,1,0,0,0,0,1,0.125
back-,0,0,0,1,0,0,0,0,1,0.125
负对数,0,0,0,1,0,0,0,0,1,0.125
大化,0,0,0,1,0,0,0,0,1,0.125
错误,0,0,0,1,0,1,0,0,2,0.30625
能量函数,0,0,1,2,0,2,0,0,5,0.7375
对比散度算法,0,0,0,1,0,0,0,0,1,0.125
pooling层,0,0,0,0,0,8,0,0,8,1.45
矩阵,0,0,0,1,1,5,0,0,7,1.2125
文本,11,0,6,1,0,14,6,7,45,16.76875
文本特征,1,0,7,1,2,12,1,5,29,5.625
rankingmatrix,0,0,0,0,0,2,0,0,2,0.3625
内积,0,0,0,0,0,12,0,3,15,2.71875
高度,0,0,0,0,0,2,0,0,2,0.3625
宽度,0,0,0,0,0,2,0,0,2,0.3625
max运算,0,0,0,0,0,2,0,0,2,0.3625
相似性矩阵,0,0,0,0,0,2,0,0,2,0.3625
物体,1,0,0,2,0,11,3,2,19,4.15
模态模型,0,0,0,0,0,1,0,0,1,0.18125
复制,0,0,0,1,0,1,0,0,2,0.30625
参数复制,0,0,0,0,0,1,0,0,1,0.18125
pool5,0,0,0,0,0,1,0,0,1,0.18125
caffe框架,0,0,0,0,0,1,0,0,1,0.18125
ss,0,0,0,0,0,1,0,0,1,0.18125
转置,0,0,0,0,0,2,0,0,2,0.3625
后向传播算法,0,0,0,0,1,1,0,0,2,0.3625
margin,0,0,0,0,0,1,0,0,1,0.18125
ss层,0,0,0,0,0,1,0,0,1,0.18125
对角线,0,0,0,0,0,1,0,0,1,0.18125
求和运算,0,0,0,0,0,1,0,0,1,0.18125
sc,0,0,0,0,0,1,0,0,1,0.18125
pooling运算,0,0,0,0,0,1,0,0,1,0.18125
scoreb,0,0,0,0,0,1,0,0,1,0.18125
sco,0,0,0,0,0,1,0,0,1,0.18125
句子长度,0,0,0,0,0,1,0,0,1,0.18125
scorq,0,0,0,0,0,1,0,0,1,0.18125
reshape层,0,0,0,0,0,1,0,0,1,0.18125
multiply层,0,0,0,0,0,1,0,0,1,0.18125
函数,0,0,0,1,0,2,0,0,3,0.4875
矩阵运算函数,0,0,0,0,0,1,0,0,1,0.18125
矩阵运算层,0,0,0,0,0,1,0,0,1,0.18125
矩阵运算,0,0,0,0,0,1,0,0,1,0.18125
细粒度图像特征,1,0,0,0,0,1,0,0,2,1.18125
线性转换,0,0,0,0,0,2,0,0,2,0.3625
innerproduct层,0,0,0,0,0,1,0,0,1,0.18125
上下文单词,0,0,0,1,0,0,0,0,1,0.125
枝寸,0,0,0,1,0,0,0,0,1,0.125
-bilinearlanguage,0,0,0,1,0,0,0,0,1,0.125
对数双线性语言,0,0,0,1,0,0,0,0,1,0.125
对数双线性语言模型,0,0,0,1,0,0,0,0,1,0.125
自然语言模型,1,0,3,0,0,8,0,4,16,3.55
多模态对数双线性模型,0,0,0,0,0,2,2,0,4,0.725
转换矩阵,0,0,0,0,0,1,0,0,1,0.18125
预测特征,0,0,0,0,0,1,0,0,1,0.18125
lbl模型,0,0,0,0,0,1,0,0,1,0.18125
rnn,0,0,0,0,0,1,0,0,1,0.18125
lstm,0,0,0,0,0,1,0,0,1,0.18125
longshort-termmemoryrecurrentneuralnet,0,0,0,0,0,1,0,0,1,0.18125
短时记忆循环神经网络,0,0,0,0,0,1,0,0,1,0.18125
上下文特征,0,0,0,0,0,1,0,0,1,0.18125
log-bilinearlanguage,0,0,0,0,0,1,0,0,1,0.18125
对数双线性模型,0,0,0,0,0,2,0,0,2,0.3625
循环神经网络,0,0,2,4,2,0,0,0,8,1.1125
循环神经网络模型,0,0,0,1,0,0,0,0,1,0.125
backpropagation,0,0,0,1,0,0,0,0,1,0.125
传递,0,0,0,1,0,0,0,0,1,0.125
人工神经网络,0,0,0,1,0,0,0,0,1,0.125
虚线内部,0,0,1,1,0,0,0,0,2,0.25
非线性函数,0,0,0,2,1,0,0,0,3,0.43125
前向传播算法,0,0,0,1,0,0,0,0,1,0.125
输出层,0,0,0,1,0,0,0,0,1,0.125
输入序列,0,0,0,1,0,0,0,0,1,0.125
参数矩阵,0,0,0,1,0,0,0,0,1,0.125
信息,0,0,0,2,0,2,0,1,5,0.79375
非线性动态系统,0,0,0,1,0,0,0,0,1,0.125
recurrentneuralnetworks,0,0,0,1,0,0,0,0,1,0.125
细粒度,1,0,0,0,0,2,10,1,14,3.3562499999999997
r-cnn,0,0,0,0,0,2,7,0,9,1.6312499999999999
细粒度模型,0,0,1,0,0,0,5,0,6,1.03125
测试集,0,0,0,0,1,0,6,0,7,1.26875
检索精度,2,0,0,0,0,0,3,1,6,2.725
deepfragment,0,0,0,0,0,0,4,0,4,0.725
ding,0,0,0,0,0,0,2,0,2,0.3625
介词,0,0,0,0,0,0,2,0,2,0.3625
边框,0,0,0,0,0,0,2,0,2,0.3625
困惑度,0,0,0,0,0,4,2,0,6,1.0875
检索速度,2,0,0,0,0,3,2,1,8,3.0875
特征,1,0,3,7,2,15,2,5,35,6.6
多模态深度玻尔兹曼机,0,0,0,1,1,0,2,2,6,1.03125
finetunevgg,0,0,0,0,0,0,2,0,2,0.3625
vg,0,0,0,0,0,0,2,0,2,0.3625
eb-60,0,0,0,0,0,0,2,0,2,0.3625
依赖树递归神经网络,0,0,2,0,1,1,2,1,7,1.15625
multimodaldbm,0,0,0,0,0,0,2,0,2,0.3625
速度,0,0,0,0,0,0,2,0,2,0.3625
arch,0,0,0,0,0,0,2,0,2,0.3625
边界,0,0,0,0,0,5,2,0,7,1.26875
selectivesearch算法,0,0,0,0,0,0,2,0,2,0.3625
非极大值,0,0,0,0,0,0,2,0,2,0.3625
评价分数,0,0,0,0,0,0,1,1,2,0.3625
文本检索,0,0,1,0,0,0,1,0,2,0.30625
buiiding,0,0,0,0,0,0,1,0,1,0.18125
bu,0,0,0,0,0,0,1,0,1,0.18125
ty,0,0,0,0,0,0,1,0,1,0.18125
victoria,0,0,0,0,0,0,1,0,1,0.18125
tor,0,0,0,0,0,0,1,0,1,0.18125
ving,0,0,0,0,0,0,1,0,1,0.18125
文本语义,0,0,3,0,0,0,1,1,5,0.7375
视觉特征,1,0,4,0,0,0,1,1,7,1.8625
图文检索精度,0,0,0,0,0,1,1,0,2,0.3625
文本组合,0,0,0,0,0,0,1,0,1,0.18125
红色球,0,0,0,0,0,0,1,0,1,0.18125
文本检索图片,0,0,0,0,0,0,1,0,1,0.18125
containers,0,0,0,0,0,0,1,0,1,0.18125
ering,0,0,0,0,0,0,1,0,1,0.18125
naked,0,0,0,0,0,0,1,0,1,0.18125
分数,0,0,0,0,0,2,1,0,3,0.54375
关键单词,0,0,0,0,0,0,1,0,1,0.18125
边间框,0,0,0,0,0,0,1,0,1,0.18125
electivesearch,0,0,0,0,0,0,1,0,1,0.18125
抑制过滤,0,0,0,0,0,0,1,0,1,0.18125
edgeboxes算法,0,0,0,0,0,0,1,0,1,0.18125
search,0,0,0,1,0,1,1,0,3,0.4875
图片特征提取,0,0,0,0,0,0,1,0,1,0.18125
无标记数据,0,0,0,0,0,0,1,0,1,0.18125
索引,0,0,0,1,0,2,1,1,5,0.85
特征重构,0,0,0,1,0,0,1,0,2,0.30625
文本建模,0,0,0,0,0,0,1,0,1,0.18125
词组,0,0,0,0,0,0,1,0,1,0.18125
eb-50,0,0,0,0,0,0,1,0,1,0.18125
-50,0,0,0,0,0,0,1,0,1,0.18125
sentence,0,0,0,0,0,0,1,0,1,0.18125
聚集,0,0,0,0,0,0,1,0,1,0.18125
集中边界,0,0,0,0,0,0,1,0,1,0.18125
抑制,0,0,0,0,0,0,1,0,1,0.18125
极大值,0,0,0,0,0,0,1,0,1,0.18125
边缘,0,0,0,0,0,1,1,0,2,0.3625
ive,0,0,0,0,0,0,1,0,1,0.18125
候选边界框,0,0,0,2,0,3,1,0,6,0.975
ssrcnn,0,0,0,0,0,0,1,0,1,0.18125
unevgg-16,0,0,0,0,0,0,1,0,1,0.18125
ssfinet,0,0,0,0,0,0,1,0,1,0.18125
ivesearch算法,0,0,0,0,0,0,1,0,1,0.18125
ssvgg-,0,0,0,0,0,0,1,0,1,0.18125
eb-60rcnn,0,0,0,0,0,0,1,0,1,0.18125
eb-50rcnn,0,0,0,0,0,0,1,0,1,0.18125
检索性能,0,0,0,0,0,1,1,0,2,0.3625
medr,0,0,0,0,0,0,1,0,1,0.18125
中位数,0,0,0,0,0,0,1,0,1,0.18125
medianrank,0,0,0,0,0,0,1,0,1,0.18125
排列中值,0,0,0,0,0,0,1,0,1,0.18125
图文检索,1,0,2,0,0,2,1,1,7,1.975
细粒度特征,0,0,1,0,0,4,0,1,6,1.03125
句子结构,1,0,1,0,5,3,0,1,11,2.7562499999999996
模态,1,0,6,4,0,5,0,1,17,3.3375
max函数,0,0,0,0,2,4,0,0,6,1.0875
图像参数,0,0,0,0,0,1,0,0,1,0.18125
矩阵s,0,0,0,0,0,1,0,0,1,0.18125
s对角线,0,0,0,0,0,1,0,0,1,0.18125
return,0,0,0,0,0,1,0,0,1,0.18125
导数矩阵,0,0,0,0,0,1,0,0,1,0.18125
损失值,0,0,0,0,0,1,0,0,1,0.18125
区间,0,0,0,0,0,3,0,0,3,0.54375
相似矩阵,0,0,0,0,0,1,0,0,1,0.18125
sclrgn,0,0,0,0,0,1,0,0,1,0.18125
积矩阵,0,0,0,0,0,1,0,0,1,0.18125
分辨性能,0,0,0,0,0,1,0,0,1,0.18125
相差程度,0,0,0,0,0,1,0,0,1,0.18125
诺力,0,0,0,0,0,1,0,0,1,0.18125
模态特征,0,0,0,0,0,3,0,1,4,0.725
诺光,0,0,0,0,0,1,0,0,1,0.18125
zzmax,0,0,0,0,0,1,0,0,1,0.18125
维特征,0,0,0,0,0,1,0,0,1,0.18125
特征空间,0,0,2,1,1,1,0,0,5,0.7375
特征融合,0,0,0,0,0,1,0,0,1,0.18125
队列,0,0,0,0,0,1,0,0,1,0.18125
映射,0,0,0,0,0,1,0,0,1,0.18125
特征提取,0,0,7,0,0,1,0,3,11,1.6
卷积神经网络,0,0,4,4,0,1,0,1,10,1.3625
单元,0,0,0,15,0,0,0,0,15,1.875
单词向量,0,0,0,2,0,0,0,0,2,0.25
主题,0,0,1,2,0,0,0,0,3,0.375
文档,0,0,0,2,0,0,0,0,2,0.25
主题模型,0,0,1,2,0,0,0,0,3,0.375
重复软最大化模型,2,0,0,6,0,0,0,0,8,2.75
权重值,0,0,0,1,0,0,0,0,1,0.125
字典矩阵,0,0,0,1,0,0,0,0,1,0.125
latenttopics,0,0,0,1,0,0,0,0,1,0.125
sigmoid函数,0,0,0,1,0,0,0,0,1,0.125
二元化,0,0,0,1,0,0,0,0,1,0.125
二值向量,0,0,0,1,1,0,0,0,2,0.30625
k维,0,0,0,1,0,0,0,0,1,0.125
k维向量,0,0,0,1,0,0,0,0,1,0.125
模型参数,0,0,0,1,0,0,0,0,1,0.125
字典特征,0,0,0,1,0,0,0,0,1,0.125
二元矩阵,0,0,0,1,0,0,0,0,1,0.125
随机二元主题,0,0,0,1,0,0,0,0,1,0.125
sofhnaxmodel,0,0,0,1,0,0,0,0,1,0.125
replicated,0,0,1,1,0,0,0,0,2,0.25
单词字典,0,0,1,1,0,0,0,0,2,0.25
单元个数,0,0,0,2,0,0,0,0,2,0.25
连接关系,0,0,0,1,0,0,0,0,1,0.125
词汇,0,0,0,1,0,0,0,0,1,0.125
图模型,0,0,0,1,0,0,0,0,1,0.125
概率分布,0,0,0,1,0,0,0,0,1,0.125
语义主题,0,0,0,1,0,0,0,0,1,0.125
概率主题模型,0,0,0,1,0,0,0,0,1,0.125
软最大化层,0,0,0,2,0,0,0,0,2,0.25
词向量模型,0,0,1,2,1,0,0,0,4,0.55625
非线性运算,0,0,0,1,0,0,0,0,1,0.125
n-gram模型,0,0,0,1,0,0,0,0,1,0.125
上下文信息,0,0,0,1,0,0,0,1,2,0.30625
wordembedding,0,0,0,1,0,0,0,0,1,0.125
二元特征,0,0,0,1,0,0,0,0,1,0.125
自然语言处理,0,0,0,0,1,0,0,0,1,0.18125
参数导数,0,0,0,0,2,0,0,0,2,0.3625
输出号,0,0,0,0,2,0,0,0,2,0.3625
bi-rnn,0,0,0,0,2,0,0,0,2,0.3625
carpark,0,0,0,0,2,0,0,0,2,0.3625
bptt算法,0,0,0,0,1,0,0,0,1,0.18125
耳把,0,0,0,0,1,0,0,0,1,0.18125
阡頌,0,0,0,0,1,0,0,0,1,0.18125
sbb,0,0,0,0,1,0,0,0,1,0.18125
hfdst,0,0,0,0,1,0,0,0,1,0.18125
