,摘要,关键词,第一章,第二章,第三章,第四章,第五章,第六章,总词频,加权得分
硬件架构,0,0,0,0,2,0,0,0,2,0.3625
服务器,0,0,0,0,2,0,0,0,2,0.3625
ml605,0,0,0,0,3,1,0,0,4,0.725
fpga开发板,0,0,0,0,6,4,0,0,10,1.8125
linx,0,0,2,0,2,1,0,1,6,0.975
射频子板,0,0,4,0,14,12,8,2,40,7.0249999999999995
fft,0,0,1,3,0,28,5,0,37,6.48125
配置信息,0,0,0,0,1,13,1,0,15,2.71875
fftipcore,0,0,0,0,0,4,0,0,4,0.725
封装,0,0,0,0,1,7,0,0,8,1.45
axi-streammaster接口,0,0,0,0,0,6,0,0,6,1.0875
ready信号,0,0,0,0,0,9,0,0,9,1.6312499999999999
带宽,0,0,4,7,3,10,4,0,28,4.45625
pipelinedstreaming,0,0,0,0,0,3,0,0,3,0.54375
bursti/o结构,0,0,0,0,0,3,0,0,3,0.54375
ipcore,0,0,0,0,0,3,0,0,3,0.54375
data,0,0,0,0,0,3,1,0,4,0.725
valid信号,0,0,0,0,0,6,0,0,6,1.0875
axi-streamslave接口,0,0,0,0,0,4,0,0,4,0.725
valid,0,0,0,0,0,6,0,0,6,1.0875
配置,0,0,0,0,0,5,1,0,6,1.0875
中心频点,0,0,0,1,1,2,0,0,4,0.66875
频谱数据,0,0,0,0,0,6,1,0,7,1.26875
fft运算,0,0,0,0,0,5,1,0,6,1.0875
数据长度,0,0,0,1,0,2,0,0,3,0.4875
i/o,0,0,0,0,0,2,0,0,2,0.3625
流水线,0,0,0,0,0,2,0,0,2,0.3625
用户界面,0,0,0,0,1,2,0,0,3,0.54375
复频域数据,0,0,0,0,0,1,0,0,1,0.18125
输岀端,0,0,0,0,0,1,0,0,1,0.18125
ata,0,0,0,0,0,1,0,0,1,0.18125
mff,0,0,0,0,0,1,0,0,1,0.18125
id,0,0,0,0,0,1,0,0,1,0.18125
mfft,0,0,0,0,0,1,0,0,1,0.18125
时域加窗,0,0,0,0,1,4,0,1,6,1.0875
位宽,0,0,0,0,0,5,1,0,6,1.0875
接口数据,0,0,0,0,0,1,0,0,1,0.18125
axi-streamslave,0,0,0,0,0,1,0,0,1,0.18125
输入端,0,0,0,0,0,1,0,0,1,0.18125
wdata,0,0,0,0,0,1,0,0,1,0.18125
sfft,0,0,0,0,0,1,0,0,1,0.18125
运算处理时钟,0,0,0,0,0,2,0,0,2,0.3625
低电平,0,0,0,0,0,2,0,0,2,0.3625
portwidth,0,0,0,0,0,2,0,0,2,0.3625
封装模块接口信息,0,0,0,0,0,1,0,0,1,0.18125
twrapper,0,0,0,0,0,1,0,0,1,0.18125
握手,0,0,0,0,0,5,0,0,5,0.90625
级设备,0,0,0,0,0,1,0,0,1,0.18125
master接口,0,0,0,0,0,1,0,0,1,0.18125
slave,0,0,0,0,0,1,0,0,1,0.18125
master,0,0,0,0,0,1,0,0,1,0.18125
slave类型,0,0,0,0,0,1,0,0,1,0.18125
axlstream接口,0,0,0,0,0,1,0,0,1,0.18125
输出,0,0,0,0,0,1,0,0,1,0.18125
接口信号,0,0,0,0,0,2,0,0,2,0.3625
fftwrapper模块,0,0,0,0,0,1,0,0,1,0.18125
功率值,0,0,0,1,0,1,0,0,2,0.30625
信噪比,1,0,1,27,1,1,0,0,31,4.8625
软件,0,0,0,0,4,6,0,0,10,1.8125
soc系统,0,0,0,0,1,8,2,1,12,2.175
截位,0,0,0,0,0,1,0,0,1,0.18125
全精度,0,0,0,0,0,1,0,0,1,0.18125
定点化,0,0,0,0,0,5,4,0,9,1.6312499999999999
配置缓冲buffer,0,0,0,0,0,1,0,0,1,0.18125
运算精度信息,0,0,0,0,0,1,0,0,1,0.18125
正/反变换信息,0,0,0,0,0,1,0,0,1,0.18125
配置寄存器接口,0,0,0,0,0,1,0,0,1,0.18125
均值模块,0,0,0,0,0,4,1,0,5,0.90625
频谱能量,0,0,1,8,2,10,4,1,26,4.20625
缓冲处,0,0,0,0,0,1,0,0,1,0.18125
fifo,0,0,0,0,1,3,1,0,5,0.90625
有用频谱信息,0,0,0,0,0,1,0,0,1,0.18125
60mhz带宽信号,0,0,0,0,0,1,0,0,1,0.18125
干扰,0,0,4,1,0,1,0,0,6,0.80625
频谱感知,2,0,7,4,5,6,3,4,31,6.637499999999999
虚部,0,0,0,0,0,2,2,0,4,0.725
实部,0,0,0,0,0,2,1,0,3,0.54375
unsealed模式,0,0,0,0,0,1,0,0,1,0.18125
运算状态,0,0,0,0,0,1,0,0,1,0.18125
变量,0,0,0,0,0,1,0,0,1,0.18125
wrapper,0,0,0,0,0,3,0,0,3,0.54375
verilog文件,0,0,0,0,0,1,0,0,1,0.18125
fftwrapper封装模块,0,0,0,0,0,1,0,0,1,0.18125
数据溢,0,0,0,0,0,1,0,0,1,0.18125
蝶形运算,0,0,0,0,0,10,2,0,12,2.175
时间抽选法,0,0,0,0,0,5,0,0,5,0.90625
opipelinedstreaming,0,0,0,0,0,1,0,0,1,0.18125
实时性处理,0,0,0,0,0,1,0,0,1,0.18125
运行时钟,0,0,0,0,0,1,0,0,1,0.18125
单通道,0,0,0,0,0,1,0,0,1,0.18125
流水线型,0,0,0,0,0,2,0,0,2,0.3625
fftip核,0,0,0,0,0,1,0,0,1,0.18125
蝶形单元,0,0,0,0,0,5,0,0,5,0.90625
接口,0,0,1,0,2,12,1,0,16,2.84375
处理,0,0,0,0,0,1,0,0,1,0.18125
流式,0,0,0,0,0,4,0,0,4,0.725
实时性,0,0,0,0,0,1,0,0,1,0.18125
i/o处理结构,0,0,0,0,0,1,0,0,1,0.18125
时钟频率,0,0,0,0,1,9,0,1,11,1.99375
数据运算,0,0,0,0,0,1,0,0,1,0.18125
逻辑资源,0,0,0,0,1,2,0,0,3,0.54375
流式输入,0,0,0,0,0,1,0,0,1,0.18125
burst,0,0,0,0,0,1,0,0,1,0.18125
运算时间,0,0,0,0,0,1,0,0,1,0.18125
运算处理阶段,0,0,0,0,0,1,0,0,1,0.18125
导出,0,0,0,0,0,1,0,0,1,0.18125
数据导入,0,0,0,0,0,1,0,0,1,0.18125
i/o结构,0,0,0,0,0,1,0,0,1,0.18125
dstreaming,0,0,0,0,0,1,0,0,1,0.18125
pipeline,0,0,0,0,0,1,0,0,1,0.18125
多路复用,0,0,0,0,0,1,0,0,1,0.18125
长度,0,0,0,3,0,3,0,0,6,0.91875
ifft运算,0,0,0,0,0,1,0,0,1,0.18125
ifft,0,0,0,0,0,1,0,0,1,0.18125
sfft模块,0,0,0,0,0,1,0,0,1,0.18125
rtl级代码,0,0,0,0,2,2,1,0,5,0.90625
硬件,0,0,0,0,9,10,1,0,20,3.625
参数,0,0,1,3,1,8,0,1,14,2.3125
api函数,0,0,0,0,1,2,0,0,3,0.54375
底层封装,0,0,0,0,1,0,0,0,1,0.18125
配置响应信息,0,0,0,0,1,1,0,0,2,0.3625
hc通信接口,0,0,0,0,1,0,0,0,1,0.18125
软件驱动控制,0,0,0,0,1,0,0,0,1,0.18125
基带信号,1,0,1,0,1,3,1,2,9,2.39375
adciq复信号,0,0,0,0,1,0,0,0,1,0.18125
axi-stream接口,0,0,0,0,1,3,0,0,4,0.725
10延时,0,0,0,0,1,1,0,0,2,0.3625
时钟漂移,0,0,0,0,1,2,0,0,3,0.54375
延时单元,0,0,0,0,1,0,0,0,1,0.18125
idelay,0,0,0,0,1,0,0,0,1,0.18125
单端信号,0,0,0,0,1,1,0,0,2,0.3625
差分输入信号,0,0,0,0,1,0,0,0,1,0.18125
硬件驱动模块,0,0,0,0,1,1,0,0,2,0.3625
axiiic模块,0,0,0,0,1,0,0,0,1,0.18125
rtl驱动模块,0,0,0,0,1,1,0,0,2,0.3625
功能模块,0,0,0,0,1,4,0,0,5,0.90625
microblazecpu,0,0,0,0,4,6,0,0,10,1.8125
ip核,0,0,0,0,3,4,0,0,7,1.26875
ad转换,0,0,0,0,1,0,0,0,1,0.18125
滤波,0,0,1,0,1,3,4,0,9,1.575
放大,0,0,0,0,1,0,1,0,2,0.3625
解调,0,0,0,0,1,1,1,0,3,0.54375
空中射频信号,0,0,0,0,1,0,0,0,1,0.18125
缓存接收,0,0,0,0,1,0,0,0,1,0.18125
adc采样数据,0,0,0,0,1,0,0,0,1,0.18125
扫频控制,0,0,0,0,1,1,0,0,2,0.3625
感知过程,0,0,0,0,1,0,0,0,1,0.18125
初始化,0,0,0,0,3,4,1,0,8,1.45
射频板,1,0,0,0,3,26,7,0,37,7.5249999999999995
ad-fmc0mms1,0,0,0,0,2,4,0,1,7,1.26875
降采样滤波器,0,0,0,0,0,3,3,0,6,1.0875
hostserver,0,0,0,0,8,9,2,0,19,3.44375
数据队列,0,0,0,0,3,6,0,0,9,1.6312499999999999
pc机,0,0,0,0,7,2,1,0,10,1.8125
解包,0,0,0,0,2,1,0,0,3,0.54375
频谱能量数据,0,0,1,1,2,9,1,0,14,2.425
socket连接,0,0,0,0,2,3,0,0,5,0.90625
hostserver程序,0,0,0,0,2,0,1,0,3,0.54375
socket,0,0,0,0,5,2,1,0,8,1.45
操作系统,0,0,1,0,4,0,0,0,5,0.85
firmware软件控制模块,0,0,0,0,2,0,0,0,2,0.3625
控制系统,0,0,2,0,3,8,1,0,14,2.425
宽带能量检测,0,0,0,0,1,0,0,0,1,0.18125
频谱感知频谱能量数据,0,0,0,0,1,0,0,0,1,0.18125
通信,0,0,11,4,3,3,0,0,21,2.9625
matlab程序,0,0,0,0,1,1,1,0,3,0.54375
拼接,0,0,0,0,1,1,0,0,2,0.3625
频谱能量数,0,0,0,1,2,1,0,0,4,0.66875
dma接收数据,0,0,0,0,1,0,0,0,1,0.18125
socket通信,0,0,0,0,1,0,0,0,1,0.18125
firmware程序,0,0,0,0,1,5,1,0,7,1.26875
队列,0,0,0,0,2,4,0,0,6,1.0875
数据队,0,0,0,0,1,1,0,0,2,0.3625
接收数据,0,0,0,0,1,1,0,0,2,0.3625
接收,0,0,0,0,2,3,1,0,6,1.0875
基带处理子系统,0,0,1,0,5,17,1,0,24,4.29375
dma,0,0,0,0,5,12,1,0,18,3.2624999999999997
dma引擎,0,0,0,0,1,3,0,0,4,0.725
adc采样率,0,0,0,0,1,1,0,0,2,0.3625
接收增益,0,0,0,0,1,1,0,0,2,0.3625
c++程序控制模块,0,0,0,0,1,0,0,0,1,0.18125
microblaze平台soc系统,0,0,0,0,1,0,0,0,1,0.18125
redhat,0,0,0,0,4,0,0,0,4,0.725
gcc,0,0,0,0,4,0,0,0,4,0.725
vhdl,0,0,0,0,4,0,0,0,4,0.725
ise软件,0,0,1,0,4,0,0,0,5,0.85
edk,0,0,1,0,4,1,0,0,6,1.03125
rhel,0,0,0,0,3,0,0,0,3,0.54375
集成编译器,0,0,0,0,3,0,0,0,3,0.54375
混合仿真,0,0,0,0,3,0,0,0,3,0.54375
modelsim,0,0,0,0,4,0,6,0,10,1.8125
链接,0,0,0,0,4,0,0,0,4,0.725
veriloghdl,0,0,0,0,3,1,0,0,4,0.725
ise,0,0,0,0,3,0,0,0,3,0.54375
centos,0,0,0,0,2,0,0,0,2,0.3625
功能函数,0,0,0,0,2,1,0,0,3,0.54375
命令窗口,0,0,0,0,2,0,0,0,2,0.3625
编译,0,0,0,0,2,0,0,0,2,0.3625
仿真,1,0,1,8,3,1,9,1,24,4.6625
集成开发环境,0,0,0,0,2,0,0,0,2,0.3625
c/c++,0,0,0,0,2,0,0,0,2,0.3625
powerpc,0,0,0,0,2,0,0,0,2,0.3625
fpga,0,0,4,0,6,3,2,0,15,2.49375
gcc编译器,0,0,0,0,2,0,0,0,2,0.3625
matlab软件,0,0,0,0,2,0,0,0,2,0.3625
mathworks,0,0,0,0,2,0,0,0,2,0.3625
mentorgraphics,0,0,0,0,2,0,0,0,2,0.3625
enterpriselinux,0,0,0,0,1,0,0,0,1,0.18125
redhat系统,0,0,0,0,1,0,0,0,1,0.18125
rhel操作系统,0,0,0,0,1,0,0,0,1,0.18125
商业软件,0,0,0,0,1,0,0,0,1,0.18125
源代码,0,0,0,0,1,0,0,0,1,0.18125
rhel系统,0,0,0,0,1,0,0,0,1,0.18125
内存,0,0,0,0,1,0,0,0,1,0.18125
dell服务器,0,0,0,0,1,0,0,0,1,0.18125
linux服务器主机,0,0,0,0,1,0,0,0,1,0.18125
c语言,0,0,0,0,3,0,0,0,3,0.54375
modelsim仿真软件,0,0,0,0,2,0,0,0,2,0.3625
tel脚本,0,0,0,0,1,0,0,0,1,0.18125
文本分析工具,0,0,0,0,1,0,0,0,1,0.18125
数据处理,0,0,0,0,1,2,0,0,3,0.54375
脚本语言,0,0,0,0,1,0,0,0,1,0.18125
频谱感知链路系统,0,0,0,0,2,2,0,0,4,0.725
linking,0,0,0,0,1,0,0,0,1,0.18125
assembly,0,0,0,0,1,0,0,0,1,0.18125
汇编,0,0,0,0,1,0,0,0,1,0.18125
compilation,0,0,0,0,1,0,0,0,1,0.18125
preprocessing,0,0,0,0,1,0,0,0,1,0.18125
预处理,0,0,0,0,1,0,0,0,1,0.18125
编译链接,0,0,0,0,1,0,0,0,1,0.18125
可执行文件,0,0,0,0,2,0,0,0,2,0.3625
c代码,0,0,0,0,1,0,0,0,1,0.18125
c/c++语言,0,0,0,0,1,0,0,0,1,0.18125
arm架构,0,0,0,0,1,0,0,0,1,0.18125
x86,0,0,0,0,1,0,0,0,1,0.18125
x64,0,0,0,0,1,0,0,0,1,0.18125
cpu芯片,0,0,0,0,1,0,0,0,1,0.18125
编译效率,0,0,0,0,1,0,0,0,1,0.18125
代码架构,0,0,0,0,1,0,0,0,1,0.18125
gcc开源,0,0,0,0,1,0,0,0,1,0.18125
unix类型操作系统,0,0,0,0,1,0,0,0,1,0.18125
自由软件,0,0,0,0,1,0,0,0,1,0.18125
开源,0,0,0,0,1,0,0,0,1,0.18125
linux操作系统,0,0,0,0,1,0,0,0,1,0.18125
编程语言,0,0,0,0,1,0,0,0,1,0.18125
编译器套装,0,0,0,0,1,0,0,0,1,0.18125
lle,0,0,0,0,1,0,0,0,1,0.18125
gnucompiler,0,0,0,0,1,0,0,0,1,0.18125
工程代码,0,0,0,0,1,0,0,0,1,0.18125
c/c++程序代码,0,0,0,0,1,1,0,0,2,0.3625
代码,0,0,0,0,1,0,0,0,1,0.18125
函数,0,0,0,0,1,1,0,0,2,0.3625
/c++,0,0,0,0,1,0,0,0,1,0.18125
混合编程,0,0,0,0,1,0,0,0,1,0.18125
数学矩阵运算,0,0,0,0,1,0,0,0,1,0.18125
科学计算,0,0,0,0,1,0,0,0,1,0.18125
库函数,0,0,0,0,1,0,0,0,1,0.18125
计算,0,0,1,0,1,0,0,0,2,0.30625
科学,0,0,0,0,1,0,0,0,1,0.18125
调试系统,0,0,0,0,1,0,0,0,1,0.18125
工作空间,0,0,0,0,1,0,0,0,1,0.18125
调试器,0,0,0,0,1,0,0,0,1,0.18125
编辑器,0,0,0,0,1,0,0,0,1,0.18125
工程设计,0,0,0,0,1,0,0,0,1,0.18125
非线性动态系统,0,0,0,0,1,0,0,0,1,0.18125
可视化,0,0,0,0,1,0,0,0,1,0.18125
科学数据分析,0,0,0,0,1,0,0,0,1,0.18125
矩阵计算,0,0,0,0,1,0,0,0,1,0.18125
交互式代码设计,0,0,0,0,1,0,0,0,1,0.18125
模拟,0,0,0,0,1,1,0,0,2,0.3625
建模场景,0,0,0,0,1,0,0,0,1,0.18125
算法仿真,0,0,0,0,1,0,0,1,2,0.3625
可视化科学计算,0,0,0,0,1,0,0,0,1,0.18125
图形化,0,0,0,0,1,0,0,0,1,0.18125
交互式环境,0,0,0,0,1,0,0,0,1,0.18125
级技术计算语言,0,0,0,0,1,0,0,0,1,0.18125
数据可视化,0,0,0,0,1,0,0,0,1,0.18125
数据分析,0,0,0,0,1,1,0,0,2,0.3625
算法开,0,0,0,0,1,0,0,0,1,0.18125
仿真软件,0,0,0,0,1,0,0,0,1,0.18125
asic,0,0,0,0,1,0,0,0,1,0.18125
波形,0,0,0,0,1,0,4,0,5,0.90625
代码管理,0,0,0,0,1,0,0,0,1,0.18125
门级,0,0,0,0,1,0,0,0,1,0.18125
rtl,0,0,0,0,1,3,2,0,6,1.0875
编译技术,0,0,0,0,1,0,0,0,1,0.18125
tcl/tk技术,0,0,0,0,1,0,0,0,1,0.18125
verilog,0,0,0,0,1,0,1,0,2,0.3625
单内核,0,0,0,0,1,0,0,0,1,0.18125
modelsim软件,0,0,0,0,1,0,0,0,1,0.18125
链路逻辑功能,0,0,0,0,1,0,0,0,1,0.18125
模块,0,0,1,0,8,5,1,0,15,2.6625
功能仿真验证,0,0,0,0,1,0,0,0,1,0.18125
链路,0,0,0,0,2,1,0,0,3,0.54375
fpga模块,0,0,0,0,1,0,0,0,1,0.18125
pusch链路系统,0,0,0,0,1,0,0,0,1,0.18125
ic/fpga,0,0,0,0,1,0,0,0,1,0.18125
ip核仿真,0,0,0,0,1,0,0,0,1,0.18125
altera,0,0,0,0,1,0,0,0,1,0.18125
用户接口,0,0,0,0,1,0,0,0,1,0.18125
图形化界面,0,0,0,0,1,0,0,0,1,0.18125
tcl/tk脚本,0,0,0,0,1,0,0,0,1,0.18125
仿真集成环境,0,0,0,0,1,0,0,0,1,0.18125
hdl语言,0,0,0,0,1,0,0,0,1,0.18125
嵌入式硬件架构,0,0,0,0,1,0,0,0,1,0.18125
pld编程,0,0,0,0,1,0,0,0,1,0.18125
逻辑布局,0,0,0,0,1,0,0,0,1,0.18125
时序约束,0,0,0,0,1,0,0,0,1,0.18125
嵌入式开发,0,0,0,0,1,0,0,0,1,0.18125
高级编程语言,0,0,0,0,1,0,0,0,1,0.18125
嵌入式可编程系统,0,0,0,0,1,0,0,0,1,0.18125
microblaze软处理器,0,0,0,0,1,0,0,0,1,0.18125
硬件处理器,0,0,0,0,1,0,0,0,1,0.18125
edk软件,0,0,0,0,1,0,0,0,1,0.18125
嵌入式设计,0,0,0,0,1,0,0,0,1,0.18125
microblaze处理器,0,0,0,0,1,1,0,0,2,0.3625
硬件逻辑设计,0,0,0,0,1,0,0,0,1,0.18125
rtl级,0,0,0,0,3,0,1,0,4,0.725
嵌入式系统,0,0,2,0,1,0,0,0,3,0.43125
embeddeddevelopmentkit,0,0,0,0,1,0,0,0,1,0.18125
ification,0,0,0,0,1,0,0,0,1,0.18125
synthesis,0,0,0,0,1,0,0,0,1,0.18125
xilinx系,0,0,0,0,1,0,0,0,1,0.18125
硬件设计,0,0,0,0,1,0,0,0,1,0.18125
图形界面,0,0,0,0,1,1,0,0,2,0.3625
硬件设计工具,0,0,0,0,1,0,0,0,1,0.18125
softwareenvironment,0,0,0,0,1,0,0,0,1,0.18125
integrated,0,0,0,0,1,0,0,0,1,0.18125
modelsim仿真验证软件,0,0,0,0,1,0,0,0,1,0.18125
软件工,0,0,0,0,1,0,0,0,1,0.18125
频谱,2,0,11,11,0,8,1,0,33,6.38125
频谱资源,1,0,6,0,0,0,0,0,7,1.75
软件无线电,0,0,5,0,2,0,0,1,8,1.16875
频率段,0,0,2,0,0,0,0,0,2,0.25
认知无线电技术,1,0,3,0,0,0,0,0,4,1.375
资源,0,0,2,0,0,1,0,0,3,0.43125
软件无线电技术,0,0,1,0,1,0,0,0,2,0.30625
可重构特性,0,0,1,0,0,0,0,0,1,0.125
片内逻辑资源,0,0,1,0,0,0,0,0,1,0.125
信号处理能力,0,0,1,0,0,0,0,0,1,0.125
认知无线电系统,0,0,1,0,0,0,0,0,1,0.125
通信系统,0,0,1,0,0,0,0,0,1,0.125
通信协议软件,0,0,1,0,0,0,0,0,1,0.125
硬件设备,0,0,1,0,0,0,0,0,1,0.125
通用无线通信技术,0,0,1,0,0,0,0,0,1,0.125
sdr,0,0,4,0,2,0,0,0,6,0.8625
softwaredefinedradio,0,0,2,0,1,0,0,0,3,0.43125
软件无线电架构,0,0,1,0,0,0,0,0,1,0.125
硬件平台,0,0,1,0,0,0,0,0,1,0.125
处理能,0,0,1,0,0,0,0,0,1,0.125
性能,3,0,7,12,3,6,3,4,38,8.275
吞吐率,0,0,2,1,0,3,0,0,6,0.91875
低噪声,0,0,1,0,0,0,0,0,1,0.125
软件系统,0,0,1,0,0,0,0,0,1,0.125
硬件系统,0,0,1,0,0,1,0,0,2,0.30625
频谱感知技术,0,0,6,2,1,0,0,0,9,1.18125
智能决策,0,0,1,0,0,0,0,0,1,0.125
认知无线电,0,0,4,0,0,0,0,0,4,0.5
通信环境,0,0,1,0,0,0,0,0,1,0.125
频域,0,0,3,3,1,9,1,0,17,2.74375
无线电,1,0,7,1,1,1,0,0,11,2.3625
频谱感知能量检测技术,0,0,1,0,0,0,0,0,1,0.125
临时通信,0,0,1,2,0,0,0,0,3,0.375
忙碌,0,0,1,1,0,0,0,0,2,0.25
空闲,0,0,1,1,0,0,0,0,2,0.25
能量,1,0,3,11,0,2,1,0,18,3.29375
通信技术,0,0,1,0,0,0,0,0,1,0.125
自我认知能,0,0,1,0,0,0,0,0,1,0.125
cognitiveradio,0,0,2,0,0,0,0,0,2,0.25
频谱浪费,0,0,1,0,0,0,0,0,1,0.125
分配模式,0,0,1,0,0,0,0,0,1,0.125
频段,0,0,4,8,0,2,4,0,18,2.5875
频谱利用率,0,0,1,0,0,0,0,0,1,0.125
已授权频段,0,0,1,0,0,0,0,0,1,0.125
授权用户,0,0,6,7,0,0,2,0,15,1.9875
授权分配,0,0,1,0,0,0,0,0,1,0.125
无线技术,0,0,1,0,0,0,0,0,1,0.125
复频谱数据,0,0,0,0,0,4,0,0,4,0.725
能量模块,0,0,0,0,0,3,0,0,3,0.54375
时钟节拍,0,0,0,0,0,2,0,0,2,0.3625
fifo缓冲,0,0,0,0,0,2,0,0,2,0.3625
频点,0,0,0,14,4,5,0,0,23,3.3812499999999996
求和模块,0,0,0,0,0,1,0,0,1,0.18125
平方取值,0,0,0,0,0,1,0,0,1,0.18125
回归数据,0,0,0,0,0,1,0,0,1,0.18125
位宽截取,0,0,0,0,0,2,0,0,2,0.3625
延退,0,0,0,0,0,1,0,0,1,0.18125
输入接口,0,0,0,0,0,2,0,0,2,0.3625
符号位,0,0,0,0,0,1,0,0,1,0.18125
数据错位,0,0,0,0,0,1,0,0,1,0.18125
时序,0,0,0,0,0,3,0,0,3,0.54375
求和,0,0,0,0,0,1,0,0,1,0.18125
iq分离,0,0,0,0,0,1,0,0,1,0.18125
iq数据,0,0,0,0,0,6,0,0,6,1.0875
通路时序,0,0,0,0,0,1,0,0,1,0.18125
平方,0,0,0,0,0,1,0,0,1,0.18125
乘法,0,0,0,0,0,6,0,0,6,1.0875
频谱能量值,0,0,0,2,1,6,1,0,10,1.7
频谱能量模块,0,0,0,0,0,1,0,0,1,0.18125
增益,0,0,0,0,1,4,0,0,5,0.90625
发送,0,0,0,0,1,0,1,0,2,0.3625
definedra,0,0,0,0,1,0,0,0,1,0.18125
射频,0,0,0,0,1,2,0,0,3,0.54375
ad-fmcomms1-ebz子板,0,0,0,0,1,0,0,0,1,0.18125
模拟前端硬件平台,0,0,0,0,1,0,0,0,1,0.18125
fmc接口,0,0,0,0,3,5,1,0,9,1.6312499999999999
ad-fmcomms1-ebz板卡,0,0,0,0,1,0,0,0,1,0.18125
pcie,0,0,0,0,1,0,0,0,1,0.18125
sma,0,0,0,0,1,0,0,0,1,0.18125
fmc-lpc,0,0,0,0,1,0,0,0,1,0.18125
fmc-hpc,0,0,0,0,1,0,0,0,1,0.18125
接口资源,0,0,0,0,1,0,0,0,1,0.18125
板载晶振,0,0,0,0,1,0,0,0,1,0.18125
