,摘要,关键词,第一章,第二章,第三章,第四章,第五章,第六章,总词频,加权得分
controller端,0,0,0,0,1,0,0,0,1,0.18125
遂回线路信息,0,0,0,0,1,0,0,0,1,0.18125
巡回路信息,0,0,0,0,1,0,0,0,1,0.18125
view,0,0,0,1,1,0,0,0,2,0.30625
tareainfocontroller,0,0,0,0,1,0,0,0,1,0.18125
插入,0,0,0,0,1,0,0,0,1,0.18125
配置文件,0,0,0,4,3,1,0,0,8,1.225
ibatis,1,0,1,14,4,0,0,1,21,3.78125
业务逻辑层,0,0,0,0,5,0,0,0,5,0.90625
服务,0,0,0,0,1,0,0,0,1,0.18125
tareainfbcontroller,0,0,0,0,1,0,0,0,1,0.18125
巡回区域信息,0,0,0,0,3,4,0,1,8,1.45
拖拽标记,0,0,0,0,1,0,0,0,1,0.18125
拖拽标记点,0,0,0,0,1,0,0,0,1,0.18125
拖拽监听事件函数,0,0,0,0,2,0,0,0,2,0.3625
splice,0,0,0,0,3,0,0,0,3,0.54375
markersarray,0,0,0,0,2,0,0,0,2,0.3625
标记信息,0,0,0,0,1,0,0,0,1,0.18125
spice函数,0,0,0,0,4,0,0,0,4,0.725
数组,0,0,0,0,11,0,0,0,11,1.99375
移除层,0,0,0,0,1,0,0,0,1,0.18125
双击点,0,0,0,0,2,0,0,0,2,0.3625
填充颜色,0,0,0,0,1,0,0,0,1,0.18125
圆环,0,0,0,0,1,0,1,1,3,0.54375
画圆函数,0,0,0,0,3,0,0,0,3,0.54375
圆心,0,0,0,0,4,0,1,1,6,1.0875
双击,0,0,0,1,3,0,0,0,4,0.66875
条件,0,0,0,0,1,0,0,0,1,0.18125
函数,0,0,0,0,9,8,0,0,17,3.08125
全局变量,0,0,0,0,2,2,0,0,4,0.725
地图变量,0,0,0,0,1,0,0,0,1,0.18125
代码,0,0,0,0,4,0,0,0,4,0.725
初始,0,0,0,0,2,0,0,0,2,0.3625
区域巡回信息布局,0,0,0,0,1,0,0,0,1,0.18125
区域中心,0,0,0,0,1,0,0,0,1,0.18125
编号,0,0,0,0,9,0,0,0,9,1.6312499999999999
弹框,0,0,0,0,2,0,0,0,2,0.3625
查询请,0,0,0,0,1,0,0,0,1,0.18125
检验,0,0,0,0,2,0,0,0,2,0.3625
检验按,0,0,0,0,2,0,0,0,2,0.3625
基本信息,0,0,0,0,9,0,0,0,9,1.6312499999999999
button,0,0,0,0,2,0,0,0,2,0.3625
legend,0,0,0,0,1,0,0,0,1,0.18125
textbox,0,0,0,0,2,0,0,0,2,0.3625
巡回信息,0,0,0,0,3,0,1,0,4,0.725
跳转,0,0,0,0,2,0,0,0,2,0.3625
controller,0,0,0,2,2,0,0,0,4,0.6125
服务器端,0,0,1,0,7,0,0,1,9,1.575
href链接,0,0,0,0,1,0,0,0,1,0.18125
location,0,0,0,0,2,0,0,0,2,0.3625
parent,0,0,0,0,2,0,0,0,2,0.3625
点击触发事件,0,0,0,0,2,0,0,0,2,0.3625
线路信息,0,0,0,0,7,0,6,0,13,2.3562499999999997
区域巡回信息管理,0,0,0,0,1,0,0,0,1,0.18125
区域添加,0,0,0,0,1,0,0,0,1,0.18125
线路巡回模块,1,0,1,0,12,0,2,1,17,3.84375
区域巡回模块,1,0,1,0,7,0,1,1,11,2.7562499999999996
巡回任务,0,0,0,0,0,6,1,3,10,1.8125
显示子模块,0,0,0,0,0,2,0,0,2,0.3625
功能子模块,0,0,1,0,2,2,0,0,5,0.85
安卓应用程序端,0,0,0,0,0,2,0,0,2,0.3625
巡检,4,0,17,0,9,16,3,12,61,13.375
智能巡检系统,3,0,9,2,11,6,8,3,42,9.45
sqlite数据库,1,0,0,0,0,11,0,2,14,3.3562499999999997
存储,0,0,0,0,0,2,0,0,2,0.3625
正算公式,0,0,0,0,0,1,0,0,1,0.18125
高斯投影,0,0,0,0,0,4,0,0,4,0.725
坐标转换,0,0,0,0,0,2,0,0,2,0.3625
地图坐标系,0,0,0,0,0,1,0,0,1,0.18125
gps信息坐标系,0,0,0,0,0,1,0,0,1,0.18125
巡检任务,1,0,0,0,0,9,1,0,11,2.8125
实时定位子模块,0,0,0,0,0,1,0,0,1,0.18125
位置子模块,0,0,0,0,0,1,0,0,1,0.18125
地图模块,7,0,7,1,1,5,7,1,29,10.5375
用户体验,0,0,1,0,1,1,0,0,3,0.4875
智能终端地图模块,0,0,1,0,0,1,0,0,2,0.30625
dispatcherservlet,0,0,0,8,0,0,0,0,8,1.0
springmvc,0,0,2,5,1,0,0,1,9,1.2375
控制器,0,0,0,4,1,2,0,0,7,1.04375
视图,0,0,0,3,6,0,0,0,9,1.4625
mvc,1,0,0,4,1,0,0,1,7,1.8625
视图对象,0,0,0,2,0,0,0,0,2,0.25
视图逻辑名,0,0,0,2,0,0,0,0,2,0.25
业务,0,0,0,2,0,0,1,0,3,0.43125
用户,0,0,0,2,1,5,0,0,8,1.3375
请求,0,0,0,2,5,0,0,0,7,1.15625
控制器接口,0,0,0,2,1,0,0,0,3,0.43125
模型,0,0,0,2,4,0,0,0,6,0.975
mvc框架,0,0,0,2,0,0,0,0,2,0.25
面向切面编程,0,0,0,2,0,0,0,0,2,0.25
pdf文档,0,0,0,1,0,0,0,0,1,0.125
图片,0,0,0,1,0,0,0,0,1,0.125
网页,0,0,1,1,0,0,0,0,2,0.25
视图渲染,0,0,0,1,0,0,0,0,1,0.125
模型数,0,0,0,1,0,0,0,0,1,0.125
jspodispatcherservlet,0,0,0,1,0,0,0,0,1,0.125
view对象,0,0,0,1,0,0,0,0,1,0.125
viewresolver,0,0,0,1,0,0,0,0,1,0.125
视图解析器,0,0,0,1,0,0,0,0,1,0.125
modelandview,0,0,0,1,0,0,0,0,1,0.125
modelandview对象,0,0,0,1,0,0,0,0,1,0.125
模型数据,0,0,0,1,0,0,0,0,1,0.125
handdlermapping,0,0,0,1,0,0,0,0,1,0.125
web容器,0,0,0,1,0,0,0,0,1,0.125
请求映射路径,0,0,0,1,0,0,0,0,1,0.125
web服务器,0,0,0,1,0,0,0,0,1,0.125
http请求,0,0,0,1,1,0,0,0,2,0.30625
处理器,0,0,0,1,0,0,0,0,1,0.125
分发器,0,0,0,1,1,0,0,0,2,0.30625
html文件,0,0,0,1,0,0,0,0,1,0.125
标签库,0,0,0,1,0,0,0,0,1,0.125
程序员,0,0,0,1,0,0,0,0,1,0.125
spring,0,0,0,1,0,0,0,0,1,0.125
velocity,0,0,0,1,0,0,0,0,1,0.125
freemaker,0,0,0,1,0,0,0,0,1,0.125
jsp,0,0,0,1,3,0,0,0,4,0.66875
视图层,0,0,0,1,0,0,0,0,1,0.125
文件,0,0,0,1,0,0,0,0,1,0.125
反转,0,0,0,1,0,0,0,0,1,0.125
model,0,0,0,1,0,0,0,0,1,0.125
扩展,0,0,0,1,0,0,0,0,1,0.125
内部,0,0,0,1,0,0,0,0,1,0.125
web框架,0,0,0,1,0,0,0,0,1,0.125
开源软件,0,0,0,1,0,0,0,0,1,0.125
模块,0,0,2,1,1,5,1,0,10,1.64375
企业级应用技术,0,0,0,1,0,0,0,0,1,0.125
springcontext,0,0,0,1,0,0,0,0,1,0.125
上下文配置文件,0,0,0,1,0,0,0,0,1,0.125
springdao,0,0,0,1,0,0,0,0,1,0.125
持久层,0,0,0,2,1,0,0,0,3,0.43125
展现层,0,0,0,1,0,0,0,0,1,0.125
aop,0,0,0,1,0,0,0,0,1,0.125
ioc,0,0,0,1,0,0,0,0,1,0.125
控制反转,0,0,0,1,0,0,0,0,1,0.125
松耦合,0,0,0,1,0,0,0,0,1,0.125
分层架构,0,0,0,1,0,0,0,0,1,0.125
轻量级开源框架,0,0,0,1,0,0,0,0,1,0.125
应用程序,0,0,0,5,0,4,1,0,10,1.53125
企业,0,0,0,1,0,0,0,0,1,0.125
页面,0,0,2,0,4,0,0,0,6,0.975
平台端,2,0,2,0,1,0,2,1,8,2.975
脚本语言,0,0,0,1,1,0,0,0,2,0.30625
区域巡回,1,0,0,0,3,0,0,0,4,1.54375
线路巡回,1,0,0,0,2,0,0,0,3,1.3625
实时监控,2,0,2,0,7,0,3,0,14,4.0625
平台端地图模块,0,0,1,0,1,0,0,0,2,0.30625
time,0,0,0,0,8,0,0,0,8,1.45
时间,0,0,0,0,7,0,0,0,7,1.26875
实时监控模块,1,0,1,0,10,0,3,1,16,3.6625
客户端,0,0,0,0,27,0,1,0,28,5.075
巡检人员,2,0,1,0,11,6,2,1,23,5.75
插件,0,0,0,0,6,0,0,0,6,1.0875
按钮,0,0,0,0,5,1,0,0,6,1.0875
example,0,0,0,0,5,0,0,0,5,0.90625
tdriverinfo,0,0,0,0,5,0,0,0,5,0.90625
wdatepicker,0,0,0,0,5,0,0,0,5,0.90625
巡检人,0,0,4,0,12,5,2,1,24,4.125
ngdate,0,0,0,0,4,0,0,0,4,0.725
结束时间,0,0,0,0,4,0,0,0,4,0.725
开始时间,0,0,0,0,4,0,0,0,4,0.725
te,0,0,0,0,4,0,0,0,4,0.725
浏览器,0,0,0,1,4,0,1,0,6,1.03125
ptsstr,0,0,0,0,3,0,0,0,3,0.54375
信息,0,0,1,0,15,3,1,0,20,3.56875
control,0,0,0,0,3,0,0,0,3,0.54375
bmap,0,0,0,0,3,0,0,0,3,0.54375
elementbyid,0,0,0,0,3,0,0,0,3,0.54375
endtime,0,0,0,0,3,0,0,0,3,0.54375
管理,0,0,0,0,3,0,0,0,3,0.54375
sysdwrcmd,0,0,0,0,3,0,0,0,3,0.54375
latl,0,0,0,0,2,0,0,0,2,0.3625
driverid,0,0,0,0,3,0,0,0,3,0.54375
司机信息,0,0,0,0,2,0,0,0,2,0.3625
gps信息,0,0,0,0,6,0,0,0,6,1.0875
监控对象,0,0,0,0,2,0,0,0,2,0.3625
tdriverinfbdao,0,0,0,0,2,0,0,0,2,0.3625
criteriaexample,0,0,0,0,2,0,0,0,2,0.3625
driverinfoservice,0,0,0,0,2,0,0,0,2,0.3625
tdriverinf,0,0,0,0,2,0,0,0,2,0.3625
管理人,0,0,0,0,2,0,0,0,2,0.3625
控制层,0,0,0,0,2,0,0,0,2,0.3625
后台服务器,0,0,0,0,3,0,0,0,3,0.54375
tro,0,0,0,0,4,0,0,0,4,0.725
map,0,0,0,2,2,0,0,0,4,0.6125
键盘,0,0,0,0,2,0,0,0,2,0.3625
th,0,0,0,1,2,0,0,0,3,0.4875
ar,0,0,0,0,2,0,0,0,2,0.3625
chongdate,0,0,0,0,2,0,0,0,2,0.3625
starttime,0,0,0,0,2,0,0,0,2,0.3625
wdate,0,0,0,0,2,0,0,0,2,0.3625
usestart,0,0,0,0,2,0,0,0,2,0.3625
时间插件,0,0,0,0,2,0,0,0,2,0.3625
轨迹,0,0,0,0,2,0,0,0,2,0.3625
字段,0,0,0,0,14,3,0,0,17,3.08125
gpsinfoservice,0,0,0,0,2,0,0,0,2,0.3625
vice,0,0,0,0,2,0,0,0,2,0.3625
gps,0,0,1,0,2,0,0,0,3,0.4875
linecolor,0,0,0,0,1,0,0,0,1,0.18125
drawpolyline,0,0,0,0,2,0,0,0,2,0.3625
纬度信息,0,0,0,0,1,0,0,0,1,0.18125
latlng,0,0,0,1,1,0,0,0,2,0.30625
createmarker,0,0,0,0,1,0,0,0,1,0.18125
人员编号,0,0,0,0,1,0,0,0,1,0.18125
经度信息,0,0,0,0,1,1,0,0,2,0.3625
ng,0,0,0,2,1,0,0,0,3,0.43125
维度信息,0,0,0,0,1,2,0,0,3,0.54375
pareefloat,0,0,0,0,1,0,0,0,1,0.18125
functionlinemonitors,0,0,0,0,1,0,0,0,1,0.18125
gps信息数组,0,0,0,0,1,0,0,0,1,0.18125
gps点,0,0,0,0,1,0,0,0,1,0.18125
颜色,0,0,0,0,2,0,0,0,2,0.3625
用户线路,0,0,0,0,1,0,0,0,1,0.18125
实时,0,0,0,0,1,0,0,0,1,0.18125
巡检轨迹,0,0,0,0,3,0,0,0,3,0.54375
线路加载,0,0,0,0,1,0,0,0,1,0.18125
监控参数,0,0,0,0,1,0,0,0,1,0.18125
gpsinfodao,0,0,0,0,1,0,0,0,1,0.18125
监控时间段,0,0,0,0,2,0,0,0,2,0.3625
oopt,0,0,0,0,1,0,0,0,1,0.18125
ibute,0,0,0,0,1,0,0,0,1,0.18125
attribute,0,0,0,0,1,0,0,0,1,0.18125
option,0,0,0,0,1,0,0,0,1,0.18125
pt,0,0,0,0,1,0,0,0,1,0.18125
司机,0,0,0,0,1,0,0,0,1,0.18125
下面框,0,0,0,0,1,0,0,0,1,0.18125
下移,0,0,0,0,1,0,0,0,1,0.18125
实时画点,0,0,0,0,4,0,0,0,4,0.725
编程,0,0,0,0,1,0,0,0,1,0.18125
耦合性,0,0,0,0,1,1,0,0,2,0.3625
注入反转技术,0,0,0,0,1,0,0,0,1,0.18125
controller层,0,0,0,0,1,0,0,0,1,0.18125
driverinfoservicee,0,0,0,0,1,0,0,0,1,0.18125
程序代码,0,0,0,0,1,0,0,0,1,0.18125
driverinfo,0,0,0,0,1,0,0,0,1,0.18125
late,0,0,0,0,1,0,0,0,1,0.18125
driverinfoda,0,0,0,0,1,0,0,0,1,0.18125
endssql,0,0,0,0,1,0,0,0,1,0.18125
driverinfb,0,0,0,0,1,0,0,0,1,0.18125
ple,0,0,0,0,1,0,0,0,1,0.18125
ex,0,0,0,0,1,0,0,0,1,0.18125
driverinfbda,0,0,0,0,1,0,0,0,1,0.18125
模型端,0,0,0,0,1,0,0,0,1,0.18125
am,0,0,0,0,1,0,0,0,1,0.18125
driverinfbservice,0,0,0,0,1,0,0,0,1,0.18125
tdriverinfb,0,0,0,0,1,0,0,0,1,0.18125
ample,0,0,0,0,1,0,0,0,1,0.18125
bcriteria,0,0,0,0,1,0,0,0,1,0.18125
drivername,0,0,0,0,1,0,0,0,1,0.18125
classsysdwrc,0,0,0,0,1,0,0,0,1,0.18125
人员信息,0,0,0,0,1,0,0,0,1,0.18125
driverinfbdao接口,0,0,0,0,1,0,0,0,1,0.18125
driverinfoservice接口,0,0,0,0,1,0,0,0,1,0.18125
请求类,0,0,0,0,1,0,0,0,1,0.18125
http服务请,0,0,0,0,1,0,0,0,1,0.18125
客户端浏览器,0,0,0,0,1,0,0,0,1,0.18125
http连接,0,0,0,0,3,0,0,0,3,0.54375
an,0,0,0,0,1,0,0,0,1,0.18125
sc,0,0,0,0,1,0,0,0,1,0.18125
addcontrol,0,0,0,0,1,0,0,0,1,0.18125
isopen,0,0,0,0,1,0,0,0,1,0.18125
bottom,0,0,0,0,1,0,0,0,1,0.18125
anch,0,0,0,0,1,0,0,0,1,0.18125
overview,0,0,0,0,1,0,0,0,1,0.18125
large,0,0,0,0,1,0,0,0,1,0.18125
ch,0,0,0,0,1,0,0,0,1,0.18125
惯性拖拽,0,0,0,0,1,0,0,0,1,0.18125
lnertialdragging,0,0,0,0,1,0,0,0,1,0.18125
连续缩放效果,0,0,0,0,1,0,0,0,1,0.18125
continuouszoom,0,0,0,0,1,0,0,0,1,0.18125
keyboard,0,0,0,0,1,0,0,0,1,0.18125
clickzoom,0,0,0,0,1,0,0,0,1,0.18125
disabledouble,0,0,0,0,1,0,0,0,1,0.18125
鼠标滚轮,0,0,0,0,1,0,0,0,1,0.18125
wheelzoom,0,0,0,0,1,0,0,0,1,0.18125
scroll,0,0,0,1,1,0,0,0,2,0.30625
dragging,0,0,0,0,1,0,0,0,1,0.18125
andzoom,0,0,0,0,1,0,0,0,1,0.18125
canvascc,0,0,0,0,1,0,0,0,1,0.18125
newbmap,0,0,0,0,1,0,0,0,1,0.18125
driver,0,0,0,0,1,0,0,0,1,0.18125
比例尺控件,0,0,0,0,1,0,0,0,1,0.18125
缩略图,0,0,0,0,1,0,0,0,1,0.18125
滚轮,0,0,0,0,1,0,0,0,1,0.18125
监听,0,0,0,0,1,4,0,0,5,0.90625
经纬度,0,0,0,0,11,8,0,0,19,3.44375
地图中心,0,0,0,0,1,0,0,0,1,0.18125
对象化,0,0,0,0,1,0,0,0,1,0.18125
提示,0,0,0,0,2,0,0,0,2,0.3625
yendtime,0,0,0,0,1,0,0,0,1,0.18125
mystarttime,0,0,0,0,1,0,0,0,1,0.18125
initialtime,0,0,0,0,1,0,0,0,1,0.18125
初始化时间控件,0,0,0,0,1,0,0,0,1,0.18125
路线,0,0,0,0,1,0,0,0,1,0.18125
时间输入框,0,0,0,0,1,0,0,0,1,0.18125
日历,0,0,0,0,1,0,0,0,1,0.18125
时间段,0,0,0,0,2,0,1,0,3,0.54375
控页面,0,0,0,0,1,0,0,0,1,0.18125
历史回放,0,0,0,0,1,0,0,0,1,0.18125
初始化,0,0,0,1,3,0,0,0,4,0.66875
javabean,0,0,0,2,1,0,0,0,3,0.43125
dataobject,0,0,0,0,1,0,0,0,1,0.18125
gpsinfodaoimpl,0,0,0,0,1,0,0,0,1,0.18125
gpsinfodao接口,0,0,0,0,1,0,0,0,1,0.18125
lmpl类,0,0,0,0,1,0,0,0,1,0.18125
gpsinfbservice接口,0,0,0,0,1,0,0,0,1,0.18125
模型层,0,0,0,1,1,0,0,0,2,0.30625
逻辑,0,0,0,0,1,0,0,0,1,0.18125
业务逻辑,0,0,0,0,1,0,0,0,1,0.18125
业务逻辑处理层,0,0,0,0,1,0,0,0,1,0.18125
model层,0,0,0,0,1,0,0,0,1,0.18125
控制器层,0,0,0,0,1,0,0,0,1,0.18125
视图解析,0,0,0,0,1,0,0,0,1,0.18125
linemonitor.js脚本,0,0,0,0,1,0,0,0,1,0.18125
linemonitor,0,0,0,0,1,0,0,0,1,0.18125
gpsinfo,0,0,0,0,1,0,0,0,1,0.18125
psinfo,0,0,0,0,1,0,0,0,1,0.18125
ose,0,0,0,0,1,0,0,0,1,0.18125
ibatisweb,1,0,1,0,1,0,0,1,4,1.4875
历史轨迹,0,0,0,0,1,0,0,0,1,0.18125
折线,0,0,0,3,0,0,0,0,3,0.375
polyline,0,0,0,3,2,0,0,0,5,0.7375
返回值,0,0,0,3,0,1,0,0,4,0.55625
折线类,0,0,0,3,0,0,0,0,3,0.375
百度地图api,2,0,1,4,0,0,0,1,8,2.80625
路径,0,0,0,2,0,3,0,0,5,0.79375
la,0,0,0,2,0,1,0,0,3,0.43125
标记类marker,0,0,0,2,0,0,0,0,2,0.25
拖拽,0,0,0,2,2,0,0,0,4,0.6125
中心,0,0,0,2,0,1,0,0,3,0.43125
地图类,0,0,0,2,0,0,0,0,2,0.25
mvcarray,0,0,0,1,0,0,0,0,1,0.125
latlng数组,0,0,0,1,0,0,0,0,1,0.125
折线坐标,0,0,0,1,0,0,0,0,1,0.125
ray,0,0,0,1,0,0,0,0,1,0.125
3poly,0,0,0,1,0,0,0,0,1,0.125
si,0,0,0,1,0,0,0,0,1,0.125
sible,0,0,0,1,0,0,0,0,1,0.125
draggable,0,0,0,1,0,0,0,0,1,0.125
可点击,0,0,0,1,0,0,0,0,1,0.125
click,0,0,0,1,0,0,0,0,1,0.125
arker,0,0,0,1,0,0,0,0,1,0.125
监听函数,0,0,0,1,0,5,0,0,6,1.03125
点击,0,0,0,1,0,0,0,0,1,0.125
maplypeld,0,0,0,1,0,0,0,0,1,0.125
ickzoom,0,0,0,1,0,0,0,0,1,0.125
double,0,0,0,1,0,0,0,0,1,0.125
鼠标滚轮放缩,0,0,0,1,0,0,0,0,1,0.125
heelzoom,0,0,0,1,0,0,0,0,1,0.125
地图拖拽,0,0,0,1,0,0,0,0,1,0.125
dragg,0,0,0,1,0,0,0,0,1,0.125
center,0,0,0,1,0,0,0,0,1,0.125
缩放等级,0,0,0,1,0,0,0,0,1,0.125
页面地图,0,0,0,1,0,0,0,0,1,0.125
智能系统,0,0,1,1,0,0,0,0,2,0.25
apl,0,0,0,1,0,0,0,0,1,0.125
驾车,0,0,0,1,0,0,0,0,1,0.125
美食,0,0,0,1,0,0,0,0,1,0.125
信息窗口,0,0,0,1,0,0,0,0,1,0.125
经纬信息,0,0,0,1,0,0,0,0,1,0.125
标记类,0,0,0,1,0,0,0,0,1,0.125
地图页面,0,0,0,1,0,0,0,0,1,0.125
局部刷新技术,0,0,0,1,0,0,0,0,1,0.125
地图应用,0,0,0,1,0,0,0,0,1,0.125
程序接口,0,0,0,1,0,0,0,0,1,0.125
运算,0,0,0,1,0,0,0,0,1,0.125
封装,0,0,0,2,0,0,0,0,2,0.25
底层逻辑,0,0,0,1,0,0,0,0,1,0.125
应用程序接口,0,0,0,1,0,0,0,0,1,0.125
百度,0,0,0,1,0,0,0,2,3,0.4875
地址信息,0,0,0,0,0,7,0,2,9,1.6312499999999999
监控中心,0,0,1,0,3,4,0,1,9,1.575
数据行,0,0,0,0,0,3,0,0,3,0.54375
sqlite,0,0,0,1,0,6,0,0,7,1.2125
地理位置信息,0,0,0,0,0,4,0,0,4,0.725
中心纬度,0,0,0,0,0,2,0,0,2,0.3625
ndroid端,0,0,0,0,0,4,0,0,4,0.725
巡回线路,1,0,0,0,29,15,2,2,49,9.7
sql语句,0,0,0,4,0,2,0,0,6,0.8625
string,0,0,0,0,0,2,0,0,2,0.3625
ue,0,0,0,0,0,2,0,0,2,0.3625
sqlitedb,0,0,0,0,0,2,0,0,2,0.3625
数据库表,0,0,0,0,4,3,0,1,8,1.45
操作系统,0,0,5,2,0,2,1,0,10,1.41875
客户端程序,0,0,0,0,0,2,0,0,2,0.3625
手机,0,0,4,0,0,2,0,0,6,0.8625
大地坐标,0,0,0,0,0,2,0,0,2,0.3625
椭球,0,0,0,0,0,2,0,0,2,0.3625
智能终端,0,0,0,0,4,7,3,0,14,2.5375
巡检路线,0,0,0,0,4,2,0,0,6,1.0875
智能手机,0,0,9,1,0,2,0,0,12,1.6125
ndroid,0,0,0,0,0,2,0,0,2,0.3625
circleradius,0,0,0,0,0,1,0,0,1,0.18125
circlelat,0,0,0,0,0,1,0,0,1,0.18125
玄域中心经度,0,0,0,0,0,1,0,0,1,0.18125
中心经度,0,0,0,0,0,1,0,0,1,0.18125
circlelng,0,0,0,0,0,1,0,0,1,0.18125
序号,0,0,0,0,0,1,0,0,1,0.18125
regionidk域,0,0,0,0,0,1,0,0,1,0.18125
默认,0,0,0,0,4,1,0,0,5,0.90625
circle,0,0,0,0,0,1,0,0,1,0.18125
主键,0,0,0,0,4,1,0,0,5,0.90625
tcir,0,0,0,0,0,1,0,0,1,0.18125
巡回线路信息,0,0,0,0,6,6,0,0,12,2.175
android客户端,0,0,0,0,0,1,0,0,1,0.18125
数据集,0,0,0,0,0,1,0,0,1,0.18125
游标,0,0,0,0,0,1,0,0,1,0.18125
