,摘要,关键词,第一章,第二章,第三章,第四章,第五章,总词频,加权得分
标准差,0,0,1,0,1,1,0,3,0.6083333333333334
延续时间,0,0,0,0,0,1,0,1,0.24166666666666667
高斯白噪声,0,0,0,0,0,4,0,4,0.9666666666666667
干扰小区,0,0,0,0,1,4,0,5,1.2083333333333333
widebandsinr,0,0,0,0,0,1,0,1,0.24166666666666667
宽带信干噪比,0,0,0,0,0,1,0,1,0.24166666666666667
couplingloss,0,0,0,0,0,3,0,3,0.725
交通工具,0,0,0,0,0,1,0,1,0.24166666666666667
静止人群,0,0,0,0,0,1,0,1,0.24166666666666667
模拟室内,0,0,0,0,0,1,0,1,0.24166666666666667
用户速度,0,0,0,0,0,1,0,1,0.24166666666666667
室内用户,0,0,1,0,1,1,0,3,0.6083333333333334
用户分布,0,0,0,0,0,2,0,2,0.48333333333333334
面板间隔,0,0,0,0,0,1,0,1,0.24166666666666667
天线面板数,0,0,0,0,0,2,0,2,0.48333333333333334
间隔,0,0,0,0,2,1,0,3,0.725
天线参数,0,0,0,1,2,5,0,8,1.8166666666666667
umi场景,0,0,0,0,2,1,0,3,0.725
校准场景,0,0,0,0,0,1,0,1,0.24166666666666667
载波频率,0,0,0,3,4,11,0,18,4.0
信干噪比,0,0,0,0,0,6,0,6,1.45
rsrp接入法,0,0,0,0,0,1,0,1,0.24166666666666667
ue移动,0,0,0,0,0,1,0,1,0.24166666666666667
室内环境,0,0,0,1,0,3,0,4,0.85
ue分布,0,0,0,0,4,3,0,7,1.6916666666666667
校准仿真,0,0,0,0,0,6,0,6,1.45
下倾角,0,0,0,0,4,7,0,11,2.658333333333333
crs端口,0,0,0,0,0,4,0,4,0.9666666666666667
天线阵子,0,0,0,0,4,4,0,8,1.9333333333333333
天线面板,0,0,0,0,2,2,0,4,0.9666666666666667
基站天线端口,0,0,0,0,0,2,0,2,0.48333333333333334
基站天线,0,0,0,0,2,8,0,10,2.4166666666666665
mi,0,0,0,0,0,2,0,2,0.48333333333333334
校准仿真參量,0,0,0,0,0,1,0,1,0.24166666666666667
新特性,0,0,0,0,0,1,0,1,0.24166666666666667
仿真校准,0,0,0,0,0,1,0,1,0.24166666666666667
仿真条件,0,0,0,0,0,3,0,3,0.725
阻塞模型,0,0,0,0,6,1,0,7,1.6916666666666667
氧衰损耗,0,0,0,0,0,1,0,1,0.24166666666666667
基础信道,0,0,0,0,0,1,0,1,0.24166666666666667
模型,0,0,0,1,0,1,0,2,0.3666666666666667
校准仿真假设,0,0,0,0,0,4,0,4,0.9666666666666667
转换,0,0,0,0,5,0,0,5,1.2083333333333333
指数,0,0,0,0,2,0,0,2,0.48333333333333334
相关系数矩阵,0,0,0,0,2,0,0,2,0.48333333333333334
tlsp,0,0,0,0,2,0,0,2,0.48333333333333334
相关矩阵,0,0,1,0,2,0,0,3,0.6083333333333334
相关性,0,0,0,0,2,0,0,2,0.48333333333333334
莱斯k因子,0,0,0,0,7,0,0,7,1.6916666666666667
分布,0,0,0,1,5,0,0,6,1.3333333333333333
时延扩展,0,0,0,1,4,2,0,7,1.575
链路,0,0,0,1,3,0,0,4,0.85
szsa,0,0,0,0,1,0,0,1,0.24166666666666667
szsd,0,0,0,0,1,0,0,1,0.24166666666666667
大尺度参数向量,0,0,0,0,1,0,0,1,0.24166666666666667
均值,0,0,0,0,2,0,0,2,0.48333333333333334
lsps,0,0,0,0,1,0,0,1,0.24166666666666667
tlsps,0,0,0,0,1,0,0,1,0.24166666666666667
csism,0,0,0,0,1,0,0,1,0.24166666666666667
线性变换,0,0,0,0,1,0,0,1,0.24166666666666667
滤波处,0,0,0,0,1,0,0,1,0.24166666666666667
坐标,0,0,0,0,2,0,0,2,0.48333333333333334
滤波器,0,0,0,0,1,0,0,1,0.24166666666666667
撒点总数,0,0,0,0,1,0,0,1,0.24166666666666667
ue链路,0,0,0,0,1,0,0,1,0.24166666666666667
转换大尺度参数,0,0,0,0,1,0,0,1,0.24166666666666667
映射转换,0,0,0,0,1,0,0,1,0.24166666666666667
独立高斯随机过程,0,0,0,0,1,0,0,1,0.24166666666666667
sp,0,0,0,0,1,0,0,1,0.24166666666666667
关矩阵,0,0,0,0,1,0,0,1,0.24166666666666667
ue距离,0,0,0,0,1,0,0,1,0.24166666666666667
终端距离,0,0,0,0,1,0,0,1,0.24166666666666667
sd,0,0,0,0,2,0,0,2,0.48333333333333334
垂直离开角角度扩展,0,0,0,0,1,0,0,1,0.24166666666666667
sa,0,0,0,1,2,0,0,3,0.6083333333333334
角角度扩展,0,0,0,0,1,0,0,1,0.24166666666666667
垂直到达,0,0,0,0,1,0,0,1,0.24166666666666667
水平离开角角度扩展,0,0,0,0,1,0,0,1,0.24166666666666667
asa,0,0,0,1,1,2,0,4,0.85
水平到达角角度扩展,0,0,0,0,1,0,0,1,0.24166666666666667
阴影衰落因子,0,0,0,0,1,0,0,1,0.24166666666666667
垂直,0,0,0,0,4,1,0,5,1.2083333333333333
离开角角度,0,0,0,0,1,0,0,1,0.24166666666666667
角度扩展,0,0,0,2,1,4,0,7,1.4583333333333333
性能,1,0,1,1,1,3,0,7,2.216666666666667
系统级仿真,0,0,1,1,3,0,0,5,0.975
信道段,0,0,0,0,1,0,0,1,0.24166666666666667
频率,0,0,2,1,3,26,0,32,7.383333333333334
3gpp标准,0,0,1,0,0,0,0,1,0.125
信道性能,0,0,1,0,0,3,0,4,0.85
无线传输技术,0,0,1,0,0,0,0,1,0.125
大尺度,0,0,1,0,0,1,0,2,0.3666666666666667
穿透损耗模型,0,0,1,0,0,0,0,1,0.125
概率计算模型,0,0,1,0,0,0,0,1,0.125
los/nlos,0,0,1,0,0,1,0,2,0.3666666666666667
建模场,0,0,1,0,0,0,0,1,0.125
信号传输模型,0,0,1,0,0,0,0,1,0.125
高频环境,0,0,2,0,0,0,0,2,0.25
刘xmimo信道模型,0,0,1,0,0,0,0,1,0.125
兼容性,0,0,1,0,1,0,1,3,0.6083333333333334
高频段下信道,0,0,1,0,0,0,0,1,0.125
信道中心频率,0,0,1,0,0,1,0,2,0.3666666666666667
建模标准化,0,0,1,0,0,0,0,1,0.125
传播环境,0,0,0,5,0,0,0,5,0.625
概率分布函数,0,0,0,3,0,0,0,3,0.375
统计性信道模型,0,0,0,3,0,0,0,3,0.375
mimo信道,0,0,0,4,0,0,0,4,0.5
mimo技术,0,0,0,3,0,0,0,3,0.375
接收天线,0,0,0,3,8,0,0,11,2.3083333333333336
随机参数,0,0,0,2,0,1,0,3,0.4916666666666667
射线,0,0,0,2,0,0,0,2,0.25
随机性,0,0,0,2,0,2,0,4,0.7333333333333334
散射体,0,0,0,4,0,0,0,4,0.5
射线追踪,0,0,0,3,0,0,0,3,0.375
信道冲击响应数据,0,0,0,2,0,0,0,2,0.25
实际模型,0,0,0,2,0,0,0,2,0.25
信道系数,0,0,2,3,7,2,0,14,2.8
容量,0,0,0,2,0,0,0,2,0.25
发射天线,0,0,0,2,3,1,0,6,1.2166666666666668
接收端,0,0,0,3,0,1,0,4,0.6166666666666667
mimo,0,0,0,2,0,0,0,2,0.25
路损,0,0,0,2,0,3,0,5,0.975
metis模型,0,0,0,1,0,0,0,1,0.125
混合信道模型模型,0,0,0,1,0,0,0,1,0.125
metis信道模型,0,0,0,1,0,0,0,1,0.125
阻塞,0,0,0,5,15,0,0,20,4.25
主径,0,0,0,3,0,0,0,3,0.375
建模精度,0,0,0,1,0,0,0,1,0.125
随机性信道模型,0,0,0,3,0,0,0,3,0.375
混合信道模型,0,0,0,2,0,0,0,2,0.25
误差,0,0,0,1,0,1,0,2,0.3666666666666667
传播参数,0,0,0,1,0,0,0,1,0.125
散射体分布,0,0,0,1,0,0,0,1,0.125
空间信道模型,0,0,0,1,0,0,0,1,0.125
空间统计特性,0,0,0,1,0,0,0,1,0.125
统计特性,0,0,0,2,0,0,0,2,0.25
测量数据,0,0,0,1,1,0,0,2,0.3666666666666667
传播特性,0,0,1,1,0,0,0,2,0.25
衰落统计特性,0,0,0,1,0,0,0,1,0.125
统计性模型,0,0,0,1,0,0,0,1,0.125
电磁传播损耗,0,0,0,1,0,0,0,1,0.125
传播,0,0,0,1,0,0,0,1,0.125
预测信号,0,0,0,1,0,0,0,1,0.125
电磁参数,0,0,0,1,0,0,0,1,0.125
地面,0,0,0,1,0,0,0,1,0.125
几何体建,0,0,0,1,0,0,0,1,0.125
传播场,0,0,0,1,0,0,0,1,0.125
射线传播理论,0,0,0,1,0,0,0,1,0.125
灵活性,0,0,0,1,0,0,0,1,0.125
场景参数,0,0,0,1,0,0,0,1,0.125
模拟信道,0,0,0,1,0,0,0,1,0.125
正弦波,0,0,0,1,0,0,0,1,0.125
冲击响应,0,0,0,1,0,0,0,1,0.125
信道衰落,0,0,0,1,0,0,0,1,0.125
传播环,0,0,0,1,0,0,0,1,0.125
射线追踪测量,0,0,0,1,0,0,0,1,0.125
测量建模,0,0,0,1,0,0,0,1,0.125
无线信道传输模型,0,0,0,2,0,0,0,2,0.25
确定性信道模型,0,0,0,2,0,0,0,2,0.25
确定性模型,0,0,0,1,0,0,0,1,0.125
mimo信道建模,0,0,0,1,0,0,0,1,0.125
滩度,0,0,0,1,0,0,0,1,0.125
传输路径,0,0,1,1,1,0,0,3,0.4916666666666667
无线信号,1,0,1,2,0,0,0,4,1.375
传输,0,0,1,1,0,0,0,2,0.25
建模复杂度,0,0,0,1,0,0,0,1,0.125
通信环境,0,0,0,1,0,0,0,1,0.125
通信,0,0,1,2,1,0,0,4,0.6166666666666667
衰落特性,0,0,0,1,0,0,0,1,0.125
空域,0,0,0,1,0,0,0,1,0.125
系统参数,0,0,0,1,0,0,0,1,0.125
通信场,0,0,0,1,0,0,0,1,0.125
发送天线,0,0,0,1,0,0,0,1,0.125
矩阵,0,0,0,1,1,0,0,2,0.3666666666666667
mxn,0,0,0,1,0,0,0,1,0.125
噪声,0,0,0,1,0,1,0,2,0.3666666666666667
接收端信号,0,0,0,1,0,0,0,1,0.125
发射端信号,0,0,0,1,0,0,0,1,0.125
传输环境,1,0,0,1,0,0,0,2,1.125
天线增益,0,0,0,2,4,4,0,10,2.1833333333333336
子信道,0,0,0,1,0,0,0,1,0.125
put,0,0,0,1,0,0,0,1,0.125
ngle,0,0,0,1,0,0,0,1,0.125
singleinput,0,0,0,1,0,0,0,1,0.125
so,0,0,0,1,0,0,0,1,0.125
单入单出,0,0,0,1,0,0,0,1,0.125
并行传输,0,0,0,1,0,0,0,1,0.125
信道相关性,0,0,0,1,0,0,0,1,0.125
无线通信系统,0,0,0,1,0,0,0,1,0.125
信道容量,1,0,1,1,0,0,0,3,1.25
传输效率,0,0,0,1,0,0,0,1,0.125
多径效应,0,0,0,1,0,0,0,1,0.125
无线信道,2,0,0,2,0,0,0,4,2.25
发射端,0,0,0,1,1,0,0,2,0.3666666666666667
通信系统,0,0,0,1,1,2,0,4,0.85
multipleoutput,0,0,0,1,0,0,0,1,0.125
multipleinput,0,0,0,1,0,0,0,1,0.125
多输出,0,0,0,1,0,0,0,1,0.125
多输入,0,0,0,1,0,0,0,1,0.125
建模标准,0,0,0,0,0,1,0,1,0.24166666666666667
定量校准,0,0,0,0,0,1,0,1,0.24166666666666667
定性,0,0,0,0,0,1,0,1,0.24166666666666667
校准阶段,0,0,0,0,0,1,0,1,0.24166666666666667
仿真场景,0,0,0,0,1,1,0,2,0.48333333333333334
附加特性校准,0,0,0,0,0,1,0,1,0.24166666666666667
小尺度参数校准,0,0,0,0,0,3,0,3,0.725
大尺度参数校准,0,0,0,0,0,3,0,3,0.725
自阻塞,0,0,0,3,8,0,0,11,2.3083333333333336
动态阻塞,0,0,0,3,0,0,0,3,0.375
物体,0,0,0,2,1,0,0,3,0.4916666666666667
车辆,0,0,0,2,0,0,0,2,0.25
设备,0,0,1,2,1,0,0,4,0.6166666666666667
多径分量,0,0,0,2,0,0,0,2,0.25
方位角,0,0,0,2,3,0,0,5,0.975
仰角,0,0,0,3,2,0,0,5,0.8583333333333334
特性,0,0,1,1,2,1,0,5,0.975
高频无线信道,0,0,0,1,0,0,0,1,0.125
角度扩展值,0,0,0,1,0,0,0,1,0.125
时延扩展值,0,0,0,1,0,0,0,1,0.125
直射,0,0,0,1,0,0,0,1,0.125
衰减,0,0,0,1,11,0,0,12,2.783333333333333
通堵塞,0,0,0,1,0,0,0,1,0.125
自堵塞,0,0,0,1,0,0,0,1,0.125
静止物体,0,0,0,1,0,0,0,1,0.125
静态阻塞,0,0,0,1,0,0,0,1,0.125
几何阻塞,0,0,0,1,0,0,0,1,0.125
无线电信号,0,0,0,1,0,0,0,1,0.125
电磁传播,0,0,0,1,0,0,0,1,0.125
无线传输信道,0,0,0,1,0,1,0,2,0.3666666666666667
信道阻塞,0,0,0,1,0,0,0,1,0.125
信道阻塞模型,0,0,0,1,0,0,0,1,0.125
信道评估,0,0,0,1,0,0,0,1,0.125
mim0,0,0,0,1,0,0,0,1,0.125
一致性,0,0,0,1,0,0,0,1,0.125
室外状态,0,0,0,1,0,0,0,1,0.125
延迟分布,0,0,0,1,1,0,0,2,0.3666666666666667
快速时变信道,0,0,0,1,0,0,0,1,0.125
信道功率,0,0,0,1,0,0,0,1,0.125
传输链路,0,0,0,1,0,0,0,1,0.125
自相关函数,0,0,0,1,0,0,0,1,0.125
3dmim,0,0,0,1,1,0,0,2,0.3666666666666667
