,摘要,关键词,第一章,第二章,第三章,第四章,第五章,总词频,加权得分
条件概率,0,0,0,0,0,1,0,1,0.24166666666666667
对称,0,0,0,0,0,1,0,1,0.24166666666666667
cjgbk,0,0,0,0,0,1,0,1,0.24166666666666667
条件概率质量函数,0,0,0,0,0,1,0,1,0.24166666666666667
概率,0,0,0,0,0,3,0,3,0.725
发送符号,0,0,0,0,0,1,0,1,0.24166666666666667
等效转移矩阵,0,0,0,0,0,1,0,1,0.24166666666666667
元素,0,0,0,0,1,1,0,2,0.48333333333333334
信号噪声干扰比,0,0,0,0,0,2,0,2,0.48333333333333334
线性插值,0,0,0,0,0,1,0,1,0.24166666666666667
cmpsk,0,0,0,0,0,1,0,1,0.24166666666666667
mpsk相干解调,0,0,0,0,0,1,0,1,0.24166666666666667
误符号率,1,0,2,0,0,8,1,12,3.425
解调,0,0,0,1,3,4,0,8,1.8166666666666667
传输符号信息,0,0,0,0,0,1,0,1,0.24166666666666667
丿比特,0,0,0,0,0,1,0,1,0.24166666666666667
坐标,0,0,0,0,0,1,0,1,0.24166666666666667
交换符号,0,0,0,0,0,1,0,1,0.24166666666666667
硬判决函数,0,0,0,0,0,1,0,1,0.24166666666666667
解调器,0,0,0,0,0,1,0,1,0.24166666666666667
解调用户,0,0,0,0,0,1,0,1,0.24166666666666667
待删除干扰,0,0,0,0,0,1,0,1,0.24166666666666667
待删,0,0,0,0,0,1,0,1,0.24166666666666667
sic,0,0,0,0,3,5,0,8,1.9333333333333333
天线,0,0,2,0,3,2,0,7,1.4583333333333333
向量,0,0,0,0,1,1,0,2,0.48333333333333334
矩阵,0,0,0,0,8,1,0,9,2.175
共轴转置,0,0,0,0,1,1,0,2,0.48333333333333334
瑞利信道,0,0,1,0,0,1,0,2,0.3666666666666667
平坦,0,0,0,0,0,1,0,1,0.24166666666666667
无线信道,0,0,1,0,3,1,0,5,1.0916666666666668
频率,0,0,0,0,1,1,0,2,0.48333333333333334
时间,0,0,0,0,2,1,0,3,0.725
小区间干扰抑制,0,0,0,0,0,1,0,1,0.24166666666666667
估计信息,0,0,0,0,0,1,0,1,0.24166666666666667
数据符号,0,0,0,0,0,1,0,1,0.24166666666666667
基站2,0,0,0,0,0,1,0,1,0.24166666666666667
多用户天线,0,0,0,0,0,1,0,1,0.24166666666666667
干扰消除技术,0,0,0,1,0,2,0,3,0.6083333333333334
回传,0,0,4,0,9,2,1,16,3.4
协作网络,1,0,0,0,8,1,0,10,3.175
性能,2,0,6,13,12,6,0,39,8.725
算法,1,0,0,10,0,0,0,11,2.25
平性,0,0,0,1,0,0,0,1,0.125
信道条件,1,0,2,1,4,0,1,9,2.583333333333333
加权有,0,0,0,1,0,0,0,1,0.125
资源分配,0,0,5,7,0,0,0,12,1.5
用户信泻,0,0,0,1,0,0,0,1,0.125
收敛速度,1,0,1,6,0,0,0,8,1.875
搜索空间,0,0,0,3,3,0,0,6,1.1
杂度,0,0,0,1,0,0,0,1,0.125
过滤用户,0,0,0,1,0,0,0,1,0.125
联合资源分配,0,0,0,2,0,0,0,2,0.25
加权,0,0,0,1,0,0,0,1,0.125
weightedbm,0,0,0,1,0,0,0,1,0.125
加权有效性,0,0,0,1,0,0,0,1,0.125
用户过滤器,0,0,0,1,0,0,0,1,0.125
用户过滤,1,0,1,8,0,0,0,10,2.125
时间复杂度,0,0,1,0,3,0,0,4,0.85
回传容量,1,0,3,1,32,3,2,42,10.441666666666666
多策略,0,0,0,0,1,0,0,1,0.24166666666666667
总通信速率,0,0,0,0,6,0,0,6,1.45
容量,1,0,17,1,11,4,0,34,6.875
回传架构,0,0,0,0,1,0,0,1,0.24166666666666667
启发式多策略联合算法,0,0,0,0,1,0,0,1,0.24166666666666667
基站协作,0,0,3,0,1,5,0,9,1.825
残余干扰,1,0,1,0,0,10,1,13,3.783333333333333
协作干扰,0,0,0,1,0,4,0,5,1.0916666666666668
信道,1,0,7,3,6,5,0,22,4.908333333333333
symbolerrorprobability,0,0,0,0,0,2,0,2,0.48333333333333334
协作干扰消除,0,0,0,0,0,2,0,2,0.48333333333333334
协作基站,0,0,1,1,11,3,0,16,3.6333333333333333
用户数据,0,0,1,1,7,2,0,11,2.425
lte-a,0,0,1,0,0,2,0,3,0.6083333333333334
闭式表达式,1,0,2,0,0,2,1,6,1.975
m-aryphaseshiftkeying,0,0,0,0,0,1,0,1,0.24166666666666667
m-psk,0,0,0,0,0,1,0,1,0.24166666666666667
用户传输符号,0,0,0,0,0,1,0,1,0.24166666666666667
回传交,0,0,0,0,0,1,0,1,0.24166666666666667
协作干扰场景,0,0,0,0,0,1,0,1,0.24166666666666667
误差传播现象,0,0,0,0,0,1,0,1,0.24166666666666667
回传量化误差,0,0,2,0,0,4,1,7,1.4583333333333333
partinterferencecancellation,0,0,0,0,0,1,0,1,0.24166666666666667
干扰消除,0,0,0,0,2,1,0,3,0.725
hardinterferencecancellation,0,0,0,0,0,1,0,1,0.24166666666666667
硬干扰消除,0,0,0,0,0,1,0,1,0.24166666666666667
协作干扰消除技术,2,0,0,0,0,1,0,3,2.2416666666666667
有限回传,0,0,1,0,2,1,0,4,0.85
mimo系统,0,0,0,0,0,2,0,2,0.48333333333333334
单基站干扰,0,0,0,0,0,1,0,1,0.24166666666666667
计误差,0,0,0,0,0,1,0,1,0.24166666666666667
回传限制,0,0,0,0,0,1,0,1,0.24166666666666667
上行基站,1,0,3,0,0,1,2,7,2.1
cic,0,0,0,0,0,1,0,1,0.24166666666666667
errorpropagation,0,0,0,0,0,1,0,1,0.24166666666666667
错误传播,0,0,0,0,0,1,0,1,0.24166666666666667
被消除符号,0,0,0,0,0,1,0,1,0.24166666666666667
si,0,0,0,0,0,1,0,1,0.24166666666666667
系统,0,0,5,1,1,1,0,8,1.2333333333333334
mimo,0,0,1,0,0,2,0,3,0.6083333333333334
output,0,0,0,0,0,1,0,1,0.24166666666666667
multiple,0,0,0,0,0,1,0,1,0.24166666666666667
input,0,0,0,0,1,1,0,2,0.48333333333333334
ple,0,0,0,0,0,1,0,1,0.24166666666666667
多入多出,0,0,0,0,0,1,0,1,0.24166666666666667
cdma,0,0,0,0,0,1,0,1,0.24166666666666667
multipleacces,0,0,0,2,0,1,0,3,0.4916666666666667
codedivision,0,0,0,0,0,1,0,1,0.24166666666666667
码分复用,0,0,0,0,0,1,0,1,0.24166666666666667
cancel-lation,0,0,0,0,0,1,0,1,0.24166666666666667
successiveinterference,0,0,0,0,0,1,0,1,0.24166666666666667
串行干扰消除,0,0,0,0,0,1,0,1,0.24166666666666667
协作性能增益,0,0,0,0,0,1,0,1,0.24166666666666667
interferencecancellation,0,0,1,0,0,1,0,2,0.3666666666666667
cooperative,0,0,0,0,0,1,0,1,0.24166666666666667
小区间干扰,1,0,6,6,0,1,0,14,2.7416666666666667
交换接收信号,0,0,0,0,0,1,0,1,0.24166666666666667
上行非集中式基站,0,0,0,0,0,1,0,1,0.24166666666666667
增益,0,0,0,0,8,1,0,9,2.175
误差,1,0,2,0,1,4,0,8,2.458333333333333
同步,0,0,0,0,0,1,0,1,0.24166666666666667
协作集合,1,0,0,1,0,1,0,3,1.3666666666666667
调度决策,0,0,0,0,0,1,0,1,0.24166666666666667
信道信息,0,0,4,1,5,1,0,11,2.075
接收comp,0,0,0,0,0,1,0,1,0.24166666666666667
多点协作传输,0,0,0,0,0,1,0,1,0.24166666666666667
干扰抑制,0,0,0,0,0,1,0,1,0.24166666666666667
通信效率,0,0,0,0,0,1,0,1,0.24166666666666667
wimax,0,0,1,1,0,1,0,3,0.4916666666666667
无线通信系统,0,0,3,2,0,1,0,6,0.8666666666666667
宏小区,0,0,1,0,0,1,0,2,0.3666666666666667
小小区,0,0,2,0,0,1,0,3,0.4916666666666667
异构网络,0,0,1,0,0,1,0,2,0.3666666666666667
小区部署,0,0,1,1,0,1,0,3,0.4916666666666667
全频复用,0,0,1,1,0,1,0,3,0.4916666666666667
协作策略,3,0,4,0,54,0,1,62,16.791666666666664
有效链路,0,0,0,0,3,0,0,3,0.725
组件容量分配算法,0,0,0,0,1,0,0,1,0.24166666666666667
协作测率,0,0,0,0,1,0,0,1,0.24166666666666667
数学,0,0,0,0,1,0,0,1,0.24166666666666667
组件容量分配过程,0,0,0,0,1,0,0,1,0.24166666666666667
链路,0,0,0,1,22,0,0,23,5.441666666666666
组间容量,0,0,0,0,1,0,0,1,0.24166666666666667
链路组,0,0,0,0,13,0,0,13,3.1416666666666666
总回传容量,0,0,0,0,2,0,0,2,0.48333333333333334
组间,0,0,0,0,1,0,0,1,0.24166666666666667
多协作策略,0,0,1,0,7,0,1,9,2.0583333333333336
协作信息,0,0,0,0,4,0,0,4,0.9666666666666667
数据,0,0,2,2,8,0,0,12,2.4333333333333336
性能增益,0,0,0,1,5,0,0,6,1.3333333333333333
das,0,0,2,0,8,0,0,10,2.1833333333333336
接收矩阵,0,0,0,0,2,0,0,2,0.48333333333333334
mxm,0,0,0,0,2,0,0,2,0.48333333333333334
调度,0,0,8,9,6,0,1,24,3.8166666666666664
信息,0,0,2,0,3,1,0,6,1.2166666666666668
回传总容量,0,0,0,0,4,0,0,4,0.9666666666666667
cif,0,0,0,0,5,0,0,5,1.2083333333333333
仿真,1,0,0,2,3,3,0,9,2.7
回传容量分配,0,0,0,0,7,0,0,7,1.6916666666666667
启发式算法,0,0,0,0,4,0,0,4,0.9666666666666667
非集中式协作策略,0,0,2,0,3,0,1,6,1.2166666666666668
表达,0,0,0,0,1,0,0,1,0.24166666666666667
量化误差,0,0,0,0,5,1,0,6,1.45
正则化,0,0,0,0,1,0,0,1,0.24166666666666667
量化噪声,0,0,0,0,2,0,0,2,0.48333333333333334
正则,0,0,0,0,1,0,0,1,0.24166666666666667
表达式,0,0,0,0,1,4,0,5,1.2083333333333333
sinr,0,0,0,1,1,0,0,2,0.3666666666666667
7rn,0,0,0,0,1,0,0,1,0.24166666666666667
基站集合场,0,0,0,0,1,0,0,1,0.24166666666666667
非集中式,0,0,0,0,1,0,0,1,0.24166666666666667
分布式天线系统,0,0,2,0,4,0,0,6,1.2166666666666668
压缩干扰发送,0,0,0,0,4,0,0,4,0.9666666666666667
无协作nc,0,0,0,0,1,0,0,1,0.24166666666666667
噪声,0,0,0,0,2,2,0,4,0.9666666666666667
信号,0,0,1,2,2,0,0,5,0.8583333333333334
对角线,0,0,0,0,1,0,0,1,0.24166666666666667
cek+,0,0,0,0,1,0,0,1,0.24166666666666667
多策略联合,0,0,0,0,1,0,0,1,0.24166666666666667
nocooperation,0,0,0,0,1,0,0,1,0.24166666666666667
无协作,0,0,0,1,1,0,0,2,0.3666666666666667
通信速率,0,0,1,0,2,0,0,3,0.6083333333333334
接收,0,0,7,1,1,0,0,9,1.2416666666666667
非集中式调度,0,0,1,0,1,0,0,2,0.3666666666666667
中心调度单元,0,0,0,0,1,0,0,1,0.24166666666666667
回传分配,0,0,0,0,1,0,0,1,0.24166666666666667
总容量,0,0,1,0,2,0,0,3,0.6083333333333334
不对称性,1,0,0,0,1,0,0,2,1.2416666666666667
信道状态,0,0,0,0,2,0,0,2,0.48333333333333334
协作增益,0,0,0,0,1,0,0,1,0.24166666666666667
自由度,0,0,0,0,1,0,0,1,0.24166666666666667
空间复用,0,0,0,0,1,0,0,1,0.24166666666666667
阵列增益,0,0,0,0,5,0,0,5,1.2083333333333333
回传条件,0,0,0,0,2,0,0,2,0.48333333333333334
回传延迟,0,0,0,0,1,0,0,1,0.24166666666666667
子算法,0,0,0,0,1,0,0,1,0.24166666666666667
多项式时间复杂度,0,0,0,0,2,0,0,2,0.48333333333333334
superpositioncoding,0,0,0,0,1,0,0,1,0.24166666666666667
叠加编码,0,0,0,0,1,0,0,1,0.24166666666666667
协作集,0,0,6,4,1,0,0,11,1.4916666666666667
链路自适应,0,0,6,0,0,0,0,6,0.75
小区,0,0,5,9,0,0,0,14,1.75
时延,0,0,4,0,0,0,0,4,0.5
移动速度,0,0,2,0,0,0,0,2,0.25
文献网,0,0,2,0,0,0,0,2,0.25
协作多点技术,0,0,5,0,0,0,0,5,0.625
信道容量,0,0,2,0,1,0,0,3,0.4916666666666667
离散信源编码,0,0,2,0,2,0,0,4,0.7333333333333334
交换,0,0,1,0,0,0,0,1,0.125
信道信息测量,0,0,1,0,0,0,0,1,0.125
预协作集,0,0,1,0,0,0,0,1,0.125
控制节点,0,0,1,0,0,0,0,1,0.125
广度有线搜索,0,0,1,0,0,0,0,1,0.125
有线回传,0,0,1,0,0,0,0,1,0.125
蒙特卡诺,0,0,1,0,0,0,0,1,0.125
数值仿真,0,0,1,0,0,1,0,2,0.3666666666666667
回传需求,0,0,1,0,0,0,0,1,0.125
压缩交换信息,0,0,1,0,0,0,0,1,0.125
dis,0,0,1,0,3,0,0,4,0.85
分布式干扰删除,0,0,1,0,0,0,0,1,0.125
高斯信道,0,0,1,0,0,0,0,1,0.125
比特,0,0,1,0,0,5,0,6,1.3333333333333333
交换软解调数据信息,0,0,1,0,0,0,0,1,0.125
上行协作,0,0,1,0,0,0,0,1,0.125
干扰消除算法,0,0,1,0,0,0,0,1,0.125
harq,0,0,1,0,0,0,0,1,0.125
解码过程,0,0,1,0,0,0,0,1,0.125
lte标准,0,0,2,0,0,0,0,2,0.25
分布式协作场景,0,0,1,0,0,0,1,2,0.3666666666666667
解码比特信息,0,0,1,0,0,0,0,1,0.125
未解码信息,0,0,1,0,0,0,0,1,0.125
基站交换,0,0,1,0,0,0,0,1,0.125
样性,0,0,1,0,0,0,0,1,0.125
调度概率,0,0,1,0,0,0,0,1,0.125
交换软判决信道,0,0,1,0,0,0,0,1,0.125
交换硬判决,0,0,1,0,0,0,0,1,0.125
预测信道,0,0,1,0,0,0,0,1,0.125
回传时延时,0,0,1,0,0,0,0,1,0.125
传输,0,0,1,0,1,0,0,2,0.3666666666666667
调制编码,0,0,1,0,0,0,0,1,0.125
olla,0,0,1,0,0,0,0,1,0.125
外环链路自适应,0,0,1,0,0,0,0,1,0.125
协作集外干扰,0,0,1,0,0,0,0,1,0.125
协作内干扰,0,0,1,0,0,0,0,1,0.125
调度信息,0,0,1,0,0,0,0,1,0.125
空分复用,0,0,1,0,0,0,0,1,0.125
联合调度,0,0,1,0,1,0,0,2,0.3666666666666667
概率干扰规避,0,0,1,0,0,0,0,1,0.125
协作功率控制,0,0,1,1,0,0,0,2,0.25
代价函数,0,0,1,0,0,0,0,1,0.125
博弈论,0,0,1,1,0,0,0,2,0.25
集中式,0,0,1,0,1,0,0,2,0.3666666666666667
调度算法,1,0,4,2,0,0,2,9,2.2333333333333334
效用值,0,0,1,13,0,0,0,14,1.75
次优算法,0,0,1,0,0,0,0,1,0.125
次优求解算法,0,0,1,0,0,0,0,1,0.125
下行协作调度,0,0,1,0,0,0,0,1,0.125
资源分配算法,0,0,1,0,0,0,0,1,0.125
ofdma,0,0,1,1,0,0,0,2,0.25
正交频分服用,0,0,1,0,0,0,0,1,0.125
下行协作波束赋形,0,0,1,0,0,0,0,1,0.125
同步误差,0,0,3,0,0,0,0,3,0.375
反馈误差,0,0,2,0,0,0,0,2,0.25
测量误差,0,0,2,0,0,0,0,2,0.25
测量,0,0,2,0,0,0,0,2,0.25
wyner-ziv压缩,0,0,1,0,0,0,0,1,0.125
slepian-wolf压缩,0,0,1,0,0,0,0,1,0.125
压缩,0,0,1,0,0,0,0,1,0.125
回传数据量,0,0,1,0,0,0,0,1,0.125
串行干扰消除技术,0,0,1,0,0,0,0,1,0.125
高斯,0,0,1,0,0,0,0,1,0.125
软切换wyner模型,0,0,1,0,0,0,0,1,0.125
wyner模型,0,0,1,0,0,0,0,1,0.125
反馈容量,0,0,1,0,0,0,0,1,0.125
通信,0,0,2,0,0,0,0,2,0.25
接收端,0,0,1,0,0,1,0,2,0.3666666666666667
发送端,0,0,1,0,0,0,0,1,0.125
协作接收,0,0,1,0,0,0,0,1,0.125
协作发送,0,0,1,0,0,0,0,1,0.125
高斯干扰信道,0,0,1,0,0,0,0,1,0.125
瑞利mac信道容量,0,0,1,0,0,0,0,1,0.125
高斯mac信道,0,0,1,0,0,0,0,1,0.125
mediumaccesscontro,0,0,1,0,0,0,0,1,0.125
多址,0,0,1,0,0,0,0,1,0.125
信息论,0,0,2,0,0,0,0,2,0.25
icic,0,0,1,4,0,0,0,5,0.625
间干扰消除,0,0,1,0,0,0,0,1,0.125
powercontrol,0,0,1,0,0,0,0,1,0.125
transmission,0,0,1,0,0,0,0,1,0.125
siteselectiondiversity,0,0,1,0,0,0,0,1,0.125
选择性分集传输功率控制,0,0,1,0,0,0,0,1,0.125
ributedantennasystem,0,0,1,0,0,0,0,1,0.125
di,0,0,1,0,0,0,0,1,0.125
节点,0,0,1,0,0,0,0,1,0.125
中继,0,0,3,0,0,0,0,3,0.375
信宿,0,0,1,0,0,0,0,1,0.125
信源,0,0,1,0,0,0,0,1,0.125
中继信道容量,0,0,1,0,0,0,0,1,0.125
gamal,0,0,1,0,0,0,0,1,0.125
空间,0,0,0,2,0,0,0,2,0.25
迭代,0,0,0,5,3,0,0,8,1.35
过滤器,0,0,0,1,0,0,0,1,0.125
收敛,0,0,0,1,0,0,0,1,0.125
迭代次数,0,0,0,3,3,0,0,6,1.1
迭代收敛,0,0,0,1,1,0,0,2,0.3666666666666667
功率,0,0,0,3,0,1,0,4,0.6166666666666667
收敛性分析,0,0,0,1,0,0,0,1,0.125
系统性能,0,0,0,2,1,0,0,3,0.4916666666666667
su,0,0,0,1,0,0,0,1,0.125
bn,0,0,0,1,0,0,0,1,0.125
服务基站,0,0,0,4,0,0,0,4,0.5
资源,0,0,0,4,0,0,0,4,0.5
fcsnbsu,0,0,0,1,0,0,0,1,0.125
argma,0,0,0,1,0,0,0,1,0.125
鲁棒性,0,0,0,1,0,0,0,1,0.125
回传链路,0,0,0,0,7,2,0,9,2.175
基站协作技术,1,0,0,0,1,0,0,2,1.2416666666666667
文献図网,0,0,0,0,1,0,0,1,0.24166666666666667
多用户mimo模式,0,0,0,0,1,0,0,1,0.24166666666666667
memo,0,0,0,0,1,0,0,1,0.24166666666666667
multip,0,0,0,0,1,0,0,1,0.24166666666666667
multi,0,0,0,0,1,0,0,1,0.24166666666666667
时频资源,0,0,0,0,1,0,0,1,0.24166666666666667
带宽,0,0,0,1,2,0,0,3,0.6083333333333334
无线,0,0,0,0,1,0,0,1,0.24166666666666667
上下行回传链路,0,0,0,0,1,0,0,1,0.24166666666666667
基站项,0,0,0,0,1,0,0,1,0.24166666666666667
传播,0,0,0,0,1,0,0,1,0.24166666666666667
高斯分布,0,0,0,0,2,0,0,2,0.48333333333333334
背景干扰,0,0,0,0,1,0,0,1,0.24166666666666667
热噪声,0,0,0,0,1,0,0,1,0.24166666666666667
高斯噪声,0,0,0,0,2,0,0,2,0.48333333333333334
信道向量,0,0,0,0,1,0,0,1,0.24166666666666667
接收信号,0,0,1,1,3,1,0,6,1.2166666666666668
csi,0,0,0,0,3,0,0,3,0.725
频率平坦性信道,0,0,0,0,1,0,0,1,0.24166666666666667
基站单元间,0,0,0,0,1,0,0,1,0.24166666666666667
发射数据,0,0,0,0,1,0,0,1,0.24166666666666667
共享,0,0,0,0,1,0,0,1,0.24166666666666667
接收天线,0,0,0,2,1,0,0,3,0.4916666666666667
上行协作网络,0,0,0,0,1,0,0,1,0.24166666666666667
信号强度,0,0,0,2,0,0,0,2,0.25
bm,0,0,0,1,0,0,0,1,0.125
benefitmetric,0,0,0,1,0,0,0,1,0.125
信号泄漏比,0,0,0,1,0,0,0,1,0.125
干扰信号,0,0,0,1,0,1,0,2,0.3666666666666667
有效信号,0,0,1,2,0,0,0,3,0.375
接入/,0,0,0,1,0,0,0,1,0.125
强度,0,0,0,1,0,0,0,1,0.125
用户信号,0,0,0,1,0,0,0,1,0.125
intensitymetric,0,0,0,1,0,0,0,1,0.125
定义强度,0,0,0,1,0,0,0,1,0.125
有效性度量,0,0,0,1,0,0,0,1,0.125
强度度量,0,0,0,1,0,0,0,1,0.125
初始化,0,0,0,3,0,0,0,3,0.375
参数,0,0,0,4,0,3,0,7,1.225
量化,0,0,0,0,3,2,0,5,1.2083333333333333
符号集合,0,0,0,0,0,1,0,1,0.24166666666666667
iootherwise,0,0,0,0,0,1,0,1,0.24166666666666667
转移概率,0,0,0,0,0,3,0,3,0.725
剩余比特,0,0,0,0,0,1,0,1,0.24166666666666667
重建符号,0,0,0,0,0,1,0,1,0.24166666666666667
表示失真,0,0,0,0,0,1,0,1,0.24166666666666667
率失真函数,0,0,0,0,0,1,0,1,0.24166666666666667
ratedistortiontheorem,0,0,0,0,1,1,0,2,0.48333333333333334
率失真理论,0,0,0,0,2,1,0,3,0.725
离散均匀分布,0,0,0,0,0,1,0,1,0.24166666666666667
集合,0,0,0,0,0,1,0,1,0.24166666666666667
离散变量,0,0,0,0,0,2,0,2,0.48333333333333334
离散量化,0,0,0,0,0,1,0,1,0.24166666666666667
基站间,0,0,1,0,2,1,0,4,0.85
有线电缆,0,0,0,0,0,1,0,1,0.24166666666666667
单链路,0,0,0,0,1,1,0,2,0.48333333333333334
有限回传模型,0,0,0,0,0,1,0,1,0.24166666666666667
移动通信,1,0,4,0,0,0,1,6,1.7416666666666667
联合处理,0,0,2,0,1,0,0,3,0.4916666666666667
调度决策信息,0,0,2,0,0,0,0,2,0.25
信道状态信息,0,0,2,1,0,0,0,3,0.375
核心网络,0,0,2,0,0,0,0,2,0.25
协作波束,0,0,2,0,0,0,0,2,0.25
多天线系统,0,0,2,0,0,0,0,2,0.25
微微小区,0,0,2,0,0,0,0,2,0.25
频谱资源,0,0,2,0,0,0,0,2,0.25
系统架构,0,0,1,0,0,0,0,1,0.125
用户信道信息,0,0,1,0,1,0,0,2,0.3666666666666667
中继支持,0,0,1,0,0,0,0,1,0.125
信息交互量,0,0,1,0,0,0,0,1,0.125
赋形/,0,0,1,0,0,0,0,1,0.125
波束赋形,0,0,1,0,0,0,0,1,0.125
beamfbi,0,0,1,0,0,0,0,1,0.125
ing,0,0,1,1,0,0,0,2,0.25
ed,0,0,1,0,0,0,0,1,0.125
赋形,0,0,1,0,0,0,0,1,0.125
协作多点,0,0,1,0,0,0,0,1,0.125
交换信息,0,0,1,0,2,0,0,3,0.6083333333333334
多点技术,0,0,1,0,0,0,0,1,0.125
吞吐量,0,0,1,4,1,0,0,6,0.8666666666666667
边缘用户,0,0,1,1,0,0,0,2,0.25
覆盖,0,0,1,0,0,0,0,1,0.125
平均频谱效率,0,0,1,4,2,0,0,7,1.1083333333333334
multipoint,0,0,1,0,0,0,0,1,0.125
nated,0,0,1,0,0,0,0,1,0.125
massive-mimo,0,0,1,0,0,0,0,1,0.125
3d-mim0,0,0,1,0,0,0,0,1,0.125
mim0,0,0,1,0,0,0,0,1,0.125
空间维度,0,0,1,0,0,0,0,1,0.125
multiinputandmultioutput,0,0,1,0,0,0,0,1,0.125
多输入多输出技术,0,0,1,0,0,0,0,1,0.125
lte标准化,0,0,1,0,0,0,0,1,0.125
用户体验,0,0,1,0,0,0,0,1,0.125
总通信容量,0,0,1,0,0,0,0,1,0.125
smallcell,0,0,1,0,0,0,0,1,0.125
picocell,0,0,1,0,0,0,0,1,0.125
microcell,0,0,1,0,0,0,0,1,0.125
微小区,0,0,1,0,0,0,0,1,0.125
marcocell,0,0,1,0,0,0,0,1,0.125
覆盖需,0,0,1,0,0,0,0,1,0.125
通信总速率,0,0,1,0,0,0,0,1,0.125
通信带宽,0,0,1,0,0,0,0,1,0.125
idb,0,0,1,0,0,0,0,1,0.125
ha,0,0,1,0,0,0,0,1,0.125
hybridautomaticrepeat,0,0,1,0,0,0,0,1,0.125
混合自动重传,0,0,1,0,0,0,0,1,0.125
linkadaption,0,0,1,0,0,0,0,1,0.125
amc,0,0,1,0,0,0,0,1,0.125
adaptivemodulation,0,0,1,1,0,0,0,2,0.25
自适应调制编码,0,0,1,2,0,0,0,3,0.375
点对点通信,0,0,1,0,0,0,0,1,0.125
香农公式,0,0,1,0,1,0,0,2,0.3666666666666667
信号噪声比,0,0,1,0,0,1,0,2,0.3666666666666667
点对点,0,0,1,0,0,0,0,1,0.125
点对点容量,0,0,1,0,0,0,0,1,0.125
ces,0,0,1,0,0,0,0,1,0.125
operabilityformic,0,0,1,0,0,0,0,1,0.125
inter,0,0,1,0,0,0,0,1,0.125
wi,0,0,1,0,0,0,0,1,0.125
longtermevolution-advanced,0,0,1,0,0,0,0,1,0.125
移动通信速率,0,0,1,0,0,0,0,1,0.125
数据传输,0,0,1,0,0,0,0,1,0.125
视频,0,0,1,0,0,0,0,1,0.125
地图导航,0,0,1,0,0,0,0,1,0.125
移动数据传输,0,0,1,0,0,0,0,1,0.125
数据业务,0,0,1,0,0,0,0,1,0.125
短信业务,0,0,1,0,0,0,0,1,0.125
语音,0,0,1,0,0,0,0,1,0.125
移动通信技术,0,0,1,0,0,0,0,1,0.125
移动终端,0,0,1,0,0,0,0,1,0.125
基站过滤,1,0,1,11,0,0,0,13,2.5
迭代过程,0,0,0,2,1,0,0,3,0.4916666666666667
迭代基站,0,0,0,1,0,0,0,1,0.125
分配,0,0,0,1,0,0,0,1,0.125
小区中心,0,0,0,1,0,0,0,1,0.125
算法迭代,0,0,0,1,0,0,0,1,0.125
小区边缘用户,0,0,0,7,0,0,0,7,0.875
小区中心用户,0,0,0,5,0,0,0,5,0.625
滤除迭代,0,0,0,1,0,0,0,1,0.125
基站过滤器,0,0,0,1,0,0,0,1,0.125
递推公式,0,0,0,0,2,0,0,2,0.48333333333333334
低复杂度搜索算法,0,0,0,0,2,0,0,2,0.48333333333333334
搜索次数,0,0,0,0,3,0,0,3,0.725
