,摘要,关键词,第一章,第二章,第三章,第四章,第五章,总词频,加权得分
p-r值,0,0,0,0,1,0,0,1,0.24166666666666667
将置信,0,0,0,0,1,0,0,1,0.24166666666666667
p-r,0,0,0,0,1,0,0,1,0.24166666666666667
纵坐标,0,0,0,0,1,0,0,1,0.24166666666666667
横坐标,0,0,0,0,1,0,0,1,0.24166666666666667
recall,0,0,0,0,1,0,0,1,0.24166666666666667
fn,0,0,0,0,1,0,0,1,0.24166666666666667
漏检,0,0,0,1,1,0,0,2,0.3666666666666667
假负例,0,0,0,0,1,0,0,1,0.24166666666666667
tn,0,0,0,0,1,0,0,1,0.24166666666666667
俞框,0,0,0,0,1,0,0,1,0.24166666666666667
iou阈值,0,0,0,0,2,0,0,2,0.48333333333333334
coco数据集,0,0,0,0,9,4,0,13,3.1416666666666666
negatives,0,0,0,0,1,0,0,1,0.24166666666666667
负例,0,0,0,0,1,0,0,1,0.24166666666666667
truenegative,0,0,0,0,1,0,0,1,0.24166666666666667
falsepositive,0,0,0,0,1,0,0,1,0.24166666666666667
性质,0,0,0,0,1,0,0,1,0.24166666666666667
iou值,0,0,0,0,1,1,0,2,0.48333333333333334
相关度,0,0,0,0,1,0,0,1,0.24166666666666667
并集,0,0,0,0,1,0,0,1,0.24166666666666667
交集,0,0,0,0,1,0,0,1,0.24166666666666667
groundtruth,0,0,0,6,1,7,0,14,2.6833333333333336
candidatebound,0,0,0,0,1,0,0,1,0.24166666666666667
交并,0,0,0,0,1,0,0,1,0.24166666666666667
union,0,0,0,0,1,0,0,1,0.24166666666666667
intersection,0,0,0,0,1,0,0,1,0.24166666666666667
汽车,0,0,1,0,0,8,0,9,2.0583333333333336
数据增强策略,0,0,0,0,0,3,0,3,0.725
缺陷位置检测,0,0,0,0,0,1,0,1,0.24166666666666667
x光图像,0,0,0,0,0,12,0,12,2.9
x光数据集,0,0,1,0,0,9,0,10,2.3
实例,0,0,0,0,0,1,0,1,0.24166666666666667
掩膜,1,0,2,0,0,10,2,15,4.15
小目标,2,0,8,0,1,7,4,22,5.9
数据扩充,0,0,0,0,0,1,0,1,0.24166666666666667
拟合,0,0,0,0,0,1,0,1,0.24166666666666667
模型,0,0,1,2,3,10,0,16,3.5166666666666666
检测任务,0,0,0,0,1,1,0,2,0.48333333333333334
分类,0,0,2,3,0,6,0,11,2.075
目标检测,2,0,9,10,3,3,0,27,5.825
图像分类任务,0,0,0,0,0,1,0,1,0.24166666666666667
对比度增强,0,0,0,0,0,1,0,1,0.24166666666666667
镜像,0,0,0,0,0,1,0,1,0.24166666666666667
平移,0,0,0,0,1,1,0,2,0.48333333333333334
重采样,0,0,0,0,0,2,0,2,0.48333333333333334
数据增强技术,0,0,0,0,0,1,0,1,0.24166666666666667
fsfm,0,0,0,0,23,0,0,23,5.558333333333334
特征尺度增强模块,1,0,1,0,6,0,2,10,3.0583333333333336
小目标检测算法,0,0,5,1,2,0,0,8,1.2333333333333334
特征尺度,3,0,5,5,10,4,2,29,8.116666666666667
fsem,0,0,0,0,11,0,0,11,2.658333333333333
无用信息,0,0,0,0,1,0,0,1,0.24166666666666667
有用信息,0,0,0,0,1,0,0,1,0.24166666666666667
通道注意力增强模块,0,0,0,0,2,0,0,2,0.48333333333333334
感受野,0,0,1,0,9,0,0,10,2.3
多尺度感受野模块,0,0,0,0,1,0,0,1,0.24166666666666667
训练样本,1,0,1,0,0,2,1,5,1.85
检测性能,2,0,5,0,2,2,1,12,3.833333333333333
数据量,0,0,0,0,0,1,0,1,0.24166666666666667
特征尺度优,0,0,0,0,1,1,0,2,0.48333333333333334
缺陷等级,0,0,0,0,0,1,0,1,0.24166666666666667
内容维度优化,0,0,0,0,0,2,0,2,0.48333333333333334
特征尺度优化,0,0,0,0,2,2,0,4,0.9666666666666667
长颈鹿,0,0,0,0,0,3,0,3,0.725
负样本,0,0,0,4,0,6,0,10,1.95
参数,0,0,1,5,5,2,0,13,2.4416666666666664
分类标签,0,0,0,0,0,2,0,2,0.48333333333333334
判断,0,0,0,0,0,1,0,1,0.24166666666666667
模型更新,0,0,0,0,0,1,0,1,0.24166666666666667
参数更新,0,0,0,0,0,1,0,1,0.24166666666666667
梯度,0,0,0,1,3,5,0,9,2.0583333333333336
模型训练,0,0,0,0,0,3,0,3,0.725
本质影响,0,0,0,0,0,1,0,1,0.24166666666666667
检测算法,0,0,11,5,1,1,2,20,2.966666666666667
正负样本数,0,0,0,0,0,1,0,1,0.24166666666666667
多媒体实验室,0,0,0,0,0,1,0,1,0.24166666666666667
待检测目标,0,0,0,0,0,1,0,1,0.24166666666666667
尺寸,0,0,4,6,8,1,0,19,3.425
特征提取网络,0,0,3,4,0,1,0,8,1.1166666666666667
vgg-16,0,0,0,5,17,1,0,23,4.975
or,0,0,0,1,0,1,0,2,0.3666666666666667
困难样本,1,0,2,6,0,3,1,13,2.966666666666667
简单样本,1,0,1,3,0,3,1,9,2.466666666666667
正负样本,1,0,2,6,0,3,1,13,2.966666666666667
nchor样本,0,0,0,0,0,1,0,1,0.24166666666666667
anchor类别,0,0,0,0,0,1,0,1,0.24166666666666667
focalloss,0,0,1,7,0,2,0,10,1.4833333333333334
ohem,0,0,0,0,0,1,0,1,0.24166666666666667
样本噪声,0,0,0,0,0,1,0,1,0.24166666666666667
标签,0,0,0,2,0,4,0,6,1.2166666666666668
正负样本集合,0,0,0,0,0,1,0,1,0.24166666666666667
外观,0,0,0,0,0,1,0,1,0.24166666666666667
笔记本电脑,0,0,0,0,0,1,0,1,0.24166666666666667
绿色汽车,0,0,0,0,0,1,0,1,0.24166666666666667
卡车,0,0,0,0,0,1,0,1,0.24166666666666667
背景噪声,0,0,0,0,0,1,0,1,0.24166666666666667
不规则,0,0,0,0,0,1,0,1,0.24166666666666667
ve,0,0,0,0,0,1,0,1,0.24166666666666667
negative,0,0,0,0,0,1,0,1,0.24166666666666667
卡阈值,0,0,0,0,0,1,0,1,0.24166666666666667
roundtrutli,0,0,0,0,0,1,0,1,0.24166666666666667
分布不平衡,0,0,0,0,0,1,0,1,0.24166666666666667
nchor噪声,0,0,0,0,0,1,0,1,0.24166666666666667
1a,0,0,0,0,0,1,0,1,0.24166666666666667
特征图,1,0,7,15,20,1,3,47,9.55
特征,1,0,7,7,12,0,2,29,6.133333333333333
卷积神经网络,0,0,4,1,0,0,2,7,1.1083333333333334
目标检测算法,0,0,9,3,2,1,2,17,2.708333333333333
小目标检测性能,0,0,2,1,1,2,1,7,1.3416666666666668
目标实例,1,0,1,0,0,0,0,2,1.125
小目标实例增强策,1,0,1,0,0,0,0,2,1.125
增强策略,1,0,1,0,0,8,1,11,3.3
旋转,1,0,2,0,1,3,0,7,2.216666666666667
增强算法,1,0,2,0,0,1,1,5,1.7333333333333334
小目标数据,1,0,2,0,0,0,1,4,1.4916666666666667
损失函数,1,0,3,5,1,3,1,14,3.208333333333333
hmloss,0,0,1,0,0,0,0,1,0.125
echanism,0,0,1,0,0,0,0,1,0.125
gradientharmonize,0,0,1,0,0,0,0,1,0.125
梯度协调机制,0,0,1,0,0,0,0,1,0.125
卷积网络,1,0,2,2,0,0,1,6,1.7416666666666667
语义信息,0,0,2,0,5,0,1,8,1.7
细节信息,0,0,1,0,0,0,1,2,0.3666666666666667
通道注意力,1,0,1,0,1,0,1,4,1.6083333333333334
多尺度感受野,1,0,1,0,2,0,1,5,1.85
超像素卷积,1,0,1,0,10,0,1,13,3.783333333333333
尺度特征层,1,0,1,0,0,0,1,3,1.3666666666666667
通道数,1,0,1,0,9,0,1,12,3.5416666666666665
特征尺度融合模块,1,0,1,0,6,0,2,10,3.0583333333333336
特征信息,0,0,3,0,0,0,1,4,0.6166666666666667
基础模型,0,0,1,0,0,0,0,1,0.125
精度,0,0,3,2,2,1,0,8,1.35
速度,0,0,2,5,1,1,0,9,1.3583333333333334
复现,0,0,1,0,0,0,0,1,0.125
目标检测模型,0,0,1,1,0,0,0,2,0.25
尺度维度,0,0,1,4,0,0,1,6,0.8666666666666667
深度学习,1,0,8,4,0,0,2,15,2.9833333333333334
小目标实例,0,0,0,0,0,4,0,4,0.9666666666666667
网球掩膜,0,0,0,0,0,1,0,1,0.24166666666666667
图像边界,0,0,0,0,0,1,0,1,0.24166666666666667
小目标掩膜,0,0,0,0,0,1,0,1,0.24166666666666667
图像失真,0,0,0,0,0,1,0,1,0.24166666666666667
续目标,0,0,0,0,0,1,0,1,0.24166666666666667
复制,0,0,0,0,0,1,0,1,0.24166666666666667
掩膜信息,0,0,0,0,0,3,0,3,0.725
标注信息,0,0,0,0,0,1,0,1,0.24166666666666667
概率,0,0,0,2,0,4,0,6,1.2166666666666668
anch,0,0,0,0,0,1,0,1,0.24166666666666667
anchor数量,0,0,0,0,0,1,0,1,0.24166666666666667
信息,0,0,0,1,3,1,0,5,1.0916666666666668
mask,0,0,0,0,0,1,0,1,0.24166666666666667
目标掩膜,0,0,0,0,0,1,0,1,0.24166666666666667
非目标背景内容,0,0,0,0,0,1,0,1,0.24166666666666667
检测,0,0,3,7,5,3,0,18,3.1833333333333336
候选区域,0,0,4,6,0,0,0,10,1.25
池化层,0,0,0,5,3,0,0,8,1.35
卷积层,0,0,3,7,4,0,0,14,2.216666666666667
全连接层,0,0,0,3,1,0,0,4,0.6166666666666667
维度,0,0,0,3,1,0,0,4,0.6166666666666667
激活层,0,0,0,3,0,0,0,3,0.375
同变性,0,0,0,3,0,0,0,3,0.375
不变形,0,0,0,3,0,0,0,3,0.375
边框回归损失,0,0,0,2,0,0,0,2,0.25
区域,0,0,0,2,0,0,0,2,0.25
roi池化层,0,0,0,2,0,0,0,2,0.25
roi池化,0,0,0,2,0,0,0,2,0.25
分类回归层,0,0,0,2,0,0,0,2,0.25
边界框,0,0,0,4,0,1,0,5,0.7416666666666667
背景,0,0,0,2,0,1,0,3,0.4916666666666667
坐标,0,0,0,2,0,12,0,14,3.15
mxn,0,0,0,2,0,0,0,2,0.25
网络,0,0,3,3,2,0,0,8,1.2333333333333334
fasterr-cnn网络,0,0,0,1,0,0,0,1,0.125
hl,0,0,0,1,0,0,0,1,0.125
sm,0,0,0,1,0,0,0,1,0.125
分类损失,0,0,0,1,0,2,0,3,0.6083333333333334
多任务损失,0,0,0,1,0,0,0,1,0.125
全连接,0,0,0,2,0,0,0,2,0.25
分类回归结果,0,0,0,1,0,0,0,1,0.125
回归结果,0,0,0,1,0,0,0,1,0.125
卷积,0,0,1,3,9,0,0,13,2.675
并行分支,0,0,2,1,1,0,0,4,0.6166666666666667
偏移量,0,0,0,1,0,0,0,1,0.125
分类置信度,0,0,0,1,0,3,0,4,0.85
多任务分类,0,0,0,1,0,0,0,1,0.125
特征向量,0,0,0,1,3,0,0,4,0.85
区域维度,0,0,0,1,0,0,0,1,0.125
特征映射,0,0,0,1,1,0,0,2,0.3666666666666667
矩形,0,0,0,1,0,0,0,1,0.125
子区域,0,0,0,1,0,0,0,1,0.125
数量,0,0,0,1,0,0,0,1,0.125
候选识别区域,0,0,0,1,0,0,0,1,0.125
spp-net,0,0,3,1,0,0,0,4,0.5
神经元,0,0,0,1,0,0,0,1,0.125
回归层,0,0,0,1,0,0,0,1,0.125
regionofinterest,0,0,0,1,0,0,0,1,0.125
roi,0,0,0,1,0,0,0,1,0.125
回归损失,0,0,0,1,0,0,0,1,0.125
smoothl1损失,0,0,0,1,0,0,0,1,0.125
交叉爛损失,0,0,0,2,0,0,0,2,0.25
损失,0,0,1,5,0,5,0,11,1.9583333333333333
坐标回归系数,0,0,0,1,0,0,0,1,0.125
物体,0,0,1,4,7,0,0,12,2.3166666666666664
xwx4,0,0,0,1,0,0,0,1,0.125
xwx2k,0,0,0,1,0,0,0,1,0.125
张量,0,0,0,1,1,0,0,2,0.3666666666666667
分支,0,0,0,3,1,0,0,4,0.6166666666666667
边界框回归,0,0,0,1,0,0,0,1,0.125
置信度预测,0,0,0,1,0,0,0,1,0.125
检测框,0,0,0,1,0,0,0,1,0.125
锚框,0,0,1,1,0,0,0,2,0.25
ofasterr-cnn,0,0,0,1,0,0,0,1,0.125
图像处理,0,0,1,1,0,0,0,2,0.25
vgg-16网络,0,0,0,1,0,0,0,1,0.125
长宽,0,0,0,1,0,0,0,1,0.125
计算量,0,0,1,2,9,0,0,12,2.55
池化核,0,0,0,1,0,0,0,1,0.125
池化,0,0,0,2,5,0,0,7,1.4583333333333333
表达能力,0,0,0,1,1,0,0,2,0.3666666666666667
非线性激活函数,0,0,0,1,0,0,0,1,0.125
卷积结果,0,0,0,1,0,0,0,1,0.125
激活操作,0,0,0,1,0,0,0,1,0.125
局部特征,0,0,0,1,0,0,0,1,0.125
局部,0,0,0,1,0,0,0,1,0.125
卷积核,0,0,0,3,8,0,0,11,2.3083333333333336
卷积操作,0,0,0,1,1,0,0,2,0.3666666666666667
定位,0,0,1,1,1,0,0,3,0.4916666666666667
尺度,0,0,3,5,0,0,0,8,1.0
定位问题,0,0,0,1,0,0,0,1,0.125
高层语义信息,1,0,0,1,1,0,0,3,1.3666666666666667
属性,0,0,0,1,0,0,0,1,0.125
图像特征,0,0,0,1,0,0,0,1,0.125
质量,2,0,0,1,0,1,0,4,2.3666666666666667
综合性能,0,0,0,1,0,0,0,1,0.125
分类回归,0,0,0,1,0,0,0,1,0.125
特征提取,0,0,0,3,0,0,0,3,0.375
端到端,0,0,1,1,0,2,0,4,0.7333333333333334
深度学习技术,0,0,0,1,0,1,0,2,0.3666666666666667
fastr-cnn,0,0,3,1,0,0,0,4,0.5
r-cnn,0,0,6,1,0,0,0,7,0.875
cnn算法,0,0,0,1,0,0,0,1,0.125
训练数据集,0,0,1,0,0,4,0,5,1.0916666666666668
loss优化,0,0,0,0,0,1,0,1,0.24166666666666667
anchor样本分布,0,0,0,0,0,1,0,1,0.24166666666666667
小目标内容信息,0,0,2,0,0,0,0,2,0.25
图像比,0,0,2,0,4,0,0,6,1.2166666666666668
像素,0,0,3,0,3,0,0,6,1.1
计算机视觉,0,0,3,1,0,1,0,5,0.7416666666666667
安全救援,0,0,1,0,0,0,0,1,0.125
交通,0,0,1,0,0,0,1,2,0.3666666666666667
通信,0,0,1,0,0,0,1,2,0.3666666666666667
图像信息,0,0,1,0,0,0,0,1,0.125
无人机摄像头,0,0,1,0,0,0,1,2,0.3666666666666667
图像捕获设备,0,0,1,0,0,0,1,2,0.3666666666666667
通信基站摄像机,0,0,1,0,0,0,1,2,0.3666666666666667
医疗影像,0,0,2,0,0,0,1,3,0.4916666666666667
工业,0,0,1,0,0,0,1,2,0.3666666666666667
x光探测,0,0,1,0,0,0,1,2,0.3666666666666667
通图像,0,0,1,0,0,0,1,2,0.3666666666666667
高级计算机视觉任务,0,0,1,0,0,0,1,2,0.3666666666666667
目标识别,0,0,1,0,0,0,1,2,0.3666666666666667
图像语义理解,0,0,1,0,0,0,1,2,0.3666666666666667
性能极差,0,0,1,0,0,0,0,1,0.125
网络模型,0,0,1,0,2,0,1,4,0.85
回空间,0,0,1,0,0,0,0,1,0.125
检测效果,0,0,1,1,0,0,0,2,0.25
采样倍数,0,0,1,0,0,0,0,1,0.125
采样倍率,0,0,1,0,0,0,0,1,0.125
网络速度,0,0,1,0,0,0,0,1,0.125
卷积特征,0,0,1,0,0,0,0,1,0.125
多层,0,0,1,0,0,0,0,1,0.125
灰度信息,0,0,1,0,0,0,0,1,0.125
边缘信息,0,0,1,0,0,0,0,1,0.125
小目标特征信息,0,0,1,0,0,0,0,1,0.125
mscocor,0,0,1,0,0,0,0,1,0.125
son,0,0,1,0,0,0,0,1,0.125
city,0,0,1,0,0,0,0,1,0.125
空间,0,0,1,1,1,0,0,3,0.4916666666666667
病灶检测,0,0,1,0,0,0,0,1,0.125
医学影像,0,0,1,0,0,0,0,1,0.125
障碍物检测,0,0,1,0,0,0,0,1,0.125
车载摄像机,0,0,1,0,0,0,0,1,0.125
道路,0,0,1,0,0,0,0,1,0.125
卫星图像,0,0,1,0,0,0,0,1,0.125
飞机航拍,0,0,1,0,0,0,0,1,0.125
人脸,0,0,1,0,0,0,0,1,0.125
自动定位,0,0,1,0,0,0,0,1,0.125
数码相机,0,0,1,0,0,0,0,1,0.125
机器人导航,0,0,1,0,0,0,0,1,0.125
智能视频监控,0,0,1,0,0,0,0,1,0.125
目标检测技术,0,0,2,0,0,0,0,2,0.25
智能监控系统,0,0,1,0,0,0,0,1,0.125
计算机视觉学科,0,0,1,0,0,0,0,1,0.125
人力,0,0,1,0,0,0,0,1,0.125
计算机视觉技术,0,0,1,0,0,0,0,1,0.125
图像分割,0,0,1,0,0,0,0,1,0.125
图像分类,0,0,2,0,0,0,0,2,0.25
视觉识别,0,0,1,0,0,0,0,1,0.125
神经网络,0,0,1,1,1,0,0,3,0.4916666666666667
数据增强算法,0,0,0,0,0,1,0,1,0.24166666666666667
ss,0,0,0,0,0,2,0,2,0.48333333333333334
空间不平衡,0,0,0,1,0,1,0,2,0.3666666666666667
初始化,0,0,0,0,0,4,0,4,0.9666666666666667
梯度模长,0,0,0,0,0,4,0,4,0.9666666666666667
样本数量,0,0,0,0,0,3,0,3,0.725
梯度优化,0,0,0,0,0,3,0,3,0.725
取值,0,0,0,0,0,2,0,2,0.48333333333333334
密度,0,0,0,0,0,2,0,2,0.48333333333333334
梯度密度,0,0,0,0,0,2,0,2,0.48333333333333334
模型参数,0,0,0,0,0,2,0,2,0.48333333333333334
离群样本,0,0,0,0,0,2,0,2,0.48333333333333334
样本梯度,0,0,0,0,0,2,0,2,0.48333333333333334
ces,0,0,0,0,0,3,0,3,0.725
in,0,0,0,0,0,3,0,3,0.725
降序排列,0,0,0,0,0,2,0,2,0.48333333333333334
args,0,0,0,0,0,1,0,1,0.24166666666666667
indices,0,0,0,0,0,1,0,1,0.24166666666666667
forgtegt,0,0,0,0,0,2,0,2,0.48333333333333334
最优初始化,0,0,0,0,0,1,0,1,0.24166666666666667
回归,0,0,1,2,0,5,0,8,1.5833333333333333
本集,0,0,0,0,0,2,0,2,0.48333333333333334
调节因子,0,0,0,0,0,2,0,2,0.48333333333333334
回归精度,0,0,0,0,0,3,0,3,0.725
tzanchor,0,0,0,0,0,1,0,1,0.24166666666666667
clsjcz,0,0,0,0,0,1,0,1,0.24166666666666667
anchor集,0,0,0,0,0,1,0,1,0.24166666666666667
oc,0,0,0,0,0,1,0,1,0.24166666666666667
综合优化算法,0,0,0,0,0,1,0,1,0.24166666666666667
算法,0,0,1,1,0,1,0,3,0.4916666666666667
洁度,0,0,0,0,0,1,0,1,0.24166666666666667
bias,0,0,0,0,0,1,0,1,0.24166666666666667
mc,0,0,0,0,0,1,0,1,0.24166666666666667
np,0,0,0,0,0,1,0,1,0.24166666666666667
导数,0,0,0,0,0,1,0,1,0.24166666666666667
正负损失,0,0,0,0,0,1,0,1,0.24166666666666667
防损失,0,0,0,0,0,1,0,1,0.24166666666666667
预测概率值,0,0,0,0,0,1,0,1,0.24166666666666667
样本量,0,0,0,0,0,1,0,1,0.24166666666666667
ghm,0,0,0,0,0,1,0,1,0.24166666666666667
gradientdensityharmonizingparameter,0,0,0,0,0,1,0,1,0.24166666666666667
梯度密度协调参数,0,0,0,0,0,1,0,1,0.24166666666666667
梯度密度函数,0,0,0,0,0,1,0,1,0.24166666666666667
se,0,0,0,0,1,1,0,2,0.48333333333333334
other,0,0,0,0,0,1,0,1,0.24166666666666667
样本总量,0,0,0,0,0,1,0,1,0.24166666666666667
batch,0,0,0,0,0,1,0,1,0.24166666666666667
长度,0,0,0,0,1,1,0,2,0.48333333333333334
unitregion,0,0,0,0,0,1,0,1,0.24166666666666667
单位区域,0,0,0,0,0,1,0,1,0.24166666666666667
体积,0,0,0,0,0,1,0,1,0.24166666666666667
gradientdensity,0,0,0,0,0,1,0,1,0.24166666666666667
ghm损失函数,0,0,0,0,0,1,0,1,0.24166666666666667
重构损失函数,0,0,0,0,0,1,0,1,0.24166666666666667
权重,0,0,0,9,7,1,0,17,3.0583333333333336
贡献量,0,0,0,0,0,1,0,1,0.24166666666666667
加权,0,0,0,0,0,1,0,1,0.24166666666666667
梯度均衡,0,0,0,0,0,1,0,1,0.24166666666666667
标准,0,0,0,0,0,1,0,1,0.24166666666666667
模长,0,0,0,0,0,1,0,1,0.24166666666666667
outlier,0,0,0,0,0,1,0,1,0.24166666666666667
样本比,0,0,0,0,0,1,0,1,0.24166666666666667
检测模型,0,0,0,2,1,1,0,4,0.7333333333333334
分类概率,0,0,0,0,0,2,0,2,0.48333333333333334
cross-entropy,0,0,0,0,0,1,0,1,0.24166666666666667
梯度信息,0,0,0,0,0,1,0,1,0.24166666666666667
梯度幅值,0,0,0,0,0,1,0,1,0.24166666666666667
样本分布,0,0,0,0,0,1,0,1,0.24166666666666667
样本过度,0,0,0,0,0,1,0,1,0.24166666666666667
超参数,0,0,0,0,0,2,0,2,0.48333333333333334
单样本,0,0,0,0,0,1,0,1,0.24166666666666667
3ghmloss,0,0,0,0,0,1,0,1,0.24166666666666667
骨干网络,0,0,0,0,9,0,0,9,2.175
resnet-101,0,0,0,0,5,0,0,5,1.2083333333333333
vgg,0,0,0,0,6,0,0,6,1.45
单步检测算法,0,0,0,0,3,0,0,3,0.725
101,0,0,0,0,2,0,0,2,0.48333333333333334
resnet,0,0,0,0,2,0,0,2,0.48333333333333334
时间消耗,0,0,0,0,2,0,0,2,0.48333333333333334
时间,0,0,0,0,2,0,0,2,0.48333333333333334
验证图像,0,0,0,0,2,0,0,2,0.48333333333333334
训练图像,0,0,0,0,2,0,0,2,0.48333333333333334
refinedet,0,0,0,0,1,0,0,1,0.24166666666666667
两步检测算法,0,0,2,0,1,0,0,3,0.4916666666666667
检测速度,0,0,5,0,4,0,0,9,1.5916666666666668
时间花销,0,0,0,0,1,0,0,1,0.24166666666666667
实时目标检测,0,0,0,0,1,0,0,1,0.24166666666666667
时长,0,0,0,0,1,0,0,1,0.24166666666666667
特征处理能力,0,0,0,0,1,0,0,1,0.24166666666666667
残差,0,0,0,2,1,0,0,3,0.4916666666666667
fasterr-cnn算法,0,0,0,0,2,0,0,2,0.48333333333333334
步长,0,0,0,0,4,0,0,4,0.9666666666666667
处理时间,0,0,0,0,1,0,0,1,0.24166666666666667
sfm,0,0,0,0,1,0,0,1,0.24166666666666667
嵌入,0,0,0,0,1,0,0,1,0.24166666666666667
300,0,0,0,0,1,0,0,1,0.24166666666666667
ssd,0,0,0,0,1,0,0,1,0.24166666666666667
de,0,0,0,0,1,0,0,1,0.24166666666666667
fi,0,0,0,0,1,0,0,1,0.24166666666666667
dssd-300,0,0,0,0,1,0,0,1,0.24166666666666667
densenet,0,0,0,0,1,0,0,1,0.24166666666666667
dn,0,0,0,0,1,0,0,1,0.24166666666666667
r-fcn,0,0,1,0,1,0,0,2,0.3666666666666667
backbone,0,0,0,0,2,0,0,2,0.48333333333333334
最优网络,0,0,0,0,2,0,0,2,0.48333333333333334
参数初始化,0,0,0,0,1,0,0,1,0.24166666666666667
最优权重,0,0,0,0,1,0,0,1,0.24166666666666667
sem,0,0,0,0,1,0,0,1,0.24166666666666667
初始学习率,0,0,0,0,2,0,0,2,0.48333333333333334
era,0,0,0,0,2,0,0,2,0.48333333333333334
实验平台,0,0,0,0,1,0,0,1,0.24166666666666667
inval35,0,0,0,0,1,0,0,1,0.24166666666666667
测量标准,0,0,0,0,1,0,0,1,0.24166666666666667
