,摘要,关键词,第一章,第二章,第三章,第四章,第五章,总词频,加权得分
数据,1,0,2,4,8,4,0,19,4.65
ibmserver,0,0,3,0,47,0,1,51,11.975
数据链路链接,0,0,0,0,10,0,0,10,2.4166666666666665
接收数据,0,0,0,0,5,0,0,5,1.2083333333333333
中心频率,0,0,0,0,4,0,0,4,0.9666666666666667
发送数据,0,0,0,0,4,0,0,4,0.9666666666666667
元数据,0,0,0,0,5,0,0,5,1.2083333333333333
接收,0,0,0,0,5,0,0,5,1.2083333333333333
接口函数,0,0,0,0,2,0,0,2,0.48333333333333334
api,0,0,0,0,2,0,0,2,0.48333333333333334
发送,0,0,0,0,1,0,0,1,0.24166666666666667
初始化,0,0,0,0,18,0,0,18,4.35
样速率,0,0,0,0,2,0,0,2,0.48333333333333334
pc机,0,0,0,0,3,0,0,3,0.725
-rate,0,0,0,0,1,0,0,1,0.24166666666666667
bw子板带宽,0,0,0,0,1,0,0,1,0.24166666666666667
mimo,0,0,0,0,1,0,0,1,0.24166666666666667
外部,0,0,0,0,1,0,0,1,0.24166666666666667
内部,0,0,0,0,1,0,0,1,0.24166666666666667
时钟,0,0,0,0,1,0,0,1,0.24166666666666667
收发增益,0,0,0,0,1,0,0,1,0.24166666666666667
子板,0,0,0,0,2,0,0,2,0.48333333333333334
地址参数,0,0,0,0,1,0,0,1,0.24166666666666667
args,0,0,0,0,1,0,0,1,0.24166666666666667
ant天线,0,0,0,0,1,0,0,1,0.24166666666666667
freq,0,0,0,0,1,0,0,1,0.24166666666666667
配置参数,0,0,0,0,2,0,0,2,0.48333333333333334
增益,0,0,0,0,1,0,0,1,0.24166666666666667
样率,0,0,0,0,1,0,0,1,0.24166666666666667
固件,0,0,0,0,2,0,0,2,0.48333333333333334
api/口函数,0,0,0,0,1,0,0,1,0.24166666666666667
rp,0,0,0,0,1,0,0,1,0.24166666666666667
sptr,0,0,0,0,1,0,0,1,0.24166666666666667
错误类型,0,0,0,0,2,0,0,2,0.48333333333333334
待接收处理,0,0,0,0,1,0,0,1,0.24166666666666667
待发送处理,0,0,0,0,1,0,0,1,0.24166666666666667
缓存空间,0,0,0,0,1,0,0,1,0.24166666666666667
构造函数,0,0,0,0,1,0,0,1,0.24166666666666667
recv,0,0,0,0,1,0,0,1,0.24166666666666667
send,0,0,0,0,1,0,0,1,0.24166666666666667
tx,0,0,0,0,3,0,0,3,0.725
探测,0,0,0,0,1,1,0,2,0.48333333333333334
本地缓存buffer,0,0,0,0,2,0,0,2,0.48333333333333334
usrp程序,0,0,0,0,1,0,0,1,0.24166666666666667
/c++,0,0,0,0,1,0,0,1,0.24166666666666667
数据处理传输,0,0,0,0,1,0,0,1,0.24166666666666667
执行效率,0,0,0,0,1,0,0,1,0.24166666666666667
数据通信,0,0,1,0,4,2,0,7,1.575
同步,0,0,0,1,4,0,0,5,1.0916666666666668
memoryinterface,0,0,0,0,1,0,0,1,0.24166666666666667
usb2.0,0,0,0,0,1,0,0,1,0.24166666666666667
gigabitethernet,0,0,0,0,1,0,0,1,0.24166666666666667
or,0,0,0,0,1,0,0,1,0.24166666666666667
libsub,0,0,0,0,1,0,0,1,0.24166666666666667
udpsocket,0,0,0,0,1,0,0,1,0.24166666666666667
uhdapi,0,0,0,0,1,0,0,1,0.24166666666666667
操作系统,0,0,2,20,1,0,0,23,2.9916666666666667
读写配置,0,0,0,0,1,0,0,1,0.24166666666666667
驱动接口程序,0,0,1,0,1,0,0,2,0.3666666666666667
hardwaredriver,0,0,0,0,1,0,0,1,0.24166666666666667
存储单元,0,0,0,4,0,0,0,4,0.5
文件系统,0,0,0,3,0,0,0,3,0.375
时间,0,0,0,3,5,2,0,10,2.0666666666666664
共享,0,0,0,2,0,0,0,2,0.25
带宽,0,0,1,2,3,0,0,6,1.1
迁移效率,0,0,0,2,4,0,0,6,1.2166666666666668
迁移操作,0,0,1,3,3,3,0,10,1.95
networkattachedstorage,0,0,0,1,0,0,0,1,0.125
nas,0,0,0,1,0,0,0,1,0.125
空间,0,0,0,1,0,0,1,2,0.3666666666666667
存储设备,0,0,0,1,0,0,0,1,0.125
物理主机,0,0,0,1,0,0,0,1,0.125
网络带宽,0,0,0,1,0,0,0,1,0.125
数据信息,0,0,0,1,0,5,0,6,1.3333333333333333
存储,0,0,0,1,0,0,0,1,0.125
资源池,0,0,8,1,1,0,0,10,1.3666666666666667
计算处理单元,0,0,14,3,2,0,0,19,2.6083333333333334
负载,0,0,9,0,0,1,1,11,1.6083333333333334
计算处理资源池,0,0,4,0,1,0,0,5,0.7416666666666667
调度层,0,0,3,0,0,0,0,3,0.375
物理硬件资源,0,0,3,1,0,0,0,4,0.5
网络,0,0,4,5,0,0,0,9,1.125
动态迁移,4,0,25,4,35,12,4,84,19.95
分配调度,0,0,2,0,0,1,0,3,0.4916666666666667
虚拟机系统,0,0,5,14,8,0,4,31,5.275
性能,2,0,4,5,6,3,2,22,5.783333333333333
业务,0,0,3,1,2,4,0,10,1.95
计算处理能力,0,0,2,0,0,0,0,2,0.25
容量,0,0,2,0,0,0,0,2,0.25
用户,0,0,2,0,0,0,0,2,0.25
算处理资源池,0,0,1,0,0,0,0,1,0.125
容灾备份,0,0,1,0,0,0,0,1,0.125
可靠性,0,0,2,0,0,0,0,2,0.25
计算处理能,0,0,1,0,0,0,0,1,0.125
动态调度,0,0,4,0,0,0,1,5,0.7416666666666667
分配,0,0,3,0,0,0,0,3,0.375
调度分布式,0,0,1,0,0,0,0,1,0.125
应用程序,0,0,2,1,0,0,0,3,0.375
系统资源,0,0,1,0,0,0,0,1,0.125
虚拟化调度层,0,0,1,0,0,0,0,1,0.125
虚拟化,0,0,2,25,0,1,1,29,3.8583333333333334
兼容,0,0,1,0,0,0,0,1,0.125
物理硬件,0,0,1,2,0,0,0,3,0.375
硬件资源,0,0,1,0,0,0,0,1,0.125
资源利用率,1,0,2,0,0,0,1,4,1.4916666666666667
系统平台,0,0,2,2,0,0,0,4,0.5
利用效率,0,0,1,0,0,0,0,1,0.125
资源浪,0,0,1,0,0,0,0,1,0.125
动态变化,0,0,1,0,0,0,0,1,0.125
业务处理能力,0,0,1,0,0,0,0,1,0.125
计算资源,1,0,2,0,0,0,3,6,1.975
局部计算,0,0,1,0,0,0,0,1,0.125
覆盖,0,0,1,0,0,0,0,1,0.125
资源浪费,0,0,1,0,0,0,0,1,0.125
网络负载,0,0,1,0,0,0,0,1,0.125
业务质量,0,0,1,0,0,0,0,1,0.125
数据处理业务,0,0,2,0,2,0,1,5,0.975
办公区,0,0,1,0,0,0,0,1,0.125
时间规律,0,0,1,0,0,0,0,1,0.125
无线移动网络,1,0,2,0,0,0,0,3,1.25
运行维护,0,0,1,0,0,0,0,1,0.125
能源消耗,1,0,1,0,0,0,0,2,1.125
无线接入网络,0,0,1,0,0,0,0,1,0.125
空中接口带宽,0,0,1,0,0,0,0,1,0.125
无线宽带业务,0,0,1,0,0,0,0,1,0.125
移动通信技术,0,0,1,0,0,0,0,1,0.125
进程处理流程,0,0,0,0,1,0,0,1,0.24166666666666667
usri,0,0,0,0,1,0,0,1,0.24166666666666667
处理程序,0,0,1,0,8,0,0,9,2.0583333333333336
进程模块,0,0,0,0,8,0,0,8,1.9333333333333333
终端,0,0,1,0,23,29,0,53,12.691666666666666
中继,0,0,0,0,0,13,0,13,3.1416666666666666
中继处理业务,2,0,0,0,0,22,4,28,8.283333333333333
中继点,0,0,0,0,0,2,0,2,0.48333333333333334
接收端,0,0,0,0,6,2,0,8,1.9333333333333333
转发,0,0,0,0,0,4,0,4,0.9666666666666667
中继处理,0,0,0,0,0,15,0,15,3.625
负载均衡,0,0,4,0,0,1,0,5,0.7416666666666667
通信中继处理业务,0,0,0,0,0,1,0,1,0.24166666666666667
处理能力,0,0,0,0,0,2,0,2,0.48333333333333334
中继业务,0,0,4,0,0,2,0,6,0.9833333333333334
动态迁移技,2,0,0,0,2,1,0,5,2.725
算处理资源,0,0,0,0,0,1,0,1,0.24166666666666667
资源处理效率,0,0,0,0,0,1,0,1,0.24166666666666667
通信链路,0,0,0,0,0,2,0,2,0.48333333333333334
直达路径,0,0,0,0,0,1,0,1,0.24166666666666667
通信,1,0,1,0,7,1,0,10,3.0583333333333336
中继应用,0,0,0,0,0,1,0,1,0.24166666666666667
数据处理,0,0,0,0,0,1,0,1,0.24166666666666667
终端2,0,0,0,0,0,1,0,1,0.24166666666666667
发送端,0,0,0,0,2,1,0,3,0.725
业务点,0,0,0,0,0,1,0,1,0.24166666666666667
直连路径,0,0,0,0,0,3,0,3,0.725
接收终端,0,0,0,0,0,1,0,1,0.24166666666666667
发送终端,0,0,0,0,0,1,0,1,0.24166666666666667
障碍物,0,0,0,0,0,2,0,2,0.48333333333333334
高山,0,0,0,0,0,1,0,1,0.24166666666666667
衰减,0,0,0,0,0,1,0,1,0.24166666666666667
通信距离,0,0,0,0,0,1,0,1,0.24166666666666667
无线通信应用,0,0,0,0,0,1,0,1,0.24166666666666667
通信场,0,0,0,0,0,1,0,1,0.24166666666666667
客户机,0,0,8,11,0,0,0,19,2.375
工作负载,0,0,5,0,0,0,0,5,0.625
服务,0,0,4,1,0,0,0,5,0.625
静态迁移,0,0,3,0,0,0,0,3,0.375
中断,0,0,2,0,1,0,0,3,0.4916666666666667
物理机器,0,0,2,0,0,0,0,2,0.25
动态迁移技术,3,0,26,2,3,5,4,43,9.4
服务暂停时间,0,0,1,0,0,0,0,1,0.125
主机,0,0,1,4,1,0,0,6,0.8666666666666667
服务内容,0,0,1,0,0,0,0,1,0.125
网络连接,0,0,1,0,0,0,0,1,0.125
终端客户,0,0,2,0,0,0,0,2,0.25
物理机,0,0,1,0,0,0,0,1,0.125
系统管理,0,0,3,0,0,0,0,3,0.375
宕机间隔,0,0,1,0,0,0,0,1,0.125
迁移过程,0,0,1,0,1,1,1,4,0.85
客户机服务,0,0,1,0,0,0,0,1,0.125
内存镜像,0,0,1,0,0,0,0,1,0.125
内存,0,0,1,5,0,0,0,6,0.75
硬盘存储,0,0,1,0,0,0,0,1,0.125
宿主机,0,0,6,3,0,0,0,9,1.125
实时信号处理程序,0,0,10,0,39,1,0,50,10.916666666666666
软件处理服务,0,0,1,0,0,0,0,1,0.125
迁移技术,1,0,4,2,3,0,2,12,2.958333333333333
硬件平台,0,0,1,7,0,0,0,8,1.0
整体迁移,0,0,1,0,0,0,0,1,0.125
实时性,1,0,11,3,10,1,1,27,5.65
usrp数据流,0,0,3,0,5,0,0,8,1.5833333333333333
实时,1,0,7,0,6,0,0,14,3.325
实验室,0,0,2,0,0,2,0,4,0.7333333333333334
虚拟机,0,0,3,26,0,0,0,29,3.625
计算单元,0,0,1,0,0,0,0,1,0.125
中继计算资源,0,0,1,0,0,0,0,1,0.125
中继业务点,0,0,1,0,0,0,0,1,0.125
中继计算处理单元,0,0,1,0,0,0,0,1,0.125
载均衡,0,0,1,0,0,0,0,1,0.125
资源整合,0,0,1,0,0,0,0,1,0.125
通信领域,0,0,1,0,0,0,0,1,0.125
热切换技术,0,0,1,0,2,0,0,3,0.6083333333333334
资源利用效率,0,0,1,0,0,0,0,1,0.125
中继计算单元,0,0,1,0,0,0,0,1,0.125
通信中继业务,0,0,1,0,0,0,0,1,0.125
ping数据业务,0,0,1,0,4,0,0,5,1.0916666666666668
动态迁移核心系统,0,0,1,0,0,0,0,1,0.125
数据业务,0,0,1,0,15,0,2,18,4.233333333333333
丢失,0,0,1,0,1,0,0,2,0.3666666666666667
热迁移,0,0,1,0,0,0,0,1,0.125
数据流,1,0,1,0,8,0,1,11,3.3
服务器设备,0,0,1,0,0,0,0,1,0.125
射频端,0,0,1,0,3,0,0,4,0.85
设备,0,0,1,0,2,0,1,4,0.85
通用软件无线电平台,0,0,1,0,0,0,0,1,0.125
peripheral,0,0,1,0,1,0,0,2,0.3666666666666667
softwareradio,0,0,1,0,1,0,0,2,0.3666666666666667
软件无线电,0,0,1,0,0,0,0,1,0.125
softwaredefinedradio,0,0,1,0,0,0,0,1,0.125
sdr,0,0,1,0,1,0,0,2,0.3666666666666667
射频端处理设备,0,0,1,0,0,0,0,1,0.125
采样,0,0,1,0,1,0,0,2,0.3666666666666667
天线端,0,0,1,0,0,0,0,1,0.125
热迁移技术,0,0,1,0,0,0,0,1,0.125
实时性业务,0,0,1,0,0,0,0,1,0.125
通信领,0,0,4,1,2,0,1,8,1.35
usrp设备数据流,0,0,0,0,1,0,0,1,0.24166666666666667
时间消耗,0,0,0,0,1,0,0,1,0.24166666666666667
动态迁移过程,0,0,0,0,3,3,0,6,1.45
数据链路,0,0,0,0,19,0,0,19,4.591666666666667
热切换,0,0,0,0,7,0,0,7,1.6916666666666667
usrp数据流热切换,0,0,0,0,2,0,0,2,0.48333333333333334
母板,0,0,0,0,6,0,0,6,1.45
射频子板,0,0,0,0,3,0,0,3,0.725
usrpn210母板,0,0,0,0,5,0,0,5,1.2083333333333333
处理,0,0,0,0,2,0,0,2,0.48333333333333334
usrp母板,0,0,0,0,3,0,0,3,0.725
通用处理器,0,0,0,0,1,0,0,1,0.24166666666666667
i/o数据,0,0,0,0,2,0,0,2,0.48333333333333334
数字上变频,0,0,0,0,1,0,0,1,0.24166666666666667
duc,0,0,0,0,2,0,0,2,0.48333333333333334
数字下变频,0,0,0,0,1,0,0,1,0.24166666666666667
ddc,0,0,0,0,1,0,0,1,0.24166666666666667
adc/dac,0,0,0,0,1,0,0,1,0.24166666666666667
模拟射频信号,0,0,0,0,1,0,0,1,0.24166666666666667
无线电技术,0,0,0,0,1,0,0,1,0.24166666666666667
无线电平台,0,0,0,0,1,0,0,1,0.24166666666666667
通用软件,0,0,0,0,1,0,0,1,0.24166666666666667
端口,0,0,0,0,6,0,0,6,1.45
子网字段,0,0,0,0,3,0,0,3,0.725
ibmserver2,0,0,0,0,20,1,0,21,5.075
数据连接,0,0,0,0,2,1,0,3,0.725
实体请求,0,0,0,0,2,0,0,2,0.48333333333333334
ip冲突,0,0,0,0,3,0,0,3,0.725
千兆交换机,0,0,0,0,6,0,0,6,1.45
ip逻辑顺序,0,0,0,0,1,0,0,1,0.24166666666666667
eth3端口ip,0,0,0,0,2,0,0,2,0.48333333333333334
ibmserverl,0,0,0,0,19,1,0,20,4.833333333333333
ibmserver1,0,0,0,0,5,0,0,5,1.2083333333333333
数据链路连接,0,0,0,0,2,0,0,2,0.48333333333333334
实体连接,0,0,0,0,1,0,0,1,0.24166666666666667
端口ip配置,0,0,0,0,1,0,0,1,0.24166666666666667
ibmserver4,0,0,0,0,0,5,0,5,1.2083333333333333
ibmserver3,0,0,0,0,16,4,0,20,4.833333333333333
接收点,0,0,0,0,0,3,0,3,0.725
中继转发点,0,0,0,0,0,3,0,3,0.725
视频数据,0,0,0,0,0,2,0,2,0.48333333333333334
发射点,0,0,0,0,0,2,0,2,0.48333333333333334
视频播放业务,0,0,0,0,0,2,0,2,0.48333333333333334
视频数据解析转发,0,0,0,0,0,1,0,1,0.24166666666666667
迁移指令,0,0,0,0,1,2,0,3,0.725
视频数据信息,0,0,0,0,0,1,0,1,0.24166666666666667
视频数据业务,0,0,0,0,0,1,0,1,0.24166666666666667
通信数据业务,1,0,0,0,2,1,3,7,2.45
d2d实时信号,0,0,0,0,2,1,0,3,0.725
serverl,0,0,0,0,4,1,0,5,1.2083333333333333
地址,0,0,0,0,2,1,0,3,0.725
通信数据链接,0,0,0,0,1,1,0,2,0.48333333333333334
收发,0,0,0,0,0,1,0,1,0.24166666666666667
播放器,0,0,0,0,0,1,0,1,0.24166666666666667
空口数据,0,0,0,0,0,1,0,1,0.24166666666666667
接收天线,0,0,0,0,2,1,0,3,0.725
ver,0,0,0,0,1,1,0,2,0.48333333333333334
空口,0,0,0,0,0,1,0,1,0.24166666666666667
迁移性能,0,0,0,1,0,2,0,3,0.6083333333333334
动态迁移场景,0,0,0,0,0,1,0,1,0.24166666666666667
待接收,0,0,0,0,1,0,0,1,0.24166666666666667
待发送,0,0,0,0,1,0,0,1,0.24166666666666667
缓存buffer,0,0,0,0,1,0,0,1,0.24166666666666667
实体模块,0,0,0,0,1,0,0,1,0.24166666666666667
ibmserver!,0,0,0,0,3,0,0,3,0.725
虚拟网卡,0,0,0,1,30,0,0,31,7.375
数据业务接收端,0,0,0,0,3,0,0,3,0.725
迁移系统,0,0,0,0,4,8,0,12,2.9
域网,0,0,0,0,1,0,0,1,0.24166666666666667
ibm,0,0,0,0,1,0,0,1,0.24166666666666667
ibmserver设备,0,0,0,0,1,0,0,1,0.24166666666666667
计算资源单元,0,0,0,0,1,0,0,1,0.24166666666666667
迁回,0,0,0,0,8,0,0,8,1.9333333333333333
发起端,0,0,0,0,20,3,0,23,5.558333333333334
control变量信息,0,0,0,0,5,0,0,5,1.2083333333333333
ip地址,0,0,0,3,25,14,0,42,9.8
实体进程,0,0,0,0,4,0,0,4,0.9666666666666667
control变量,0,0,0,0,4,0,0,4,0.9666666666666667
起端,0,0,0,0,3,1,0,4,0.9666666666666667
信息,0,0,0,2,4,3,0,9,1.9416666666666667
成场信息,0,0,0,0,1,0,0,1,0.24166666666666667
kill_d2d指令,0,0,0,0,1,0,0,1,0.24166666666666667
数据业务通信,0,0,0,0,7,0,0,7,1.6916666666666667
打印,0,0,0,0,2,0,0,2,0.48333333333333334
豆回,0,0,0,0,1,0,0,1,0.24166666666666667
devices,0,0,0,0,1,0,0,1,0.24166666666666667
find,0,0,0,0,1,0,0,1,0.24166666666666667
usrp进程指令,0,0,0,0,2,0,0,2,0.48333333333333334
败报告,0,0,0,0,1,0,0,1,0.24166666666666667
multiusrp,0,0,0,0,1,0,0,1,0.24166666666666667
api接口,0,0,0,0,1,0,0,1,0.24166666666666667
启动,0,0,0,0,10,1,0,11,2.658333333333333
cmdprocess函数,0,0,0,0,7,0,0,7,1.6916666666666667
ifconfig指,0,0,0,0,1,0,0,1,0.24166666666666667
ip变量,0,0,0,0,2,0,0,2,0.48333333333333334
返回信息,0,0,0,0,1,0,0,1,0.24166666666666667
control,0,0,0,0,1,0,0,1,0.24166666666666667
tun,0,0,0,0,3,0,0,3,0.725
的端,0,0,0,0,6,2,0,8,1.9333333333333333
迁回功能模块,0,0,0,0,1,0,0,1,0.24166666666666667
服务器,0,0,3,1,1,0,0,5,0.7416666666666667
互联网数据中心,0,0,2,0,0,0,0,2,0.25
电信,0,0,2,0,0,0,0,2,0.25
业务处理单元,0,0,2,0,0,0,0,2,0.25
电能,0,0,2,0,0,0,0,2,0.25
数据中心,0,0,2,0,0,0,0,2,0.25
质量,0,0,1,0,0,0,0,1,0.125
网通互联网数据中心,0,0,1,0,0,0,0,1,0.125
延迟,0,0,1,0,0,0,0,1,0.125
网通,0,0,1,0,0,0,0,1,0.125
互联带宽,0,0,1,0,0,0,0,1,0.125
距离,0,0,1,0,0,0,0,1,0.125
网通用户,0,0,1,0,0,0,0,1,0.125
应用服务,0,0,1,0,0,0,0,1,0.125
远程迁移,0,0,1,0,0,0,0,1,0.125
电源,0,0,1,0,0,0,0,1,0.125
节约,0,0,1,0,0,0,0,1,0.125
暂停,0,0,1,0,1,0,0,2,0.3666666666666667
硬件系统,0,0,1,0,0,0,0,1,0.125
硬件设备,0,0,1,1,0,0,0,2,0.25
系统管理员,0,0,1,0,0,0,0,1,0.125
硬件依赖,0,0,1,0,0,0,0,1,0.125
服务质量,0,0,1,0,0,0,0,1,0.125
稳定性能,0,0,1,0,0,0,0,1,0.125
超负荷,0,0,1,0,0,0,0,1,0.125
物理资源,0,0,2,1,0,0,0,3,0.375
宿主机服务器,0,0,1,0,0,0,0,1,0.125
物理服务器,0,0,1,0,0,0,0,1,0.125
迁移发,0,0,0,0,2,1,0,3,0.725
执苻模块,0,0,0,0,1,0,0,1,0.24166666666666667
执行模块,0,0,0,0,1,0,0,1,0.24166666666666667
ser/erl,0,0,0,0,1,0,0,1,0.24166666666666667
变量,0,0,0,0,5,4,0,9,2.175
flag,0,0,0,0,3,0,0,3,0.725
控制信息变量,0,0,0,0,2,0,0,2,0.48333333333333334
d2d信号,0,0,0,0,2,0,0,2,0.48333333333333334
迁移流程,0,0,0,0,1,2,0,3,0.725
标志位,0,0,0,0,1,0,0,1,0.24166666666666667
d2d实时信号处理程序,0,0,0,0,2,0,0,2,0.48333333333333334
数据业务处理能力,0,0,0,0,1,0,0,1,0.24166666666666667
程序进程,0,0,0,0,1,0,0,1,0.24166666666666667
标志变量,0,0,0,0,1,0,0,1,0.24166666666666667
动态迁iw,0,0,0,0,1,0,0,1,0.24166666666666667
ucontrol,0,0,0,0,2,0,0,2,0.48333333333333334
保存,0,0,0,0,1,0,0,1,0.24166666666666667
构变量,0,0,0,0,1,0,0,1,0.24166666666666667
字典,0,0,0,0,1,0,0,1,0.24166666666666667
参数变量,0,0,0,0,1,0,0,1,0.24166666666666667
rnti类型,0,0,0,0,1,0,0,1,0.24166666666666667
rnti,0,0,0,0,1,0,0,1,0.24166666666666667
qpsk,0,0,0,0,1,0,0,1,0.24166666666666667
编码,0,0,0,0,1,0,0,1,0.24166666666666667
mode,0,0,0,0,1,0,0,1,0.24166666666666667
lype,0,0,0,0,1,0,0,1,0.24166666666666667
传输模式,0,0,0,0,1,0,0,1,0.24166666666666667
trans_mode,0,0,0,0,1,0,0,1,0.24166666666666667
上下行子帧配置,0,0,0,0,1,0,0,1,0.24166666666666667
dlulassign,0,0,0,0,1,0,0,1,0.24166666666666667
numantennarx,0,0,0,0,1,0,0,1,0.24166666666666667
numantennatx,0,0,0,0,1,0,0,1,0.24166666666666667
通信制式,0,0,0,0,1,0,0,1,0.24166666666666667
duplexmode,0,0,0,0,1,0,0,1,0.24166666666666667
rbidx系统,0,0,0,0,1,0,0,1,0.24166666666666667
bw系统,0,0,0,0,1,0,0,1,0.24166666666666667
循环前缀类型,0,0,0,0,1,0,0,1,0.24166666666666667
cplype,0,0,0,0,1,0,0,1,0.24166666666666667
小区,0,0,0,0,1,0,0,1,0.24166666666666667
cellid,0,0,0,0,1,0,0,1,0.24166666666666667
小区组,0,0,0,0,1,0,0,1,0.24166666666666667
groupid,0,0,0,0,1,0,0,1,0.24166666666666667
物理层小区,0,0,0,0,1,0,0,1,0.24166666666666667
cell,0,0,0,0,1,0,0,1,0.24166666666666667
phy,0,0,0,0,1,0,0,1,0.24166666666666667
从机模,0,0,0,0,1,0,0,1,0.24166666666666667
工作模式,0,0,0,0,1,0,0,1,0.24166666666666667
workmode,0,0,0,0,1,0,0,1,0.24166666666666667
标志信息变量变量,0,0,0,0,1,0,0,1,0.24166666666666667
标志信息,0,0,0,0,2,0,0,2,0.48333333333333334
标志信息变量,0,0,0,0,1,0,0,1,0.24166666666666667
发起端迁移系统,0,0,0,0,1,0,0,1,0.24166666666666667
更新迁移,0,0,0,0,1,0,0,1,0.24166666666666667
d2d信号处理程序,0,0,0,0,2,0,0,2,0.48333333333333334
迁移发起,0,0,0,0,1,0,0,1,0.24166666666666667
总体效率,0,0,0,0,1,0,0,1,0.24166666666666667
