,摘要,关键词,第一章,第二章,第三章,第四章,第五章,第六章,总词频,加权得分
非授权频段,0,0,2,0,0,0,0,0,2,0.25
可用频段,0,0,1,0,0,0,0,0,1,0.125
可见光通信研究,0,0,1,0,0,0,0,0,1,0.125
led照明产业,0,0,1,0,0,0,0,0,1,0.125
无线移动数据流量,0,0,1,0,0,0,0,0,1,0.125
移动性,0,0,2,2,0,1,0,0,5,0.68125
长距,0,0,1,0,0,0,0,0,1,0.125
短距,0,0,1,1,0,0,0,0,2,0.25
通信距离,0,0,1,0,0,0,0,0,1,0.125
300ghz,0,0,1,0,0,0,0,0,1,0.125
授权,0,0,1,0,0,0,0,0,1,0.125
市宽,0,0,1,0,0,0,0,0,1,0.125
通信通信,0,0,1,0,0,0,0,0,1,0.125
功能照明,0,0,1,0,0,0,0,0,1,0.125
性能,1,0,8,14,14,6,0,0,43,7.375
传统,0,0,1,0,0,0,0,0,1,0.125
异构组网,0,0,1,5,0,0,0,0,6,0.75
用户小区,0,0,1,0,0,0,0,0,1,0.125
rf通信系统,0,0,1,0,0,0,0,0,1,0.125
rf频段,0,0,1,0,0,0,0,0,1,0.125
无线通信,0,0,1,1,0,1,0,0,3,0.43125
led照明设,0,0,1,0,0,0,0,0,1,0.125
rf通信,0,0,1,5,0,0,1,0,7,0.93125
信息,0,0,1,6,0,0,4,0,11,1.6
光波信号,0,0,1,0,0,0,0,0,1,0.125
调制,0,0,2,6,0,1,0,0,9,1.18125
视觉亮度,0,0,1,0,0,1,2,0,4,0.66875
环境污染,0,0,1,0,0,0,0,0,1,0.125
资源消耗,0,0,1,0,0,0,0,0,1,0.125
城市照明,0,0,1,0,0,0,0,0,1,0.125
led技术,0,0,1,0,0,0,0,0,1,0.125
寿命,0,0,1,0,0,0,0,0,1,0.125
能量效率,0,0,1,1,0,0,0,0,2,0.25
led照明技术,0,0,2,0,0,0,0,0,2,0.25
荧光灯,0,0,1,0,0,0,0,0,1,0.125
led照明,0,0,1,0,0,0,0,0,1,0.125
新型照明技术,0,0,1,0,0,0,0,0,1,0.125
多用户mimo系统,4,0,10,16,5,1,1,1,38,8.7
可见光通信系统,0,0,5,7,2,2,2,0,18,2.5875
可见光多用户mimo系统,2,0,8,16,0,1,0,2,29,5.54375
信道相关性,0,0,3,3,1,1,0,0,8,1.1125
亮度,8,0,9,23,58,22,36,3,159,33.568749999999994
空间调光技术,1,0,10,12,11,4,4,2,44,7.55625
信号衰减,0,0,2,0,0,0,0,0,2,0.25
兼容,1,0,5,3,4,0,0,1,14,2.90625
上行链路,0,0,2,2,5,1,1,0,11,1.76875
实时传输,0,0,2,0,0,0,0,0,2,0.25
传输速率,0,0,2,1,0,0,0,0,3,0.375
ofdm,0,0,2,8,0,1,2,0,13,1.79375
误码率,0,0,2,0,0,1,0,1,4,0.6125
混合组网,0,0,2,0,0,0,0,0,2,0.25
purelifi,0,0,2,0,0,0,0,0,2,0.25
li-fi,0,0,2,0,0,0,0,0,2,0.25
高速可见光通信系统,0,0,2,0,0,0,0,0,2,0.25
赫兹,0,0,3,0,0,0,0,0,3,0.375
海因里希,0,0,2,0,0,0,0,0,2,0.25
定位,0,0,2,1,0,0,0,0,3,0.375
智能交通,0,0,2,0,0,0,0,0,2,0.25
白光led,0,0,2,2,0,0,0,0,4,0.5
光子电话,0,0,2,0,0,0,0,0,2,0.25
兼容照明,1,0,2,5,3,0,0,0,11,2.41875
照明性能,0,0,1,0,0,0,0,0,1,0.125
单用户mimo系统,0,0,1,2,2,1,0,0,6,0.91875
用户,5,0,9,26,10,5,10,1,66,14.087499999999999
调光,3,0,7,19,16,8,19,4,76,14.768749999999999
通信容量,3,0,9,7,0,2,21,7,49,10.4375
状态自适应,0,0,1,0,0,0,0,0,1,0.125
用户信道,6,0,17,15,1,25,7,5,76,16.8875
发送端,2,0,9,17,32,31,20,5,116,21.2
信道衰减,0,0,1,0,1,0,0,0,2,0.30625
短距离通信,0,0,1,0,0,0,0,0,1,0.125
距离,0,0,1,1,0,1,0,0,3,0.43125
光信号强度,0,0,1,0,1,0,0,0,2,0.30625
射频频段,0,0,4,0,0,0,0,0,4,0.5
可见光频段,0,0,2,0,0,0,0,0,2,0.25
数据,0,0,1,1,1,0,0,0,3,0.43125
信道增益,1,0,2,2,3,0,0,0,8,2.04375
发送端led,0,0,2,0,0,0,0,0,2,0.25
pd距离,0,0,1,0,0,0,0,0,1,0.125
接收端,0,0,3,17,22,24,7,1,74,12.2875
im/dd,0,0,1,1,0,0,0,1,3,0.43125
强度信号,0,0,2,2,0,1,0,0,5,0.68125
预编码性能,0,0,1,1,0,0,0,0,2,0.25
mul,0,0,2,0,3,0,0,0,5,0.79375
预编码,2,0,7,11,36,10,7,1,74,14.0375
光源布局,0,0,1,0,0,0,0,0,1,0.125
光功率,2,0,4,3,7,1,13,1,31,6.8625
鲁棒性,0,0,1,3,2,0,0,0,6,0.8625
影响系统,0,0,1,0,0,0,0,0,1,0.125
误差,0,0,1,0,1,1,1,0,4,0.66875
信道,2,0,4,18,13,12,27,3,79,14.71875
系统复杂度,0,0,1,0,0,0,0,0,1,0.125
红外,0,0,2,1,3,1,1,0,8,1.28125
上行通信,0,0,1,0,1,0,0,0,2,0.30625
收发,0,0,1,1,0,0,0,0,2,0.25
视场角,0,0,1,1,0,1,0,0,3,0.43125
光电二极管,0,0,1,1,0,0,0,0,2,0.25
半功率角,0,0,1,0,1,1,1,0,4,0.66875
光束,0,0,1,0,0,0,0,0,1,0.125
商用led,0,0,1,0,0,0,0,0,1,0.125
准直性,0,0,1,0,0,0,0,0,1,0.125
directdetection,0,0,1,1,0,0,0,0,2,0.25
intensitymodulation,0,0,1,1,0,0,0,0,2,0.25
直接检测,0,0,1,2,0,0,0,0,3,0.375
强度调制,0,0,1,2,1,1,0,0,5,0.7375
物理特性,0,0,1,0,1,0,0,0,2,0.30625
产品模型,0,0,1,0,0,0,0,0,1,0.125
可见光通信原型系统,0,0,2,0,0,0,0,0,2,0.25
vlncomm,0,0,1,0,0,0,0,0,1,0.125
velmenni,0,0,1,0,0,0,0,0,1,0.125
oledcomm,0,0,1,0,0,0,0,0,1,0.125
itu-tgvlco,0,0,1,0,0,0,0,0,1,0.125
taskgroup,0,0,1,0,0,0,0,0,1,0.125
可见光通信标准,0,0,1,0,0,0,0,0,1,0.125
telecommunication,0,0,1,0,0,0,0,0,1,0.125
电信联盟,0,0,1,0,0,0,0,0,1,0.125
electricalandelectronicsengine,0,0,1,0,0,0,0,0,1,0.125
电子工程师协会,0,0,1,0,0,0,0,0,1,0.125
电气和,0,0,1,0,0,0,0,0,1,0.125
可见光研究,0,0,1,0,0,0,0,0,1,0.125
pin探测器,0,0,1,0,0,0,0,0,1,0.125
荧光型led,0,0,1,0,0,0,0,0,1,0.125
半导体研,0,0,1,0,0,0,0,0,1,0.125
rgb三色led,0,0,1,0,0,0,0,0,1,0.125
离线速率,0,0,1,0,0,0,0,0,1,0.125
信道均衡算法,0,0,1,0,0,0,0,0,1,0.125
高阶调制,0,0,1,0,0,0,0,0,1,0.125
实时业务速率,0,0,1,0,0,0,0,0,1,0.125
四色混光,0,0,1,0,0,0,0,0,1,0.125
rgba,0,0,1,0,0,0,0,0,1,0.125
传输距离,0,0,1,1,0,0,0,0,2,0.25
多媒体业务,0,0,1,0,0,0,0,0,1,0.125
三色混光,0,0,1,0,0,0,0,0,1,0.125
收发端,0,0,1,1,0,1,0,0,3,0.43125
编码,0,0,1,0,0,0,0,0,1,0.125
多载波自适应调制,0,0,1,0,0,0,0,0,1,0.125
硬件,0,0,1,0,2,1,1,0,5,0.85
以太网,0,0,1,0,0,0,0,0,1,0.125
电力线通信,0,0,1,0,0,0,0,0,1,0.125
室内可见光定位系统,0,0,1,0,0,0,0,0,1,0.125
无线传输,0,0,1,0,0,0,0,0,1,0.125
宽光谱信号,0,0,1,0,0,0,0,0,1,0.125
芯片级,0,0,1,0,0,0,0,0,1,0.125
室内定位,0,0,1,3,0,0,0,0,4,0.5
高速无线数据传输,0,0,1,0,0,0,0,0,1,0.125
家庭超宽带信息网络,0,0,1,0,0,0,0,0,1,0.125
专用芯片组,0,0,1,0,0,0,0,0,1,0.125
超宽带可见光通信,0,0,1,0,0,0,0,0,1,0.125
实时可见光通信系统,0,0,1,0,0,0,0,0,1,0.125
大容量,0,0,1,0,0,0,0,0,1,0.125
信息化,0,0,1,0,0,0,0,0,1,0.125
工业,0,0,1,0,0,0,0,0,1,0.125
可见光通信产业,0,0,1,0,0,0,0,0,1,0.125
工程,0,0,1,0,0,0,0,0,1,0.125
白光led传输系统,0,0,1,0,0,0,0,0,1,0.125
音视频信号,0,0,1,0,0,0,0,0,1,0.125
数字多媒体,0,0,1,0,0,0,0,0,1,0.125
中心,0,0,1,0,0,0,0,0,1,0.125
uc-light,0,0,1,0,0,0,0,0,1,0.125
centerforubiquitouscommunication,0,0,1,0,0,0,0,0,1,0.125
泛光通信,0,0,1,0,0,0,0,0,1,0.125
照明效率,0,0,1,0,0,0,0,0,1,0.125
系统通信,0,0,1,0,0,0,0,0,1,0.125
峰均比,0,0,1,7,0,1,0,0,9,1.18125
削峰噪声,2,0,3,3,16,11,2,2,39,8.368749999999999
可见光ofdm系统,0,0,1,0,0,0,0,0,1,0.125
亮度变,0,0,1,0,0,0,0,0,1,0.125
光ofdm性能,0,0,1,0,0,0,0,0,1,0.125
照明条件,0,0,1,0,0,0,0,0,1,0.125
原型样机,0,0,1,0,0,0,0,0,1,0.125
商用,0,0,1,0,0,0,0,0,1,0.125
可见光平台,0,0,1,0,0,0,0,0,1,0.125
传输,0,0,1,0,0,0,0,0,1,0.125
信噪比,0,0,1,2,2,2,3,0,10,1.64375
光照强度,0,0,1,0,0,0,0,0,1,0.125
室内可见光小区,0,0,1,0,0,0,0,0,1,0.125
可见光ofdm技术,0,0,1,0,0,0,0,0,1,0.125
可见光mimo,0,0,2,5,0,0,1,0,8,1.05625
5g系统,0,0,1,0,0,0,0,0,1,0.125
wifip,0,0,1,0,0,0,0,0,1,0.125
兼容〔,0,0,1,0,0,0,0,0,1,0.125
可见光系统,0,0,1,10,0,0,1,1,13,1.7375
河滨,0,0,1,0,0,0,0,0,1,0.125
无线通信设备,0,0,1,0,0,0,0,0,1,0.125
smartlightingcommunication,0,0,1,0,0,0,0,0,1,0.125
智能照明通信,0,0,1,0,0,0,0,0,1,0.125
horizon2020,0,0,1,0,0,0,0,0,1,0.125
地平线2020,0,0,1,0,0,0,0,0,1,0.125
照明led模组,0,0,1,0,0,0,0,0,1,0.125
up-vlc,0,0,1,0,0,0,0,0,1,0.125
ultraparallelvisiblelightcommunication,0,0,1,0,0,0,0,0,1,0.125
超并行可见光通信,0,0,1,0,0,0,0,0,1,0.125
工程科技,0,0,1,0,0,0,0,0,1,0.125
li-fi技术,0,0,1,0,0,0,0,0,1,0.125
高速可见光通信技术,0,0,1,0,0,0,0,0,1,0.125
bps,0,0,1,0,0,0,0,0,1,0.125
ps,0,0,1,0,0,0,0,0,1,0.125
微型led,0,0,1,0,0,0,0,0,1,0.125
as,0,0,1,0,0,0,1,0,2,0.30625
可见光mimo通信传输,0,0,1,0,0,0,0,0,1,0.125
bit,0,0,1,0,0,0,0,0,1,0.125
成像mimo,0,0,1,0,0,0,0,0,1,0.125
成像mimo可见光通信系统,0,0,1,0,0,0,0,0,1,0.125
非成像mimo可见光通信系统,0,0,1,0,0,0,0,0,1,0.125
见光通信系统,0,0,1,0,0,0,0,0,1,0.125
mimo,0,0,2,7,2,0,2,0,13,1.85
multipleinputmultipleout,0,0,1,0,0,0,0,0,1,0.125
多入多出,0,0,1,0,0,0,0,0,1,0.125
均衡技术,0,0,1,0,0,0,0,0,1,0.125
离线通信速率,0,0,1,0,0,0,0,0,1,0.125
dmt,0,0,1,0,0,0,0,0,1,0.125
discretemulti-to,0,0,1,0,0,0,0,0,1,0.125
离散多音,0,0,1,0,0,0,0,0,1,0.125
速度,0,0,1,0,0,0,0,0,1,0.125
高速可见光通信,0,0,1,0,0,0,0,0,1,0.125
ofdm调制,0,0,1,0,0,0,0,0,1,0.125
ook,0,0,1,2,0,0,0,0,3,0.375
可见光无线系统,0,0,1,0,0,0,0,0,1,0.125
西门子实验室,0,0,1,0,0,0,0,0,1,0.125
hertz,0,0,1,0,0,0,0,0,1,0.125
超高速家庭接入网,0,0,1,0,0,0,0,0,1,0.125
homegigabitaccess,0,0,1,0,0,0,0,0,1,0.125
家庭千兆接入,0,0,1,0,0,0,0,0,1,0.125
组网,0,0,1,3,0,0,0,0,4,0.5
全双工多址,0,0,1,0,0,0,0,0,1,0.125
csma,0,0,1,0,0,0,0,0,1,0.125
te,0,0,1,0,0,0,0,0,1,0.125
llision,0,0,1,0,0,0,0,0,1,0.125
th,0,0,1,0,0,0,0,0,1,0.125
carriersensemultipleaccess,0,0,1,0,0,0,0,0,1,0.125
冲突检测,0,0,1,0,0,0,0,0,1,0.125
多路访问,0,0,1,0,0,0,0,0,1,0.125
载波,0,0,1,0,0,0,0,0,1,0.125
中川实验室,0,0,1,0,0,0,0,0,1,0.125
智能交通系统,0,0,1,0,0,0,0,0,1,0.125
数字广告牌,0,0,1,0,0,0,0,0,1,0.125
灯塔通信,0,0,1,0,0,0,0,0,1,0.125
vlcc,0,0,1,0,0,0,0,0,1,0.125
灯塔,0,0,1,0,0,0,0,0,1,0.125
广告牌,0,0,1,0,0,0,0,0,1,0.125
系统传输,0,0,1,0,0,0,0,0,1,0.125
visiblelightcommunications,0,0,1,0,0,0,0,0,1,0.125
可见光通信联盟,0,0,1,0,0,0,0,0,1,0.125
系统速率,0,0,3,4,9,0,0,0,16,2.5062499999999996
码间干扰,0,0,1,1,0,0,0,0,2,0.25
多径传播,0,0,1,0,0,0,0,0,1,0.125
ofdm技术,0,0,1,1,0,0,0,0,2,0.25
室内无线通信系统,0,0,1,0,0,0,0,0,1,0.125
基站,0,0,1,3,0,0,0,0,4,0.5
led照明灯源,0,0,1,0,0,0,0,0,1,0.125
室内可见光通信理论,0,0,1,0,0,0,0,0,1,0.125
原型系统,0,0,1,0,0,0,0,0,1,0.125
调制总旬,0,0,1,0,0,0,0,0,1,0.125
高速通断led,0,0,1,0,0,0,0,0,1,0.125
照明装置,0,0,1,0,2,0,0,0,3,0.4875
固体照明技术,0,0,1,0,0,0,0,0,1,0.125
话音信息,0,0,1,0,0,0,0,0,1,0.125
太阳光,0,0,1,0,0,0,0,0,1,0.125
金属板,0,0,1,0,0,0,0,0,1,0.125
小区,0,0,3,5,0,0,0,0,8,1.0
容量,0,0,3,7,2,5,11,0,28,4.512499999999999
频率,0,0,2,0,1,1,0,0,4,0.6125
可见光波段,0,0,2,0,0,0,0,0,2,0.25
电磁波谱,0,0,1,0,0,0,0,0,1,0.125
gamma射线,0,0,1,0,0,0,0,0,1,0.125
x射线,0,0,1,0,0,0,0,0,1,0.125
紫外线,0,0,1,0,0,0,0,0,1,0.125
红外线,0,0,1,0,1,0,0,0,2,0.30625
线波无电微波频段,0,0,1,0,0,0,0,0,1,0.125
低时延通信,0,0,1,0,0,0,0,0,1,0.125
射频通信技术,0,0,1,0,0,0,0,0,1,0.125
会展中心,0,0,1,0,0,0,0,0,1,0.125
公室,0,0,1,0,0,0,0,0,1,0.125
系统,2,0,4,23,20,8,9,2,68,12.44375
异构网络,0,0,1,0,0,0,0,0,1,0.125
网络,0,0,1,1,0,0,0,0,2,0.25
密度,0,0,1,0,0,0,0,0,1,0.125
路径衰减,0,0,1,0,0,0,0,0,1,0.125
空分多址,0,0,1,1,0,0,0,0,2,0.25
数据传输,1,0,2,1,1,1,0,0,6,1.7375
复用增益,0,0,1,0,0,0,0,0,1,0.125
分集,0,0,1,1,0,0,0,0,2,0.25
多天线,0,0,1,2,0,0,0,0,3,0.375
室内led照明装置,0,0,1,0,0,0,0,0,1,0.125
广播特性,0,0,1,0,1,0,0,0,2,0.30625
室内灯源,0,0,1,0,0,0,0,0,1,0.125
ratiofrequency,0,0,1,0,0,0,0,0,1,0.125
光波频段,0,0,1,0,0,0,0,0,1,0.125
毫米波段,0,0,1,0,0,0,0,0,1,0.125
毫米波,0,0,1,0,0,0,0,0,1,0.125
无线通信频段,0,0,1,0,0,0,0,0,1,0.125
吉比特,0,0,1,0,0,0,0,0,1,0.125
峰值速率,0,0,1,0,0,0,0,0,1,0.125
业务,0,0,1,0,0,0,0,0,1,0.125
移动数据流量,0,0,2,0,0,0,0,0,2,0.25
空间调光,2,0,12,17,32,8,7,2,80,14.50625
调光精度,2,0,7,9,0,6,0,2,26,5.45
空间调光技,3,0,6,3,2,0,0,0,14,4.4875
空间,2,0,6,3,1,6,12,4,34,7.29375
模拟调光,4,0,7,13,11,3,16,1,55,12.118749999999999
jasd,5,0,6,0,0,60,20,6,97,21.3375
mui,1,0,4,6,13,2,0,2,28,5.33125
协同调光,2,0,3,0,0,0,9,0,14,4.00625
直流偏置,1,0,5,9,29,39,30,6,119,21.599999999999998
sd-mmse,3,0,4,0,35,0,0,3,45,10.3875
sd-zf,4,0,4,0,47,0,0,3,58,13.5625
发送天线,2,0,6,1,41,12,3,5,70,13.93125
csi,3,0,4,5,17,6,3,1,39,9.01875
jpasd,3,0,4,0,0,0,41,2,50,11.29375
功率分配,1,1,4,3,0,0,27,3,39,9.3125
电信号,0,0,2,4,1,0,15,1,23,3.83125
用户信道状态,1,0,2,0,0,0,3,1,7,1.975
ber性能,0,0,4,2,12,10,6,2,36,6.1875
工作led集合,0,0,2,1,6,6,1,0,16,2.7312499999999997
削峰失真,1,0,2,1,5,0,1,0,10,2.4625
ti,1,0,2,0,2,0,0,0,5,1.6125
put,1,0,2,0,0,0,0,0,3,1.25
multiple,3,0,2,2,0,1,0,0,8,3.68125
user,1,0,2,1,0,0,0,0,4,1.375
用户间干扰,1,0,3,4,2,0,0,0,10,2.2375
信道状态,2,0,2,1,0,1,9,1,16,4.36875
亮度等级,0,0,2,0,10,14,9,0,35,6.23125
相关,1,0,3,4,1,3,1,1,14,2.9625
用户信道矩阵,0,0,2,0,1,3,0,0,6,0.975
预编码方案,0,0,2,1,2,0,0,0,5,0.7375
mimo系统,0,0,3,3,2,0,1,0,9,1.29375
空间信息,1,0,2,2,0,0,0,0,5,1.5
多用户高速通信,2,0,2,5,2,0,0,0,11,3.2375
内容,0,0,1,0,0,0,0,0,1,0.125
用户功率分配,1,0,1,0,1,0,1,0,4,1.4875
幅度调节,0,0,1,0,1,0,0,0,2,0.30625
空间信息处理,0,0,1,0,0,0,0,0,1,0.125
自适应,0,0,2,1,0,0,12,1,16,2.7312499999999997
遑痣容量,0,0,1,0,0,0,0,0,1,0.125
限制通信容量,0,0,1,0,0,0,0,0,1,0.125
限制,0,0,1,0,0,0,0,0,1,0.125
工作led,0,0,1,3,13,9,3,0,29,5.03125
onvehiculartechnology,0,0,1,0,0,0,0,0,1,0.125
transactions,0,0,1,0,0,0,0,0,1,0.125
信号电功率,1,0,2,0,0,0,6,1,10,2.51875
mm,0,0,1,0,2,0,1,0,4,0.66875
weranalogue,0,0,1,0,0,0,0,0,1,0.125
joint,0,0,1,0,0,1,0,0,2,0.30625
功率一模拟协同调光,1,0,1,0,0,0,0,0,2,1.125
仿真,1,0,4,1,4,4,3,2,19,3.9812499999999997
电功率,1,0,3,0,4,3,26,0,37,7.35625
等效信道矩阵,0,0,3,0,0,8,5,0,16,2.7312499999999997
功率分配算法,1,0,1,0,0,0,7,1,10,2.575
waterfilling,0,0,1,0,0,0,0,0,1,0.125
注水,0,0,1,0,0,0,1,0,2,0.30625
数据流,0,0,1,3,0,4,7,3,18,3.0375
信号功率,0,0,1,0,0,0,0,1,2,0.30625
模拟,2,0,1,1,0,3,6,1,14,4.0625
mming,1,0,1,0,0,0,1,0,3,1.30625
spatial,1,0,1,0,0,0,2,0,4,1.4875
poweranalogue,1,0,1,0,0,0,2,0,4,1.4875
jo,1,0,1,0,0,1,0,0,3,1.30625
可见光mu-mimo系统,1,0,2,4,1,6,6,4,24,4.83125
用户空间分布,0,0,1,0,0,0,0,0,1,0.125
多维度混合调光,0,0,1,0,0,0,0,0,1,0.125
mu-mimo-ofdm系统,0,0,1,1,0,5,3,0,10,1.7
internationalcommunication,0,0,1,0,0,0,0,0,1,0.125
sin,0,0,1,0,0,0,0,0,1,0.125
noiseratio,0,0,1,0,0,0,0,0,1,0.125
interfference,0,0,1,0,0,0,0,0,1,0.125
to,0,0,1,0,0,0,0,0,1,0.125
signal,0,0,1,0,0,0,0,0,1,0.125
有效信干噪比,0,0,1,0,0,1,0,0,2,0.30625
aloguedimm,0,0,1,0,0,0,0,0,1,0.125
参考偏置,0,0,1,0,0,1,1,1,4,0.66875
增益,0,0,1,2,5,3,2,0,13,2.1875
等效信道,0,0,1,2,0,9,9,1,22,3.81875
mmsv,1,0,1,0,0,3,0,0,5,1.66875
tas,1,0,1,0,1,3,1,0,7,2.03125
valuebasedt,0,0,1,0,0,0,0,0,1,0.125
maximizedminimums,1,0,1,0,0,0,0,0,2,1.125
奇异值,1,0,3,1,0,12,8,0,25,5.125
信号幅度,1,0,1,2,0,0,2,0,6,1.7375
空间调光参数,0,0,1,0,0,1,0,0,2,0.30625
andspatialdimming,0,0,1,0,0,1,0,0,2,0.30625
log,0,0,1,0,0,0,0,0,1,0.125
空间协同调光,1,0,1,0,0,1,0,0,3,1.30625
mu-mimo,1,0,1,1,0,1,0,0,4,1.43125
可见光多用户,0,0,2,1,0,0,0,0,3,0.375
photonics,0,0,1,0,0,0,0,0,1,0.125
ieee,0,0,1,0,0,0,0,0,1,0.125
hop,0,0,1,0,0,0,0,0,1,0.125
icc,0,0,1,0,0,0,0,0,1,0.125
internationalcommunicationconferenceworkshop,0,0,1,0,0,0,0,0,1,0.125
globalcom2017workshops,0,0,1,0,0,0,0,0,1,0.125
ferenceworkshops,0,0,1,0,0,0,0,0,1,0.125
globalcommunications,0,0,1,0,0,0,0,0,1,0.125
mean-squarederror,0,0,1,0,0,0,0,0,1,0.125
均方误差,0,0,2,5,17,0,0,2,26,4.31875
sum-rate,0,0,1,0,1,0,0,0,2,0.30625
tas算法,0,0,1,0,0,0,0,0,1,0.125
ad-mmse,0,0,1,0,21,0,0,0,22,3.93125
mmsebased,0,0,1,0,0,0,0,0,1,0.125
mmse,2,0,1,2,28,0,0,2,35,7.8125
ad-zf,2,0,1,0,25,0,0,0,28,6.65625
alogue,1,0,1,0,1,0,0,0,3,1.30625
zfbase,0,0,1,0,0,0,0,0,1,0.125
zf预编码,1,0,1,4,26,0,0,0,32,6.3374999999999995
亮度等,0,0,2,0,2,8,0,1,13,2.24375
ofdm信号,0,0,1,2,6,4,8,1,22,3.81875
动态区间,0,0,1,4,18,9,14,2,48,8.41875
baseds,0,0,1,0,1,0,0,0,2,0.30625
squarederrortas,0,0,1,0,0,0,0,0,1,0.125
minimummean-,0,0,1,0,0,0,0,0,1,0.125
均方误差预编码,1,0,1,0,0,0,0,0,2,1.125
zeroforcingbaseds,0,0,1,0,0,0,0,0,1,0.125
迫零预编码,1,0,1,0,0,0,0,0,2,1.125
mu-miso,1,0,1,1,0,0,0,0,3,1.25
led集合,0,0,1,0,10,11,1,0,23,4.1125
transmitantenna,1,0,1,0,1,0,0,0,3,1.30625
光功率调节,1,0,1,1,1,0,1,0,5,1.6125
强度,0,0,1,1,0,0,0,0,2,0.25
接收信号,0,0,1,4,4,2,0,0,11,1.7125
相位信息,0,0,1,3,0,0,0,0,4,0.5
空间调光方案,0,0,1,0,0,0,0,0,1,0.125
可见光点对点,0,0,1,0,0,0,0,0,1,0.125
用户数据,0,0,1,1,0,0,0,0,2,0.25
multi-userinterference,1,0,1,0,0,0,0,0,2,1.125
多用户干扰,1,0,1,2,0,2,1,1,8,2.1
华为创新基金,0,0,1,0,0,0,0,0,1,0.125
空间调光理论,0,0,1,0,0,0,0,0,1,0.125
科学,0,0,1,0,0,0,0,0,1,0.125
调光技术,3,1,1,9,6,0,0,1,21,7.51875
