,摘要,关键词,第一章,第二章,第三章,第四章,第五章,总词频,加权得分
幅度值,0,0,0,1,1,0,0,2,0.3666666666666667
曲线图,0,0,0,0,1,0,0,1,0.24166666666666667
子带,0,0,8,18,6,0,0,32,4.7
概率密度曲线,0,0,0,0,1,0,0,1,0.24166666666666667
幅度,0,0,0,5,2,0,0,7,1.1083333333333334
噪声,0,0,0,0,1,1,0,2,0.48333333333333334
系数,0,0,0,9,3,0,0,12,1.85
模糊,0,0,0,2,3,1,0,6,1.2166666666666668
图像降质,0,0,0,0,1,0,0,1,0.24166666666666667
数幅值分布特征,0,0,0,0,1,0,0,1,0.24166666666666667
contouriet域,0,0,0,0,2,1,0,3,0.725
原始图像,0,0,6,1,1,2,0,10,1.6
图像质量评价算法,4,0,25,2,1,1,0,33,7.858333333333333
图像特征,0,0,6,4,0,4,0,14,2.216666666666667
信道,0,0,2,0,0,0,0,2,0.25
辅助通道,0,0,2,0,0,0,0,2,0.25
数字水印,0,0,3,0,0,0,0,3,0.375
wavelet域统计模型,0,0,1,0,0,0,0,1,0.125
主观,0,0,1,0,0,0,0,1,0.125
传输信道,0,0,1,0,0,0,0,1,0.125
性能准确度,0,0,1,0,0,0,0,1,0.125
半参考特征,0,0,1,0,0,0,0,1,0.125
图像质量评价性能,0,0,1,0,0,0,0,1,0.125
传输量,0,0,1,0,0,0,0,1,0.125
度量,0,0,2,0,0,0,0,2,0.25
失真图像特征,0,0,1,0,0,0,0,1,0.125
接收端,0,0,1,0,0,0,0,1,0.125
图像传输系统,0,0,1,0,0,0,0,1,0.125
关键信息,0,0,2,1,0,0,0,3,0.375
原始图像信息,0,0,1,0,0,0,0,1,0.125
质量评价算法,0,0,2,2,0,2,0,6,0.9833333333333334
机器学习,0,0,4,3,0,0,0,7,0.875
视觉码本,0,0,2,0,0,0,0,2,0.25
相位,0,0,3,0,0,0,0,3,0.375
grnn神经网络,0,0,2,0,0,0,0,2,0.25
无失真图像,0,0,2,3,0,0,0,5,0.625
聚类,0,0,2,0,0,0,0,2,0.25
图像质量,1,0,23,6,2,3,1,36,6.075
神经网络,0,0,2,0,0,0,0,2,0.25
码本,0,0,2,0,0,0,0,2,0.25
评价模型,0,0,2,0,0,0,0,2,0.25
图像信息,0,0,4,2,0,0,0,6,0.75
无参考型质量评价,0,0,1,0,0,0,0,1,0.125
svr回归模型,0,0,1,0,0,0,0,1,0.125
非线性特征,0,0,1,0,0,0,0,1,0.125
质量,0,0,5,7,0,1,0,13,1.7416666666666667
编码,0,0,1,0,0,0,0,1,0.125
soft-assignment,0,0,1,0,0,0,0,1,0.125
构建码本,0,0,1,0,0,0,0,1,0.125
k-means算法,0,0,1,0,0,0,0,1,0.125
预处理,0,0,3,0,0,0,0,3,0.375
旋转,0,0,1,0,0,0,0,1,0.125
亮度,0,0,7,0,0,0,0,7,0.875
视觉识别,0,0,1,0,0,0,0,1,0.125
纹理分析,0,0,1,0,0,0,0,1,0.125
codebook,0,0,1,0,0,0,0,1,0.125
失真图片梯度,0,0,1,0,0,0,0,1,0.125
无参考质量评价,0,0,1,0,0,0,0,1,0.125
期望,0,0,1,0,0,0,0,1,0.125
特征向量,0,0,1,2,1,7,0,11,2.3083333333333336
视觉词,0,0,1,0,0,0,0,1,0.125
聚类算法,0,0,1,0,0,0,0,1,0.125
k-means,0,0,1,0,0,0,0,1,0.125
图像块,0,0,5,2,0,24,0,31,6.675
重叠块,0,0,1,0,0,0,0,1,0.125
lsa,0,0,1,0,0,0,0,1,0.125
plsa,0,0,1,0,0,0,0,1,0.125
文本,0,0,1,0,0,0,1,2,0.3666666666666667
plsa算法,0,0,1,0,0,0,0,1,0.125
图像视觉主题概率模型,0,0,1,0,0,0,0,1,0.125
模型,0,0,2,0,1,2,0,5,0.975
文本主题模型,0,0,1,0,0,0,0,1,0.125
有效图像特征,0,0,1,0,0,0,0,1,0.125
图像评价质量,0,0,1,0,0,0,0,1,0.125
频率,0,0,7,1,0,0,0,8,1.0
多通道特性,0,0,5,0,0,0,0,5,0.625
掩盖效应,0,0,5,0,0,0,0,5,0.625
空间频率,0,0,4,0,0,0,0,4,0.5
视觉注意机制,0,0,4,0,0,0,0,4,0.5
hvs模型,0,0,4,0,0,0,0,4,0.5
hvs特性,0,0,4,0,1,0,0,5,0.7416666666666667
人类视觉系统,0,0,4,2,0,0,0,6,0.75
信息,1,0,9,3,1,0,3,17,3.466666666666667
信号,0,0,4,8,0,0,0,12,1.5
亮度非线性,0,0,3,0,0,0,0,3,0.375
人眼视觉特性,1,0,4,1,0,1,0,7,1.8666666666666667
生理学,0,0,4,0,0,0,0,4,0.5
激励,0,0,2,0,0,0,0,2,0.25
csf,0,0,2,0,0,0,0,2,0.25
对比度,0,0,4,1,0,0,0,5,0.625
通道,0,0,2,0,0,0,0,2,0.25
多通道分解,0,0,2,0,0,0,0,2,0.25
psnr,0,0,7,0,0,4,0,11,1.8416666666666668
误差,0,0,2,0,0,0,0,2,0.25
心理学,0,0,3,0,0,0,0,3,0.375
hvs,0,0,4,1,0,0,0,5,0.625
纯数学计算,0,0,1,0,0,0,0,1,0.125
加工处理,0,0,1,0,0,0,0,1,0.125
神经中枢,0,0,1,0,0,0,0,1,0.125
眼球,0,0,1,0,0,0,0,1,0.125
效率,0,0,1,2,0,0,0,3,0.375
获取信息,0,0,1,0,0,0,0,1,0.125
心理,0,0,1,0,0,0,0,1,0.125
平坦,0,0,1,0,0,0,0,1,0.125
图像纹理区域,0,0,1,0,0,0,0,1,0.125
对比掩盖因子,0,0,1,0,0,0,0,1,0.125
灵敏度阈值,0,0,1,0,0,0,0,1,0.125
watson模型,0,0,1,0,0,0,0,1,0.125
可见阈值,0,0,1,0,0,0,0,1,0.125
激励组合,0,0,1,0,0,0,0,1,0.125
视觉感受,0,0,2,0,0,0,0,2,0.25
人眼观察效果,0,0,1,0,0,0,0,1,0.125
垂直,0,0,1,0,0,0,0,1,0.125
水平,0,0,1,1,0,0,0,2,0.25
表达式,0,0,1,0,0,0,0,1,0.125
带通特性,0,0,1,0,0,0,0,1,0.125
线性,0,0,1,2,0,0,0,3,0.375
空域频率,0,0,1,0,0,0,0,1,0.125
敏感度,0,0,2,0,0,0,0,2,0.25
csf特性曲线,0,0,1,0,0,0,0,1,0.125
纵坐标,0,0,1,2,0,3,0,6,1.1
横坐标,0,0,1,2,0,0,0,3,0.375
时间频率,0,0,1,0,0,0,0,1,0.125
trastsensitivityfunction,0,0,1,0,0,0,0,1,0.125
对比度灵敏度函数,0,0,1,0,0,0,0,1,0.125
视觉感觉,0,0,1,0,0,0,0,1,0.125
直线,0,0,1,5,0,0,0,6,0.75
tic,0,0,1,0,0,0,0,1,0.125
just,0,0,1,0,0,0,0,1,0.125
感知亮度阈值,0,0,1,0,0,0,0,1,0.125
亮度差异,0,0,1,0,0,0,0,1,0.125
光强度量级,0,0,1,0,0,0,0,1,0.125
视觉接收,0,0,1,0,0,0,0,1,0.125
非线性,0,0,1,1,0,0,0,2,0.25
亮度值,0,0,2,0,0,0,0,2,0.25
敏感,0,0,1,0,0,0,0,1,0.125
contourlet,1,0,1,5,2,1,1,11,2.716666666666667
cortex变换,0,0,1,0,0,0,0,1,0.125
二维gabor变换,0,0,1,0,0,0,0,1,0.125
wavelet变换,0,0,1,0,0,0,0,1,0.125
dct变换,0,0,1,0,0,0,0,1,0.125
变换,0,0,1,1,1,0,0,3,0.4916666666666667
频域变换,0,0,1,0,0,0,0,1,0.125
对角线,0,0,1,0,1,0,0,2,0.3666666666666667
对角方,0,0,1,0,0,0,0,1,0.125
水平方向,0,0,1,0,0,0,0,1,0.125
垂直方向,0,0,1,0,0,0,0,1,0.125
各向异性,0,0,1,2,1,0,0,4,0.6166666666666667
视觉通道,0,0,1,0,0,0,0,1,0.125
视觉信号,0,0,1,2,0,0,0,3,0.375
颜色,0,0,1,0,0,0,0,1,0.125
视觉心理学,0,0,1,0,0,0,0,1,0.125
多通道,0,0,1,0,0,0,0,1,0.125
透视效应,0,0,1,0,0,0,0,1,0.125
视觉注意效应,0,0,1,0,0,0,0,1,0.125
科学试验,0,0,1,0,0,0,0,1,0.125
心理特性,0,0,1,0,0,0,0,1,0.125
视觉,0,0,1,1,1,0,0,3,0.4916666666666667
数学模型,0,0,1,0,0,0,0,1,0.125
光学系统,0,0,1,0,0,0,0,1,0.125
大脑神经,0,0,1,1,0,0,0,2,0.25
视觉活动,0,0,1,0,0,0,0,1,0.125
计算量,0,0,1,0,0,0,0,1,0.125
加权过程,0,0,1,0,0,0,0,1,0.125
误差加权,0,0,1,0,0,0,0,1,0.125
掩盖效应失真图像,0,0,1,0,0,0,0,1,0.125
加权,0,0,1,0,0,0,0,1,0.125
灵敏度,0,0,1,0,0,0,0,1,0.125
人眼特性,0,0,1,0,0,0,0,1,0.125
图像质量算法,0,0,1,0,0,0,0,1,0.125
视觉系统,0,0,1,2,0,0,0,3,0.375
误差统计,0,0,1,0,0,0,0,1,0.125
评价算法,0,0,2,0,0,0,0,2,0.25
图像像素,0,0,1,0,0,0,0,1,0.125
主观视觉感受,0,0,2,0,0,0,0,2,0.25
末端接收方,0,0,1,0,0,0,0,1,0.125
图像失真,1,0,3,8,1,0,0,13,2.6166666666666667
传输,0,0,2,0,0,0,0,2,0.25
压缩,0,0,1,1,0,0,0,2,0.25
客观评价算法,0,0,1,0,0,0,0,1,0.125
图像客观评价算法,0,0,1,0,0,0,0,1,0.125
复杂系统,0,0,1,0,0,0,0,1,0.125
视觉信息处理系统,0,0,1,0,0,0,0,1,0.125
自然场景统,0,0,1,1,0,0,0,2,0.25
先验信息,0,0,1,0,0,0,0,1,0.125
盲评价,0,0,1,0,0,0,0,1,0.125
无参考评价,0,0,1,0,0,0,0,1,0.125
客观质量评价,0,0,4,1,0,2,0,7,1.1083333333333334
参考图像,1,0,1,0,0,0,0,2,1.125
半参考,0,0,1,0,0,0,0,1,0.125
全参考,0,0,1,0,0,0,0,1,0.125
单调性,0,0,0,0,0,3,0,3,0.725
测试图像集,0,0,0,0,0,3,0,3,0.725
训练图像集,0,0,0,0,0,3,0,3,0.725
图像数据库,0,0,0,0,0,2,0,2,0.48333333333333334
算法性能,0,0,2,0,0,14,0,16,3.6333333333333333
srocc,0,0,0,0,0,11,0,11,2.658333333333333
性能评估参数,0,0,0,0,0,2,0,2,0.48333333333333334
线性相关性,0,0,0,0,0,2,0,2,0.48333333333333334
plcc,0,0,0,0,0,11,0,11,2.658333333333333
dmos分值,0,0,0,0,0,2,0,2,0.48333333333333334
中位值,0,0,0,0,0,1,0,1,0.24166666666666667
别重复试验,0,0,0,0,0,1,0,1,0.24166666666666667
性能评估,0,0,0,0,0,1,0,1,0.24166666666666667
对照算法,0,0,0,0,0,1,0,1,0.24166666666666667
内容相关性,0,0,0,0,0,1,0,1,0.24166666666666667
live试验库,0,0,0,0,0,1,0,1,0.24166666666666667
图像质量评价算,0,0,0,0,0,3,0,3,0.725
随机交叉验证,0,0,0,0,0,1,0,1,0.24166666666666667
数据库,0,0,0,1,0,2,0,3,0.6083333333333334
偶然因素,0,0,0,0,0,1,0,1,0.24166666666666667
随机,0,0,0,0,0,1,0,1,0.24166666666666667
客观分值,0,0,0,0,0,1,0,1,0.24166666666666667
次序,0,0,0,0,0,1,0,1,0.24166666666666667
变量,0,0,0,0,0,1,0,1,0.24166666666666667
rmse,0,0,0,0,0,3,0,3,0.725
均方根误差,0,0,0,0,0,3,0,3,0.725
等级次序,0,0,0,0,0,1,0,1,0.24166666666666667
speannan,0,0,0,0,0,1,0,1,0.24166666666666667
客观质量分值,0,0,0,1,0,1,0,2,0.3666666666666667
客观评分,0,0,1,0,0,1,0,2,0.3666666666666667
axlogistic,0,0,0,0,0,1,0,1,0.24166666666666667
qmos,0,0,0,0,0,1,0,1,0.24166666666666667
主观拟合函数,0,0,0,0,0,1,0,1,0.24166666666666667
主观质量评价,0,0,1,0,0,1,0,2,0.3666666666666667
客观图像质量评价模型,0,0,0,0,0,1,0,1,0.24166666666666667
质量评分,0,0,0,0,0,1,0,1,0.24166666666666667
评分,0,0,0,1,0,1,1,3,0.6083333333333334
毫无失真,0,0,0,0,0,1,0,1,0.24166666666666667
快速衰落失真图像,0,0,0,0,0,1,0,1,0.24166666666666667
高斯模糊失真图像,0,0,0,0,1,1,0,2,0.48333333333333334
白噪声失真图像,0,0,0,1,1,1,0,3,0.6083333333333334
jpeg压缩失真图像,0,0,0,0,0,1,0,1,0.24166666666666667
压缩失真图像,0,0,0,0,1,1,0,2,0.48333333333333334
jpeg2000,0,0,0,5,2,2,0,9,1.5916666666666668
失真类,0,0,0,3,1,7,0,11,2.3083333333333336
无失真,0,0,1,2,0,3,0,6,1.1
live图像库,0,0,0,1,0,2,0,3,0.6083333333333334
引盲,0,0,0,0,0,1,0,1,0.24166666666666667
测试图像,0,0,0,1,0,10,0,11,2.5416666666666665
自然图像库,0,0,0,0,0,7,0,7,1.6916666666666667
contourlet域,2,0,3,3,4,9,1,22,6.133333333333333
量度,0,0,0,0,0,2,0,2,0.48333333333333334
自然图像特征,1,0,0,6,0,3,3,13,3.2
mvg,0,0,0,0,0,2,0,2,0.48333333333333334
无参考图像质量评价,0,1,2,2,1,2,2,10,3.708333333333333
计算模型,0,0,1,0,0,1,0,2,0.3666666666666667
自然图像块,0,0,0,0,0,1,0,1,0.24166666666666667
特征提取,0,0,1,0,0,1,1,3,0.6083333333333334
全局,1,0,0,0,0,1,0,2,1.2416666666666667
均值向量,0,0,0,0,0,1,0,1,0.24166666666666667
图像距离,0,0,0,0,0,1,0,1,0.24166666666666667
全局框架算法,0,0,0,0,0,4,0,4,0.9666666666666667
复杂度,0,0,1,0,0,6,0,7,1.575
偏离程度,0,0,0,1,0,1,0,2,0.3666666666666667
量化,0,0,0,2,0,1,0,3,0.4916666666666667
统计特征,0,0,0,0,3,1,0,4,0.9666666666666667
无重叠图像块,0,0,0,0,0,1,0,1,0.24166666666666667
似然估计,0,0,0,0,0,1,0,1,0.24166666666666667
引用,0,0,0,0,0,1,0,1,0.24166666666666667
建模,0,0,0,0,0,1,0,1,0.24166666666666667
概率密度函数,0,0,0,2,0,1,0,3,0.4916666666666667
multivariategaus,0,0,0,0,0,1,0,1,0.24166666666666667
客观质量评价算法,0,0,3,0,0,0,0,3,0.375
评价,0,0,4,0,0,0,0,4,0.5
主观评价,0,0,2,0,0,0,0,2,0.25
图像处理,0,0,3,2,0,0,0,5,0.625
数字信息,0,0,2,0,0,0,0,2,0.25
无参考图像质量评价模型,0,0,1,0,0,0,0,1,0.125
参考型,0,0,1,0,0,0,0,1,0.125
无参考,1,0,4,0,0,0,0,5,1.5
客观质量,0,0,2,1,0,2,0,5,0.8583333333333334
始图像,0,0,1,3,0,0,0,4,0.5
传输带宽,0,0,2,0,0,0,0,2,0.25
网络传输,0,0,1,0,0,0,0,1,0.125
半参,0,0,2,0,0,0,0,2,0.25
原始信息,0,0,1,0,0,0,0,1,0.125
先验,0,0,1,0,0,0,0,1,0.125
半参考图像质量评价,0,0,1,0,0,0,0,1,0.125
参考,0,0,1,0,0,0,0,1,0.125
人眼视觉系统,0,0,1,0,0,0,0,1,0.125
视觉信息,0,0,4,2,0,0,2,8,1.2333333333333334
mos值,0,0,1,0,0,0,0,1,0.125
人眼评分,0,0,1,0,0,0,0,1,0.125
图像客观质量评价,0,0,1,0,0,0,0,1,0.125
工程,0,0,1,0,0,0,0,1,0.125
数学,0,0,1,1,0,0,0,2,0.25
人工,0,0,1,0,0,0,0,1,0.125
客观图像质量评价,0,0,1,0,0,0,0,1,0.125
meanopinionscore,0,0,1,0,0,0,0,1,0.125
mos,0,0,1,0,0,0,0,1,0.125
主观质量评分法,0,0,1,0,0,0,0,1,0.125
客观评价方,0,0,1,0,0,0,0,1,0.125
图像信息处理,0,0,1,0,0,0,0,1,0.125
传输图像质量,0,0,1,0,0,0,0,1,0.125
带宽,0,0,1,0,0,0,0,1,0.125
网络,0,0,1,0,0,0,1,2,0.3666666666666667
数字视频服务,0,0,1,0,0,0,0,1,0.125
动调节系统,0,0,1,0,0,0,0,1,0.125
安全监控,0,0,1,0,0,0,0,1,0.125
系统,0,0,1,0,0,0,0,1,0.125
数字图像系统,0,0,1,0,0,0,0,1,0.125
视觉感知,1,0,3,2,0,1,0,7,1.8666666666666667
信息的失真,0,0,1,0,0,0,0,1,0.125
信息传输,0,0,1,0,0,0,0,1,0.125
信息存储,0,0,1,0,0,0,0,1,0.125
信息显示,0,0,1,0,0,0,0,1,0.125
承载信息,0,0,1,0,0,0,0,1,0.125
互联网信息,0,0,1,0,0,0,0,1,0.125
信息源,0,0,1,0,0,0,0,1,0.125
机器识别,0,0,1,0,0,0,0,1,0.125
信息科学,0,0,1,0,0,0,0,1,0.125
框架,0,0,0,0,0,1,2,3,0.725
无参考质量评价算法,0,0,0,0,0,0,2,2,0.48333333333333334
视频,1,0,1,0,0,0,2,4,1.6083333333333334
全局框架,0,0,1,1,0,1,1,4,0.7333333333333334
图像视觉感知质量,0,0,0,0,0,0,1,1,0.24166666666666667
快速衰落失真,0,0,0,1,0,0,1,2,0.3666666666666667
svr,0,0,0,0,0,3,1,4,0.9666666666666667
先特征,0,0,0,0,0,0,1,1,0.24166666666666667
22维特征,0,0,0,0,0,0,1,1,0.24166666666666667
纹理区域,0,0,1,3,7,1,1,13,2.675
能量分布特征,0,0,0,1,1,0,1,3,0.6083333333333334
方向,0,0,0,3,0,0,1,4,0.6166666666666667
分布特征,0,0,0,0,0,0,1,1,0.24166666666666667
contourletnss,0,0,0,0,0,0,1,1,0.24166666666666667
中间,0,0,0,0,0,0,1,1,0.24166666666666667
低级特征,0,0,0,1,1,0,1,3,0.6083333333333334
像素级别,0,0,0,0,0,0,1,1,0.24166666666666667
contouriet系数,0,0,0,1,0,0,1,2,0.3666666666666667
自然图像统计特性,1,0,0,1,1,1,1,5,1.85
通用型,2,0,1,3,0,1,1,8,2.9833333333333334
参考图像质量评价,0,0,0,0,0,0,1,1,0.24166666666666667
客观,0,0,0,0,0,0,1,1,0.24166666666666667
体验质量,0,0,0,0,0,0,1,1,0.24166666666666667
终端用户,0,0,0,0,0,0,1,1,0.24166666666666667
大数据时代,0,0,0,0,0,0,1,1,0.24166666666666667
移动互联网,0,0,0,0,0,0,1,1,0.24166666666666667
能量分布,0,0,0,1,4,0,0,5,1.0916666666666668
能量值,0,0,0,2,2,0,0,4,0.7333333333333334
能量幅度,0,0,0,0,2,0,0,2,0.48333333333333334
白噪声,0,0,0,2,2,0,0,4,0.7333333333333334
os,0,0,0,0,2,0,0,2,0.48333333333333334
噪声图像,0,0,0,0,2,0,0,2,0.48333333333333334
dmos,0,0,0,0,2,0,0,2,0.48333333333333334
能量特征,0,0,0,0,1,0,0,1,0.24166666666666667
标准差,0,0,0,1,1,0,0,2,0.3666666666666667
方向能量,0,0,0,2,1,0,0,3,0.4916666666666667
直方图,0,0,0,6,1,0,0,7,0.9916666666666667
能量幅度值,0,0,0,0,1,0,0,1,0.24166666666666667
tourlet,0,0,0,0,1,0,0,1,0.24166666666666667
主能量,0,0,0,0,1,0,0,1,0.24166666666666667
模糊图像,0,0,1,1,1,0,0,3,0.4916666666666667
方向矩阵,0,0,0,0,1,0,0,1,0.24166666666666667
平均值,0,0,0,0,1,0,0,1,0.24166666666666667
能量,0,0,0,4,1,0,0,5,0.7416666666666667
方向系数,0,0,0,0,1,0,0,1,0.24166666666666667
子带标记序号,0,0,0,0,1,0,0,1,0.24166666666666667
图像子带,0,0,0,0,1,0,0,1,0.24166666666666667
dfb分解,0,0,0,0,3,0,0,3,0.725
lp尺度分解,0,0,0,0,2,0,0,2,0.48333333333333334
分辨率,1,0,1,5,1,0,0,8,1.9916666666666667
性能指标,0,0,1,0,0,1,0,2,0.3666666666666667
监控系统,0,0,1,0,0,0,0,1,0.125
互联网,0,0,1,0,0,0,0,1,0.125
无参考算法,0,0,1,1,0,3,0,5,0.975
全参考算法,0,0,1,0,0,2,0,3,0.6083333333333334
wavelet域,0,0,1,4,0,0,0,5,0.625
视觉感知系数,0,0,1,0,0,0,0,1,0.125
vs,0,0,1,0,0,0,0,1,0.125
边缘概率分布,0,0,1,6,0,0,0,7,0.875
wavelet域特征,0,0,1,0,0,0,0,1,0.125
视觉主观感受,0,0,1,0,0,0,0,1,0.125
统计量度,0,0,1,0,0,0,0,1,0.125
视觉敏感系数,0,0,1,0,0,0,0,1,0.125
归一化系数,0,0,1,0,0,0,0,1,0.125
受损图像,0,0,1,0,0,0,0,1,0.125
iblerdivergence,0,0,1,0,0,0,0,1,0.125
back-,0,0,1,0,0,0,0,1,0.125
k-l散度,0,0,1,0,0,0,0,1,0.125
gaussiandensity,0,0,1,0,0,0,0,1,0.125
generalized,0,0,1,1,0,0,0,2,0.25
广义高斯密度,0,0,1,0,0,0,0,1,0.125
子带系数,0,0,1,3,0,0,0,4,0.5
自然图像统计模型,0,0,1,0,0,0,0,1,0.125
小波域,0,0,1,7,0,0,0,8,1.0
vqeg,0,0,4,0,0,0,0,4,0.5
半参考评价算法,0,0,1,0,0,0,0,1,0.125
全参考评价算法,0,0,1,0,0,0,0,1,0.125
图像质量评价体系,0,0,1,0,0,0,0,1,0.125
客观视频质量评价算法,0,0,1,0,0,0,0,1,0.125
图像视频质量,0,0,1,0,0,0,0,1,0.125
客观视频质量评价模型,0,0,1,0,0,0,0,1,0.125
验室,0,0,1,0,0,0,0,1,0.125
视频工程,0,0,1,0,0,0,0,1,0.125
图像与,0,0,1,0,0,0,0,1,0.125
视频质量,0,0,1,0,0,0,0,1,0.125
电信联盟,0,0,1,0,0,0,0,1,0.125
paramater,0,0,0,9,0,0,0,9,1.125
shape-,0,0,0,9,0,0,0,9,1.125
su,0,0,0,5,0,0,0,5,0.625
对数均值统计特性,0,0,0,4,0,0,0,4,0.5
权重,0,0,0,3,0,0,0,3,0.375
尺度子带,0,0,0,5,0,0,0,5,0.625
对数,0,0,0,3,0,0,0,3,0.375
形状参数,0,0,0,3,0,0,0,3,0.375
大尺度子带系数,0,0,0,3,0,0,0,3,0.375
对数均值,0,0,0,3,0,0,0,3,0.375
对数域,0,0,0,9,1,0,0,10,1.3666666666666667
