,摘要,关键词,第一章,第二章,第三章,第四章,第五章,第六章,总词频,加权得分
hdp-vdp路由,0,0,0,0,0,10,1,0,11,1.99375
干扰,1,0,5,3,23,10,16,1,59,11.0625
接收器,0,0,0,0,2,2,0,0,4,0.725
用户栅格,0,0,0,0,0,8,0,0,8,1.45
次用户干扰区,0,0,0,0,0,10,8,0,18,3.2624999999999997
次用户网络协议,0,0,0,0,0,3,1,0,4,0.725
数据速率,0,0,1,1,2,21,3,0,28,4.9624999999999995
单点吞吐量,0,0,0,0,0,10,2,0,12,2.175
次网络,1,0,8,0,11,7,7,0,34,6.53125
主网络,2,0,16,46,37,7,10,0,118,19.5375
主用户路由数,0,0,0,0,0,1,0,0,1,0.18125
次用户路由数,0,0,0,0,0,1,0,0,1,0.18125
hdp-vdp路由协议,0,0,0,0,0,1,0,0,1,0.18125
路由,0,0,2,0,0,9,13,0,24,4.2375
路由数,0,0,0,0,0,3,7,0,10,1.8125
吞吐量,0,0,2,0,0,15,3,0,20,3.5124999999999997
容量,15,0,87,0,6,18,28,9,163,36.93125
性传输,0,0,0,0,0,2,0,0,2,0.3625
认知信息,11,0,106,168,4,0,0,11,300,47.96875
时间维度,1,0,10,42,15,5,0,2,75,11.4875
空间维度,0,0,10,37,7,0,0,2,56,7.50625
时间窗,0,0,0,42,0,0,0,0,42,5.25
错误率,1,0,1,12,0,0,0,1,15,2.80625
频谱,2,0,46,78,29,3,6,4,168,25.1125
空间,2,0,8,10,4,2,0,2,28,5.7
表征误差,0,0,0,8,0,0,0,0,8,1.0
二维空间,0,0,0,2,0,0,0,0,2,0.25
无线电参数,0,0,2,87,0,0,0,0,89,11.125
对偶性,0,0,2,9,0,0,0,1,12,1.55625
空时认知信息,0,0,1,7,0,0,0,1,9,1.18125
不等长周期频谱检测,0,0,0,1,0,0,0,0,1,0.125
栅格融合,0,0,5,8,0,0,0,1,14,1.80625
空时,0,0,1,4,0,0,0,0,5,0.625
嫡和,0,0,0,1,0,0,0,0,1,0.125
认知信息表征,0,0,0,5,0,0,0,0,5,0.625
一维空间,0,0,0,1,0,0,0,0,1,0.125
错误概率,0,0,0,13,1,0,0,0,14,1.80625
时间嫡,0,0,1,2,0,0,0,0,3,0.375
时间段,0,0,0,3,0,0,0,0,3,0.375
误差,0,0,2,31,0,0,0,0,33,4.125
空间维维度频谱,0,0,0,1,0,0,0,0,1,0.125
对称性,0,0,0,2,0,0,0,0,2,0.25
空间维度频谱嫡,0,0,0,3,0,0,0,0,3,0.375
时间维度频谱炳,0,0,0,1,0,0,0,0,1,0.125
无线电参数误差,2,0,6,45,0,0,0,2,55,8.7375
频谱空洞,0,0,30,13,12,25,9,2,91,14.075
虚警概率,0,0,1,5,24,0,0,0,30,5.1
误检概率,0,0,1,4,26,0,0,0,31,5.3374999999999995
灰区,2,0,9,0,70,0,0,2,83,16.174999999999997
检测门限,0,0,0,10,13,0,0,0,23,3.6062499999999997
中心极限定理,0,0,0,0,8,0,0,0,8,1.45
灰区半径,0,0,0,0,12,0,0,0,12,2.175
减函数,0,0,0,3,11,0,0,0,14,2.36875
信噪比,0,0,2,0,10,0,0,0,12,2.0625
样本数,0,0,0,5,3,0,0,0,8,1.16875
样本,0,0,0,1,3,0,0,0,4,0.66875
函数,0,0,0,15,9,1,1,0,26,3.86875
闭式,0,0,0,0,4,0,0,0,4,0.725
备选半径,0,0,0,0,7,0,0,0,7,1.26875
性能,0,0,18,8,14,2,1,0,43,6.33125
频谱检测,1,0,27,30,27,0,1,1,87,13.38125
增函数,0,0,0,4,9,0,0,0,13,2.1312499999999996
次用户检测器,0,0,0,0,4,0,0,0,4,0.725
主用户发射机,0,0,0,0,4,4,0,0,8,1.45
常数,0,0,1,1,5,6,6,0,19,3.33125
样本个数,0,0,0,0,3,0,0,0,3,0.54375
样本数目,0,0,0,0,1,0,0,0,1,0.18125
半径,1,0,3,0,35,2,1,1,43,8.44375
接收信号,0,0,6,1,3,0,0,0,10,1.41875
检测器,0,0,0,1,3,0,0,0,4,0.66875
发射功率,0,0,2,0,15,3,5,1,26,4.6
功率片,0,0,0,0,1,0,0,0,1,0.18125
距离,0,0,0,2,3,3,1,0,9,1.51875
clt,0,0,0,0,1,0,0,0,1,0.18125
dldrdl,0,0,0,0,1,0,0,0,1,0.18125
nz2,0,0,0,0,1,0,0,0,1,0.18125
率约束,0,0,0,0,1,0,0,0,1,0.18125
误检概,0,0,0,0,1,0,0,0,1,0.18125
导数,0,0,0,0,3,0,0,0,3,0.54375
样数,0,0,0,0,1,0,0,0,1,0.18125
反q函数,0,0,0,0,1,0,0,0,1,0.18125
butionfunction,0,0,0,0,1,0,0,0,1,0.18125
cumulative,0,0,0,0,1,1,0,0,2,0.3625
高斯随机变量,0,0,0,1,2,0,0,0,3,0.4875
统计量,0,0,0,0,4,0,0,0,4,0.725
中心极限,0,0,0,0,1,0,0,0,1,0.18125
实值高斯随机变量,0,0,0,0,1,0,0,0,1,0.18125
主次网络,2,0,9,0,2,3,13,3,32,6.93125
角度维度,3,0,9,0,0,24,0,3,39,9.01875
认知信息量,3,0,15,68,16,0,0,3,105,16.81875
吞吐量容量,0,0,2,0,0,7,3,3,15,2.6062499999999997
方向性传输,1,0,2,0,0,13,2,2,20,4.33125
空时频谱机,0,0,3,0,1,1,0,2,7,1.1
白区,2,0,7,0,54,0,0,2,65,13.025
黑区,1,0,5,0,33,0,0,2,41,7.96875
认知信息传递,1,0,14,17,0,0,0,2,34,5.2375
频谱利用率,1,0,15,17,4,0,2,2,41,6.45
参数,3,0,23,35,5,1,2,2,71,12.0625
表征理论,1,0,1,4,0,0,0,2,8,1.9875
角度,1,0,2,0,0,5,1,2,11,2.7
多维频谱空洞,0,0,5,0,0,0,2,2,9,1.35
二维部署,1,0,1,0,0,0,1,1,4,1.4875
干扰协调,0,0,1,0,0,0,1,1,3,0.4875
度维频谱机,1,0,3,0,0,0,1,1,6,1.7375
3d认知无线网络,1,0,5,0,0,0,4,1,11,2.53125
高度维,0,0,1,0,0,0,2,1,4,0.66875
认知,0,0,11,10,1,0,1,1,24,3.16875
sion,0,0,0,0,0,0,0,1,1,0.18125
高度维频谱机,1,0,0,0,0,0,0,1,2,1.18125
期望值,0,0,1,0,1,3,1,1,7,1.2125
概率密度函数,1,0,1,1,2,8,1,1,15,3.425
特性,1,0,2,0,0,0,0,1,4,1.43125
频谱机会,2,0,6,0,2,4,1,1,16,4.2
空时频谱空洞,1,0,5,0,8,0,1,1,16,3.4375
波束成形,0,0,4,0,0,1,0,1,6,0.8625
方向性天线,0,0,0,0,0,4,0,1,5,0.90625
空时频谱接入,2,0,3,0,0,1,0,1,7,2.7375
数据库,0,0,17,49,0,0,0,1,67,8.43125
空时频谱,1,0,0,0,1,0,0,1,3,1.3625
过渡区,1,0,6,0,53,0,0,1,61,11.5375
主用户频谱,0,0,0,3,0,0,0,1,4,0.55625
时间维度频谱空洞,0,0,2,0,0,0,0,1,3,0.43125
空时频谱接入模型,0,0,1,0,0,0,0,1,2,0.30625
黑白灰,1,0,3,0,4,0,0,1,9,2.28125
空时二维频谱机,1,0,3,0,0,0,0,1,5,1.55625
传递,2,0,14,15,3,0,0,1,35,6.35
移动环境,1,0,1,1,0,0,0,1,4,1.43125
干扰概率,0,0,3,14,0,0,0,1,18,2.30625
主次系统,0,0,2,6,0,0,0,1,9,1.18125
系统参数,0,0,3,2,0,0,0,1,6,0.80625
资源状态,0,0,1,1,0,0,0,1,3,0.43125
非完美认知,0,0,1,2,0,0,0,1,4,0.55625
认知信息度量理论,1,0,2,1,0,0,0,1,5,1.55625
空时表征,0,0,1,2,0,0,0,1,4,0.55625
栅格操作,0,0,3,2,0,0,0,1,6,0.80625
时间炳,1,0,2,1,0,0,0,1,5,1.55625
地理嫡,1,0,5,0,0,0,0,1,7,1.80625
时间爆,0,0,0,0,0,0,0,1,1,0.18125
地理炳,1,0,2,0,0,0,0,1,4,1.43125
传递理论,1,0,3,1,0,0,1,1,7,1.8625
度量,2,0,13,13,3,0,1,1,33,6.15625
性能指标,0,0,0,0,1,0,0,1,2,0.3625
高效频谱,4,0,4,0,0,0,0,1,9,4.68125
频谱空洞接入,0,0,0,0,0,0,0,1,1,0.18125
时间,2,0,7,10,4,1,1,1,26,5.39375
高效传递理论,0,0,0,0,0,0,0,1,1,0.18125
prc,0,0,0,0,0,26,0,0,26,4.7124999999999995
环绕路由,0,0,0,0,0,11,0,0,11,1.99375
面积,0,0,2,33,4,12,1,0,52,7.45625
环绕路,0,0,0,0,0,6,0,0,6,1.0875
保护区链条,0,0,0,0,0,4,0,0,4,0.725
源节点,0,0,0,0,0,6,10,0,16,2.9
中断,0,0,0,0,1,4,0,0,5,0.90625
孤立区域,0,0,0,0,0,3,0,0,3,0.54375
宿节点,0,0,0,0,0,6,1,0,7,1.26875
dtdr,0,0,0,0,0,12,0,0,12,2.175
otdr,0,0,0,0,0,11,0,0,11,1.99375
概率,0,0,0,19,1,16,14,0,50,7.9937499999999995
tor,0,0,0,0,0,1,0,0,1,0.18125
用户网络,0,0,0,0,0,5,1,0,6,1.0875
干扰区面积,0,0,0,0,0,1,0,0,1,0.18125
连通概率,0,0,0,0,0,2,0,0,2,0.3625
or,0,0,1,0,0,3,0,0,4,0.66875
连通,0,0,0,0,0,2,0,0,2,0.3625
用户节点,0,0,0,0,0,1,1,0,2,0.3625
nmpnp,0,0,0,0,0,1,0,0,1,0.18125
传输阻断,0,0,0,0,0,1,0,0,1,0.18125
ffl,0,0,0,0,0,1,0,0,1,0.18125
不等式,0,0,0,1,1,1,1,0,4,0.66875
chernoff不等式,0,0,0,0,0,2,2,0,4,0.725
随机变量,0,0,1,7,1,7,2,0,18,2.8125
贝努利分布,0,0,0,0,1,3,2,0,6,1.0875
次用户数,0,0,0,0,0,2,0,0,2,0.3625
og,0,0,0,1,0,2,1,0,4,0.66875
16,0,0,0,0,0,1,0,0,1,0.18125
周长,0,0,0,0,0,1,0,0,1,0.18125
长度,0,0,0,7,0,1,1,0,9,1.2375
用户保护区,0,0,0,0,0,1,0,0,1,0.18125
区域面积,0,0,0,0,0,1,0,0,1,0.18125
直线,0,0,0,3,0,1,3,0,7,1.1
个次用户栅格,0,0,0,0,0,1,0,0,1,0.18125
正方形,0,0,0,1,0,4,0,0,5,0.85
闭合结构,0,0,0,0,0,1,0,0,1,0.18125
开放结构,0,0,0,0,0,1,0,0,1,0.18125
regionchain,0,0,0,0,0,1,0,0,1,0.18125
preservation,0,0,0,0,0,1,0,0,1,0.18125
用户路径,0,0,0,0,0,3,0,0,3,0.54375
用户环绕路由,0,0,0,0,0,1,0,0,1,0.18125
路径,0,0,0,0,0,7,0,0,7,1.26875
协作检测,0,0,9,6,15,0,0,0,30,4.59375
节点数,0,0,1,2,7,0,2,0,12,2.0062499999999996
协作增益,0,0,1,0,4,0,0,0,5,0.85
单点检测,0,0,4,0,3,0,0,0,7,1.04375
k-outof-m准则,0,0,0,2,4,0,0,0,6,0.975
频带,0,0,2,3,3,0,0,0,8,1.16875
过渡区宽度,0,0,0,0,5,0,0,0,5,0.90625
噪声,0,0,1,3,24,0,0,0,28,4.85
宽度,0,0,0,0,3,0,0,0,3,0.54375
噪声不确定性,0,0,0,0,1,0,0,0,1,0.18125
次用户发射功率,0,0,0,0,1,0,0,0,1,0.18125
功率控制,0,0,1,0,4,0,0,0,5,0.85
系统,0,0,6,0,1,0,1,0,8,1.1125
曲线,0,0,0,7,1,0,0,0,8,1.05625
一族曲线,0,0,0,0,1,0,0,0,1,0.18125
认知数据库,0,0,33,45,9,0,0,0,87,11.38125
空时频谱检测,1,0,13,0,9,1,0,0,24,4.4375
主用户频段,0,0,0,0,3,0,0,0,3,0.54375
边界,1,0,1,7,8,0,0,0,17,3.45
黑区半径,1,0,4,0,15,0,0,0,20,4.21875
聚合干扰,0,0,1,0,16,4,0,0,21,3.75
过渡带,0,0,0,0,5,0,0,0,5,0.90625
主用户接收机,0,0,1,0,4,9,1,0,15,2.6625
白区半径,0,0,1,0,24,0,0,0,25,4.475
接入模型,0,0,0,0,2,0,0,0,2,0.3625
空间维度频谱机,1,0,0,0,6,0,0,0,7,2.0875
空时维度,0,0,3,0,2,1,1,0,7,1.1
数值仿真,0,0,0,2,1,0,0,0,3,0.43125
云区,0,0,0,0,1,0,0,0,1,0.18125
仿真结,0,0,0,1,1,0,0,0,2,0.30625
多主用户网络,0,0,1,0,3,0,0,0,4,0.66875
单主用户网络,0,0,0,0,3,0,0,0,3,0.54375
内半径,0,0,0,0,10,0,0,0,10,1.8125
灰区外半径,0,0,0,0,2,0,0,0,2,0.3625
频谱検测,0,0,0,0,1,0,0,0,1,0.18125
接收信噪,0,0,1,0,1,0,0,0,2,0.30625
能量,0,0,5,2,2,1,1,0,11,1.6
认知数据库库,0,0,0,0,1,0,0,0,1,0.18125
dynamicspectrumacces,0,0,0,0,1,0,0,0,1,0.18125
动态频谱接入,0,0,3,1,1,0,0,0,5,0.68125
访问数据库,0,0,1,0,1,0,0,0,2,0.30625
边界信息,0,0,1,0,1,0,0,0,2,0.30625
频谱接入模型,0,0,0,0,1,0,0,0,1,0.18125
黑区边界,0,0,0,0,2,0,0,0,2,0.3625
最优化模型,0,0,0,0,2,0,0,0,2,0.3625
动态频谱租赁,0,0,3,0,9,0,0,0,12,2.0062499999999996
中断概率约束,0,0,0,0,4,0,0,0,4,0.725
性能极限,0,0,0,0,4,0,0,0,4,0.725
资源,0,0,16,6,1,0,0,0,23,2.93125
网络管控,0,0,0,0,1,0,0,0,1,0.18125
系统架构,0,0,0,0,1,0,0,0,1,0.18125
发射机,0,0,1,0,6,13,5,0,25,4.475
接入,0,0,3,1,2,0,0,0,6,0.8625
高效频谱检测,0,0,0,0,1,0,0,0,1,0.18125
per,0,0,1,0,1,0,0,0,2,0.30625
阴影效应,0,0,0,0,1,0,0,0,1,0.18125
per区,0,0,0,0,1,0,0,0,1,0.18125
时间维度频谱机,1,0,1,0,3,0,0,0,5,1.66875
primaryexclusiveregion,0,0,0,0,2,0,0,0,2,0.3625
主用户排斥区,0,0,1,0,3,0,0,0,4,0.66875
空间维度频谱空洞,0,0,1,0,1,0,0,0,2,0.30625
协作空时检测,0,0,0,0,1,0,0,0,1,0.18125
机器学习,0,0,1,0,1,0,0,0,2,0.30625
协作空时频谱检测,0,0,1,0,1,0,0,0,2,0.30625
tds,0,0,1,0,1,0,0,0,2,0.30625
dimensionalsens,0,0,0,0,1,0,0,0,1,0.18125
二维频谱检测,0,0,0,0,1,0,0,0,1,0.18125
时间维度机,0,0,1,0,1,0,0,0,2,0.30625
空时检测,0,0,1,0,1,0,0,0,2,0.30625
频谱资源,1,0,4,1,1,1,0,0,8,1.9875
多维认知信息,1,0,2,1,1,0,1,0,6,1.7375
定性,0,0,0,0,2,0,0,0,2,0.3625
噪声功率,0,0,0,0,2,0,0,0,2,0.3625
方差,0,0,0,1,2,0,0,0,3,0.4875
功率,0,0,3,0,2,1,0,0,6,0.91875
噪声方差,0,0,0,0,3,0,0,0,3,0.54375
认知无线电,0,0,7,2,0,0,0,0,9,1.125
移动互联网,0,0,8,0,0,0,0,0,8,1.0
移动通信,0,0,7,0,0,0,0,0,7,0.875
5g,1,0,5,0,0,0,0,0,6,1.625
流量,1,0,5,1,0,0,0,0,7,1.75
异构网络,0,0,8,0,0,0,1,0,9,1.18125
标准化,0,0,4,0,0,0,0,0,4,0.5
互联网,0,0,4,0,0,0,0,0,4,0.5
多域认知,0,0,3,0,0,0,0,0,3,0.375
虚拟化,0,0,3,0,0,0,0,0,3,0.375
融合,0,0,3,0,1,0,0,0,4,0.55625
技术,0,0,3,0,0,0,0,0,3,0.375
移动通信网络,1,0,3,2,0,0,0,0,6,1.625
物联网,0,0,3,0,0,0,0,0,3,0.375
用户域,1,0,3,0,0,0,0,0,4,1.375
无线,0,0,5,0,0,0,0,0,5,0.625
无线环境,0,0,2,0,0,0,0,0,2,0.25
认知无线电设备,0,0,2,0,0,0,0,0,2,0.25
异构无线网络,0,0,2,0,0,0,0,0,2,0.25
用效率,0,0,4,0,0,0,0,0,4,0.5
业务,0,0,4,0,0,0,0,0,4,0.5
异构组网,2,0,3,0,0,0,0,0,5,2.375
频谱测量,0,0,2,0,0,0,0,0,2,0.25
频段,0,0,2,1,0,0,0,0,3,0.375
异构组网技术,0,0,2,0,0,0,0,0,2,0.25
新频谱资源,2,0,2,0,0,0,0,0,4,2.25
3gpp,0,0,4,0,1,0,0,0,5,0.68125
时延,0,0,10,9,0,1,2,0,22,2.91875
互联网+,0,0,3,0,0,0,0,0,3,0.375
桌面互联网,0,0,2,0,0,0,0,0,2,0.25
社交网络,1,0,2,0,0,0,0,0,3,1.25
移动端,0,0,2,0,0,0,0,0,2,0.25
传统行业,0,0,2,0,0,0,0,0,2,0.25
通信网络,0,0,3,0,0,0,0,0,3,0.375
单域认知,0,0,1,0,0,0,0,0,1,0.125
政策域,1,0,2,0,0,0,0,0,3,1.25
网络域,1,0,2,0,0,0,0,0,3,1.25
无线域,3,0,3,0,0,0,0,0,6,3.375
共存,0,0,1,1,0,0,0,0,2,0.25
radioaccesstech,0,0,1,0,0,0,0,0,1,0.125
无线接入技术,0,0,1,0,0,0,0,0,1,0.125
资源利用,0,0,1,0,0,0,0,0,1,0.125
物理层,0,0,1,0,0,0,0,0,1,0.125
secondarynetwork,0,0,1,0,0,0,0,0,1,0.125
primarynetwork,0,0,1,0,0,1,0,0,2,0.30625
认知能力,0,0,1,0,0,0,0,0,1,0.125
单域感知,0,0,1,0,0,0,0,0,1,0.125
cognitivewirelessnetwork,0,0,1,0,0,0,0,0,1,0.125
无线电,0,0,2,3,0,0,0,0,5,0.625
频谱利用效率,0,0,2,0,0,1,0,0,3,0.43125
授权频谱,0,0,3,0,0,0,0,0,3,0.375
secondaiyu,0,0,1,0,0,0,0,0,1,0.125
primaryuser,0,0,1,0,0,0,0,0,1,0.125
动态频谱管理,0,0,3,0,0,0,0,0,3,0.375
智能,0,0,1,0,0,0,0,0,1,0.125
通信参数,0,0,1,0,0,0,0,0,1,0.125
内容感知,0,0,1,0,0,0,0,0,1,0.125
情景感知,0,0,1,0,0,0,0,0,1,0.125
闭环控制,0,0,1,0,0,0,0,0,1,0.125
环境信息,0,0,1,0,0,0,0,0,1,0.125
无线电技术,0,0,1,0,0,0,0,0,1,0.125
环境感知,0,0,1,0,0,0,0,0,1,0.125
cognitiverad,0,0,2,0,0,0,0,0,2,0.25
静态频谱规划,0,0,1,0,0,0,0,0,1,0.125
利用率,0,0,2,1,0,0,0,0,3,0.375
网络共享,0,0,1,0,0,0,0,0,1,0.125
异构网第融合,0,0,1,0,0,0,0,0,1,0.125
业务体验,0,0,1,0,0,0,0,0,1,0.125
虚拟网络,0,0,1,0,0,0,0,0,1,0.125
池化管,0,0,1,0,0,0,0,0,1,0.125
基础设施,0,0,1,0,0,0,0,0,1,0.125
sdn,0,0,2,0,0,0,0,0,2,0.25
softwaredefinednet,0,0,1,0,0,0,0,0,1,0.125
软件定义网络,0,0,1,0,0,0,0,0,1,0.125
os,0,0,1,0,0,0,0,0,1,0.125
service,0,0,3,0,0,0,0,0,3,0.375
quality,0,0,1,0,0,0,0,0,1,0.125
服务质量,0,0,1,0,1,0,0,0,2,0.30625
通信,0,0,1,4,2,0,1,0,8,1.16875
静态,0,0,2,0,0,0,0,0,2,0.25
商业区,0,0,1,0,0,0,0,0,1,0.125
测量,0,0,2,0,0,0,0,0,2,0.25
forinfbcommresear,0,0,1,0,0,0,0,0,1,0.125
资通讯研发,0,0,1,0,0,0,0,0,1,0.125
国际,0,0,1,0,0,0,0,0,1,0.125
纽约,0,0,1,0,0,0,0,0,1,0.125
lcommunic,0,0,2,1,0,0,0,0,3,0.375
fed,0,0,2,1,0,0,0,0,3,0.375
通讯,0,0,1,0,0,0,0,0,1,0.125
联邦,0,0,1,0,0,0,0,0,1,0.125
sharedspectrum,0,0,7,1,0,0,0,0,8,1.0
固定频率,0,0,1,0,0,0,0,0,1,0.125
容量增长,0,0,1,0,0,0,0,0,1,0.125
高效传输,0,0,1,0,0,0,0,0,1,0.125
无线组网技术,0,0,1,0,0,0,0,0,1,0.125
三星,0,0,1,0,0,0,0,0,1,0.125
中兴,0,0,1,0,0,0,0,0,1,0.125
华为,0,0,1,0,0,0,0,0,1,0.125
爱立信,0,0,1,0,0,0,0,0,1,0.125
移动,0,0,1,1,0,0,0,0,2,0.25
5gforum,0,0,1,0,0,0,0,0,1,0.125
imt-2020,0,0,2,0,0,0,0,0,2,0.25
generation,0,0,1,0,0,0,0,0,1,0.125
5g研究中,0,0,1,0,0,0,0,0,1,0.125
物理层基础技术,0,0,1,0,0,0,0,0,1,0.125
5gnow,0,0,1,0,0,0,0,0,1,0.125
metis,0,0,1,0,0,0,0,0,1,0.125
elecommunications,0,0,1,0,0,0,0,0,1,0.125
电信标准协会,0,0,1,0,0,0,0,0,1,0.125
连接,0,0,1,0,0,0,0,0,1,0.125
低时延,0,0,1,0,0,0,0,0,1,0.125
峰值速率,0,0,1,0,0,0,0,0,1,0.125
速率,0,0,2,4,0,1,1,0,8,1.1125
fifthgenerationmobilecommunications,1,0,1,0,0,0,0,0,2,1.125
移动通信技术,1,0,1,0,0,0,0,0,2,1.125
高通公司,0,0,1,0,0,0,0,0,1,0.125
在线游戏,1,0,1,0,0,0,0,0,2,1.125
流媒体,1,0,1,0,0,0,0,0,2,1.125
设备,1,0,1,0,0,0,0,0,2,1.125
平板电脑,1,0,1,0,0,0,0,0,2,1.125
智能手机,1,0,1,0,0,0,0,0,2,1.125
百度搜索,0,0,1,0,0,0,0,0,1,0.125
个人电脑,0,0,1,0,0,0,0,0,1,0.125
搜索流量,0,0,1,0,0,0,0,0,1,0.125
搜索,0,0,1,1,0,0,0,0,2,0.25
socialnetworkingservices,0,0,1,0,0,0,0,0,1,0.125
社交网络服务,0,0,1,0,0,0,0,0,1,0.125
wechat,0,0,1,0,0,0,0,0,1,0.125
微信,0,0,2,0,0,0,0,0,2,0.25
社交应用,0,0,1,0,0,0,0,0,1,0.125
移动终端,0,0,1,0,0,0,0,0,1,0.125
订单量,0,0,1,0,0,0,0,0,1,0.125
京东商城,0,0,1,0,0,0,0,0,1,0.125
新技术,0,0,1,0,0,0,0,0,1,0.125
大数据,0,0,1,0,0,0,0,0,1,0.125
云计算,0,0,1,0,0,0,0,0,1,0.125
经济社会,0,0,1,0,0,0,0,0,1,0.125
信息网络,0,0,1,0,0,0,0,0,1,0.125
信息连接,0,0,1,0,0,0,0,0,1,0.125
认知用户,0,0,14,22,0,1,0,0,37,4.68125
精度,0,0,5,3,1,0,0,0,9,1.18125
传递效率,0,0,1,7,0,0,0,0,8,1.0
效率,0,0,11,5,0,2,2,0,20,2.725
时间维度认知信息,0,0,0,3,0,0,0,0,3,0.375
认知信息度量,0,0,5,5,0,0,0,0,10,1.25
空间维度认知信息,0,0,0,4,0,0,0,0,4,0.5
空闲频谱信息,0,0,0,5,0,0,0,0,5,0.625
认知终端,0,0,3,2,0,0,0,0,5,0.625
终端,0,0,3,13,0,0,0,0,16,2.0
tv白频谱,0,0,4,2,0,0,0,0,6,0.75
频谱感知,0,0,0,2,0,0,0,0,2,0.25
控制平面,0,0,8,1,0,0,0,0,9,1.125
分布式协作感知,0,0,0,1,0,0,0,0,1,0.125
硬件平台,0,0,0,2,0,0,0,0,2,0.25
数值仿真验证,0,0,0,1,0,0,0,0,1,0.125
性质,0,0,0,6,0,0,0,0,6,0.75
表征模型,0,0,0,1,0,0,0,0,1,0.125
网络资源,0,0,0,1,0,0,0,0,1,0.125
检测,0,0,0,2,1,0,0,0,3,0.43125
检测周期,0,0,0,3,0,0,0,0,3,0.375
频谱检测技术,0,0,0,1,0,0,0,0,1,0.125
环境感知技术,0,0,0,1,0,0,0,0,1,0.125
知信息,0,0,0,1,0,0,0,0,1,0.125
信号处理,0,0,0,1,0,0,0,0,1,0.125
准确传递,0,0,0,1,0,0,0,0,1,0.125
快速,0,0,0,1,0,0,0,0,1,0.125
尺寸,0,0,1,2,0,0,0,0,3,0.375
边长,0,0,1,8,0,0,4,0,13,1.85
广播,0,0,3,9,0,0,0,0,12,1.5
点播,0,0,1,7,0,0,0,0,8,1.0
广播模式,0,0,4,9,0,0,0,0,13,1.625
点播模式,0,0,4,9,0,0,0,0,13,1.625
像素,0,0,1,8,0,0,0,0,9,1.125
小矩形,0,0,1,1,0,0,0,0,2,0.25
频度,0,0,1,7,0,0,0,0,8,1.0
移动性,0,0,2,4,0,0,1,0,7,0.93125
认知信息传递性能,0,0,1,1,0,0,0,0,2,0.25
传递策略,0,0,1,1,0,0,0,0,2,0.25
无线电设备,0,0,1,1,0,0,0,0,2,0.25
低功率,0,0,1,1,0,0,0,0,2,0.25
认知信息获取,0,0,2,1,0,0,0,0,3,0.375
电磁环境,0,0,1,1,0,0,0,0,2,0.25
22,0,0,1,2,1,0,0,0,4,0.55625
ieee802,0,0,1,1,1,0,0,0,3,0.43125
非授权无线电设备,0,0,1,1,0,0,0,0,2,0.25
electricalandelectronicseng,0,0,1,1,0,0,0,0,2,0.25
电子工程师,0,0,1,1,0,0,0,0,2,0.25
电气和,0,0,1,1,0,0,0,0,2,0.25
