,摘要,关键词,第一章,第二章,第三章,第四章,第五章,第六章,总词频,加权得分
稀疏采样,0,0,1,0,4,0,0,0,5,0.85
随机缩放,0,0,0,0,1,0,0,0,1,0.18125
训练数据,0,0,0,0,1,1,0,0,2,0.3625
轮数,0,0,0,0,1,0,0,0,1,0.18125
kinetic-400,0,0,0,0,1,0,0,0,1,0.18125
初始化,0,0,0,0,1,0,0,0,1,0.18125
卷积核参数,0,0,0,0,1,0,0,0,1,0.18125
t维度,0,0,0,0,2,0,0,0,2,0.3625
卷积核,0,0,1,5,8,0,0,0,14,2.2
预训练模型,0,0,1,0,1,8,0,0,10,1.7562499999999999
imagenet,0,0,1,12,1,1,0,0,15,1.9875
初始学习率,0,0,0,0,1,2,0,0,3,0.54375
3090ti,0,0,0,0,1,0,0,0,1,0.18125
样本,1,0,0,0,1,5,0,0,7,2.0875
验证,0,0,0,0,1,1,0,0,2,0.3625
细粒度,0,0,0,0,1,0,0,0,1,0.18125
动作行为,0,0,0,0,1,0,0,0,1,0.18125
物件,0,0,0,0,1,0,0,0,1,0.18125
视频片段数据集,0,0,0,0,1,0,0,0,1,0.18125
somethingsomething,0,0,0,0,1,0,0,0,1,0.18125
特征图,0,0,0,9,2,0,0,0,11,1.4875
通道数目,0,0,0,4,0,0,0,0,4,0.5
osa模块,0,0,0,4,0,0,0,0,4,0.5
通道混洗,0,0,2,5,0,0,0,0,7,0.875
sosamodule,0,0,0,3,0,0,0,0,3,0.375
vovnet,0,0,0,3,0,0,0,0,3,0.375
sosa模块,0,0,0,2,0,0,0,0,2,0.25
维度,0,0,0,3,5,0,2,0,10,1.64375
分组卷积,0,0,0,4,0,0,0,0,4,0.5
效率,0,0,3,9,0,0,6,2,20,2.95
右支路,0,0,0,4,0,0,0,0,4,0.5
通道,0,0,0,6,0,0,0,0,6,0.75
特征,1,0,7,5,1,0,8,0,22,4.13125
线性,0,0,0,2,0,0,1,0,3,0.43125
密集连接,0,0,0,4,0,0,0,0,4,0.5
densenet,0,0,0,3,0,0,0,0,3,0.375
升维度,0,0,0,1,0,0,0,0,1,0.125
支路,0,0,0,17,0,0,0,0,17,2.125
映射,0,0,2,2,0,0,0,0,4,0.5
性能gpu,0,0,0,1,0,0,0,0,1,0.125
低算力设备,0,0,1,2,0,0,1,1,5,0.7375
module,0,0,0,1,0,0,0,0,1,0.125
osa,0,0,0,1,0,0,0,0,1,0.125
数值,0,0,0,2,0,0,0,0,2,0.25
memoryaccesscost,0,0,0,1,0,0,0,0,1,0.125
卷积,0,0,0,4,0,0,0,0,4,0.5
shufflenetv,0,0,0,3,0,0,0,0,3,0.375
拼接,0,0,0,2,0,0,0,0,2,0.25
特征图像,0,0,0,2,0,0,0,0,2,0.25
resnet,0,0,1,1,2,0,0,0,4,0.6125
中间支路,0,0,0,3,0,0,0,0,3,0.375
aggregate,0,0,0,1,0,0,0,0,1,0.125
左支路,0,0,0,3,0,0,0,0,3,0.375
shuffle,0,0,0,1,0,0,0,0,1,0.125
一次性聚合模块,0,0,1,1,0,0,0,0,2,0.25
aggregation,0,0,0,1,0,0,0,0,1,0.125
shuffleoneshot,0,0,0,1,0,0,0,0,1,0.125
输入通道,0,0,0,1,0,0,0,0,1,0.125
低效率,0,0,0,1,0,0,0,0,1,0.125
通道数,0,0,1,1,0,0,0,0,2,0.25
层数,0,0,1,1,0,0,0,0,2,0.25
中间层,0,0,1,2,0,0,1,0,4,0.55625
卷积神经网络模型,0,0,0,1,0,2,0,0,3,0.4875
特征映射模块,0,0,0,1,0,0,0,0,1,0.125
obilesosa,0,0,0,1,0,0,0,0,1,0.125
图像分辨率,0,0,0,0,6,0,0,0,6,1.0875
flops,0,0,0,0,5,0,0,0,5,0.90625
长视频,0,0,2,0,4,0,1,0,7,1.15625
密集采样,0,0,0,0,3,0,0,0,3,0.54375
信息,0,0,14,2,3,0,8,1,28,4.175
关键帧,0,0,0,0,3,0,0,0,3,0.54375
图像数据,1,0,0,0,4,0,0,0,5,1.725
帧数,0,0,0,0,2,0,0,0,2,0.3625
轻量型卷积神经网络,0,0,1,0,1,1,0,1,4,0.66875
均衡,0,0,0,0,1,0,0,0,1,0.18125
关键帧采集,0,0,0,0,1,0,0,0,1,0.18125
提取,0,0,0,0,1,0,0,0,1,0.18125
动作行为信息,0,0,0,0,1,0,0,0,1,0.18125
采样帧数目,0,0,0,0,1,0,0,0,1,0.18125
视频帧采样数,0,0,0,0,1,0,0,0,1,0.18125
冗余,0,0,1,0,1,0,0,0,2,0.30625
波峰,0,0,0,0,1,0,0,0,1,0.18125
冗余帧,0,0,0,0,1,0,0,0,1,0.18125
关键,0,0,0,0,1,0,0,0,1,0.18125
差值图像,0,0,0,0,1,0,0,0,1,0.18125
差分,0,0,0,0,1,0,0,0,1,0.18125
算法,1,0,11,0,1,0,1,2,16,3.1
帧提取,0,0,0,0,1,0,0,0,1,0.18125
帧间差分,0,0,0,0,1,0,0,0,1,0.18125
关键帧信息,0,0,0,0,1,0,0,0,1,0.18125
无监督,0,0,0,0,1,0,0,0,1,0.18125
连续图像序列,0,0,0,0,1,0,0,0,1,0.18125
采集,0,0,0,0,1,0,0,1,2,0.3625
2d卷积神经网络,2,0,1,0,5,0,0,0,8,3.03125
re,0,0,1,0,1,0,0,0,2,0.30625
mobt,0,0,0,0,1,0,0,0,1,0.18125
模型计算量,0,0,0,0,1,0,0,0,1,0.18125
算力,0,0,2,0,1,0,0,0,3,0.43125
纵坐标,0,0,0,0,1,0,0,0,1,0.18125
系数,0,0,0,0,1,0,0,0,1,0.18125
横坐标,0,0,0,0,1,0,0,0,1,0.18125
effcinentnet,0,0,0,0,1,0,0,0,1,0.18125
视频图像分辨率,0,0,0,0,1,0,0,0,1,0.18125
横坐标轴,0,0,0,0,1,0,0,0,1,0.18125
-1精度,0,0,0,0,1,0,0,0,1,0.18125
top-1,0,0,0,0,1,0,0,0,1,0.18125
纵轴,0,0,0,0,1,0,0,0,1,0.18125
r系数,0,0,0,0,1,0,0,0,1,0.18125
二维图像分辨率,0,0,0,0,1,0,0,0,1,0.18125
线性增长,0,0,0,0,1,0,0,0,1,0.18125
二维图像,0,0,2,1,1,0,0,0,4,0.55625
卷积神经网络算法模型,0,0,0,0,1,0,0,0,1,0.18125
采样图像,0,0,0,0,1,0,0,0,1,0.18125
算法精度,0,0,0,0,1,0,0,0,1,0.18125
计算,0,0,2,0,1,0,0,0,3,0.43125
视频采样策,0,0,1,0,1,0,0,0,2,0.30625
动作分类算法,0,0,1,0,3,0,0,1,5,0.85
行为识别,0,0,4,0,5,0,0,0,9,1.40625
高效型,0,0,0,0,2,0,0,0,2,0.3625
视频深度学习算法,1,0,0,0,1,0,0,0,2,1.18125
量级,0,0,1,0,1,0,1,0,3,0.4875
动作识别,0,0,0,0,1,0,0,0,1,0.18125
小视频,0,0,0,0,1,0,0,0,1,0.18125
短视频,0,0,2,0,1,0,0,0,3,0.43125
multiheadattention,0,0,0,0,0,0,5,0,5,0.90625
模态,0,0,14,0,0,0,10,1,25,3.74375
跨模态,1,0,3,0,0,0,11,1,16,3.55
encoder,0,0,0,0,0,0,3,0,3,0.54375
视觉信息,1,0,3,0,0,0,4,0,8,2.1
特征序列,0,0,0,0,0,0,5,0,5,0.90625
decoder,0,0,0,0,0,0,3,0,3,0.54375
前馈神经网络,0,0,0,0,0,0,5,0,5,0.90625
位置编码,0,0,0,0,0,0,2,0,2,0.3625
单模态,0,0,0,0,0,0,2,0,2,0.3625
音频信息,0,0,4,0,0,0,2,0,6,0.8625
视频描述,0,0,0,0,0,0,7,1,8,1.45
注意力机制解码器,0,0,0,0,0,0,1,0,1,0.18125
softmax层,0,0,0,0,0,0,1,0,1,0.18125
全连接层,0,0,2,1,1,0,1,0,5,0.7375
拼接降维,0,0,0,0,0,0,1,0,1,0.18125
crossmodalattention,0,0,0,0,0,0,1,0,1,0.18125
dec,0,0,0,0,0,0,1,0,1,0.18125
词向量,0,0,0,0,0,0,1,0,1,0.18125
vcross,0,0,0,0,0,0,1,0,1,0.18125
attentlon,0,0,0,0,0,0,1,0,1,0.18125
multi,0,0,0,0,0,0,1,0,1,0.18125
氏疔,0,0,0,0,0,0,1,0,1,0.18125
if,0,0,0,0,0,0,1,0,1,0.18125
注意力机制,0,0,3,0,0,0,3,1,7,1.1
残差连接,0,0,1,0,0,0,2,0,3,0.4875
多头注意力模块,0,0,0,0,0,0,1,0,1,0.18125
tansformer,0,0,0,0,0,0,1,0,1,0.18125
multiheadattention模块,0,0,0,0,0,0,1,0,1,0.18125
多头注意力,0,0,0,0,0,0,3,0,3,0.54375
多头注意力机制模块,0,0,0,0,0,0,3,0,3,0.54375
-modalattention,0,0,0,0,0,0,1,0,1,0.18125
跨模态注意力模块,0,0,0,0,0,0,1,0,1,0.18125
selfattention,0,0,0,0,0,0,1,0,1,0.18125
自注意力模块,0,0,0,0,0,0,2,0,2,0.3625
音频特征,0,0,1,0,0,0,2,0,3,0.4875
图像特征,0,0,0,0,0,0,2,0,2,0.3625
编码器,1,0,0,0,0,0,5,0,6,1.90625
跨模态自注意力机制,0,0,0,0,0,0,1,0,1,0.18125
自注意力机制模型,0,0,0,0,0,0,1,0,1,0.18125
听觉信息,1,0,0,0,0,0,2,0,3,1.3625
视频讲座,0,0,0,0,0,0,1,0,1,0.18125
体育视频,0,0,0,0,0,0,1,0,1,0.18125
教学视频,0,0,0,0,0,0,1,0,1,0.18125
内容,0,0,2,0,0,0,1,0,3,0.43125
音频,0,0,16,0,0,14,1,0,31,4.71875
自然语言,0,0,1,0,0,0,2,0,3,0.4875
机器翻译任务,0,0,0,0,0,0,1,0,1,0.18125
注意力融合机制,0,0,0,0,0,0,1,0,1,0.18125
时序神经网络,0,0,0,0,2,0,0,0,2,0.3625
2dcnn+,0,0,0,0,2,0,0,0,2,0.3625
双流法,0,0,0,0,2,0,0,0,2,0.3625
时间维度,0,0,1,0,2,0,0,0,3,0.4875
网络,1,0,8,1,2,0,0,2,14,2.85
时序,0,0,0,0,1,0,0,0,1,0.18125
时序特性,0,0,0,0,1,0,0,0,1,0.18125
计算机视觉,0,0,1,2,1,2,0,0,6,0.91875
语义理解型,0,0,0,0,1,0,0,0,1,0.18125
视频层级,0,0,0,0,1,0,0,0,1,0.18125
动作分类,0,0,2,0,1,0,0,0,3,0.43125
轻量化,0,0,10,0,1,0,1,1,13,1.79375
跨模态轻量型,0,0,2,0,0,0,1,0,3,0.43125
二维图像分类数据集,0,0,2,0,0,0,0,0,2,0.25
视频描述算法,0,0,2,0,0,0,0,0,2,0.25
知识,1,0,5,0,0,4,0,0,10,2.35
m-sosanet,1,0,3,10,0,0,1,1,16,2.9875
环境感知,1,0,8,0,0,0,0,2,11,2.3625
多模态特征融合模型,0,0,1,0,0,0,0,0,1,0.125
videocaption数据集,0,0,1,0,0,0,0,0,1,0.125
encoder-decoder架构,0,0,1,0,0,0,0,0,1,0.125
delight,1,0,1,0,0,0,4,0,6,1.85
transformer,0,0,2,0,0,0,14,1,17,2.96875
自注意力机制,1,0,1,0,0,0,7,0,9,2.39375
多头注意力机制,0,0,1,0,0,0,2,0,3,0.4875
多模态融合,0,0,2,0,0,0,1,0,3,0.43125
注意力机制模型,0,0,1,0,0,0,1,0,2,0.30625
轻量型音频卷积神经网络,0,0,1,0,0,0,0,0,1,0.125
urbansound8,1,0,2,0,0,2,0,0,5,1.6125
音频分类数据集,0,0,1,0,0,0,0,0,1,0.125
精度衰减,0,0,1,0,0,0,0,0,1,0.125
轻量型音频分类模型,0,0,1,0,0,0,0,0,1,0.125
er,1,0,1,0,0,0,0,1,3,1.30625
手势识别数据集,0,0,1,0,0,0,0,0,1,0.125
somethingv,1,0,1,0,0,0,0,0,2,1.125
动作分类数据集,1,0,2,0,0,0,0,0,3,1.25
轻量型3d神经网络,0,0,1,0,0,0,0,0,1,0.125
轻量型神经网络模型,0,0,2,1,0,0,0,0,3,0.375
语义分割,1,0,2,5,0,0,0,1,9,2.05625
scalvoc,0,0,1,0,0,0,0,0,1,0.125
图像语义分割数据集,0,0,1,0,0,0,0,0,1,0.125
far,0,0,1,1,0,0,0,0,2,0.25
imagenet-loook,0,0,2,2,0,0,0,1,5,0.68125
mobilesosa模块,1,0,1,1,0,0,0,0,3,1.25
深度可分离空洞卷积金字塔,0,0,1,1,0,0,0,0,2,0.25
meesp模块,1,0,1,2,0,0,0,0,4,1.375
二维轻量型卷积神经网络结构,0,0,1,0,0,0,0,0,1,0.125
解算法,0,0,3,0,0,0,0,0,3,0.375
轻量化环境,0,0,1,0,0,0,0,0,1,0.125
特征融合,0,0,2,0,0,0,1,1,4,0.6125
数据处,0,0,1,0,0,0,0,0,1,0.125
多模态,0,0,3,0,0,0,1,0,4,0.55625
连续帧视频,0,0,1,0,0,0,0,0,1,0.125
多模态特征,2,0,3,0,0,0,0,1,6,2.55625
视频内容,0,0,4,0,0,0,3,0,7,1.04375
类模型,0,0,1,0,0,0,0,0,1,0.125
轻量化音频,0,0,1,0,0,0,0,0,1,0.125
声音场景分类数据集,1,0,1,0,0,0,0,0,2,1.125
音频分类算法,0,0,1,0,0,3,0,0,4,0.66875
数据模态,0,0,1,0,0,0,0,0,1,0.125
特征提取模块,0,0,1,0,0,0,0,0,1,0.125
音频模态,0,0,3,0,0,1,1,0,5,0.7375
提取能力,2,0,1,0,0,0,0,0,3,2.125
regnet3do,1,0,2,0,0,0,0,0,3,1.25
3d神经网络网络,0,0,1,0,0,0,0,0,1,0.125
模态数据,0,0,3,0,0,0,0,0,3,0.375
连续帧,0,0,3,0,0,0,0,0,3,0.375
行为,0,0,1,0,0,0,0,0,1,0.125
视频动作,0,0,1,0,0,0,0,0,1,0.125
3d神经网络模型,0,0,1,0,0,0,0,0,1,0.125
效率指标,0,0,1,0,0,0,0,0,1,0.125
泛化性,1,0,1,1,0,0,1,1,5,1.6125
鲁棒性,0,0,2,1,0,0,1,0,4,0.55625
环境感知算法,0,0,1,0,0,0,0,0,1,0.125
语义分割任务,0,0,1,0,0,0,0,0,1,0.125
图像分类,0,0,1,6,0,1,0,2,10,1.41875
轻量型神经网络,0,0,1,1,0,0,0,0,2,0.25
深度神经网络,2,0,3,0,0,0,0,0,5,2.375
单帧图像模态,0,0,1,0,0,0,0,0,1,0.125
环境感知神经网络模型,0,0,1,0,0,0,0,0,1,0.125
深度学习技术,0,0,4,0,0,1,0,1,6,0.8625
视频算法,0,0,2,0,0,0,0,0,2,0.25
智能设备设备,0,0,1,0,0,0,0,0,1,0.125
无人车,1,0,3,0,0,0,0,0,4,1.375
机器人,1,0,3,0,0,0,0,0,4,1.375
远端服务器,1,0,1,0,0,0,0,0,2,1.125
智能机器人助手,0,0,1,0,0,0,0,0,1,0.125
隐私性,0,0,1,0,0,0,0,0,1,0.125
监控,0,0,2,0,0,0,0,0,2,0.25
无人驾驶,1,0,3,0,0,0,0,0,4,1.375
低延时,1,0,1,0,0,0,0,0,2,1.125
稳定性,0,0,2,0,0,0,0,0,2,0.25
远程服务端,1,0,3,0,0,0,0,0,4,1.375
视频类型数据,0,0,1,0,0,0,0,0,1,0.125
无线通信技术,0,0,1,0,0,0,0,0,1,0.125
跨模态轻量化融合模型,0,0,0,0,0,0,1,0,1,0.18125
视频描述数据集,0,0,0,0,0,0,1,0,1,0.18125
解码器架构,0,0,0,0,0,0,1,0,1,0.18125
轻量型,3,0,0,0,3,0,2,2,10,4.26875
数据特征,0,0,1,0,0,0,1,1,3,0.4875
融合模型,0,0,0,0,0,0,3,0,3,0.54375
多模态神经网络,0,0,0,0,0,0,1,0,1,0.18125
解码器,0,0,0,0,0,0,6,0,6,1.0875
跨模态注意力机制,1,0,0,0,0,0,2,0,3,1.3625
meteor,1,0,0,0,0,0,2,1,4,1.54375
基础特征,0,0,0,0,0,0,2,0,2,0.3625
多模态融合模型,1,0,0,0,0,0,2,0,3,1.3625
视频描述任务,0,0,0,0,0,0,4,0,4,0.725
transformer结构,1,0,0,0,0,0,4,0,5,1.725
rnn结构,0,0,0,0,0,0,1,0,1,0.18125
rnn,0,0,0,0,1,0,2,0,3,0.54375
avg50ms,0,0,0,0,0,0,1,0,1,0.18125
avg90ms,0,0,0,0,0,0,1,0,1,0.18125
in,0,0,0,0,0,0,1,0,1,0.18125
pytorchfp32,0,0,0,0,0,0,1,0,1,0.18125
3090,0,0,0,0,0,0,1,0,1,0.18125
时间,0,0,1,0,0,0,1,0,2,0.30625
前置模型特征,0,0,0,0,0,0,1,0,1,0.18125
crossmodalattent,0,0,0,0,0,0,1,0,1,0.18125
attention,0,0,0,0,0,0,1,0,1,0.18125
self-attention,0,0,0,0,0,0,1,0,1,0.18125
注意力层性能,0,0,0,0,0,0,1,0,1,0.18125
自注意力层,0,0,0,0,0,0,1,0,1,0.18125
跨模态注意力层,0,0,0,0,0,0,1,0,1,0.18125
跨模态型视频,0,0,0,0,0,0,1,0,1,0.18125
序列,0,0,0,0,0,0,4,0,4,0.725
批次,0,0,0,0,0,0,1,0,1,0.18125
掩码mask,0,0,0,0,0,0,1,0,1,0.18125
数据增强,0,0,0,4,0,0,1,0,5,0.68125
labelsmooth,0,0,0,0,0,0,1,0,1,0.18125
同义,0,0,0,0,0,0,1,0,1,0.18125
单词,0,0,0,0,0,0,1,0,1,0.18125
adam优化算法,0,0,0,0,0,3,1,0,4,0.725
权重衰减,0,0,0,0,0,0,1,0,1,0.18125
dropout,0,0,0,0,0,0,1,0,1,0.18125
采样正则化操作,0,0,0,0,0,0,1,0,1,0.18125
vggish模型,0,0,2,0,0,0,1,0,3,0.43125
audioset,0,0,2,0,0,5,1,0,8,1.3375
i3d模型,0,0,0,0,0,0,1,0,1,0.18125
kinetic,0,0,0,0,0,0,1,0,1,0.18125
事件检测,0,0,3,0,0,0,1,0,4,0.55625
钢琴,0,0,0,0,0,0,1,0,1,0.18125
模型性能,0,0,0,0,0,0,1,0,1,0.18125
事件,0,0,1,0,0,0,1,0,2,0.30625
密集视频,0,0,0,0,0,0,1,0,1,0.18125
set,0,0,0,0,0,0,1,0,1,0.18125
activitynetcaptions,1,0,0,0,0,0,1,0,2,1.18125
轻量型音频分类网,0,0,0,0,0,1,0,0,1,0.18125
f留,0,0,0,0,0,1,0,0,1,0.18125
sound8,0,0,0,0,0,2,0,0,2,0.3625
音频场景,0,0,0,0,0,1,0,0,1,0.18125
音频分类模型,0,0,0,0,0,2,0,1,3,0.54375
声音分类,0,0,0,0,0,1,0,0,1,0.18125
音频分类,0,0,0,0,0,3,0,0,3,0.54375
urbansound8k数据集,0,0,0,0,0,5,0,0,5,0.90625
轻量型音频特征提取网络,0,0,0,0,0,1,0,0,1,0.18125
调参成本,0,0,0,0,0,1,0,0,1,0.18125
训练成本,0,0,0,0,0,2,0,0,2,0.3625
目标,0,0,2,0,0,1,0,0,3,0.43125
音频数据集,0,0,0,0,0,2,0,0,2,0.3625
bert,0,0,0,0,0,1,0,0,1,0.18125
自然语言处理,0,0,1,0,0,1,0,0,2,0.30625
activitynet,0,0,0,0,0,1,0,0,1,0.18125
视频分类,0,0,0,0,0,1,0,0,1,0.18125
大规模数据集,0,0,0,0,0,1,0,0,1,0.18125
语音事件检测,0,0,0,0,0,1,0,0,1,0.18125
语音情感分类,0,0,0,0,0,1,0,0,1,0.18125
音乐分类,0,0,0,0,0,1,0,0,1,0.18125
声音场景,0,0,0,0,0,4,0,0,4,0.725
机器学习,0,0,0,0,0,1,0,0,1,0.18125
音频模式识别,0,0,0,0,0,2,0,0,2,0.3625
audioset数据集,0,0,0,0,0,16,0,0,16,2.9
学生模型,0,0,2,0,0,9,0,0,11,1.8812499999999999
教师模型,0,0,2,0,0,10,0,0,12,2.0625
音频片段,0,0,0,0,0,4,0,0,4,0.725
联合概率密度,0,0,0,0,0,3,0,0,3,0.54375
finetune,0,0,0,0,0,3,0,0,3,0.54375
urbansound8k,0,0,0,0,0,4,0,0,4,0.725
kl散度,0,0,0,0,0,2,0,0,2,0.3625
条件概率分布,0,0,0,0,0,2,0,0,2,0.3625
条件概率密度,0,0,0,0,0,2,0,0,2,0.3625
数据点,0,0,0,0,0,2,0,0,2,0.3625
概率分布,0,0,0,0,0,2,0,0,2,0.3625
概率,0,0,2,0,0,2,0,0,4,0.6125
容量,0,0,0,0,0,2,2,0,4,0.725
训练,0,0,0,0,0,3,1,0,4,0.725
logmel特征,0,0,0,0,0,3,0,0,3,0.54375
蒸憎方,0,0,0,0,0,1,0,0,1,0.18125
知识蒸,0,0,0,0,0,1,0,0,1,0.18125
batch数据,0,0,0,0,0,1,0,0,1,0.18125
分布,0,0,0,0,0,1,0,0,1,0.18125
batch,0,0,0,0,0,1,0,0,1,0.18125
概率分布学习,0,0,0,0,0,1,0,0,1,0.18125
联合密度概率,0,0,0,0,0,1,0,0,1,0.18125
距离,0,0,0,0,0,1,0,0,1,0.18125
特征空间,0,0,0,0,0,1,0,0,1,0.18125
高级特征空间,0,0,0,0,0,1,0,0,1,0.18125
数据样本,0,0,0,0,0,1,0,0,1,0.18125
鲁棒,0,0,0,0,0,1,0,0,1,0.18125
蒸憾,0,0,1,0,0,2,0,0,3,0.4875
度量,0,0,0,0,0,1,0,0,1,0.18125
cosine函数,0,0,0,0,0,1,0,0,1,0.18125
知识蒸馄,0,0,0,0,0,1,0,0,1,0.18125
权重比,0,0,0,0,0,1,0,0,1,0.18125
loss值,0,0,0,0,0,1,0,0,1,0.18125
平滑数值,0,0,0,0,0,1,0,0,1,0.18125
temperature参数,0,0,0,0,0,1,0,0,1,0.18125
softmax函数,0,0,0,1,0,1,0,0,2,0.30625
交叉爛函数,0,0,0,0,0,1,0,0,1,0.18125
