,摘要,关键词,第一章,第二章,第三章,第四章,第五章,总词频,加权得分
小波变换,0,0,1,1,0,0,0,2,0.25
变换域特征,0,0,1,0,0,0,0,1,0.125
awgn,0,0,2,0,1,1,0,4,0.7333333333333334
累积量,0,0,1,7,0,0,1,9,1.2416666666666667
additivewhitegaus,0,0,1,0,0,0,0,1,0.125
加性高斯白噪声,1,0,1,1,0,0,0,3,1.25
参数,2,0,7,14,10,6,6,45,9.941666666666666
低信噪比,0,0,1,1,0,1,0,3,0.4916666666666667
噪声,0,0,1,2,0,0,0,3,0.375
相位特征参数,0,0,1,0,0,0,0,1,0.125
变换域,0,0,1,0,0,0,0,1,0.125
信号识别,0,0,1,1,0,1,1,4,0.7333333333333334
时频联合域,0,0,1,0,0,0,0,1,0.125
单一信号,0,0,1,0,0,0,0,1,0.125
接收信号,0,0,1,4,0,1,0,6,0.8666666666666667
干扰口,0,0,1,0,0,0,0,1,0.125
认知用户通信,0,0,1,1,0,0,0,2,0.25
hz,1,0,2,1,0,0,1,5,1.6166666666666667
wi-fi主用户,1,0,2,0,0,0,1,4,1.4916666666666667
lte-u主用户,1,0,2,0,0,0,1,4,1.4916666666666667
干扰控制,0,0,1,0,0,0,0,1,0.125
部署机制,0,0,1,0,0,0,0,1,0.125
wirelessfidelity,1,0,1,0,0,0,0,2,1.125
inunlicensedbands,1,0,1,0,0,0,0,2,1.125
longtermevolution,1,0,2,0,0,0,0,3,1.25
授权频谱,0,0,1,0,0,0,0,1,0.125
信号盲识别技术,2,0,2,0,0,0,1,5,2.4916666666666667
基本信息,0,0,1,0,0,0,0,1,0.125
认知无线电技术,0,0,1,5,0,0,0,6,0.75
扰阳口,0,0,1,0,0,0,0,1,0.125
功率,0,0,2,1,1,0,0,4,0.6166666666666667
无线电特性参数,0,0,1,0,0,0,0,1,0.125
通信状,0,0,1,0,0,0,0,1,0.125
电磁环境,0,0,1,1,0,0,0,2,0.25
感知能力,0,0,1,0,0,0,0,1,0.125
认知用户设备,0,0,1,0,0,0,0,1,0.125
次用户,0,0,1,1,0,0,0,2,0.25
无通信,0,0,1,0,0,0,0,1,0.125
主从用户设备,0,0,1,0,0,0,0,1,0.125
频段,1,0,1,3,0,0,0,5,1.5
信道,0,0,2,3,2,1,0,8,1.35
通信信道,0,0,1,0,0,0,0,1,0.125
spectrumunderlay,0,0,1,0,0,0,0,1,0.125
spectrumoverlay,0,0,1,0,0,0,0,1,0.125
时间,0,0,1,1,0,0,0,2,0.25
无线电,0,0,2,2,0,0,0,4,0.5
iti,0,0,1,1,0,0,0,2,0.25
co,0,0,1,0,0,0,0,1,0.125
资源,0,0,1,0,0,0,0,1,0.125
传输速率,0,0,1,0,0,0,0,1,0.125
效率,0,0,1,1,0,0,0,2,0.25
接入,1,0,1,0,0,0,0,2,1.125
蓝牙,0,0,1,0,0,0,0,1,0.125
五代,0,0,1,0,0,0,0,1,0.125
低时延,0,0,1,0,0,0,0,1,0.125
高网速,0,0,1,0,0,0,0,1,0.125
数字,0,0,1,0,0,0,0,1,0.125
蜂窝通信,0,0,1,0,0,0,0,1,0.125
军事无线通信,0,0,1,0,0,0,0,1,0.125
电磁感应模型,0,0,1,0,0,0,0,1,0.125
麦克斯韦,0,0,1,0,0,0,0,1,0.125
速率,0,0,1,0,1,0,0,2,0.3666666666666667
无线通线网络,0,0,1,0,0,0,0,1,0.125
信息化社会,0,0,1,0,0,0,0,1,0.125
移动互联网,0,0,1,0,0,0,0,1,0.125
盲识别算法,7,0,13,0,19,25,6,70,20.708333333333336
仿真,0,0,7,0,1,3,4,15,2.8083333333333336
高阶谱,2,1,9,1,13,15,4,45,12.983333333333334
盲源,1,0,3,1,0,10,2,17,4.4
盲识别性能,0,0,3,0,0,3,2,8,1.5833333333333333
信号模型,0,0,4,2,3,2,1,12,2.2
长度,0,0,3,2,2,9,1,17,3.525
ofdm符号,0,0,3,10,0,8,1,22,3.8
特征矩阵,0,0,2,1,0,12,2,17,3.7583333333333333
造信号,0,0,2,0,0,0,0,2,0.25
复杂度,0,0,2,4,9,8,2,25,5.341666666666667
信道环境,0,0,2,0,2,1,2,7,1.4583333333333333
有效子载波数,1,0,4,0,15,5,1,26,6.575
过采样信号,0,0,4,0,4,0,2,10,1.95
盲源分离算法,0,0,4,1,0,15,1,21,4.491666666666667
联合对角化,0,0,2,2,0,0,0,4,0.5
信号盲识别,3,1,3,16,6,1,4,34,10.033333333333333
3gpp,1,0,3,1,5,3,0,13,3.4333333333333336
盲识别系统,0,0,2,0,2,2,0,6,1.2166666666666668
盲识别技术,1,0,4,3,0,0,0,8,1.875
gnitivenetwork,0,0,1,0,0,0,0,1,0.125
wi-fiheterogeneous,0,0,1,0,0,0,0,1,0.125
aliasingsign,0,0,1,0,0,0,0,1,0.125
iblindrecognition,0,0,1,0,0,0,0,1,0.125
算法性能,0,0,1,0,0,0,1,2,0.3666666666666667
准确率,0,0,1,0,6,2,0,9,2.0583333333333336
盲源分离混叠信号,0,0,1,0,0,1,0,2,0.3666666666666667
jade,0,0,5,0,0,15,2,22,4.733333333333333
信号带宽,0,0,1,1,2,2,1,7,1.4583333333333333
单信号盲识别,0,0,2,4,0,0,0,6,0.75
分离性能,0,0,2,0,0,3,1,6,1.2166666666666668
抗高斯白噪声干扰,0,0,1,0,0,0,0,1,0.125
频域高阶谱,0,0,1,0,0,0,0,1,0.125
eigenmatrice,0,0,1,0,0,1,0,2,0.3666666666666667
za,0,0,1,1,0,1,0,3,0.4916666666666667
na,0,0,1,0,0,1,0,2,0.3666666666666667
approximation,0,0,1,1,0,1,0,3,0.4916666666666667
int,0,0,1,0,0,0,0,1,0.125
cognitivenetwork,0,0,1,0,0,0,0,1,0.125
fiheterogeneous,0,0,1,0,0,0,0,1,0.125
wi,0,0,1,0,0,0,0,1,0.125
signals,0,0,1,0,0,0,0,1,0.125
blindrecognition,0,0,1,0,0,0,0,1,0.125
理论,0,0,1,0,1,0,0,2,0.3666666666666667
门限,0,0,2,1,4,1,0,8,1.5833333333333333
降采样后信号,0,0,2,0,2,0,1,5,0.975
高斯白噪声,1,0,2,3,14,15,1,36,8.875
有效子载波,0,0,2,1,12,1,1,17,3.7583333333333333
空子载波,0,0,2,2,9,1,1,15,3.158333333333333
过采样率,1,0,2,0,8,0,1,12,3.425
谱峰,0,0,1,0,2,0,0,3,0.6083333333333334
功率谱图,0,0,1,0,0,0,0,1,0.125
周期延拓,0,0,2,0,4,0,1,7,1.4583333333333333
fft点数,0,0,2,0,3,0,1,6,1.2166666666666668
自相关函数,0,0,1,1,8,0,0,10,2.1833333333333336
采样信号,0,0,2,0,2,0,1,5,0.975
自相关特性,0,0,2,2,2,0,1,7,1.225
感知信号,0,0,2,0,2,2,1,7,1.4583333333333333
抗干扰特性,0,0,2,0,1,0,1,4,0.7333333333333334
传输,0,0,1,1,0,0,0,2,0.25
系统模型,0,0,2,0,0,0,0,2,0.25
分离,0,0,1,1,0,5,0,7,1.4583333333333333
信号时域,0,0,1,0,1,1,0,3,0.6083333333333334
高阶谱特性,1,0,1,0,2,1,0,5,1.85
有效子载波参数,0,0,1,0,5,1,0,7,1.575
高阶谱理论,0,0,1,0,1,4,0,6,1.3333333333333333
electricalandelectronics,0,0,1,0,0,0,0,1,0.125
generation,0,0,1,0,0,0,0,1,0.125
提取信号,0,0,1,2,0,0,0,3,0.375
极化资源感知,1,0,1,0,0,0,0,2,1.125
密集异构无线环境,1,0,1,0,0,0,0,2,1.125
然科学,0,0,1,0,0,0,0,1,0.125
盲源分离,1,0,2,13,0,8,1,25,5.05
环境参数,0,0,1,0,0,0,0,1,0.125
线性瞬时混叠信号模型,0,0,1,0,0,0,0,1,0.125
盲识别系统模,0,0,1,0,0,0,0,1,0.125
算法,1,0,1,1,3,4,1,11,3.1833333333333336
仿真参数,0,0,1,0,1,1,0,3,0.6083333333333334
仿真分析,0,0,1,0,0,0,0,1,0.125
m-fi,0,0,1,0,0,0,0,1,0.125
w-fi信号,0,0,1,0,0,0,0,1,0.125
盲源分离技术,0,0,1,0,0,0,0,1,0.125
ofdm技术,0,0,1,1,0,0,0,2,0.25
特性,1,0,1,7,1,2,0,12,2.725
ofdm,1,0,1,2,3,1,1,9,2.583333333333333
特征,0,0,1,1,0,0,0,2,0.25
信号盲,0,0,1,1,0,0,0,2,0.25
单信号盲识别技术,0,0,1,0,0,0,0,1,0.125
信号盲识别技,0,0,1,1,0,0,0,2,0.25
同步,0,0,0,3,0,0,0,3,0.375
垂直切换算法,0,0,0,2,0,0,0,2,0.25
混合回程线路,0,0,0,2,0,0,0,2,0.25
干扰抑制,0,0,0,2,0,0,0,2,0.25
移动性管理,0,0,0,2,0,0,0,2,0.25
回程线路,0,0,0,2,0,0,0,2,0.25
接收端信号,0,0,0,1,0,0,0,1,0.125
广义异构网络,0,0,0,1,0,0,0,1,0.125
空域波束赋形,0,0,0,1,0,0,0,1,0.125
时域空白子帧,0,0,0,1,0,0,0,1,0.125
功率控制,0,0,0,1,0,0,0,1,0.125
干扰协调,0,0,0,1,0,0,0,1,0.125
干扰消除,0,0,0,1,0,0,0,1,0.125
干扰处理,0,0,0,1,0,0,0,1,0.125
同频干扰,0,0,0,1,0,0,0,1,0.125
共道,0,0,0,1,0,0,0,1,0.125
强度,0,0,0,1,0,0,0,1,0.125
联合接收信号,0,0,0,1,0,0,0,1,0.125
水平切换算法,0,0,0,1,0,0,0,1,0.125
强度准则,0,0,0,1,0,0,0,1,0.125
同构网络,0,0,0,1,0,0,0,1,0.125
移动管理,0,0,0,1,0,0,0,1,0.125
异构特性,0,0,0,1,0,0,0,1,0.125
协作干扰抑制,0,0,0,1,0,0,0,1,0.125
多点,0,0,0,1,0,0,0,1,0.125
能耗约束,0,0,0,1,0,0,0,1,0.125
时延,0,0,0,1,1,0,0,2,0.3666666666666667
全网同步修正算法,0,0,0,1,0,0,0,1,0.125
同步协议,0,0,0,1,0,0,0,1,0.125
广播同步信号,0,0,0,1,0,0,0,1,0.125
无基础架构,0,0,0,1,0,0,0,1,0.125
网络同步,0,0,0,1,0,0,0,1,0.125
制式设备,0,0,0,1,0,0,0,1,0.125
家庭基站,0,0,0,1,0,0,0,1,0.125
中继节点,0,0,0,1,0,0,0,1,0.125
微小区,0,0,0,1,0,0,0,1,0.125
低功率节点,0,0,0,1,0,0,0,1,0.125
宏基站,0,0,0,2,0,0,0,2,0.25
网元节点,0,0,0,1,0,0,0,1,0.125
发送功率,0,0,0,1,0,0,0,1,0.125
无线接入技术,0,0,0,1,0,0,0,1,0.125
制式网络,0,0,0,1,0,0,0,1,0.125
连续性,0,0,0,1,0,0,0,1,0.125
站址资源,0,0,0,1,0,0,0,1,0.125
移动宽带业务,0,0,0,1,0,0,0,1,0.125
频谱分配,0,0,0,3,0,0,0,3,0.375
频谱感知,0,0,0,6,0,0,0,6,0.75
频谱切换,0,0,0,2,0,0,0,2,0.25
频谱感知无线电,0,0,0,2,0,0,0,2,0.25
认知网络,0,0,0,11,0,0,0,11,1.375
切换执行,0,0,0,1,0,0,0,1,0.125
判决,0,0,0,1,0,0,0,1,0.125
触发,0,0,0,1,0,0,0,1,0.125
移动性,0,0,0,1,0,0,0,1,0.125
根基频谱,0,0,0,1,0,0,0,1,0.125
合作式,0,0,0,1,0,0,0,1,0.125
分布式,0,0,0,1,0,0,0,1,0.125
集中,0,0,0,1,0,0,0,1,0.125
极化域,0,0,0,1,0,0,0,1,0.125
码域,0,0,0,1,0,0,0,1,0.125
距离域,0,0,0,1,0,0,0,1,0.125
功率域,0,0,0,1,0,0,0,1,0.125
空域,0,0,0,1,0,0,0,1,0.125
极化域感知,0,0,0,1,0,0,0,1,0.125
极化度频谱感知,0,0,0,1,0,0,0,1,0.125
空域感知,0,0,0,1,0,0,0,1,0.125
来波角度检测,0,0,0,1,0,0,0,1,0.125
波束,0,0,0,1,0,0,0,1,0.125
频域感知,0,0,0,1,0,0,0,1,0.125
时频分析检测,0,0,0,1,0,0,0,1,0.125
时域感知,0,0,0,1,0,0,0,1,0.125
特征值检测,0,0,0,1,0,0,0,1,0.125
能量检测,0,0,0,1,0,0,0,1,0.125
空域信息,0,0,0,1,0,0,0,1,0.125
智能通信模型,0,0,0,1,0,0,0,1,0.125
智能通信系统架构,0,0,0,1,0,0,0,1,0.125
智能推理,0,0,0,1,0,0,0,1,0.125
信道状态估,0,0,0,1,0,0,0,1,0.125
无线环境感知,0,0,0,1,0,0,0,1,0.125
智能无线通信系统,0,0,0,1,0,0,0,1,0.125
广义认知无线电,0,0,0,1,0,0,0,1,0.125
频谱共享图,0,0,0,1,0,0,0,1,0.125
无线环境,0,0,0,2,1,1,0,4,0.7333333333333334
工作,0,0,0,1,0,0,0,1,0.125
周围网络,0,0,0,1,0,0,0,1,0.125
认知能,0,0,0,2,0,0,0,2,0.25
授权网络,0,0,0,3,0,0,0,3,0.375
授权用户,0,0,0,2,0,0,0,2,0.25
认知,0,0,0,2,1,0,0,3,0.4916666666666667
无线电技术,0,0,0,2,0,0,0,2,0.25
频谱效率,0,0,0,2,0,0,0,2,0.25
5ghz频段通信,0,0,0,1,0,0,0,1,0.125
d2d,0,0,0,1,0,0,0,1,0.125
认知无线电基站,0,0,0,1,0,0,0,1,0.125
ad,0,0,0,1,0,0,0,1,0.125
覆盖,1,0,0,1,0,0,0,2,1.125
accesspoint,0,0,0,1,0,0,0,1,0.125
wi-fi接入点,0,0,0,1,0,0,0,1,0.125
basestation,0,0,0,1,0,0,0,1,0.125
接收lte-u基站,0,0,0,1,0,0,0,1,0.125
wi-fi用户,0,0,0,1,1,0,0,2,0.3666666666666667
lte-u用户,0,0,0,1,0,0,0,1,0.125
userequipment,0,0,0,1,0,0,0,1,0.125
主用户终端,0,0,0,1,0,0,0,1,0.125
认知网络系统,0,0,0,1,0,0,0,1,0.125
wi-fi网络系统,0,0,0,1,0,0,0,1,0.125
通信协作,0,0,0,1,0,0,0,1,0.125
主从用户,0,0,0,1,0,0,0,1,0.125
覆盖式频谱,0,0,0,1,0,0,0,1,0.125
干扰强度,0,0,0,1,0,0,0,1,0.125
扩频,0,0,0,1,0,0,0,1,0.125
智能感知,0,0,0,1,0,0,0,1,0.125
认知无线电功能,0,0,0,1,0,0,0,1,0.125
通信质量,0,0,0,1,0,0,0,1,0.125
覆盖式频谱接,0,0,0,1,0,0,0,1,0.125
无干扰共存研究,0,0,0,1,0,0,0,1,0.125
多源性,0,0,0,1,0,0,0,1,0.125
来源干扰,0,0,0,1,0,0,0,1,0.125
同频部署,0,0,0,1,0,0,0,1,0.125
增强覆盖网络,0,0,0,1,0,0,0,1,0.125
异构站点,0,0,0,1,0,0,0,1,0.125
跨层干扰,0,0,0,1,0,0,0,1,0.125
强覆盖网络,0,0,0,1,0,0,0,1,0.125
宏网络,0,0,0,1,0,0,0,1,0.125
无干扰共存技术,0,0,0,1,0,0,0,1,0.125
复杂干扰,0,0,0,1,0,0,0,1,0.125
自由度,0,0,0,1,0,1,0,2,0.3666666666666667
可用频谱机,0,0,0,1,0,0,0,1,0.125
可用频谱,0,0,0,1,0,0,0,1,0.125
授权网,0,0,0,1,0,0,0,1,0.125
频谱机,0,0,0,1,0,0,0,1,0.125
高效频谱共享技术,0,0,0,1,0,0,0,1,0.125
深度分析,0,0,0,1,0,0,0,1,0.125
高动态性,0,0,0,1,0,0,0,1,0.125
异构,0,0,0,1,0,0,0,1,0.125
传输参数,0,0,0,1,0,0,0,1,0.125
信号盲识,0,0,0,1,0,0,0,1,0.125
识别技术,0,0,0,1,0,0,0,1,0.125
信号感知,0,0,0,1,0,0,0,1,0.125
认知无线电技,0,0,0,1,0,0,0,1,0.125
异构无线环,0,0,0,1,0,0,0,1,0.125
感知,0,0,0,1,0,0,0,1,0.125
物理层,0,0,0,1,0,0,0,1,0.125
节点,0,0,0,1,0,0,0,1,0.125
认知无线电系统,0,0,0,1,0,0,0,1,0.125
频率利用率,0,0,0,1,0,0,0,1,0.125
oo,0,0,0,1,0,0,0,1,0.125
高通公司,0,0,0,1,0,0,0,1,0.125
载频,0,0,0,13,0,0,0,13,1.625
码速,0,0,0,11,0,0,0,11,1.375
调制信号,0,0,0,8,0,0,0,8,1.0
分类器,0,0,0,9,0,0,0,9,1.125
单载波信号,0,0,0,9,0,0,0,9,1.125
极化状态参数,0,0,0,6,0,0,0,6,0.75
特征函数,0,0,0,5,0,0,0,5,0.625
星座图,0,0,0,5,0,0,0,5,0.625
数字调制,0,0,0,5,0,0,0,5,0.625
时频特征,0,0,0,4,0,0,0,4,0.5
信噪比,0,0,0,6,3,3,0,12,2.2
调制指数,0,0,0,4,0,0,0,4,0.5
瞬时频率,0,0,0,4,0,0,0,4,0.5
基带信号,0,0,0,7,2,0,0,9,1.3583333333333334
高阶矩,0,0,0,3,0,0,0,3,0.375
高斯噪声,0,0,0,3,0,0,0,3,0.375
标准偏差,0,0,0,3,0,0,0,3,0.375
瞬时幅度,0,0,0,4,0,0,0,4,0.5
码元速率,0,0,0,3,0,0,0,3,0.375
有效特征参数,0,0,0,3,0,0,0,3,0.375
qpsk,0,0,0,4,3,2,0,9,1.7083333333333333
高阶,0,0,0,2,0,0,0,2,0.25
紧致性,0,0,0,2,0,0,0,2,0.25
绝对值,0,0,0,2,1,0,0,3,0.4916666666666667
非弱信号,0,0,0,2,0,0,0,2,0.25
时频特征参数,0,0,0,2,0,0,0,2,0.25
特征值,0,0,0,3,0,3,0,6,1.1
调相指数,0,0,0,2,0,0,0,2,0.25
调频指数,0,0,0,2,0,0,0,2,0.25
瞬时相位,0,0,0,2,0,0,0,2,0.25
精度,0,0,0,2,0,0,0,2,0.25
原始信号,0,0,0,2,0,0,0,2,0.25
循环谱包络,0,0,0,2,0,0,0,2,0.25
循环谱包络法,0,0,0,2,0,0,0,2,0.25
高阶循环累积量,0,0,0,2,0,0,0,2,0.25
待识别信号,0,0,0,2,0,0,0,2,0.25
信号调制,0,0,0,4,1,0,0,5,0.7416666666666667
mqam调制,0,0,0,2,0,0,0,2,0.25
bpsk,0,0,0,2,1,1,0,4,0.7333333333333334
am,0,0,0,2,0,0,0,2,0.25
自适性差,0,0,0,1,0,0,0,1,0.125
结构,0,0,0,1,0,0,0,1,0.125
梯形结构,0,0,0,1,0,0,0,1,0.125
泛化性,0,0,0,1,0,0,0,1,0.125
样本,0,0,0,1,0,0,0,1,0.125
高维分类,0,0,0,1,0,0,0,1,0.125
核函数,0,0,0,1,0,0,0,1,0.125
向量机,0,0,0,1,0,0,0,1,0.125
支持,0,0,0,1,0,0,0,1,0.125
样本数据,0,0,0,1,0,0,0,1,0.125
神经网络,0,0,0,2,6,0,0,8,1.7
决策树,0,0,0,1,0,0,0,1,0.125
子空间,0,0,0,1,0,0,0,1,0.125
调制制式,0,0,0,1,0,0,0,1,0.125
信号空间,0,0,0,1,0,0,0,1,0.125
切面,0,0,0,1,0,0,0,1,0.125
m-qam调制,0,0,0,1,0,0,0,1,0.125
16qam,0,0,0,2,2,1,0,5,0.975
4fsk,0,0,0,1,0,0,0,1,0.125
fsk,0,0,0,1,0,0,0,1,0.125
导数,0,0,0,1,0,0,0,1,0.125
方差,0,0,0,2,0,0,0,2,0.25
均值,0,0,0,2,0,0,0,2,0.25
高斯信号,0,0,0,1,0,2,0,3,0.6083333333333334
高斯随机过程,0,0,0,1,0,0,0,1,0.125
rni,0,0,0,1,0,0,0,1,0.125
共朝操作,0,0,0,1,0,0,0,1,0.125
阶数,0,0,0,1,0,0,0,1,0.125
高阶矩加凶,0,0,0,1,0,0,0,1,0.125
左阶导数,0,0,0,1,0,0,0,1,0.125
函数,0,0,0,3,0,0,0,3,0.375
随机变量,0,0,0,2,0,0,0,2,0.25
第二特征函数,0,0,0,1,0,0,0,1,0.125
生成函数,0,0,0,1,0,0,0,1,0.125
矩生成函数,0,0,0,1,0,0,0,1,0.125
左阶矩,0,0,0,1,0,0,0,1,0.125
上阶导数,0,0,0,1,0,0,0,1,0.125
期望运算,0,0,0,1,0,0,0,1,0.125
laplace算子,0,0,0,1,0,0,0,1,0.125
积分,0,0,0,1,0,0,0,1,0.125
概率密度,0,0,0,1,0,0,0,1,0.125
随机变量工具,0,0,0,1,0,0,0,1,0.125
高阶统计量特征,0,0,0,2,0,0,0,2,0.25
时频域变换,0,0,0,1,0,0,0,1,0.125
谱对称性,0,0,0,1,0,0,0,1,0.125
非线性分量,0,0,0,1,0,0,0,1,0.125
功率谱密度,0,0,0,1,3,0,0,4,0.85
已调信号,0,0,0,1,0,0,0,1,0.125
信息荷载,0,0,0,1,0,0,0,1,0.125
相位参数,0,0,0,1,0,0,0,1,0.125
高频载波信号,0,0,0,1,0,0,0,1,0.125
时空doa矩阵,0,0,0,1,0,0,0,1,0.125
时域空域,0,0,0,1,0,0,0,1,0.125
参数估计,0,0,0,1,0,0,0,1,0.125
空时处理,0,0,0,1,0,0,0,1,0.125
运算量,0,0,0,1,0,0,0,1,0.125
天线阵列,0,0,0,1,0,0,0,1,0.125
极化状态,0,0,0,1,0,0,0,1,0.125
空间谱估计,0,0,0,1,0,0,0,1,0.125
空间谱估计法,0,0,0,1,0,0,0,1,0.125
稳定性,0,0,0,1,0,0,0,1,0.125
波束宽度,0,0,0,1,0,0,0,1,0.125
空间极化变化率,0,0,0,1,0,0,0,1,0.125
最小二乘法,0,0,0,1,0,0,0,1,0.125
系统,0,0,0,2,0,0,0,2,0.25
单极化信道,0,0,0,1,0,0,0,1,0.125
正交极化信道,0,0,0,1,0,0,0,1,0.125
空间扫描过,0,0,0,1,0,0,0,1,0.125
极化特性,0,0,0,1,0,0,0,1,0.125
雷达接收天线,0,0,0,1,0,0,0,1,0.125
空域极化特性,0,0,0,1,0,0,0,1,0.125
极化,0,0,0,1,0,0,0,1,0.125
天线,0,0,0,1,0,1,0,2,0.3666666666666667
跟踪能力,0,0,0,1,0,0,0,1,0.125
学习,0,0,0,1,0,0,0,1,0.125
自适应算法,0,0,0,2,0,0,0,2,0.25
方差估计器,0,0,0,1,0,0,0,1,0.125
线性,0,0,0,1,0,0,0,1,0.125
状态空间模型,0,0,0,1,0,0,0,1,0.125
卡尔曼滤波技术,0,0,0,1,0,0,0,1,0.125
鲁棒性,0,0,0,1,0,0,0,1,0.125
跟踪性能,0,0,0,1,0,0,0,1,0.125
步长,0,0,0,1,0,0,0,1,0.125
均方误差算法,0,0,0,1,0,0,0,1,0.125
变步长,0,0,0,1,0,0,0,1,0.125
空间极化特性,0,0,0,1,0,0,0,1,0.125
极化相位描述子,0,0,0,1,0,0,0,1,0.125
极化角,0,0,0,1,0,0,0,1,0.125
辐射源,0,0,0,1,0,0,0,1,0.125
抗干扰极化滤波技术,0,0,0,1,0,0,0,1,0.125
雷达信号,0,0,0,1,0,0,0,1,0.125
cmp,0,0,0,1,0,0,0,1,0.125
连续相位调制,0,0,0,1,0,0,0,1,0.125
fm信号,0,0,0,1,0,0,0,1,0.125
循环平稳性,0,0,0,3,0,0,0,3,0.375
pm调制,0,0,0,1,0,0,0,1,0.125
fm调制,0,0,0,1,0,0,0,1,0.125
时频重叠多信号,0,0,0,1,0,0,0,1,0.125
相位跳变点,0,0,0,1,0,0,0,1,0.125
差分,0,0,0,1,0,0,0,1,0.125
相位差分法,0,0,0,1,0,0,0,1,0.125
偏差,0,0,0,1,0,0,0,1,0.125
载频值,0,0,0,1,0,0,0,1,0.125
小波尺度,0,0,0,1,0,0,0,1,0.125
离散傅里叶变换,0,0,0,1,0,0,0,1,0.125
小波幅度,0,0,0,1,0,0,0,1,0.125
相位跳变,0,0,0,1,0,0,0,1,0.125
haar小波检测信号,0,0,0,1,0,0,0,1,0.125
小波变换法,0,0,0,2,0,0,0,2,0.25
先验条件,0,0,0,1,0,0,0,1,0.125
间隔,0,0,0,1,0,1,0,2,0.3666666666666667
幅度值,0,0,0,1,0,0,0,1,0.125
