,摘要,关键词,第一章,第二章,第三章,第四章,第五章,第六章,总词频,加权得分
移动蜂窝网络,0,0,3,0,0,0,0,1,4,0.55625
连接,0,0,2,1,0,0,1,0,4,0.55625
ip网络,0,0,2,0,0,0,0,0,2,0.25
物联网设备,0,0,1,0,0,0,0,0,1,0.125
智能电网,0,0,1,0,0,0,0,0,1,0.125
异构共存,0,0,3,0,0,0,0,0,3,0.375
无线通信技术,0,0,1,0,0,0,0,0,1,0.125
无线接入技术,0,0,1,0,0,0,0,0,1,0.125
uav,0,0,1,0,0,0,0,0,1,0.125
unmannedaerialvehicle,0,0,1,0,0,0,0,0,1,0.125
无人飞行器,0,0,1,0,0,0,0,0,1,0.125
to,0,0,1,0,0,0,0,0,1,0.125
设备直连,0,0,1,0,0,0,0,0,1,0.125
wlan,0,0,1,0,0,0,0,0,1,0.125
cal,0,0,1,0,0,0,0,0,1,0.125
wireless,0,0,1,0,0,0,0,0,1,0.125
无线局域网,0,0,1,0,0,0,0,0,1,0.125
nr,0,0,1,0,0,0,0,0,1,0.125
newradio,0,0,1,0,0,0,0,0,1,0.125
新空口,0,0,1,0,0,0,0,0,1,0.125
lte,0,0,1,0,0,0,0,0,1,0.125
longtermevolution,0,0,1,0,0,0,0,0,1,0.125
长期演进,0,0,1,0,0,0,0,0,1,0.125
cdma,0,0,1,0,0,0,0,0,1,0.125
multipleacces,0,0,1,0,0,0,0,0,1,0.125
codedivision,0,0,1,0,0,0,0,0,1,0.125
3g码分多址,0,0,1,0,0,0,0,0,1,0.125
空置资源,0,0,1,0,0,0,0,0,1,0.125
低功率节点,0,0,1,0,0,0,0,0,1,0.125
授权频段,0,0,2,0,0,0,0,0,2,0.25
高功率站点,0,0,1,0,0,0,0,0,1,0.125
非授权,0,0,1,0,0,0,0,0,1,0.125
授权,0,0,1,0,0,0,0,0,1,0.125
超密集,0,0,1,0,0,0,0,0,1,0.125
heterogeneouscellularnet,0,0,1,0,0,0,0,0,1,0.125
中继,0,0,2,0,0,0,0,0,2,0.25
picobs,0,0,1,0,0,0,0,0,1,0.125
微微基站,0,0,2,0,0,0,0,0,2,0.25
microbs,0,0,1,0,0,0,0,0,1,0.125
微基站,0,0,2,1,0,0,0,0,3,0.375
宏基站密度,0,0,1,0,0,0,0,0,1,0.125
超密集网络,0,0,2,0,0,0,0,0,2,0.25
b5g,1,0,2,0,0,0,0,0,3,1.25
无线接入网络,0,0,1,0,0,0,0,0,1,0.125
节点密度,0,0,1,0,0,0,0,0,1,0.125
网络密集化,0,0,1,1,0,0,0,0,2,0.25
异构聚合口,0,0,1,0,0,0,0,0,1,0.125
节点,0,0,8,1,0,0,0,0,9,1.125
干扰强度,0,0,1,0,0,0,0,0,1,0.125
密度,0,0,4,5,5,2,2,0,18,2.7562499999999996
macrobs,0,0,1,0,0,0,0,0,1,0.125
毫米波频段,0,0,7,0,0,0,0,0,7,0.875
hz,0,0,2,0,0,0,0,0,2,0.25
高频段,0,0,1,0,0,0,0,0,1,0.125
回收,0,0,1,0,0,0,0,0,1,0.125
空置频段,0,0,1,0,0,0,0,0,1,0.125
优质频率,0,0,1,0,0,0,0,0,1,0.125
低频段,0,0,1,0,0,0,0,0,1,0.125
低功耗,0,0,1,0,0,0,0,0,1,0.125
频谱,0,0,1,0,0,0,0,0,1,0.125
卫星通信,0,0,1,0,0,0,0,0,1,0.125
广播电视,0,0,1,0,0,0,0,0,1,0.125
频谱消耗,0,0,1,0,0,0,0,0,1,0.125
传输距离,0,0,1,0,0,0,0,0,1,0.125
调制技术,0,0,1,0,0,0,0,0,1,0.125
频谱管理,0,0,1,0,0,0,0,0,1,0.125
香农极限,0,0,1,0,0,0,0,0,1,0.125
信道,0,0,2,0,5,0,1,0,8,1.3375
awgn,0,0,1,0,0,0,0,0,1,0.125
hite,0,0,1,0,0,0,0,0,1,0.125
ve,0,0,1,0,0,0,0,0,1,0.125
add,0,0,1,0,0,0,0,0,1,0.125
白噪声,0,0,1,0,0,0,0,0,1,0.125
5g增强网络,1,0,1,0,0,0,0,0,2,1.125
超五代移动通信系统,0,0,1,0,0,0,0,0,1,0.125
neration,0,0,1,0,0,0,0,0,1,0.125
ir,0,0,1,0,0,0,0,0,1,0.125
合作伙伴计划,0,0,1,0,0,0,0,0,1,0.125
加性高斯,0,0,1,0,0,0,0,0,1,0.125
天线技,0,0,1,0,0,0,0,0,1,0.125
多址接入,0,0,1,0,0,0,0,0,1,0.125
信道编码,0,0,1,0,0,0,0,0,1,0.125
库伯定律,0,0,1,0,0,0,0,0,1,0.125
回叫,0,0,1,0,0,0,0,0,1,0.125
小区,0,0,7,3,3,0,1,0,14,1.975
性能,5,0,31,8,8,12,3,5,72,14.95
基站,2,0,27,26,40,8,26,2,131,22.4
系统级仿真,0,0,3,0,1,0,0,0,4,0.55625
性能分析,0,1,5,4,0,1,0,0,11,3.30625
仿真,0,0,4,9,18,2,9,1,43,7.0625
蒙特卡洛,0,0,2,1,1,0,0,0,4,0.55625
增益,0,0,2,0,2,0,2,1,7,1.15625
线性wyner模型,0,0,2,0,0,0,0,0,2,0.25
单小区模型,0,0,2,0,0,0,0,0,2,0.25
系统级仿真模拟,0,0,2,0,0,0,0,0,2,0.25
干扰,0,0,11,3,1,9,3,0,27,4.106249999999999
噪声,0,0,4,3,2,1,1,0,11,1.6
组网部署,0,0,1,0,0,0,0,0,1,0.125
建模用户,0,0,1,0,0,0,0,0,1,0.125
六边形晶格模型,0,0,1,0,0,0,0,0,1,0.125
选址,0,0,1,0,0,0,0,0,1,0.125
模型,0,0,2,0,2,0,1,0,5,0.79375
极简模型,0,0,1,0,0,0,0,0,1,0.125
新型蜂窝网络,0,0,1,0,0,0,0,0,1,0.125
不规则化,0,0,1,0,0,0,0,0,1,0.125
超密集化,0,0,1,0,0,0,0,0,1,0.125
组网模式,0,0,1,0,0,0,0,0,1,0.125
重复性计算机模拟,0,0,1,0,0,0,0,0,1,0.125
晶格模型,0,0,1,0,0,0,0,0,1,0.125
同构组网,0,0,1,0,0,0,0,0,1,0.125
仿真异构组网,0,0,1,0,0,0,0,0,1,0.125
干扰源,0,0,1,0,0,0,0,0,1,0.125
小区蜂窝模型,0,0,1,0,0,0,0,0,1,0.125
区蜂窝模型,0,0,1,0,0,0,0,0,1,0.125
wrap-around技,0,0,1,0,0,0,0,0,1,0.125
边缘小区干扰源,0,0,1,0,0,0,0,0,1,0.125
小区蜂窝网络模型,0,0,1,0,0,0,0,0,1,0.125
19,0,0,1,0,0,0,0,0,1,0.125
规则晶格模型,0,0,2,0,0,0,0,0,2,0.25
六边,0,0,1,0,0,0,0,0,1,0.125
wyner模型,0,0,1,0,0,0,0,0,1,0.125
六边形,0,0,1,0,0,0,0,0,1,0.125
二维平面,0,0,1,1,0,1,1,0,4,0.6125
线性模型,0,0,1,0,0,0,0,0,1,0.125
一维,0,0,3,0,0,0,1,0,4,0.55625
二维蜂窝网络,0,0,1,0,0,0,2,0,3,0.4875
小区间干扰,1,0,1,1,1,1,0,1,6,1.79375
网络模型,0,0,2,2,2,0,2,0,8,1.225
模型参数,0,0,1,0,0,0,0,0,1,0.125
网络模型理论,0,0,1,0,0,0,0,0,1,0.125
网络性能分析,0,0,1,0,0,0,0,0,1,0.125
网络资源,0,0,1,0,0,0,0,0,1,0.125
节站点,0,0,1,0,0,0,0,0,1,0.125
移动网络,2,0,1,0,0,0,0,0,3,2.125
网络运营商,0,0,1,0,0,0,0,0,1,0.125
站址规划,0,0,1,0,0,0,0,0,1,0.125
运营商,0,0,2,0,0,0,0,2,4,0.6125
网络部署,1,0,2,0,0,0,0,1,4,1.43125
家庭基站,0,0,1,0,0,0,0,0,1,0.125
小基站,0,0,3,0,0,0,0,0,3,0.375
异构节点,0,0,1,0,0,0,0,0,1,0.125
区间,0,0,2,0,0,0,0,0,2,0.25
awgn信道,0,0,1,0,0,0,0,0,1,0.125
密集同频组网,0,0,1,0,0,0,0,0,1,0.125
高频谱复用,0,0,1,0,0,0,0,0,1,0.125
频率资源,0,0,2,0,0,0,0,0,2,0.25
蜂窝小区,0,0,1,0,0,0,0,0,1,0.125
网络性能,0,0,1,0,0,0,0,1,2,0.30625
移动连接速率,0,0,2,0,0,0,0,0,2,0.25
设备,0,0,2,0,0,0,0,0,2,0.25
语音业务,0,0,2,0,0,0,0,0,2,0.25
时延,0,0,1,0,0,2,0,0,3,0.4875
可靠性,3,0,4,1,0,2,1,0,11,4.16875
峰值速率,0,0,1,0,0,0,0,0,1,0.125
速率,0,0,3,1,0,0,1,0,5,0.68125
5g设备,0,0,1,0,0,0,0,0,1,0.125
m2m,0,0,1,0,0,0,0,0,1,0.125
machine-to-machine,0,0,1,0,0,0,0,0,1,0.125
机器间通信,0,0,1,0,0,0,0,0,1,0.125
移动连接,0,0,1,0,0,0,0,0,1,0.125
移动数据流量,0,0,1,0,0,0,0,0,1,0.125
telecommunication,0,0,1,0,0,0,0,0,1,0.125
电信联盟,0,0,1,0,0,0,0,0,1,0.125
通信服务,0,0,1,0,0,0,0,0,1,0.125
国移动,0,0,1,0,0,0,0,0,1,0.125
传统语音通信业务,0,0,1,0,0,0,0,0,1,0.125
3g,0,0,1,0,0,0,0,0,1,0.125
20gbps,0,0,1,0,0,0,0,0,1,0.125
1gbps,0,0,1,0,0,0,0,0,1,0.125
lte-a,0,0,2,0,1,0,0,0,3,0.43125
ce,0,0,1,0,0,0,0,0,1,0.125
glongtermevolution,0,0,1,0,0,0,0,0,1,0.125
gprs,0,0,1,0,0,0,0,0,1,0.125
packetradioservice,0,0,1,0,0,0,0,0,1,0.125
general,0,0,1,0,0,0,0,0,1,0.125
通用分组无线服务,0,0,1,0,0,0,0,0,1,0.125
连接能力,0,0,1,0,0,0,0,0,1,0.125
能量效率,0,0,1,0,0,0,0,0,1,0.125
数据传输速率,0,0,1,0,1,0,0,0,2,0.30625
先进信道编译码,0,0,1,0,0,0,0,0,1,0.125
正交频分复用,0,0,1,0,0,0,0,0,1,0.125
多天线技术,0,0,1,0,0,0,0,0,1,0.125
码分多址,0,0,1,0,0,0,0,0,1,0.125
用户数量,0,0,1,0,0,0,0,0,1,0.125
2g①网络,0,0,1,0,0,0,0,0,1,0.125
systemformobilecommunications,0,0,1,0,0,0,0,0,1,0.125
全球移动通信系统,0,0,1,0,0,0,0,0,1,0.125
随机几何,0,1,20,11,2,1,0,1,36,6.6
覆盖概率,0,0,7,1,0,0,3,0,11,1.54375
ppp模型,0,0,6,0,0,0,0,0,6,0.75
成功概率,10,1,27,84,60,30,38,10,260,50.8875
hcn网络,0,0,8,0,0,0,1,0,9,1.18125
meta分布,15,0,90,71,39,20,43,8,286,55.0625
链路,6,0,16,18,1,1,4,2,48,11.7
门限,0,0,5,7,6,5,6,0,29,4.58125
sinr,0,0,8,2,0,0,3,0,13,1.79375
网格模型,0,0,3,0,0,0,0,0,3,0.375
sinr性能,0,0,4,0,0,0,0,0,4,0.5
性能指标,0,0,11,7,3,1,1,4,27,3.8812499999999996
pcp,0,0,5,1,0,0,0,0,6,0.75
平均性能,0,0,5,1,0,0,0,0,6,0.75
随机几何理论,3,0,8,0,2,1,0,2,16,4.90625
meta分布理论,2,0,6,0,0,0,0,1,9,2.93125
分布,0,0,7,19,7,2,12,1,48,7.2375
hcn模型,0,0,2,1,2,0,0,0,5,0.7375
基站协作,0,0,4,1,0,1,0,0,6,0.80625
strauss过程,0,0,2,0,0,0,0,0,2,0.25
发射功率,0,0,2,3,9,1,1,0,16,2.61875
k层,0,0,2,0,0,0,0,0,2,0.25
interference,0,0,2,0,0,0,0,0,2,0.25
hcpp,0,0,4,0,0,0,0,0,4,0.5
中断概率,0,0,3,1,0,1,1,0,6,0.8625
点过程,0,0,2,2,0,4,0,0,8,1.225
hppp,0,0,5,2,3,0,1,0,11,1.6
发射机,0,0,2,12,3,0,2,0,19,2.65625
adhoc网络,0,0,3,0,0,1,0,0,4,0.55625
典型用户,0,0,2,0,1,0,0,0,3,0.43125
无线通信网络,0,0,4,2,0,0,0,0,6,0.75
移动异构网络,10,1,6,4,2,1,0,9,33,15.425
用户链路,0,0,1,0,0,0,0,0,1,0.125
传输速率,0,0,1,2,0,0,1,0,4,0.55625
链路性能,0,0,2,0,0,0,1,0,3,0.43125
性能度量指标,0,0,1,0,1,0,0,0,2,0.30625
功概率,0,0,1,0,1,0,2,0,4,0.66875
qos,0,0,3,0,1,0,0,0,4,0.55625
qualityofservices,0,0,1,0,0,0,0,0,1,0.125
服务质量,0,0,1,0,0,0,0,0,1,0.125
用户业务,0,0,1,0,0,0,0,0,1,0.125
sir门限,1,0,1,0,0,0,2,1,5,1.66875
性能分布,0,0,1,0,1,0,0,0,2,0.30625
链路级,0,0,2,2,0,0,0,0,4,0.5
成功传输,0,0,1,0,0,0,0,0,1,0.125
空间平均,0,0,1,1,0,0,0,0,2,0.25
对点过程,0,0,1,0,0,0,0,0,1,0.125
平稳遍历性,0,0,1,0,0,0,0,0,1,0.125
据点过程,0,0,1,0,0,0,0,0,1,0.125
outageprobability,0,0,1,0,0,0,0,0,1,0.125
coverageprobability,0,0,1,0,0,0,0,0,1,0.125
successprobability,0,0,1,1,0,0,0,0,2,0.25
distributionfunction,0,0,1,1,0,0,0,0,2,0.25
complementarycumulative,0,0,1,1,0,0,0,0,2,0.25
互补累积分布函数,0,0,1,1,0,0,0,0,2,0.25
随机几何分析理论,0,0,1,0,0,0,0,0,1,0.125
多天线无线网络,0,0,1,0,0,0,0,0,1,0.125
无线通信,0,0,1,0,0,0,0,0,1,0.125
印本,0,0,1,0,0,0,0,0,1,0.125
ontemetofthing,0,0,1,0,0,0,0,0,1,0.125
物联网,1,0,1,0,0,0,0,1,3,1.30625
移动性管理,0,0,1,0,0,0,0,0,1,0.125
物理层安全,1,0,7,1,0,0,6,1,16,3.26875
mimo,0,0,2,0,0,0,1,0,3,0.43125
ous,0,0,1,0,0,0,0,0,1,0.125
-inputmultiple,0,0,1,0,0,0,0,0,1,0.125
multi,0,0,1,0,0,0,0,0,1,0.125
多输入多输出,0,0,1,0,0,0,0,0,1,0.125
hcn,0,0,6,3,4,2,1,0,16,2.39375
空间相关性,0,0,2,0,0,0,0,0,2,0.25
点过程模型,0,0,3,0,0,0,0,0,3,0.375
建模分析,0,0,1,0,0,0,0,0,1,0.125
理论分析,0,0,1,0,0,0,0,0,1,0.125
slivnyak定理,0,0,2,2,0,0,0,0,4,0.5
probabilitygeneratingfunctional,0,0,1,0,0,0,0,0,1,0.125
概率生成泛函,0,0,1,0,0,0,0,0,1,0.125
性能差异,1,0,1,0,0,0,0,0,2,1.125
真实网络,0,0,1,0,0,0,0,0,1,0.125
异构协作网络模型,1,0,3,1,2,3,0,1,11,2.5875
非齐次,0,0,2,0,0,1,0,0,3,0.43125
superpositionproperty,0,0,1,0,0,0,0,0,1,0.125
叠加特性,0,0,1,0,1,0,0,0,2,0.30625
mappingtheorem,0,0,1,0,0,0,0,0,1,0.125
映射定理,0,0,1,0,0,0,0,0,1,0.125
齐次,0,0,1,0,0,0,0,0,1,0.125
层参数,0,0,1,0,0,0,0,0,1,0.125
随机几何模型,0,0,1,0,0,0,0,0,1,0.125
perturbedlattice,0,0,1,0,0,0,0,0,1,0.125
扰动晶格,0,0,1,0,0,0,0,0,1,0.125
泊松hcpp,0,0,1,0,0,0,0,0,1,0.125
参数,0,0,2,7,0,0,5,0,14,2.03125
基站层数,0,0,1,1,2,0,0,0,4,0.6125
limited,0,0,1,0,0,0,0,0,1,0.125
干扰受限,0,0,2,0,1,0,0,0,3,0.43125
下行多层hcn网络,0,0,1,0,0,0,0,0,1,0.125
用户基站,0,0,1,0,0,0,0,0,1,0.125
层基站,0,0,1,1,2,1,0,0,5,0.79375
快照,0,0,1,3,0,0,0,0,4,0.5
样本,0,0,1,2,0,0,0,0,3,0.375
随机模型,0,0,1,0,0,0,0,0,1,0.125
3层,0,0,1,0,0,0,0,0,1,0.125
平均数据速率,0,0,1,0,0,0,0,0,1,0.125
sinr门限,0,0,1,0,1,0,0,0,2,0.30625
基站密度,0,0,2,1,0,0,4,0,7,1.1
下行链路模型,0,0,1,0,0,0,0,0,1,0.125
k层hcn网络,0,0,1,0,0,0,0,0,1,0.125
性质,1,0,2,2,0,0,3,1,9,2.225
蒙特卡洛仿真,1,0,4,1,1,0,0,1,8,1.9875
精度,0,0,1,4,0,0,0,1,6,0.80625
可达速率,0,0,1,0,0,0,0,0,1,0.125
泊松点过程模型,0,0,1,0,0,0,0,0,1,0.125
sin,0,0,1,0,0,0,0,0,1,0.125
noiserati,0,0,1,0,0,0,0,0,1,0.125
signal,0,0,2,0,0,0,0,0,2,0.25
信干噪比,0,0,1,0,0,0,0,0,1,0.125
下行链路,3,0,10,4,8,0,2,3,30,7.106249999999999
蜂窝网络基站,0,0,1,0,0,0,0,0,1,0.125
吸引,0,0,2,0,0,0,0,0,2,0.25
排斥,0,0,2,0,0,0,0,0,2,0.25
时空相关性,0,0,1,0,0,0,0,0,1,0.125
实网络,0,0,1,0,0,0,0,0,1,0.125
determinantalpointprocess,0,0,1,0,0,0,0,0,1,0.125
行列式点过程,0,0,1,0,0,0,0,0,1,0.125
hardcorepointproces,0,0,1,0,0,0,0,0,1,0.125
matern硬核点过程,0,0,1,0,0,0,0,0,1,0.125
bpp,0,0,1,0,0,0,0,0,1,0.125
binomialpointprocess,0,0,1,0,0,0,0,0,1,0.125
二项式点过程,0,0,1,0,0,0,0,0,1,0.125
空间模型,0,0,1,0,0,0,0,0,1,0.125
poissonpointprocess,0,0,1,0,0,0,0,0,1,0.125
泊松点过程,0,0,1,0,0,0,0,0,1,0.125
口刀,0,0,1,0,0,0,0,0,1,0.125
吞吐量,0,0,4,0,0,2,0,0,6,0.8625
连通性,0,0,1,0,0,0,0,0,1,0.125
percolationtheory,0,0,1,0,0,0,0,0,1,0.125
渗透理论,0,0,1,0,0,0,0,0,1,0.125
randomgeometricgraphs,0,0,1,0,0,0,0,0,1,0.125
随机几何图,0,0,1,0,0,0,0,0,1,0.125
模型分析,0,0,1,0,0,0,0,0,1,0.125
palm理论,0,0,1,1,0,0,0,0,2,0.25
motion-invariant,0,0,1,0,0,0,0,0,1,0.125
运动不变性,0,0,1,0,0,0,1,0,2,0.30625
poissonclusterprocess,0,0,1,0,0,0,0,0,1,0.125
泊松簇点过程,0,0,1,0,0,0,1,0,2,0.30625
ces,0,0,1,0,0,0,1,1,3,0.4875
homogeneouspoissonpoint,0,0,1,0,0,0,0,0,1,0.125
齐次泊松点过程,0,0,1,0,0,0,0,0,1,0.125
largewirelessnetwork,0,0,1,0,0,0,0,0,1,0.125
大型无线网络,0,0,1,0,0,0,0,0,1,0.125
信道接入协议,0,0,1,0,0,0,0,0,1,0.125
cd,0,0,1,0,0,0,0,0,1,0.125
csma,0,0,1,0,0,0,0,0,1,0.125
collisiondetect,0,0,1,0,0,0,0,0,1,0.125
carriersensemultipleacces,0,0,1,0,0,0,0,0,1,0.125
冲突检测,0,0,1,0,0,0,0,0,1,0.125
多路访问,0,0,1,0,0,0,0,0,1,0.125
载波侦听,0,0,1,0,0,0,0,0,1,0.125
aloha,0,0,2,0,0,0,0,0,2,0.25
随机,0,0,3,0,0,0,0,0,3,0.375
接收机,0,0,4,7,0,2,1,0,14,1.91875
iadhoc网络,0,0,1,0,0,0,0,0,1,0.125
typicaluser,0,0,1,0,0,0,0,0,1,0.125
数学工具,0,0,1,0,0,0,0,0,1,0.125
超密集异构组网,0,0,2,0,0,0,0,0,2,0.25
d2d通信,0,0,7,1,0,0,0,0,8,1.0
comp,1,0,7,2,17,1,0,3,31,5.93125
上行链路,0,0,6,0,0,1,1,0,8,1.1125
排队论,0,0,4,0,0,0,0,0,4,0.5
无线能量传输,0,0,5,0,0,0,0,0,5,0.625
中继节点,0,0,3,0,0,0,0,0,3,0.375
iot用户,0,0,3,0,0,0,0,0,3,0.375
d2d网络,0,0,3,1,0,0,1,0,5,0.68125
m2m通信,0,0,3,0,0,0,0,0,3,0.375
d2d,0,0,5,0,0,0,0,0,5,0.625
典型基站,0,0,2,0,0,0,0,0,2,0.25
用户点过程,0,0,2,0,0,0,0,0,2,0.25
偏置因子,0,0,4,0,0,0,0,0,4,0.5
双跳iot网络,0,0,2,0,0,0,0,0,2,0.25
迭代循环,0,0,2,0,0,0,0,0,2,0.25
马尔科夫链,0,0,2,0,0,0,0,0,2,0.25
离散时间,0,0,2,0,0,0,0,0,2,0.25
系统参数,0,0,2,0,0,0,0,0,2,0.25
射频,0,0,2,0,0,0,0,0,2,0.25
空间中断容量,0,0,2,9,0,0,0,0,11,1.375
平均本地时延,2,0,6,12,7,0,0,0,27,5.51875
