,摘要,关键词,第一章,第二章,第三章,第四章,第五章,总词频,加权得分
演进型基站,0,0,0,1,0,0,0,1,0.125
evolvedpacket,0,0,0,1,0,0,0,1,0.125
演进型分组核心网,0,0,0,1,0,0,0,1,0.125
通信系统,1,0,2,10,1,0,0,14,2.7416666666666667
网络简化,0,0,0,1,0,0,0,1,0.125
扁平化,0,0,0,1,0,0,0,1,0.125
网络结构,0,0,0,1,0,0,0,1,0.125
s&c算法,1,0,6,4,10,24,0,45,10.466666666666667
cp长度,0,0,0,0,0,16,0,16,3.8666666666666667
snr,0,0,0,2,0,35,0,37,8.708333333333334
误比特率,0,0,0,0,0,15,0,15,3.625
曲线,0,0,0,0,0,9,0,9,2.175
信号,0,0,1,30,14,24,0,69,13.058333333333334
仿真,0,0,6,5,0,11,0,22,4.033333333333333
星座点,0,0,0,3,0,7,0,10,2.0666666666666664
isi干扰,0,0,0,0,3,9,0,12,2.9
长度,0,0,0,6,3,16,0,25,5.341666666666667
算法,1,0,5,1,8,7,0,22,5.375
isi,0,0,1,1,2,5,0,9,1.9416666666666667
信道环境,0,0,6,10,3,6,0,25,4.175
频偏估计,1,0,11,9,16,35,0,72,15.825
循环前缀,0,0,2,12,9,11,0,34,6.583333333333333
星座图,0,0,0,0,0,10,0,10,2.4166666666666665
还原信号,0,0,1,0,1,5,0,7,1.575
性能,0,0,4,4,0,5,0,13,2.208333333333333
符号间干扰,0,0,1,4,0,5,0,10,1.8333333333333333
仿真曲线,0,0,0,0,0,5,0,5,1.2083333333333333
bit数据,0,0,0,0,0,3,0,3,0.725
信道,2,0,4,12,6,13,0,37,8.591666666666667
频偏,2,0,3,9,10,18,0,42,10.266666666666666
补偿,1,0,4,3,0,10,0,18,4.291666666666666
接收信号,0,0,0,3,4,8,0,15,3.275
变化曲线,0,0,0,0,0,2,0,2,0.48333333333333334
虚线,0,0,0,1,0,7,0,8,1.8166666666666667
实线,0,0,0,1,0,5,0,6,1.3333333333333333
性能表现,0,0,0,0,0,3,0,3,0.725
信噪比,0,0,0,1,0,8,0,9,2.0583333333333336
多经路数,0,0,0,0,0,2,0,2,0.48333333333333334
还原,0,0,0,1,0,6,0,7,1.575
频偏值,0,0,0,1,1,6,0,8,1.8166666666666667
训练序列,0,0,0,1,3,10,0,14,3.2666666666666666
bit数据流,0,0,0,0,0,2,0,2,0.48333333333333334
发送端,0,0,1,0,1,3,0,5,1.0916666666666668
仿真流程,0,0,0,0,0,2,0,2,0.48333333333333334
isi干扰条件,0,0,0,0,0,1,0,1,0.24166666666666667
频偏估计算法,3,1,6,1,5,6,0,22,8.533333333333333
信号点,0,0,0,0,0,1,0,1,0.24166666666666667
inter-symbolinter,0,0,0,0,0,1,0,1,0.24166666666666667
没有信号间干扰,0,0,0,0,0,1,0,1,0.24166666666666667
多径信道径,0,0,0,0,0,1,0,1,0.24166666666666667
边界,0,0,0,0,0,1,0,1,0.24166666666666667
接收信号点,0,0,0,0,0,1,0,1,0.24166666666666667
分离度,0,0,0,0,0,1,0,1,0.24166666666666667
星座,0,0,0,0,0,2,0,2,0.48333333333333334
dqpsk,0,0,0,0,0,1,0,1,0.24166666666666667
信号星座图,0,0,0,0,0,1,0,1,0.24166666666666667
cfomse,0,0,0,0,0,1,0,1,0.24166666666666667
仿真条件,0,0,0,0,0,1,0,1,0.24166666666666667
符号间,0,0,0,0,0,1,0,1,0.24166666666666667
下降幅度,0,0,0,0,0,1,0,1,0.24166666666666667
经典算法,1,0,6,0,2,11,0,20,4.891666666666667
发送信号,0,0,1,7,0,8,0,16,2.9333333333333336
随机信号,0,0,0,0,0,2,0,2,0.48333333333333334
改进算法,0,0,2,1,0,1,0,4,0.6166666666666667
ber仿真曲线,0,0,0,0,0,1,0,1,0.24166666666666667
方差,0,0,0,0,0,3,0,3,0.725
算法还原,0,0,0,0,0,1,0,1,0.24166666666666667
ber,0,0,0,0,0,4,0,4,0.9666666666666667
间干扰,0,0,0,0,0,1,0,1,0.24166666666666667
多径路数,0,0,0,0,0,4,0,4,0.9666666666666667
sn,0,0,0,0,0,1,0,1,0.24166666666666667
仿真环境,0,0,0,0,0,1,0,1,0.24166666666666667
be,0,0,0,0,0,1,0,1,0.24166666666666667
频偏估计值,0,0,0,0,1,4,0,5,1.2083333333333333
频偏数,0,0,0,0,1,6,0,7,1.6916666666666667
频偏数值,0,0,0,0,0,1,0,1,0.24166666666666667
性能表,0,0,0,0,0,1,0,1,0.24166666666666667
间干扰isi,0,0,0,0,1,1,0,2,0.48333333333333334
模拟信道,0,0,0,0,0,1,0,1,0.24166666666666667
变量,0,0,0,0,0,2,0,2,0.48333333333333334
可变量,0,0,0,0,0,1,0,1,0.24166666666666667
多径延迟,0,0,0,0,0,1,0,1,0.24166666666666667
多径衰落,0,0,1,4,0,1,0,6,0.8666666666666667
路径,0,0,0,5,0,3,0,8,1.35
多径信道,1,0,2,3,1,5,0,12,3.075
ofdm符号,0,0,4,20,10,4,0,38,6.383333333333333
解调,0,0,0,0,0,2,0,2,0.48333333333333334
频域,0,0,3,8,3,5,0,19,3.3083333333333336
快速傅立叶变换,0,0,0,1,0,1,0,2,0.3666666666666667
数据,0,0,0,5,0,9,0,14,2.8
数组,0,0,0,0,0,1,0,1,0.24166666666666667
信号数据,0,0,0,0,0,1,0,1,0.24166666666666667
cfo,0,0,0,0,0,2,0,2,0.48333333333333334
行存储,0,0,0,0,0,1,0,1,0.24166666666666667
接收端,1,0,4,9,8,7,0,29,6.25
时变多径高斯白噪声信道,0,0,0,0,0,1,0,1,0.24166666666666667
时域,1,0,2,10,3,4,0,20,4.191666666666666
傅立叶反变换,0,0,0,0,0,1,0,1,0.24166666666666667
快速,0,0,0,0,0,1,0,1,0.24166666666666667
qpsk调制,0,0,0,0,0,1,0,1,0.24166666666666667
传输信号,0,0,1,4,3,1,0,9,1.5916666666666668
符号,1,0,3,10,10,11,0,35,7.7
序列,0,0,1,0,6,6,0,13,3.025
ifft,0,0,1,6,5,3,0,15,2.8083333333333336
保护间隔,0,0,1,1,2,0,0,4,0.7333333333333334
相关值,0,0,0,0,1,0,0,1,0.24166666666666667
ofdm抽样数据,0,0,0,0,1,0,0,1,0.24166666666666667
循环前缀数据,0,0,0,0,1,0,0,1,0.24166666666666667
符号序列,0,0,0,0,3,3,0,6,1.45
发送符号数据,0,0,0,0,1,0,0,1,0.24166666666666667
采样点,0,0,0,0,1,0,0,1,0.24166666666666667
样值,0,0,0,0,1,0,0,1,0.24166666666666667
单位样值,0,0,0,0,1,0,0,1,0.24166666666666667
输出端,0,0,0,0,1,0,0,1,0.24166666666666667
抽样间隔,0,0,0,0,1,0,0,1,0.24166666666666667
子载波,0,0,3,14,3,2,0,22,3.333333333333333
传输符号,1,0,0,0,1,2,0,4,1.725
频率偏移数,0,0,0,0,1,0,0,1,0.24166666666666667
结尾数据,0,0,0,0,1,0,0,1,0.24166666666666667
信息符号,0,0,0,0,1,0,0,1,0.24166666666666667
cp序列,0,0,0,0,1,0,0,1,0.24166666666666667
盲同步估计算法,0,0,0,0,1,0,0,1,0.24166666666666667
重复信息,0,0,0,0,1,0,0,1,0.24166666666666667
末尾数据,0,0,0,0,1,0,0,1,0.24166666666666667
定时,0,0,0,0,1,0,0,1,0.24166666666666667
似然算法,0,0,0,0,1,0,0,1,0.24166666666666667
似然频偏估计算法,0,0,0,0,1,0,0,1,0.24166666666666667
50fdm系统,0,0,0,0,1,0,0,1,0.24166666666666667
ici,0,0,0,1,1,0,0,2,0.3666666666666667
时延扩展,0,0,0,2,1,0,0,3,0.4916666666666667
icd,0,0,0,0,1,0,0,1,0.24166666666666667
干扰,0,0,1,5,3,3,0,12,2.2
载波间,0,0,0,0,1,0,0,1,0.24166666666666667
正交性,0,0,0,5,1,0,0,6,0.8666666666666667
子载波间,0,0,0,0,1,0,0,1,0.24166666666666667
周期,0,0,0,1,1,0,0,2,0.3666666666666667
码元符号,0,0,0,0,1,0,0,1,0.24166666666666667
序列复制,0,0,0,0,1,0,0,1,0.24166666666666667
循环前缀cp,0,0,0,0,2,2,0,4,0.9666666666666667
音响,0,0,0,0,1,0,0,1,0.24166666666666667
周期性,0,0,0,5,1,0,0,6,0.8666666666666667
ofdm系统,3,0,8,15,2,3,0,31,7.083333333333333
频偏估计算,0,0,2,0,3,0,0,5,0.975
迭代算法,0,0,1,0,0,30,0,31,7.375
导频,1,0,3,1,4,17,0,26,6.575
高斯白噪声,0,0,1,2,5,12,0,20,4.483333333333333
导频序列,1,0,1,0,6,11,0,19,5.233333333333333
插入导频,0,0,1,0,0,5,0,6,1.3333333333333333
频率偏移,2,0,4,4,3,9,0,22,5.9
偏移量,0,0,0,0,0,4,0,4,0.9666666666666667
仿真平台,0,0,2,0,0,4,0,6,1.2166666666666668
ber变化曲线,0,0,0,0,0,3,0,3,0.725
awgn信道,0,0,0,0,1,5,0,6,1.45
ofdm信号,0,0,0,5,0,6,0,11,2.075
信号还原,0,0,0,0,0,2,0,2,0.48333333333333334
发送序列,0,0,0,0,0,2,0,2,0.48333333333333334
信噪,0,0,0,0,0,2,0,2,0.48333333333333334
参数,0,0,0,2,0,2,0,4,0.7333333333333334
比特数量,0,0,0,0,0,2,0,2,0.48333333333333334
横坐标,0,0,0,1,0,2,0,3,0.6083333333333334
性能指标,0,0,0,0,0,2,0,2,0.48333333333333334
多普勒频偏,0,0,0,4,1,3,0,8,1.4666666666666668
误码率,1,0,1,1,0,2,0,5,1.7333333333333334
速度,0,0,1,1,0,1,0,3,0.4916666666666667
斜率,0,0,0,0,0,1,0,1,0.24166666666666667
下降曲线,0,0,0,0,0,1,0,1,0.24166666666666667
频偏估计方,0,0,0,0,0,1,0,1,0.24166666666666667
时频偏估计,0,0,0,0,0,1,0,1,0.24166666666666667
cfo_mse仿真,0,0,0,0,0,1,0,1,0.24166666666666667
阻碍,0,0,0,0,0,1,0,1,0.24166666666666667
低信噪比,0,0,0,0,0,1,0,1,0.24166666666666667
高信噪比,0,0,0,0,0,1,0,1,0.24166666666666667
频偏估计方差,0,0,0,0,0,1,0,1,0.24166666666666667
曲线周期,0,0,0,0,0,1,0,1,0.24166666666666667
误比特率曲线,0,0,0,0,0,1,0,1,0.24166666666666667
频偏4,0,0,0,0,0,1,0,1,0.24166666666666667
频偏量,0,0,0,0,0,1,0,1,0.24166666666666667
还原度,0,0,0,0,0,1,0,1,0.24166666666666667
otalbit,0,0,0,0,0,1,0,1,0.24166666666666667
bit,0,0,0,0,0,1,0,1,0.24166666666666667
totalbit,0,0,0,0,0,1,0,1,0.24166666666666667
均方误差,0,0,0,0,0,1,0,1,0.24166666666666667
频偏环,0,0,0,0,0,1,0,1,0.24166666666666667
环境参数,0,0,0,1,0,1,0,2,0.3666666666666667
插入频偏,0,0,0,0,0,1,0,1,0.24166666666666667
cfo变化曲线,0,0,0,0,0,1,0,1,0.24166666666666667
频偏方差,0,0,0,0,0,1,0,1,0.24166666666666667
发送数据,0,0,0,0,0,1,0,1,0.24166666666666667
散点,0,0,0,0,0,1,0,1,0.24166666666666667
多普勒,0,0,0,0,0,1,0,1,0.24166666666666667
接收僧号,0,0,0,0,0,1,0,1,0.24166666666666667
频偏矩阵,0,0,0,0,2,2,0,4,0.9666666666666667
高信噪比条件,0,0,0,0,0,1,0,1,0.24166666666666667
偏离量,0,0,0,0,0,1,0,1,0.24166666666666667
星座图点,0,0,0,0,0,1,0,1,0.24166666666666667
经典导频算法,0,0,0,0,0,1,0,1,0.24166666666666667
分区,0,0,0,0,0,1,0,1,0.24166666666666667
多普勒频率偏移,1,0,1,4,0,2,0,8,2.1083333333333334
仿真图,0,0,0,0,0,1,0,1,0.24166666666666667
频率,1,0,2,18,2,1,0,24,4.225
强弱,0,0,0,0,0,1,0,1,0.24166666666666667
多径,0,0,0,0,2,2,0,4,0.9666666666666667
dft长度,0,0,0,0,0,1,0,1,0.24166666666666667
导频序列算法,0,0,0,0,0,1,0,1,0.24166666666666667
偏移,0,0,0,0,0,1,0,1,0.24166666666666667
估计值,0,0,0,0,0,1,0,1,0.24166666666666667
相移,0,0,0,0,0,1,0,1,0.24166666666666667
共辗,0,0,0,0,0,1,0,1,0.24166666666666667
复数,0,0,0,0,0,1,0,1,0.24166666666666667
时域模型,0,0,0,0,0,1,0,1,0.24166666666666667
fft变换,0,0,0,0,1,1,0,2,0.48333333333333334
循环,0,0,1,0,1,2,0,4,0.85
nep,0,0,0,0,2,0,0,2,0.48333333333333334
时间,0,0,0,8,2,1,0,11,1.725
数值,0,0,0,0,1,1,0,2,0.48333333333333334
fft长度,0,0,0,0,1,0,0,1,0.24166666666666667
nm,0,0,0,0,1,0,0,1,0.24166666666666667
抽样点数,0,0,0,0,1,0,0,1,0.24166666666666667
均值,0,0,0,1,1,0,0,2,0.3666666666666667
相关函数,0,0,0,0,2,0,0,2,0.48333333333333334
取角运算,0,0,0,0,1,0,0,1,0.24166666666666667
平均值,0,0,0,0,1,0,0,1,0.24166666666666667
函数,0,0,0,0,1,0,0,1,0.24166666666666667
相关运算,0,0,0,0,1,0,0,1,0.24166666666666667
性能损失,0,0,0,0,1,0,0,1,0.24166666666666667
多径干扰,0,0,0,1,1,1,0,3,0.6083333333333334
复制数据,0,0,0,0,1,0,0,1,0.24166666666666667
ml算法,0,0,0,1,1,0,0,2,0.3666666666666667
估计性能,0,0,0,0,1,0,0,1,0.24166666666666667
信号间干扰,0,0,0,0,1,1,0,2,0.48333333333333334
信道衰落,0,0,0,0,1,0,0,1,0.24166666666666667
无线通信系统,0,0,1,3,1,0,0,5,0.7416666666666667
多普勒频移不变,0,0,0,0,1,0,0,1,0.24166666666666667
导频算法,0,1,4,0,3,0,0,8,3.225
信道参数,0,0,3,0,0,1,0,4,0.6166666666666667
帧结构,0,0,3,5,0,8,0,16,2.9333333333333336
频偏算法,0,0,1,0,0,0,0,1,0.125
isi信道环境,0,0,1,0,0,0,0,1,0.125
自补偿算法,0,0,1,0,0,0,0,1,0.125
高速变化信道,0,0,1,0,0,0,0,1,0.125
inter-symbolinterference,0,0,1,0,0,0,0,1,0.125
迭代思想,0,0,1,0,0,0,0,1,0.125
算法原理,0,0,1,0,0,0,0,1,0.125
循环前缀算法,0,0,1,0,0,0,0,1,0.125
moose算法,0,0,1,0,6,0,0,7,1.575
多普勒频移,1,0,2,13,0,1,0,17,3.1166666666666667
时变信道,0,0,1,2,0,0,0,3,0.375
多径传播,0,0,1,3,0,0,0,4,0.5
仿真过程,0,0,1,0,0,0,0,1,0.125
高速移动条,0,0,1,0,0,0,0,1,0.125
信号传输过程,0,0,1,0,0,0,0,1,0.125
子载波结构,0,0,1,0,0,0,0,1,0.125
ete,0,0,1,1,0,0,0,2,0.25
传输过程,0,0,1,1,0,0,0,2,0.25
lte中信号,0,0,1,0,0,0,0,1,0.125
变形,0,0,1,0,0,0,0,1,0.125
迭代,0,0,1,0,0,1,0,2,0.3666666666666667
s&c,0,0,1,1,1,0,0,3,0.4916666666666667
相对速度,1,0,1,1,0,0,0,3,1.25
下行链路,2,0,3,4,0,0,0,9,2.875
ite,0,0,1,0,0,0,0,1,0.125
移动速度,0,0,4,6,0,0,0,10,1.25
定时同步,0,0,0,0,4,0,0,4,0.9666666666666667
极性跳变,0,0,0,0,1,0,0,1,0.24166666666666667
反正切函数,0,0,0,0,1,0,0,1,0.24166666666666667
终端,0,0,0,0,1,0,0,1,0.24166666666666667
计算量,0,0,0,0,1,0,0,1,0.24166666666666667
即算法,0,0,0,0,1,0,0,1,0.24166666666666667
ofdm技术,0,0,6,12,0,0,0,18,2.25
训练符号,1,0,3,3,5,3,0,15,3.6833333333333336
载波,0,0,3,1,0,2,0,6,0.9833333333333334
lte通信系统,0,0,3,3,0,0,0,6,0.75
多普勒效应,0,0,3,11,1,3,0,18,2.716666666666667
循环前,0,0,2,0,0,1,0,3,0.4916666666666667
低速,2,0,2,0,0,0,0,4,2.25
频率同步,0,0,2,0,0,0,0,2,0.25
锁相环,0,0,2,0,0,0,0,2,0.25
倍频偏估计,0,0,2,0,2,1,0,5,0.975
相位噪声,0,0,2,0,0,0,0,2,0.25
数据传输,0,0,2,1,0,0,0,3,0.375
ofdm,1,0,2,5,1,0,0,9,2.1166666666666667
通信环境,0,0,2,2,0,0,0,4,0.5
高速铁路,1,0,2,5,0,0,0,8,1.875
高速移动环境,3,0,1,0,0,0,0,4,3.125
数据帧,0,0,1,1,0,0,0,2,0.25
前缀,0,0,1,0,0,0,0,1,0.125
复杂度,0,0,1,0,0,0,0,1,0.125
me,0,0,1,0,0,0,0,1,0.125
高速环境,0,0,1,0,0,0,0,1,0.125
pn序列,0,0,1,0,4,2,0,7,1.575
间隔,0,0,1,2,2,1,0,6,1.1
序列符号,0,0,1,0,0,1,0,2,0.3666666666666667
硬件资源,0,0,1,0,0,0,0,1,0.125
运算,0,0,1,1,0,1,0,3,0.4916666666666667
似然估计,0,0,1,0,0,0,0,1,0.125
频率同步算法,0,0,1,0,1,0,0,2,0.3666666666666667
moose,0,0,1,0,1,0,0,2,0.3666666666666667
相位差,0,0,1,0,2,0,0,3,0.6083333333333334
锁相环系统,0,0,1,0,0,0,0,1,0.125
高速数据传输系统,0,0,1,0,0,0,0,1,0.125
频率捕获,0,0,1,0,0,0,0,1,0.125
多载波正交,0,0,1,0,0,0,0,1,0.125
单载波系统,0,0,1,0,0,0,0,1,0.125
载波频偏,0,0,1,0,1,0,0,2,0.3666666666666667
整数倍频偏估计技术,0,0,1,0,0,0,0,1,0.125
小数倍频偏估计,0,0,1,0,1,0,0,2,0.3666666666666667
整数倍频偏估计,0,0,1,0,0,0,0,1,0.125
正交,0,0,1,3,0,0,0,4,0.5
子载波调制,0,0,1,0,0,0,0,1,0.125
子载波频率,0,0,1,0,0,0,0,1,0.125
子载波正交,0,0,1,1,0,0,0,2,0.25
速率,0,0,1,5,0,0,0,6,0.75
利用率,0,0,1,0,0,0,0,1,0.125
频带,0,0,1,1,0,0,0,2,0.25
衰落,1,0,1,0,0,0,0,2,1.125
相干时间,1,0,1,0,0,0,0,2,1.125
频率偏移数值,0,0,1,0,0,0,0,1,0.125
carrierfrequencyoffset,0,0,1,0,0,0,0,1,0.125
频偏干扰,0,0,1,0,0,0,0,1,0.125
高铁列车,0,0,1,0,0,0,0,1,0.125
发送功率,0,0,1,0,0,0,0,1,0.125
ofdm技,0,0,1,2,0,0,0,3,0.375
抗多径衰落能力,0,0,1,0,0,0,0,1,0.125
多载波调制技术,0,0,1,0,0,0,0,1,0.125
正交频分复用,0,0,1,1,0,0,0,2,0.25
传输数据,0,0,1,0,0,0,0,1,0.125
移动通信系统,0,0,1,1,0,0,0,2,0.25
通信,1,0,1,1,0,0,0,3,1.25
峰值速度,0,0,1,1,0,0,0,2,0.25
380a列车,0,0,1,0,0,0,0,1,0.125
时速,0,0,1,0,0,0,0,1,0.125
高速列车,0,0,1,0,0,0,0,1,0.125
高铁体系,0,0,1,0,0,0,0,1,0.125
蓝移,0,0,0,5,0,0,0,5,0.625
频谱,0,0,0,7,0,0,0,7,0.875
红移,0,0,0,4,0,0,0,4,0.5
电波,0,0,0,6,0,0,0,6,0.75
波源,0,0,0,4,0,0,0,4,0.5
跳变,0,0,0,3,0,0,0,3,0.375
高铁,0,0,0,4,0,0,0,4,0.5
频率搬移,0,0,0,3,1,0,0,4,0.6166666666666667
子载波间隔,0,0,0,5,0,0,0,5,0.625
相关时间,0,0,0,2,0,0,0,2,0.25
时变性,0,0,0,4,0,0,0,4,0.5
相关,0,0,0,2,0,0,0,2,0.25
jdmax,0,0,0,2,0,0,0,2,0.25
fdmax,0,0,0,2,0,0,0,2,0.25
多普勒拓展,1,0,0,2,0,0,0,3,1.25
频移,0,0,0,3,1,0,0,4,0.6166666666666667
原始信号,0,0,0,2,0,0,0,2,0.25
运动,0,0,0,2,0,0,0,2,0.25
ici干扰,0,0,0,1,0,0,0,1,0.125
高铁信道环境,0,0,0,2,0,0,0,2,0.25
intercarrierinter,0,0,0,1,0,0,0,1,0.125
上行链路,0,0,0,2,0,0,0,2,0.25
多载波正交频分技,0,0,0,1,0,0,0,1,0.125
carrierfrequency,1,0,0,1,0,0,0,2,1.125
载波频率偏移,0,0,0,1,1,0,0,2,0.3666666666666667
tdd-lte传输标准,0,0,0,1,0,0,0,1,0.125
多普勒频率,0,0,0,1,0,0,0,1,0.125
中间频段,0,0,0,1,0,0,0,1,0.125
lte网络,0,0,0,1,0,0,0,1,0.125
移动,0,0,0,3,0,0,0,3,0.375
传输间隔,0,0,0,1,0,0,0,1,0.125
传输时间,0,0,0,1,0,0,0,1,0.125
持续时间,0,0,0,4,1,0,0,5,0.7416666666666667
功率谱密度,0,0,0,1,0,0,0,1,0.125
cffc,0,0,0,1,0,0,0,1,0.125
fcv,0,0,0,1,0,0,0,1,0.125
功率谱,0,0,0,1,0,0,0,1,0.125
fdmin,0,0,0,1,0,0,0,1,0.125
相位角,0,0,0,1,0,0,0,1,0.125
响应速度,0,0,0,1,0,0,0,1,0.125
频偏估计系统,0,0,0,1,0,0,0,1,0.125
k点,0,0,0,1,0,0,0,1,0.125
波长,0,0,0,1,0,0,0,1,0.125
多普勒红移,0,0,0,1,0,0,0,1,0.125
处发射,0,0,0,1,0,0,0,1,0.125
铁路,0,0,0,1,0,0,0,1,0.125
高铁信道,0,0,0,2,0,0,0,2,0.25
高铁环境,0,0,0,2,0,0,0,2,0.25
载波间干扰,0,0,0,2,0,0,0,2,0.25
頻率舟,0,0,0,1,0,0,0,1,0.125
多普勒扩展,0,0,0,1,0,0,0,1,0.125
多普勒频移扩展,0,0,0,1,0,0,0,1,0.125
连续频谱,0,0,0,1,0,0,0,1,0.125
冲击响应,0,0,0,2,0,0,0,2,0.25
频率搬移量,0,0,0,1,0,0,0,1,0.125
频率调制,0,0,0,1,0,0,0,1,0.125
多普勒频率偏移量,0,0,0,1,0,0,0,1,0.125
频谱图,0,0,0,1,0,0,0,1,0.125
多普勒蓝移效应,0,0,0,1,0,0,0,1,0.125
蓝移效应,0,0,0,1,0,0,0,1,0.125
时域压縮,0,0,0,1,0,0,0,1,0.125
多普釦效应,0,0,0,1,0,0,0,1,0.125
光速常量,0,0,0,1,0,0,0,1,0.125
redshift,0,0,0,1,0,0,0,1,0.125
观测,0,0,0,1,0,0,0,1,0.125
blueshift,0,0,0,1,0,0,0,1,0.125
波长变短频率,0,0,0,1,0,0,0,1,0.125
观测者,0,0,0,1,0,0,0,1,0.125
电波波长,0,0,0,1,0,0,0,1,0.125
物体,0,0,0,1,0,0,0,1,0.125
物理学,0,0,0,1,0,0,0,1,0.125
多普勤效应,0,0,0,1,0,0,0,1,0.125
相对,0,0,0,1,0,0,0,1,0.125
移动通信,1,0,0,1,0,0,0,2,1.125
正切运算,0,0,0,0,1,0,0,1,0.24166666666666667
虚部,0,0,0,0,1,0,0,1,0.24166666666666667
实部,0,0,0,0,1,0,0,1,0.24166666666666667
噪声信号,0,0,0,0,1,0,0,1,0.24166666666666667
ofdm符号信息,0,0,0,0,1,0,0,1,0.24166666666666667
fft,0,0,0,5,2,1,0,8,1.35
无线信道响应函数,0,0,0,0,1,0,0,1,0.24166666666666667
符号序,0,0,0,0,1,0,0,1,0.24166666666666667
接收机,0,0,0,0,1,1,0,2,0.48333333333333334
序列a,0,0,0,0,1,0,0,1,0.24166666666666667
默认系统,0,0,0,0,1,0,0,1,0.24166666666666667
偏估计,0,0,0,0,1,0,0,1,0.24166666666666667
似然,0,0,0,0,1,0,0,1,0.24166666666666667
训练序列符号,0,0,0,0,0,4,0,4,0.9666666666666667
相位,0,0,0,1,0,2,0,3,0.6083333333333334
高速移动信道,0,0,0,0,0,2,0,2,0.48333333333333334
整数,0,0,0,0,0,1,0,1,0.24166666666666667
小数倍频,0,0,0,0,0,1,0,1,0.24166666666666667
频偏影响,0,0,0,0,0,1,0,1,0.24166666666666667
共辘,0,0,0,0,0,1,0,1,0.24166666666666667
数据符号,0,0,0,1,0,1,0,2,0.3666666666666667
角度,0,0,0,0,0,1,0,1,0.24166666666666667
实数,0,0,0,0,0,1,0,1,0.24166666666666667
s&c频偏估计算法,0,0,0,0,0,1,0,1,0.24166666666666667
ifft特性,0,0,0,0,0,1,0,1,0.24166666666666667
ifft变换,0,0,0,0,0,1,0,1,0.24166666666666667
总长度,0,0,0,1,0,1,0,2,0.3666666666666667
多普勒频偏afo,0,0,0,0,0,1,0,1,0.24166666666666667
iffft长度,0,0,0,0,0,1,0,1,0.24166666666666667
有效符号周期,0,0,0,0,0,1,0,1,0.24166666666666667
时延,0,0,0,1,0,1,0,2,0.3666666666666667
无线信道,0,0,0,3,0,1,0,4,0.6166666666666667
加性高斯白噪声,0,0,0,0,0,1,0,1,0.24166666666666667
载波频,0,0,0,0,0,1,0,1,0.24166666666666667
冲击,0,0,0,0,0,1,0,1,0.24166666666666667
qam,0,0,0,1,0,1,0,2,0.3666666666666667
系统,0,0,0,2,0,0,0,2,0.25
高铁信道模型,0,0,0,1,0,0,0,1,0.125
高速信道模型,0,0,0,1,0,0,0,1,0.125
